
[00:00:00.000 --> 00:00:02.180]  讓我們先做一次同心的禱告
[00:00:02.180 --> 00:00:08.100]  親愛的恩主,我們獻上感恩
[00:00:08.100 --> 00:00:11.640]  特別是當我們今早起床看到這麼美麗的陽光
[00:00:11.640 --> 00:00:15.740]  這一刻我們又在這麼舒適、這麼安靜的禮堂
[00:00:15.740 --> 00:00:17.480]  可以去敬拜祢
[00:00:17.480 --> 00:00:19.200]  獻上感謝
[00:00:19.200 --> 00:00:21.160]  又為著今天
[00:00:21.160 --> 00:00:23.260]  在崇拜當中我們要聆聽
[00:00:23.260 --> 00:00:24.640]  讓我們專心
[00:00:24.640 --> 00:00:27.140]  讓我們眼目專注你的榮美
[00:00:27.140 --> 00:00:29.340]  讓我們耳朵張開
[00:00:29.340 --> 00:00:30.560]  好好的聆聽
[00:00:30.560 --> 00:00:32.160]  用我們的行動去回應你
[00:00:32.160 --> 00:00:33.380]  有願培養口中的言語
[00:00:33.380 --> 00:00:34.980]  弟兄姊妹之間的心思、意念
[00:00:34.980 --> 00:00:36.760]  蒙聖靈的啟迪、蒙主的悅立
[00:00:36.760 --> 00:00:38.460]  禱告奉耶穌基督的名
[00:00:38.460 --> 00:00:39.460]  阿們
[00:00:39.460 --> 00:00:41.500]  各位弟兄姊妹
[00:00:41.500 --> 00:00:44.600]  今天經課想跟大家分享這一段聖經
[00:00:44.600 --> 00:00:46.820]  剛才葛太太幫我們讀出了
[00:00:46.820 --> 00:00:51.140]  就是《瑪麗福音》第25章14-30節
[00:00:51.140 --> 00:00:54.940]  講到關於按才幹去受責任
[00:00:54.940 --> 00:00:56.240]  首先問一個問題
[00:00:56.240 --> 00:00:58.980]  有沒有弟兄姊妹之前曾經聽過
[00:00:58.980 --> 00:01:01.620]  看過或者查經查過這段聖經的?
[00:01:01.620 --> 00:01:04.920]  好,麻煩你放下
[00:01:04.920 --> 00:01:05.860]  大部分了
[00:01:05.860 --> 00:01:07.620]  可能八九成的弟兄姊妹都聽過
[00:01:07.620 --> 00:01:09.740]  好了,所以今天就講完了
[00:01:09.740 --> 00:01:10.780]  大家都認識的了,是不是?
[00:01:10.780 --> 00:01:12.080]  那應該就去做了,是不是?
[00:01:12.080 --> 00:01:14.920]  這段經文很熟很熟很熟
[00:01:14.920 --> 00:01:17.120]  裡面講到一個比喻
[00:01:17.120 --> 00:01:19.220]  今天想跟大家再一次看
[00:01:19.220 --> 00:01:22.460]  同樣想嘗試從多一點不同的角度
[00:01:22.460 --> 00:01:23.720]  去做一些反省
[00:01:24.140 --> 00:01:26.820]  這段經文一開始耶穌講的比喻我們很熟悉的
[00:01:26.820 --> 00:01:28.580]  就是說有一個人要去遠遊
[00:01:28.580 --> 00:01:32.140]  將他的錢、家業分給那些僕人
[00:01:32.140 --> 00:01:35.040]  開始的時候分給這裡講的三個人而已
[00:01:35.040 --> 00:01:37.320]  一個分了五千
[00:01:37.320 --> 00:01:39.320]  一個分了二千
[00:01:39.320 --> 00:01:40.640]  一個分了一千
[00:01:40.640 --> 00:01:42.520]  為什麼這麼分呢?
[00:01:42.520 --> 00:01:44.180]  是不是這個主人偏心呢?
[00:01:44.180 --> 00:01:45.900]  不是,聖經裡面講
[00:01:45.900 --> 00:01:46.860]  按什麼分呢?
[00:01:46.860 --> 00:01:48.780]  按他的才幹
[00:01:48.780 --> 00:01:50.220]  誰比較厲害
[00:01:50.220 --> 00:01:51.060]  就分多一點
[00:01:51.060 --> 00:01:51.960]  是不是應該這樣呢?
[00:01:51.960 --> 00:01:54.260]  是不是才幹就是比較厲害就分多一點
[00:01:54.260 --> 00:01:56.380]  沒那麼厲害就分少一點
[00:01:56.380 --> 00:01:57.700]  公不公平?
[00:01:57.700 --> 00:01:59.120]  合不合理?
[00:01:59.120 --> 00:02:00.220]  OK啊,是不是?
[00:02:00.220 --> 00:02:00.940]  挺好的
[00:02:00.940 --> 00:02:02.420]  當他分了錢之後
[00:02:02.420 --> 00:02:06.380]  接著聖經裡面講的這三個僕人就有不同的表現了
[00:02:06.380 --> 00:02:09.780]  第一個拿到五千的就努力去做買賣、生意
[00:02:09.780 --> 00:02:10.820]  賺錢賺到五千
[00:02:10.820 --> 00:02:13.540]  第二個拿到二千的又努力做買賣
[00:02:13.540 --> 00:02:14.660]  做生意賺到二千
[00:02:14.660 --> 00:02:17.100]  第三個因為很害怕
[00:02:17.100 --> 00:02:17.940]  結果怎麼樣呢?
[00:02:17.940 --> 00:02:19.500]  挖個洞把錢賣掉
[00:02:19.980 --> 00:02:22.120]  最後見到主人的時候就只剩下一千
[00:02:22.120 --> 00:02:24.820]  聖經裡面最後這個故事就講了
[00:02:24.820 --> 00:02:26.700]  最後這個主人就讚賞了
[00:02:26.700 --> 00:02:31.100]  哇,這五千的又善良
[00:02:31.100 --> 00:02:33.060]  又忠心的僕人
[00:02:33.060 --> 00:02:35.300]  二千的同樣一樣的
[00:02:35.300 --> 00:02:36.860]  如果留心看聖經
[00:02:36.860 --> 00:02:39.140]  二十三節賺二千的
[00:02:39.140 --> 00:02:41.780]  跟第二十一節賺五千的完全一樣的
[00:02:41.780 --> 00:02:43.620]  就是說你也是這麼好
[00:02:43.620 --> 00:02:44.780]  所以你忠心
[00:02:44.780 --> 00:02:45.940]  就管你更多的事情
[00:02:45.940 --> 00:02:49.020]  而那個一千埋在地底的那個呢
[00:02:49.020 --> 00:02:50.180]  就被主人罵了
[00:02:50.180 --> 00:02:52.300]  哇,你怎麼這樣呢?
[00:02:52.300 --> 00:02:53.700]  拿去修飾也好
[00:02:53.700 --> 00:02:54.820]  你又懶
[00:02:54.820 --> 00:02:55.820]  又惡
[00:02:55.820 --> 00:02:57.420]  所以就趕你出去
[00:02:57.420 --> 00:02:58.900]  拿走他那一千
[00:02:58.900 --> 00:03:00.180]  給那個五千
[00:03:00.180 --> 00:03:01.300]  賺了五千又一萬的
[00:03:01.300 --> 00:03:02.980]  就告訴我們
[00:03:02.980 --> 00:03:04.340]  所以我們要用心
[00:03:04.340 --> 00:03:05.260]  就要回應了
[00:03:05.260 --> 00:03:08.220]  上帝叫我們有多少個才幹就努力做吧
[00:03:08.220 --> 00:03:10.180]  聽過了吧?
[00:03:10.180 --> 00:03:11.140]  很熟悉吧?
[00:03:11.140 --> 00:03:14.820]  這段經文我很想再仔細看一下
[00:03:14.820 --> 00:03:16.780]  有些細節的東西我覺得挺有趣的
[00:03:17.140 --> 00:03:19.380]  我也很想跟大家思考和思考一下
[00:03:19.380 --> 00:03:21.300]  首先一開始
[00:03:21.300 --> 00:03:22.580]  聖經裡面說
[00:03:22.580 --> 00:03:25.660]  有分了三個的錢
[00:03:25.660 --> 00:03:27.420]  一個是五千、二千、一千
[00:03:27.420 --> 00:03:29.740]  不知道你的感受是怎麼樣的
[00:03:29.740 --> 00:03:32.900]  弟兄姊妹你覺得你是拿五千的那個
[00:03:32.900 --> 00:03:34.500]  拿二千的那個
[00:03:34.500 --> 00:03:35.860]  還是拿一千的那個?
[00:03:35.860 --> 00:03:38.340]  可能很多弟兄姊妹說
[00:03:38.340 --> 00:03:41.100]  五千好像很多
[00:03:41.100 --> 00:03:42.180]  責任很大
[00:03:42.180 --> 00:03:44.340]  一千的那個聖經說他又懶又惡
[00:03:44.340 --> 00:03:45.460]  當然不學他了
[00:03:45.460 --> 00:03:47.980]  就中間吧,二千最好,穩妥一點
[00:03:47.980 --> 00:03:49.140]  通常都是這樣
[00:03:49.140 --> 00:03:50.780]  三個選中間最穩妥
[00:03:50.780 --> 00:03:52.260]  如果我們看
[00:03:52.260 --> 00:03:53.340]  現在修訂本很好
[00:03:53.340 --> 00:03:54.020]  注釋
[00:03:54.020 --> 00:03:56.060]  聖經裡面說這個五千、二千、一千
[00:03:56.060 --> 00:03:57.700]  其中原文的字
[00:03:57.700 --> 00:03:59.260]  就是五個他連得
[00:03:59.260 --> 00:04:02.140]  兩個他連得和一個他連得
[00:04:02.140 --> 00:04:03.340]  他連得是什麼呢?
[00:04:03.340 --> 00:04:05.100]  是當時重量的單位
[00:04:05.100 --> 00:04:06.540]  不同時代有不同的
[00:04:06.540 --> 00:04:08.100]  所以很難說多重
[00:04:08.100 --> 00:04:10.460]  不過有趣的地方就是這個他連得
[00:04:10.460 --> 00:04:12.380]  今時英文有一個字
[00:04:12.380 --> 00:04:13.500]  就是這麼翻譯過來的
[00:04:13.500 --> 00:04:14.780]  英文字叫做talent
[00:04:15.300 --> 00:04:16.380]  什麼叫做talent?
[00:04:16.380 --> 00:04:18.340]  什麼叫做talent?
[00:04:18.340 --> 00:04:20.540]  如果我們熟悉的弟兄姊妹知道
[00:04:20.540 --> 00:04:21.620]  talent就是才幹
[00:04:21.620 --> 00:04:23.020]  或者你有什麼厲害的東西
[00:04:23.020 --> 00:04:24.380]  有什麼特長
[00:04:24.380 --> 00:04:26.940]  弟兄姊妹如果問你有多少個特長
[00:04:26.940 --> 00:04:28.260]  你會怎麼回答?
[00:04:28.260 --> 00:04:32.220]  我唱歌、跳舞、說話
[00:04:32.220 --> 00:04:33.660]  都不行
[00:04:33.660 --> 00:04:35.420]  數著數著都不是很多
[00:04:35.420 --> 00:04:36.900]  可能比起旁邊那個
[00:04:36.900 --> 00:04:38.420]  我做得更差
[00:04:38.420 --> 00:04:40.380]  不知道你覺得你有一個特長
[00:04:40.380 --> 00:04:41.980]  兩個特長
