
[00:00:00.000 --> 00:00:01.680]  我們繼續《馬太福音》的系列
[00:00:01.680 --> 00:00:04.320]  我們講到第25篇
[00:00:04.320 --> 00:00:07.000]  今天要提到的是《馬太福音》25章
[00:00:07.000 --> 00:00:10.320]  我們特別去看14至30節
[00:00:10.320 --> 00:00:12.640]  這一段經文
[00:00:12.640 --> 00:00:16.440]  正如我在《對上再對上》那篇講道裏面講到
[00:00:16.440 --> 00:00:18.720]  我們兩篇同時期
[00:00:18.720 --> 00:00:23.280]  都是講到耶穌基督在《馬太福音》24章
[00:00:23.280 --> 00:00:25.680]  正正就是祂進入耶路撒冷之後
[00:00:25.680 --> 00:00:28.080]  祂準備面對十字架
[00:00:28.080 --> 00:00:32.000]  這一件將要離世的事情
[00:00:32.000 --> 00:00:35.960]  祂很語重心長那種吩咐的一個大段落
[00:00:35.960 --> 00:00:39.160]  其中我們看到在這個段落之前
[00:00:39.160 --> 00:00:41.240]  就是《馬太福音》24章
[00:00:41.240 --> 00:00:44.880]  祂講到耶穌會再回來的日子
[00:00:44.880 --> 00:00:46.720]  祂講到一些徵兆
[00:00:46.720 --> 00:00:48.760]  講到一些狀況
[00:00:48.760 --> 00:00:51.480]  祂提醒我們要準備
[00:00:51.480 --> 00:00:54.840]  祂沒有告訴我們時後日期是何時
[00:00:54.840 --> 00:01:00.160]  因為時後日期原來總是不比準備更重要
[00:01:00.160 --> 00:01:03.040]  所以祂提醒我們我們要作出準備
[00:01:03.040 --> 00:01:05.640]  好讓耶穌回來的日子
[00:01:05.640 --> 00:01:08.560]  是帶給我們不是一個驚嚇
[00:01:08.560 --> 00:01:10.000]  不是一個審判
[00:01:10.000 --> 00:01:12.840]  而是上帝得榮耀的時刻
[00:01:12.840 --> 00:01:15.280]  來到第三個比喻當中
[00:01:15.280 --> 00:01:16.800]  和第一個很相似
[00:01:16.800 --> 00:01:20.040]  中間夾著上次講道的十個同類
[00:01:20.040 --> 00:01:23.840]  第一和第三個比喻裏面都提到
[00:01:23.840 --> 00:01:27.360]  主人去交下一些事情給他的僕人
[00:01:27.360 --> 00:01:30.280]  然後他隔了一段沒有講的時間
[00:01:30.280 --> 00:01:31.840]  沒有說回來的日期
[00:01:31.840 --> 00:01:33.200]  然後他回來
[00:01:33.200 --> 00:01:36.000]  大家還記不記得第一次我們提到的時候
[00:01:36.000 --> 00:01:40.760]  他一開始就說誰是有中心有見識的僕人
[00:01:40.760 --> 00:01:42.280]  就是主人回來的時候
[00:01:42.280 --> 00:01:46.200]  見到他能夠去完成他託付的工作
[00:01:46.200 --> 00:01:47.720]  然後他稱讚他
[00:01:47.720 --> 00:01:50.840]  但是同時期有另一個比喻裏面
[00:01:50.840 --> 00:01:53.720]  在同樣的比喻裏面有另一個的僕人
[00:01:53.720 --> 00:01:55.440]  他不能夠完成
[00:01:55.440 --> 00:01:58.640]  因為他說主人必來得遲
[00:01:58.640 --> 00:02:01.840]  我們再延續這一篇的講道
[00:02:01.840 --> 00:02:08.000]  再講什麼是耶穌最緊張要我們作出的準備
[00:02:08.000 --> 00:02:12.880]  那個準備就是好好活好你今天的生活
[00:02:12.880 --> 00:02:16.720]  這個就是我們回應耶穌將要回來的日子
[00:02:16.720 --> 00:02:19.120]  我們的主人來到的時刻
[00:02:19.120 --> 00:02:20.480]  最大的準備
[00:02:20.480 --> 00:02:23.040]  好好活好今天
[00:02:23.040 --> 00:02:26.880]  上一回我們講到有兩個大的方案
[00:02:26.880 --> 00:02:29.440]  兩個方向我們提到的就是
[00:02:29.440 --> 00:02:35.480]  關乎一個認定和一個選取
[00:02:35.480 --> 00:02:37.760]  認定
[00:02:37.760 --> 00:02:40.120]  看不到這個拍檔
[00:02:40.120 --> 00:02:43.240]  認定那個affirmation
[00:02:43.240 --> 00:02:46.360]  認定我們的人生裏面
[00:02:46.360 --> 00:02:48.000]  或者我們的生命
[00:02:48.000 --> 00:02:50.120]  無論你怎麼看你自己也好
[00:02:50.120 --> 00:02:52.760]  我有一位的主人
[00:02:52.760 --> 00:02:54.000]  我有一位主人
[00:02:54.000 --> 00:02:56.000]  我認定我有一位主人
[00:02:56.000 --> 00:02:59.160]  第二方面他提醒我們要make a choice
[00:02:59.160 --> 00:03:00.200]  是有一個主人
[00:03:00.200 --> 00:03:04.720]  但是有僕人不相同的演繹
[00:03:04.720 --> 00:03:06.280]  面對主人回來
[00:03:06.280 --> 00:03:09.040]  或者他們的生命有一種不同
[00:03:09.040 --> 00:03:11.600]  所以他提醒我們要選擇
[00:03:11.600 --> 00:03:14.040]  去做忠心有見識的僕人
[00:03:14.040 --> 00:03:18.360]  好讓這位主人回來的時候能夠歡喜
[00:03:18.360 --> 00:03:21.000]  今天我們會提到第三點
[00:03:21.000 --> 00:03:24.000]  在第三點裏面我們特別去用
[00:03:24.000 --> 00:03:28.760]  《馬太福音》二十五章十四至三十節的經文
[00:03:28.760 --> 00:03:31.160]  我們會在當中去思考
[00:03:31.160 --> 00:03:36.040]  去思想裏面的聖經話語
[00:03:36.040 --> 00:03:42.120]  我們去看《馬太福音》二十五章十四至三十節
[00:03:42.120 --> 00:03:44.280]  我們連續去看幾章的part point
[00:03:44.280 --> 00:03:48.240]  我邀請頂智慧不要厭煩地讀出這段經文
[00:03:48.240 --> 00:03:49.240]  請讀
[00:03:49.240 --> 00:03:52.880]  天國有好比一個人要往外國去
[00:03:52.880 --> 00:03:57.360]  就叫了僕人來把他的家業交給他們
[00:03:57.360 --> 00:04:00.440]  按著個人的才幹給他們銀紙
[00:04:00.440 --> 00:04:02.160]  一個給了五千
[00:04:02.160 --> 00:04:03.920]  一個給了二千
[00:04:03.920 --> 00:04:05.720]  一個給了一千
[00:04:05.720 --> 00:04:07.600]  就往外國去了
[00:04:07.600 --> 00:04:11.200]  那領五千的隨即拿去做買賣
[00:04:11.200 --> 00:04:13.160]  另外賺了五千
[00:04:13.160 --> 00:04:17.240]  那領二千的也照樣領賺了二千
[00:04:17.240 --> 00:04:20.280]  但那領一千的去掘開地
[00:04:20.280 --> 00:04:22.720]  把主人的銀紙埋藏了
[00:04:22.720 --> 00:04:26.200]  這裏講到主人裏面有三個僕人
[00:04:26.200 --> 00:04:27.400]  他的家業
[00:04:27.400 --> 00:04:29.680]  其實那個五千 一千 二千
[00:04:29.680 --> 00:04:31.120]  究竟代表什麼呢
[00:04:31.120 --> 00:04:32.840]  其實裏面都不是最重要
[00:04:32.840 --> 00:04:34.840]  所以很多解經家告訴我們
[00:04:34.840 --> 00:04:37.840]  其實那個單位是用Talent
[00:04:37.840 --> 00:04:41.200]  即是他廉德那個重量的單位來量度
[00:04:41.200 --> 00:04:43.560]  一他廉德等於一千
[00:04:43.560 --> 00:04:45.040]  這裏講的銀紙
[00:04:45.040 --> 00:04:48.720]  原來差不多是當時的普通人
[00:04:48.720 --> 00:04:50.200]  大概十六年半
[00:04:50.200 --> 00:04:52.960]  甚至乎去到二十年的工資
[00:04:52.960 --> 00:04:55.640]  你計算一下你今天年薪多少
[00:04:55.640 --> 00:04:58.320]  你乘二十乘十六也好
[00:04:58.320 --> 00:04:59.640]  多不多呀
[00:04:59.640 --> 00:05:02.040]  多的 你不用裝模作樣了
[00:05:02.040 --> 00:05:03.360]  個個都多的
[00:05:03.360 --> 00:05:04.840]  嘩 這麼大的數
[00:05:04.840 --> 00:05:08.040]  給我們怎樣去管理呢
[00:05:08.040 --> 00:05:10.120]  耶穌繼續講這個比喻
[00:05:10.120 --> 00:05:11.720]  我邀請大家繼續讀下去
[00:05:11.720 --> 00:05:12.760]  他們怎樣反應呢
[00:05:12.760 --> 00:05:13.640]  請讀
[00:05:13.640 --> 00:05:16.960]  過了許久 那些僕人的主人來了
[00:05:16.960 --> 00:05:18.280]  和他們算帳
[00:05:18.280 --> 00:05:18.960]  我們一起讀
[00:05:18.960 --> 00:05:20.920]  那領五千銀紙的
[00:05:20.920 --> 00:05:24.240]  又帶著那另外的五千來說
[00:05:24.240 --> 00:05:27.280]  主啊 你交給我五千銀紙
[00:05:27.280 --> 00:05:29.960]  請看 我又賺了五千
[00:05:29.960 --> 00:05:31.040]  主人說
[00:05:31.040 --> 00:05:34.680]  好 你這又良善又忠心的僕人
[00:05:34.680 --> 00:05:37.440]  你在不多的事上有忠心
[00:05:37.440 --> 00:05:40.480]  我要把許多事派你管理
[00:05:40.480 --> 00:05:43.960]  可以盡來享受你主人的快樂
[00:05:43.960 --> 00:05:45.200]  下一章
[00:05:45.200 --> 00:05:48.080]  那領二千的
[00:05:48.080 --> 00:05:51.320]  主啊 你交給我二千銀紙
[00:05:51.320 --> 00:05:54.280]  請看 我又賺了二千
[00:05:54.280 --> 00:05:55.400]  主人說
[00:05:55.400 --> 00:05:59.680]  好 你這又良善又忠心的僕人
[00:05:59.680 --> 00:06:02.560]  你在不多的事上有忠心
[00:06:02.560 --> 00:06:05.680]  我要把許多事派你管理
[00:06:05.680 --> 00:06:09.280]  可以盡來享受你主人的快樂
[00:06:09.280 --> 00:06:11.840]  那領一千的也來說
[00:06:11.840 --> 00:06:15.120]  主啊 我知道你是忍心的人
[00:06:15.120 --> 00:06:17.680]  沒有中的地方要收割
[00:06:17.680 --> 00:06:20.680]  沒有散的地方要聚儉
[00:06:20.680 --> 00:06:22.320]  好 再講一次
[00:06:22.320 --> 00:06:26.320]  去把你的一千銀紙埋藏在地裡
[00:06:26.320 --> 00:06:29.920]  請看 你的原銀紙在這裡
[00:06:29.920 --> 00:06:31.360]  主人回答說
[00:06:31.360 --> 00:06:33.960]  你這又惡又懶的僕人
[00:06:33.960 --> 00:06:38.160]  你既知道我沒有中的地方要收割
[00:06:38.160 --> 00:06:41.040]  沒有散的地方要聚儉
[00:06:41.040 --> 00:06:45.680]  就當把我的銀紙放進兌換銀錢的人
[00:06:45.680 --> 00:06:47.360]  到我來的時候
[00:06:47.360 --> 00:06:50.200]  可以連本帶利收回
[00:06:50.200 --> 00:06:52.240]  奪過他這一千來
[00:06:52.240 --> 00:06:54.080]  給那有一萬的
[00:06:54.080 --> 00:06:57.480]  因為凡有的還要加給他
[00:06:57.480 --> 00:06:58.920]  叫他有餘
[00:06:58.920 --> 00:07:03.000]  沒有的連他所有的也要奪過來
[00:07:03.000 --> 00:07:06.960]  把這無用的僕人丟在外面黑暗裡
[00:07:06.960 --> 00:07:10.560]  在那裡必要哀哭切齒了
[00:07:10.560 --> 00:07:12.880]  上帝用這個比喻
[00:07:12.880 --> 00:07:16.360]  去再強調他會回來
[00:07:16.360 --> 00:07:18.120]  然後回來的時候
[00:07:18.120 --> 00:07:19.720]  他要跟每一個的僕人
[00:07:19.720 --> 00:07:22.320]  去看看他所交託給我們的
[00:07:22.320 --> 00:07:24.080]  我們做得怎麼樣
[00:07:24.080 --> 00:07:26.280]  在這個回應的裡面
[00:07:26.280 --> 00:07:28.440]  或者我們的準備當中
[00:07:28.440 --> 00:07:29.440]  我再講
[00:07:29.440 --> 00:07:32.520]  耶穌邀請我們去成就
[00:07:32.520 --> 00:07:34.480]  在祂創造我們
[00:07:34.480 --> 00:07:38.280]  讓我們生活在這個地方時空的裡面
[00:07:38.280 --> 00:07:39.880]  一份照明
[00:07:39.880 --> 00:07:43.760]  第三點叫做要覺察
[00:07:43.760 --> 00:07:45.840]  人生很需要去覺察
[00:07:45.840 --> 00:07:47.800]  我認定我選擇
[00:07:47.800 --> 00:07:52.600]  但原來成長的人生旅程的每一段路裡面
[00:07:52.600 --> 00:07:55.040]  我們仍然花很多的時間
[00:07:55.040 --> 00:07:56.720]  去發現生命
[00:07:56.720 --> 00:07:58.160]  並且成長
[00:07:58.160 --> 00:08:01.080]  讓生命更加像耶穌
[00:08:01.080 --> 00:08:04.920]  覺察裡面充滿著很多的可能性
[00:08:04.920 --> 00:08:08.240]  那個可能是因為上帝造我們
[00:08:08.240 --> 00:08:12.240]  他不是讓我們一生出來就毀人
[00:08:12.240 --> 00:08:14.000]  他讓我們去成長
[00:08:14.000 --> 00:08:17.360]  而成長的路途每一個階段裡面
[00:08:17.360 --> 00:08:19.360]  他又讓我們能夠
[00:08:19.360 --> 00:08:21.560]  無論在不同的際遇裡面
[00:08:21.560 --> 00:08:24.280]  或者我們不同的學習當中
[00:08:24.280 --> 00:08:28.560]  他讓我們不斷地去磨去我們生命裡面
[00:08:28.560 --> 00:08:31.440]  很多不像耶穌的本質
[00:08:31.440 --> 00:08:34.960]  而是造就我們更加有信心
[00:08:34.960 --> 00:08:37.040]  更加像耶穌
[00:08:37.040 --> 00:08:38.120]  照明我再說
[00:08:38.120 --> 00:08:39.800]  不在乎那個崗位
[00:08:39.800 --> 00:08:41.480]  我上次已經很清楚地說
[00:08:41.480 --> 00:08:44.400]  也不在乎一個事情、一個工作
[00:08:44.400 --> 00:08:47.560]  它裡面不是一種狹義的狀況
[00:08:47.560 --> 00:08:49.800]  而是我們每一個人
[00:08:49.800 --> 00:08:55.480]  來活出上帝本來讓我們生命存在的一個意義
[00:08:55.480 --> 00:08:57.880]  或者你對你自己的人生有不同的解讀
[00:08:57.880 --> 00:09:00.400]  唉 我也是我媽媽、爸爸做錯事之後
[00:09:00.400 --> 00:09:03.080]  產生的一個錯誤的物體
[00:09:03.080 --> 00:09:03.960]  或者你會覺得
[00:09:03.960 --> 00:09:05.960]  不是 我是金波
[00:09:05.960 --> 00:09:07.840]  我父母怎樣去預備
[00:09:07.840 --> 00:09:09.440]  然後怎樣設計我出現
[00:09:09.440 --> 00:09:11.000]  然後怎樣去栽培我
