
[00:00:00.000 --> 00:00:02.960]  今天其實想和大家講一個題目
[00:00:02.960 --> 00:00:06.560]  就是對自己有期望
[00:00:06.560 --> 00:00:08.560]  對自己有期望
[00:00:08.560 --> 00:00:09.840]  為什麼這樣講呢
[00:00:09.840 --> 00:00:11.840]  我相信我們每一個人
[00:00:11.840 --> 00:00:13.840]  別人對我們都有很多期望
[00:00:13.840 --> 00:00:16.280]  我們父母對我們有期望
[00:00:16.280 --> 00:00:19.040]  記得我爺爺小時候
[00:00:19.040 --> 00:00:20.400]  就說這個兒子
[00:00:20.400 --> 00:00:21.400]  就是說這個胖子
[00:00:21.400 --> 00:00:22.560]  因為我小時候是胖子
[00:00:22.560 --> 00:00:23.480]  現在也是胖子
[00:00:23.480 --> 00:00:24.560]  不過現在沒那麼胖
[00:00:24.560 --> 00:00:25.680]  就是比據上
[00:00:25.680 --> 00:00:28.240]  這個胖子以後要做生意的
[00:00:28.240 --> 00:00:30.040]  因為我們潮州人
[00:00:30.040 --> 00:00:31.760]  最好就是做生意
[00:00:31.760 --> 00:00:33.760]  潮州人做生意很厲害的
[00:00:33.760 --> 00:00:37.720]  我爺爺就經常拖著我周圍走
[00:00:37.720 --> 00:00:39.400]  我那時候就這麼大個
[00:00:39.400 --> 00:00:40.560]  拖著我周圍走
[00:00:40.560 --> 00:00:42.920]  通常帶我去吃好東西
[00:00:42.920 --> 00:00:45.560]  他吃到什麼好東西
[00:00:45.560 --> 00:00:46.920]  就會和我分享
[00:00:46.920 --> 00:00:49.200]  所以他對我的期望
[00:00:49.200 --> 00:00:51.200]  就是我要做一個生意人
[00:00:51.200 --> 00:00:53.400]  要做一個商人
[00:00:53.400 --> 00:00:57.000]  那時候就去中環一間抽砂店
[00:00:57.000 --> 00:00:59.440]  我不知道大家知不知道什麼叫抽砂
[00:00:59.440 --> 00:01:05.840]  就是一些織布料
[00:01:05.840 --> 00:01:10.480]  可以用來做裝飾的
[00:01:10.480 --> 00:01:12.800]  或者用來穿著都可以的
[00:01:12.800 --> 00:01:17.720]  其實那時候潮州人會做抽砂店的
[00:01:17.720 --> 00:01:23.240]  其實這個是我爺爺對我的期望
[00:01:23.240 --> 00:01:27.720]  那我爸爸對我的期望又是做什麼呢
[00:01:27.720 --> 00:01:34.120]  我爸爸就希望我做會計師
[00:01:34.120 --> 00:01:37.280]  所以當我大學選科的時候
[00:01:37.280 --> 00:01:40.280]  他就說你最重要選這科會計
[00:01:40.280 --> 00:01:40.720]  為什麼呢
[00:01:40.720 --> 00:01:43.800]  會計師就是做什麼都有工作的
[00:01:43.800 --> 00:01:45.240]  去到哪裡都有工作的
[00:01:45.240 --> 00:01:46.680]  不用擔心的
[00:01:46.680 --> 00:01:48.920]  你懂得去做會計的東西
[00:01:48.920 --> 00:01:51.800]  去到哪裡都用得著你
[00:01:51.800 --> 00:01:54.280]  我真的初初聽了他說
[00:01:54.280 --> 00:01:55.800]  真的去讀了會計
[00:01:55.800 --> 00:01:59.760]  不過做著做著後來又改變了自己
[00:01:59.760 --> 00:02:04.440]  但是我爺爺我爸爸都對我有期望的
[00:02:04.440 --> 00:02:13.120]  還有我妹妹對我有什麼期望呢
[00:02:13.120 --> 00:02:16.520]  我妹妹就期望我經常帶她去吃東西的
[00:02:16.520 --> 00:02:18.440]  因為我是最喜歡吃東西的
[00:02:18.440 --> 00:02:22.280]  哪裡有好東西吃我就會帶她去吃的
[00:02:22.280 --> 00:02:25.720]  好了現在就到訪問時間了
[00:02:25.720 --> 00:02:28.640]  訪問時間就問一下你
[00:02:28.640 --> 00:02:33.880]  你找一個家人對你有什麼期望的
[00:02:33.880 --> 00:02:34.840]  就是想你怎樣
[00:02:34.840 --> 00:02:38.400]  簡單來說想你做什麼或者想你怎樣
[00:02:38.400 --> 00:02:40.200]  你可以分享一點
[00:02:40.200 --> 00:02:44.160]  可以分享一個家人對你的期望
[00:02:44.160 --> 00:02:49.240]  那由你先開始吧 弟兄
[00:02:49.240 --> 00:02:53.240]  還沒開是吧
[00:02:53.240 --> 00:02:54.040]  還沒開
[00:02:54.040 --> 00:02:55.280]  行了行了
[00:02:55.280 --> 00:02:59.680]  那你先說一下吧
[00:02:59.680 --> 00:03:01.800]  誰叫你做一個好人
[00:03:01.800 --> 00:03:03.440]  你的家人是誰
[00:03:03.440 --> 00:03:05.360]  家人叫你做一個好人
[00:03:05.360 --> 00:03:06.480]  我爸爸媽媽都叫我做一個好人
[00:03:06.480 --> 00:03:10.000]  你爸爸媽媽叫你做一個好人
[00:03:10.000 --> 00:03:11.360]  那你是一個好人
[00:03:11.360 --> 00:03:12.240]  沒有
[00:03:12.240 --> 00:03:14.440]  沒有期望的
[00:03:14.440 --> 00:03:15.760]  我會有的
[00:03:15.760 --> 00:03:17.680]  不過還沒發展
[00:03:17.680 --> 00:03:19.160]  還沒發展
[00:03:19.160 --> 00:03:21.200]  還沒發力
[00:03:21.200 --> 00:03:21.880]  還沒發力
[00:03:21.880 --> 00:03:23.240]  就是現在還沒發力
[00:03:23.240 --> 00:03:25.360]  做一個好人
[00:03:25.360 --> 00:03:27.560]  又是好人
[00:03:27.560 --> 00:03:30.360]  好了
[00:03:30.360 --> 00:03:33.440]  不要緊
[00:03:33.440 --> 00:03:35.080]  隨便吧
[00:03:35.080 --> 00:03:38.040]  請你說一下
[00:03:38.040 --> 00:03:40.120]  你家人對你有什麼期望的
[00:03:40.120 --> 00:03:43.040]  想你怎樣
[00:03:43.040 --> 00:03:45.200]  想我做一個正直的人
[00:03:45.200 --> 00:03:48.160]  嘩 正直的人
[00:03:48.160 --> 00:03:49.480]  不單是好人
[00:03:49.480 --> 00:03:51.520]  就是正直的人
[00:03:51.520 --> 00:03:53.120]  厲害厲害
[00:03:53.120 --> 00:03:54.280]  還有呢
[00:03:54.280 --> 00:03:56.960]  家人對你有什麼期望
[00:03:56.960 --> 00:03:59.520]  你搞什麼
[00:03:59.520 --> 00:04:00.640]  有什麼期望呢
[00:04:00.640 --> 00:04:01.240]  沒有
[00:04:01.240 --> 00:04:02.840]  沒有期望
[00:04:02.840 --> 00:04:03.960]  好
[00:04:03.960 --> 00:04:06.200]  那看一下前面這位
[00:04:06.200 --> 00:04:10.560]  你家人對你有什麼期望
[00:04:10.560 --> 00:04:12.000]  讀書可能好一點
[00:04:12.000 --> 00:04:14.000]  讀書好一點
[00:04:14.000 --> 00:04:14.600]  對了
[00:04:14.600 --> 00:04:15.560]  那你呢
[00:04:15.560 --> 00:04:18.800]  我呀
[00:04:18.800 --> 00:04:22.440]  可能
[00:04:22.440 --> 00:04:23.600]  其實都是讀書好一點
[00:04:23.600 --> 00:04:24.160]  都是讀書好一點
[00:04:24.160 --> 00:04:26.080]  港大家長都是這樣想的
[00:04:26.080 --> 00:04:27.680]  每個家長都是想讀書好一點
[00:04:27.680 --> 00:04:28.880]  其實讀書好一點
[00:04:28.880 --> 00:04:32.400]  其實帶來一個結果
[00:04:32.400 --> 00:04:36.400]  即是你家人期望你賺錢賺多一點
[00:04:36.400 --> 00:04:37.640]  前途好一點
[00:04:37.640 --> 00:04:39.520]  前途好一點
[00:04:39.520 --> 00:04:40.320]  好
[00:04:40.320 --> 00:04:44.400]  芯芯有什麼期望家人對你
[00:04:44.400 --> 00:04:46.480]  都是養活到自己
[00:04:46.480 --> 00:04:48.800]  養活到自己
[00:04:48.800 --> 00:04:49.440]  好
[00:04:49.440 --> 00:04:52.400]  那誰想說一下
[00:04:52.400 --> 00:04:53.720]  是剛才那些
[00:04:53.720 --> 00:04:56.320]  不是剛才那些的答案
[00:04:56.320 --> 00:04:58.400]  即是不是想你讀書好一點
[00:04:58.400 --> 00:05:00.480]  不是想你做正直的人
[00:05:00.480 --> 00:05:02.160]  不是想你做好人
[00:05:02.160 --> 00:05:03.200]  不是想
[00:05:03.200 --> 00:05:04.640]  沒有期望
[00:05:04.640 --> 00:05:06.160]  有沒有其他答案的
[00:05:06.160 --> 00:05:06.840]  聽聽
[00:05:06.840 --> 00:05:08.840]  即是如果你的答案和剛才說的不同
[00:05:08.840 --> 00:05:09.800]  你告訴我
[00:05:09.800 --> 00:05:12.520]  是不是細妹
[00:05:12.520 --> 00:05:17.200]  細妹你家人期望你怎樣
[00:05:17.200 --> 00:05:18.760]  我的家人期望我
[00:05:18.760 --> 00:05:19.920]  每天都可以收拾一間
[00:05:19.920 --> 00:05:22.560]  一塵不染的家給他
[00:05:22.560 --> 00:05:23.040]  哇
[00:05:23.040 --> 00:05:26.160]  期望你每天都要清潔家
[00:05:26.160 --> 00:05:29.400]  一塵不染的家
[00:05:29.400 --> 00:05:31.520]  原來這麼厲害
[00:05:31.520 --> 00:05:36.600]  好還有沒有誰不同答案的
[00:05:36.600 --> 00:05:39.800]  你吧你吧就你吧
[00:05:39.800 --> 00:05:43.360]  阿坤吧阿坤吧阿坤吧阿坤吧
[00:05:43.360 --> 00:05:44.520]  他對我沒什麼期望
[00:05:44.520 --> 00:05:46.640]  都是沒什麼期望
[00:05:46.640 --> 00:05:47.200]  好啦
[00:05:47.200 --> 00:05:49.320]  那我講完之後呢
[00:05:49.320 --> 00:05:50.120]  其實呢
[00:05:50.120 --> 00:05:52.160]  這篇道就講了一半的了
[00:05:52.160 --> 00:05:54.320]  因為這篇道最重要的呢
[00:05:54.320 --> 00:05:56.080]  就是這個題目所講
[00:05:56.080 --> 00:05:59.920]  你要對你自己有期望
[00:05:59.920 --> 00:06:01.640]  你要對你自己有期望
[00:06:01.640 --> 00:06:05.440]  你的期望並不是你家人給你的
[00:06:05.440 --> 00:06:08.680]  你的期望不是只是周圍的人給你的
[00:06:08.680 --> 00:06:12.080]  你對自己有期望是基於什麼呢
[00:06:12.080 --> 00:06:13.400]  因為基於呢
[00:06:13.400 --> 00:06:16.720]  其實神對你有期望
[00:06:16.720 --> 00:06:17.600]  你要明白
[00:06:17.600 --> 00:06:19.120]  神對你有期望
[00:06:19.120 --> 00:06:21.560]  神做我們這個人出來呢
[00:06:21.560 --> 00:06:23.160]  是有祂的心意的
[00:06:23.160 --> 00:06:26.600]  祂是想讓我們的生命是豐盛的
[00:06:26.600 --> 00:06:28.280]  祂想讓我們的生命呢
[00:06:28.280 --> 00:06:30.120]  是看到那種意義的
[00:06:30.120 --> 00:06:31.920]  看到那個價值的
[00:06:31.920 --> 00:06:33.120]  神看我們呢
[00:06:33.120 --> 00:06:35.240]  不是看我們有沒有錢的
[00:06:35.240 --> 00:06:36.240]  神看我們呢
[00:06:36.240 --> 00:06:38.040]  不是看我們厲害不厲害的
[00:06:38.040 --> 00:06:38.960]  神看我們呢
[00:06:38.960 --> 00:06:41.960]  也都不是看我讀書有多少
