
[00:00:00.000 --> 00:00:03.000]  好 弟兄姊妹大家早安
[00:00:03.000 --> 00:00:06.000]  今天我想跟大家分享的題目呢
[00:00:06.000 --> 00:00:09.000]  這叫做要錢要命要轉運
[00:00:09.000 --> 00:00:13.000]  大家有沒有覺得這句話很熟悉呢
[00:00:13.000 --> 00:00:16.000]  對了 我們小時候都玩了一個很無聊的遊戲
[00:00:16.000 --> 00:00:18.000]  叫做要錢要命要老婆
[00:00:18.000 --> 00:00:20.000]  不知道這個遊戲是誰發明的
[00:00:20.000 --> 00:00:22.000]  就是拿一個刀子手
[00:00:22.000 --> 00:00:25.000]  拿一個手當作刀子架在別人的脖子上面
[00:00:25.000 --> 00:00:28.000]  問他說你是要錢還是要命還是要老婆
[00:00:28.000 --> 00:00:31.000]  如果你回答要錢怎麼辦呢
[00:00:31.000 --> 00:00:34.000]  就把他殺了
[00:00:34.000 --> 00:00:38.000]  如果要命呢 老婆交出來 錢也交出來
[00:00:38.000 --> 00:00:42.000]  那要老婆呢 命也沒了
[00:00:42.000 --> 00:00:47.000]  所以我就讀了今天剛剛宇康傳道幫我們念的經文呢
[00:00:47.000 --> 00:00:51.000]  我就想到了這個童年我們玩的這個小遊戲
[00:00:51.000 --> 00:00:54.000]  想要問大家一個問題就是
[00:00:54.000 --> 00:00:59.000]  你羨慕過有錢人的生活嗎
[00:00:59.000 --> 00:01:04.000]  有人在場的有人不羨慕過有錢人的生活嗎
[00:01:04.000 --> 00:01:06.000]  沒有喔
[00:01:06.000 --> 00:01:09.000]  這個如果有我們就很想要問他
[00:01:09.000 --> 00:01:13.000]  為什麼你會說你不羨慕過有錢人的生活
[00:01:13.000 --> 00:01:15.000]  其實錢是什麼
[00:01:15.000 --> 00:01:19.000]  錢是一個工具 錢是一個載體
[00:01:19.000 --> 00:01:23.000]  我們如果這個人沒有錢的話
[00:01:23.000 --> 00:01:26.000]  我們很難做我們很難生活的
[00:01:26.000 --> 00:01:28.000]  如果你有很多的牛
[00:01:28.000 --> 00:01:31.000]  但是你要出國你要去旅行
[00:01:31.000 --> 00:01:34.000]  你難道帶著牛一起去旅行嗎
[00:01:34.000 --> 00:01:36.000]  不是吧
[00:01:36.000 --> 00:01:39.000]  你也不可能把你家的金山銀山
[00:01:39.000 --> 00:01:43.000]  這個就是讓你背在背包上面背包裡面
[00:01:43.000 --> 00:01:46.000]  然後你帶著出去旅行 種死你
[00:01:46.000 --> 00:01:48.000]  所以我們就會想盡辦法
[00:01:48.000 --> 00:01:52.000]  人就會發明這個一個工具
[00:01:52.000 --> 00:01:54.000]  我們稱為貨幣
[00:01:54.000 --> 00:01:56.000]  它是一個價值的載體
[00:01:56.000 --> 00:01:59.000]  它可以用來交換有價值的物品
[00:01:59.000 --> 00:02:01.000]  所以在座的各位
[00:02:01.000 --> 00:02:04.000]  有誰不需要有價值的物品呢
[00:02:04.000 --> 00:02:06.000]  大家只要活在這個地球上面
[00:02:06.000 --> 00:02:09.000]  我們都需要有一個工具
[00:02:09.000 --> 00:02:12.000]  幫助我們來承載這個有價值的物品
[00:02:12.000 --> 00:02:14.000]  好使我們將來可以交換
[00:02:14.000 --> 00:02:17.000]  交換我們需要的物品
[00:02:17.000 --> 00:02:19.000]  另外一個問題我想問大家
[00:02:19.000 --> 00:02:25.000]  我們如何將財富增值呢
[00:02:25.000 --> 00:02:26.000]  在座的各位
[00:02:26.000 --> 00:02:29.000]  有誰對財富增值沒有興趣的
[00:02:29.000 --> 00:02:30.000]  有沒有
[00:02:30.000 --> 00:02:32.000]  沒有
[00:02:32.000 --> 00:02:36.000]  有多少人會希望你的錢存在銀行裡面
[00:02:36.000 --> 00:02:39.000]  最後是越存越少
[00:02:39.000 --> 00:02:41.000]  不但沒有利息還被扣手續費
[00:02:41.000 --> 00:02:43.000]  扣到最後
[00:02:43.000 --> 00:02:46.000]  連這個本都沒有了
[00:02:46.000 --> 00:02:50.000]  我們其實都會關心我們的財富如何增值
[00:02:50.000 --> 00:02:52.000]  所以世人告訴我們
[00:02:52.000 --> 00:02:54.000]  這些專家告訴我們
[00:02:54.000 --> 00:02:56.000]  你不理財的話
[00:02:56.000 --> 00:03:00.000]  財就不理你
[00:03:00.000 --> 00:03:03.000]  所以你如果要讓財富增值的話
[00:03:03.000 --> 00:03:07.000]  你一定要用心在錢這件事情上面
[00:03:07.000 --> 00:03:09.000]  這是世人告訴我們的
[00:03:09.000 --> 00:03:11.000]  那什麼樣的辦法最好呢
[00:03:11.000 --> 00:03:13.000]  你們看這個標準普爾
[00:03:13.000 --> 00:03:16.000]  推出來的一個家庭資產象限圖
[00:03:16.000 --> 00:03:17.000]  也就是告訴你
[00:03:17.000 --> 00:03:21.000]  你要有10%放在要命的錢
[00:03:21.000 --> 00:03:26.000]  20%放在當作保命的錢
[00:03:26.000 --> 00:03:29.000]  30%你可以去做投資生財
[00:03:29.000 --> 00:03:32.000]  那40%可以當作養老金教育費
[00:03:32.000 --> 00:03:34.000]  那我想問大家
[00:03:34.000 --> 00:03:36.000]  你們有真的照著這個
[00:03:36.000 --> 00:03:40.000]  資產配置表去做配置的嗎
[00:03:40.000 --> 00:03:41.000]  我們大概也不會
[00:03:41.000 --> 00:03:44.000]  但是有些人真的就是按照
[00:03:44.000 --> 00:03:50.000]  這樣的一個方法在做理財的
[00:03:50.000 --> 00:03:52.000]  有錢人做生意
[00:03:52.000 --> 00:03:54.000]  努力管理自己的產業
[00:03:54.000 --> 00:03:55.000]  賺更多的錢
[00:03:55.000 --> 00:03:57.000]  過好的生活
[00:03:57.000 --> 00:04:00.000]  這是錯的嗎
[00:04:00.000 --> 00:04:01.000]  如果這是錯的
[00:04:01.000 --> 00:04:02.000]  我想問一下
[00:04:02.000 --> 00:04:06.000]  什麼是對的
[00:04:06.000 --> 00:04:11.000]  那基督徒與世人有何不同
[00:04:11.000 --> 00:04:14.000]  剛剛我所說的不是都是
[00:04:14.000 --> 00:04:15.000]  我們活在這世界上面
[00:04:15.000 --> 00:04:17.000]  對我們的一些的教導嗎
[00:04:17.000 --> 00:04:20.000]  那我們基督徒與世人
[00:04:20.000 --> 00:04:22.000]  差別又在哪裡呢
[00:04:22.000 --> 00:04:24.000]  所以我想今天就從這個
[00:04:24.000 --> 00:04:27.000]  要錢要命要轉運
[00:04:27.000 --> 00:04:31.000]  要轉運這個題目來看看
[00:04:31.000 --> 00:04:33.000]  今天我們所讀的經文
[00:04:33.000 --> 00:04:35.000]  到底告訴我們什麼樣的真理
[00:04:35.000 --> 00:04:38.000]  所以我打算分三個重點
[00:04:38.000 --> 00:04:40.000]  第一個是人怎麼賺
[00:04:40.000 --> 00:04:42.000]  人怎麼樣去賺錢
[00:04:42.000 --> 00:04:46.000]  在上帝看來才是合理的
[00:04:46.000 --> 00:04:51.000]  人怎麼樣來管理自己的財富
[00:04:51.000 --> 00:04:53.000]  人怎麼樣管理自己的資源
[00:04:53.000 --> 00:04:57.000]  在上帝看來才是合理的
[00:04:57.000 --> 00:05:01.000]  才是神所希望我們這麼做的
[00:05:01.000 --> 00:05:03.000]  那如果要這麼做
[00:05:03.000 --> 00:05:06.000]  我們現在所擁有的這些的資源
[00:05:06.000 --> 00:05:08.000]  我們怎麼來運用呢
[00:05:08.000 --> 00:05:10.000]  我說轉運
[00:05:10.000 --> 00:05:11.000]  如果凱在我們當中
[00:05:11.000 --> 00:05:13.000]  他就知道我說的轉運
[00:05:13.000 --> 00:05:16.000]  跟世人所說的轉運不太一樣
[00:05:16.000 --> 00:05:19.000]  世人說的轉運是運氣變好
[00:05:19.000 --> 00:05:22.000]  我這裡的轉運是轉運站
[00:05:22.000 --> 00:05:24.000]  所以如果你是做物流的
[00:05:24.000 --> 00:05:29.000]  你就知道我在說轉運是指什麼
[00:05:29.000 --> 00:05:33.000]  剛剛我們所讀的經文裡面有一個背景
[00:05:33.000 --> 00:05:34.000]  它的背景就是
[00:05:34.000 --> 00:05:38.000]  有一個人請耶穌幫忙分家產
[00:05:38.000 --> 00:05:42.000]  這個人是在耶穌對眾人講道的時候
[00:05:42.000 --> 00:05:45.000]  他打斷了耶穌的講道
[00:05:45.000 --> 00:05:47.000]  他打斷耶穌的講道有一個目的
[00:05:47.000 --> 00:05:51.000]  是希望耶穌能夠幫他做一個仲裁者
[00:05:51.000 --> 00:05:53.000]  就像猶太拉比一樣
[00:05:53.000 --> 00:05:57.000]  幫助他們解決他們生活中的這些分端
[00:05:57.000 --> 00:06:02.000]  如果這個家產需要有人來做仲裁者的話
[00:06:02.000 --> 00:06:04.000]  他們會請拉比
[00:06:04.000 --> 00:06:07.000]  所以耶穌就被當作成這個角色
[00:06:07.000 --> 00:06:09.000]  他的講道被打斷了
[00:06:09.000 --> 00:06:10.000]  有人問他說
[00:06:10.000 --> 00:06:12.000]  有人請求他
[00:06:12.000 --> 00:06:17.000]  夫子請你吩咐我的兄長和我分開家業
[00:06:17.000 --> 00:06:20.000]  那你們覺得耶穌怎麼做呢
[00:06:20.000 --> 00:06:22.000]  耶穌跟他先收手續費嗎
[00:06:22.000 --> 00:06:25.000]  先簽契約合約嗎
[00:06:25.000 --> 00:06:26.000]  當然不是
[00:06:26.000 --> 00:06:28.000]  耶穌說你這個人
[00:06:28.000 --> 00:06:31.000]  誰利我做你們的段氏的官
[00:06:31.000 --> 00:06:33.000]  給你們分家業呢
[00:06:33.000 --> 00:06:36.000]  通常耶穌都不按牌理出牌的
[00:06:36.000 --> 00:06:40.000]  他不會按著人裡面的貪求來回應人
[00:06:40.000 --> 00:06:43.000]  耶穌就說了一個財主的比喻
[00:06:43.000 --> 00:06:50.000]  這個就是我們剛剛所讀到的財主的故事
[00:06:50.000 --> 00:06:54.000]  這個財主是什麼樣的財主呢
[00:06:54.000 --> 00:06:57.000]  他說田產豐富
[00:06:57.000 --> 00:06:59.000]  但是他遇到了一個問題
[00:06:59.000 --> 00:07:03.000]  就是他的田裡面有許多的莊稼
[00:07:03.000 --> 00:07:06.000]  今年收成非常的好
[00:07:06.000 --> 00:07:09.000]  但是倉庫太小了
[00:07:09.000 --> 00:07:10.000]  請問聰明的各位
[00:07:10.000 --> 00:07:17.000]  倉庫太小怎麼辦
[00:07:17.000 --> 00:07:19.000]  買一個倉庫
