
[00:00:00.000 --> 00:00:02.440]  有些人說眼睛不見就乾淨
[00:00:02.440 --> 00:00:10.400]  你見到你就會有一些衝擊
[00:00:10.400 --> 00:00:13.660]  其中一個朋友他在那裡住
[00:00:13.660 --> 00:00:15.820]  現在無家可歸
[00:00:15.820 --> 00:00:18.320]  也不是的 有地方住的
[00:00:18.320 --> 00:00:23.120]  但是感覺真的不同
[00:00:23.120 --> 00:00:33.740]  無家可歸就不是一般人的遭遇
[00:00:33.740 --> 00:00:38.220]  這個突如其來的事情
[00:00:38.220 --> 00:00:40.720]  沒有人能想像得到
[00:00:40.720 --> 00:00:47.020]  事實上都是很漫長的一天
[00:00:47.020 --> 00:00:50.220]  下午我約了一個弟兄聊天
[00:00:50.220 --> 00:00:55.980]  見到他一直燒 燒到晚上
[00:00:55.980 --> 00:01:01.980]  好像突然 但卻是無可避免
[00:01:01.980 --> 00:01:06.660]  而這個苦難的餘波繼續在擴散
[00:01:06.660 --> 00:01:11.620]  我沒有適當的說話去安慰這些失去了家的人
[00:01:11.620 --> 00:01:16.740]  但這個世界裡有很多人失去了他們的家
[00:01:16.740 --> 00:01:22.220]  有些是被業主終止租約
[00:01:22.220 --> 00:01:23.900]  沒有地方住
[00:01:23.900 --> 00:01:26.980]  有些因為突如其來的炸彈
[00:01:26.980 --> 00:01:30.580]  結果他們的家就沒有了
[00:01:30.580 --> 00:01:39.700]  有些就是因為他們的子女各有各亡
[00:01:39.700 --> 00:01:44.080]  各有各有他們的目標
[00:01:44.080 --> 00:01:45.820]  自己的老伴又因為病
[00:01:45.820 --> 00:01:48.900]  又因為各樣的原因離開了世界
[00:01:48.900 --> 00:01:50.860]  一個人在這裏
[00:01:50.860 --> 00:02:00.260]  雖然有個家 但其實也失去了家
[00:02:00.260 --> 00:02:05.020]  我們的屋苑在這個災難之後
[00:02:05.020 --> 00:02:12.740]  第一個反應就是緊急會議檢討我們的消防
[00:02:12.740 --> 00:02:20.500]  也是正確的 從來沒有想過燒到什麼都沒有
[00:02:20.500 --> 00:02:25.780]  有些人在問保險的問題
[00:02:25.780 --> 00:02:28.820]  但對我來說還有更重要的事情
[00:02:28.820 --> 00:02:35.740]  是這件事要提醒我們去面對 去學習 去思考
[00:02:35.740 --> 00:02:43.020]  人生大小的苦難是不斷發生的
[00:02:43.020 --> 00:02:49.500]  我們要知道做物主 透過這些苦難
[00:02:49.500 --> 00:02:55.980]  向所有在苦難裏的人發出呼喚
[00:02:55.980 --> 00:02:59.740]  剛才錄到的那篇詩篇90篇是摩西的詩
[00:02:59.740 --> 00:03:04.980]  這篇詩很多時候都是在安息禮拜讀到的
[00:03:04.980 --> 00:03:06.700]  因為講的是死亡
[00:03:06.700 --> 00:03:11.980]  好像在安息禮拜裏最適合他們去講
[00:03:11.980 --> 00:03:22.100]  但講這篇訊息不是對死的人講 是對生的人講
[00:03:22.100 --> 00:03:32.060]  而這篇詩不單止提到我們還活著的人如何活下去
[00:03:32.060 --> 00:03:37.180]  更加提出一個很重要的事情
[00:03:37.180 --> 00:03:44.860]  就是以上帝為家的事情
[00:03:44.860 --> 00:03:48.620]  家在何方 家在哪裡呢
[00:03:48.620 --> 00:03:53.340]  很多人認為家就是我住的地方
[00:03:53.340 --> 00:03:57.020]  這是一個很顯淺的答案
[00:03:57.020 --> 00:04:00.660]  不過我知道有很多人是不喜歡回家的
[00:04:00.660 --> 00:04:07.540]  因為家裏的人是沒有辦法去深入認識 去相處
[00:04:07.540 --> 00:04:12.860]  去交往 每次回到家裏有很多的謾罵 詛咒 創傷
[00:04:12.860 --> 00:04:15.180]  所以他們不想回家
[00:04:15.180 --> 00:04:17.860]  這些人其實沒有家
[00:04:17.860 --> 00:04:21.980]  而很多是年輕人
[00:04:21.980 --> 00:04:27.860]  為什麼會在一起 但不能在一起呢
[00:04:27.860 --> 00:04:34.620]  這是一個很複雜的話題 我今晚沒時間講
[00:04:34.620 --> 00:04:39.540]  我可能三四個小時都未講完
[00:04:39.540 --> 00:04:44.580]  雖然我沒有氣 但我發覺自己很長氣
[00:04:44.580 --> 00:04:49.180]  這段聖經的摩世作了一個很重要的宣告
[00:04:49.180 --> 00:04:54.220]  很多時候我第一次讀的時候都不知道
[00:04:54.220 --> 00:04:58.980]  主啊 祢世世代代作我們的居所
[00:04:58.980 --> 00:05:00.740]  在說什麼呢
[00:05:00.740 --> 00:05:09.780]  原來我真的不太明白居所是什麼一回事
[00:05:09.780 --> 00:05:15.660]  當然啦 我那時候還未融會貫通
[00:05:15.660 --> 00:05:18.100]  到現在我還未可以說融會貫通
[00:05:18.100 --> 00:05:23.420]  但這麼多年我讀來讀去 我就發現到
[00:05:23.420 --> 00:05:28.620]  耶穌也說在我父家裏面有很多住處
[00:05:28.620 --> 00:05:35.820]  就是講那個概念 那個意義就是在一起
[00:05:35.820 --> 00:05:38.260]  耶穌說了很多次 很直白的
[00:05:38.260 --> 00:05:43.580]  你要住在我裏面 讓我住在你裏面
[00:05:43.580 --> 00:05:46.300]  不過我們讀的時候有很多自己的意念在裏面
[00:05:46.300 --> 00:05:51.740]  所以沒辦法聽到上帝透過這些經文向我們講的說話
[00:05:51.740 --> 00:05:54.460]  很多弟兄姊妹 他們相信了耶穌
[00:05:54.460 --> 00:05:59.260]  他們參與了聚會 做了所謂基督徒要做的事情
[00:05:59.260 --> 00:06:01.020]  他們以為他們就OK了
[00:06:01.020 --> 00:06:03.340]  但是誰知道一個浪來的時候
[00:06:03.340 --> 00:06:05.180]  他們就開始進入一個混亂
[00:06:05.180 --> 00:06:14.140]  然後就離開了他們聚會的地方
[00:06:14.140 --> 00:06:17.500]  如果上帝不是你的家
[00:06:17.500 --> 00:06:21.580]  如果上帝不是在你的生命裏面居住
[00:06:21.580 --> 00:06:23.500]  而你為祂的家
[00:06:23.500 --> 00:06:28.860]  如果你的關係只不過是在一個名冊上有你的名字
[00:06:28.860 --> 00:06:32.380]  又或者 剛才來到的時候接待我的兩位姊妹很好
[00:06:32.380 --> 00:06:35.500]  問我為什麼不拿卡 我說我沒有卡
[00:06:35.500 --> 00:06:38.540]  我只是時不時來 隨便說一說
[00:06:38.540 --> 00:06:42.460]  好像拿了卡 這裡就好像是家了
[00:06:42.460 --> 00:06:46.620]  但是你知不知道 如果這裏沒有人
[00:06:46.620 --> 00:06:49.500]  你不想去這裏
[00:06:49.500 --> 00:06:55.260]  如果這裏沒有上帝 你不想去這裏
[00:06:55.260 --> 00:06:58.860]  家是什麼意思呢
[00:06:58.860 --> 00:07:03.900]  家就是很重要的關係
[00:07:03.900 --> 00:07:08.620]  就是在當中你得到滋潤 你得到支持
[00:07:08.620 --> 00:07:13.420]  就是家就是無論什麼環境都會支持你的那一群人
[00:07:13.420 --> 00:07:16.860]  那個就是家
[00:07:16.860 --> 00:07:20.300]  但是我們很多時候有很多條件
[00:07:20.300 --> 00:07:24.140]  你要給我面子
[00:07:24.140 --> 00:07:27.500]  如果你丟我的臉的話 我真的受不了你
[00:07:27.500 --> 00:07:30.700]  很多人的家有很多要求
[00:07:30.700 --> 00:07:36.060]  所以很多人的家是很可憐的
[00:07:36.060 --> 00:07:39.820]  但是你看看那些住養劏房的
[00:07:39.820 --> 00:07:41.820]  他們的家就很可憐
[00:07:41.820 --> 00:07:45.020]  我們那些家很大 還可以的
[00:07:45.020 --> 00:07:51.580]  不過仍然掌握不了你心所愛的
[00:07:51.580 --> 00:07:58.620]  你舒服地和他在一起的那個才是家
[00:07:58.620 --> 00:08:05.260]  各位 上帝因為人的罪性
[00:08:05.260 --> 00:08:08.700]  他已經命定了我們在地上的日子
[00:08:08.700 --> 00:08:14.140]  按照創世紀來說不會超過120年
[00:08:14.140 --> 00:08:17.340]  有些人是120多歲的
[00:08:17.340 --> 00:08:19.260]  也有例外的
[00:08:19.260 --> 00:08:23.020]  你不要當120年就像一條高壓線一樣
[00:08:23.020 --> 00:08:25.020]  一碰到他就死人了
[00:08:25.020 --> 00:08:30.700]  各位 我們在這裡不是家
[00:08:30.700 --> 00:08:36.380]  我們是客裡 我們是經過
[00:08:36.380 --> 00:08:41.420]  不過我也要住的
[00:08:41.420 --> 00:08:43.820]  去打掃我現在住的地方
[00:08:43.820 --> 00:08:46.140]  弄得漂亮和舒服是沒有問題的
[00:08:46.140 --> 00:08:51.260]  不過如果我們以為這就是我們永遠的居所
[00:08:51.260 --> 00:08:56.620]  我們就弄錯了
[00:08:56.620 --> 00:09:01.420]  唉 幾十年前我做傳道的時候
[00:09:01.420 --> 00:09:03.020]  我已經跟弟兄姊妹說
[00:09:03.020 --> 00:09:05.020]  不用了 你的地方弄得這麼漂亮
[00:09:05.020 --> 00:09:06.300]  去弄一個地方
[00:09:06.300 --> 00:09:12.300]  例如禮堂 佩州也記得的
[00:09:12.300 --> 00:09:15.660]  我說不要浪費那麼多時間
[00:09:15.660 --> 00:09:20.620]  弄得這麼漂亮 我們要花點時間去想如何服侍別人
[00:09:20.620 --> 00:09:27.020]  不漂亮的人怎麼會來這裡住 坐得舒舒服服
[00:09:27.020 --> 00:09:32.300]  人來這裡不是因為坐得舒服
[00:09:32.300 --> 00:09:35.740]  人來這裡 因為他找到上帝
[00:09:35.740 --> 00:09:38.700]  上帝的愛在這裡 上帝的說話在這裡
[00:09:38.700 --> 00:09:41.980]  上帝要做的事在這裡很多很多
[00:09:41.980 --> 00:09:44.620]  所以人就來嘛
[00:09:44.620 --> 00:09:49.180]  當然冷氣吹到頭脫落是另一回事
[00:09:49.180 --> 00:09:53.980]  哪裡是家呢
[00:09:53.980 --> 00:09:59.580]  就是那一個給我們生命支持的地方
[00:09:59.580 --> 00:10:01.820]  但是很多人信了耶穌之後
[00:10:01.820 --> 00:10:09.980]  都不是以上帝為他的家
[00:10:09.980 --> 00:10:13.340]  很悲慘
[00:10:13.340 --> 00:10:18.060]  很多時候我發覺領袖完全不安全
[00:10:18.060 --> 00:10:21.580]  他不知道自己的那一份
[00:10:21.580 --> 00:10:26.700]  要不斷用表現去證明他是有力的
[00:10:26.700 --> 00:10:29.820]  他是有價值的
[00:10:29.820 --> 00:10:32.700]  誰不知上帝是我們的家
[00:10:32.700 --> 00:10:36.860]  我們就知道上帝給我們的那一份是足夠的
[00:10:36.860 --> 00:10:42.460]  我們不是每個人都做同樣的事
[00:10:42.460 --> 00:10:46.220]  很多時候我們有一個公平的意識
[00:10:46.220 --> 00:10:48.380]  你要有的 我都有的
[00:10:48.380 --> 00:10:50.700]  你有十隻手指 我也要有十隻手指
[00:10:50.700 --> 00:10:53.740]  如果我有十一隻手指的話 上帝不公平了
[00:10:53.740 --> 00:10:56.060]  但是是不是這樣呢
[00:10:56.060 --> 00:11:00.140]  不是的 一個家裡只有一個是做大的
[00:11:00.140 --> 00:11:01.980]  不能夠每個人都做大的
[00:11:01.980 --> 00:11:05.100]  就算是孖生那裡有一個大有一個小
[00:11:05.100 --> 00:11:07.660]  所以這個世界是沒有所謂的公平的
[00:11:07.660 --> 00:11:10.540]  所以每一個人所擁有的東西都是不同的
[00:11:10.540 --> 00:11:15.340]  每一個人的遭遇都是不同的
[00:11:15.340 --> 00:11:25.580]  但是我們不需要因此失去了那份尊榮和自信
[00:11:25.580 --> 00:11:27.980]  因為如果上帝成為你的家
[00:11:27.980 --> 00:11:32.380]  你知道上帝創造給你的那一份是足夠的
[00:11:32.380 --> 00:11:38.140]  是好的 那麼你就足夠了
[00:11:38.140 --> 00:11:39.740]  但是這一篇詩篇
[00:11:39.740 --> 00:11:48.620]  他說了很多東西 我現在才說第一句
[00:11:48.620 --> 00:11:51.420]  第二節他說 群山未曾生出
[00:11:51.420 --> 00:11:53.180]  大地和世間未曾造成的時候
[00:11:53.180 --> 00:11:56.540]  從永遠到永遠你是神
[00:11:56.540 --> 00:12:00.140]  摩西說這一句 他在說
[00:12:00.140 --> 00:12:05.900]  沒有人能夠凌駕上帝這個主
[00:12:05.900 --> 00:12:11.340]  祂是絕對的主 是所有存在的主
[00:12:11.340 --> 00:12:16.620]  所以 如果你知道上帝就是你的家
[00:12:16.620 --> 00:12:18.300]  上帝就是你的支柱
[00:12:18.300 --> 00:12:21.900]  上帝就是你的靠山
[00:12:21.900 --> 00:12:34.220]  那麼你就不會再有各樣的焦慮和愁煩
[00:12:34.220 --> 00:12:41.980]  因為祂會供應你的
[00:12:41.980 --> 00:12:45.820]  祂會供應你的
[00:12:45.820 --> 00:12:53.180]  你要竭力住在祂裡面就行了
[00:12:53.180 --> 00:12:56.300]  但當摩西說你是神的時候
[00:12:56.300 --> 00:13:02.220]  我們這一班人卻作出另外一個宣告
[00:13:02.220 --> 00:13:05.340]  我們是神
[00:13:05.340 --> 00:13:09.900]  更加簡單地說 我是神
[00:13:09.900 --> 00:13:13.900]  這就是第三節一直到第十節所說的情況
[00:13:13.900 --> 00:13:16.540]  我們拒絕上帝是我們的神
[00:13:16.540 --> 00:13:18.780]  拒絕上帝是我們的家的時候
[00:13:18.780 --> 00:13:20.220]  就發現了一件事
[00:13:20.220 --> 00:13:22.460]  然後上帝就作出一個呼喚
[00:13:22.460 --> 00:13:24.300]  這個呼喚就是
[00:13:24.300 --> 00:13:28.860]  「回來吧 你使世人歸回」
[00:13:28.860 --> 00:13:33.100]  陳禱說「世人啊 你們要歸回」
[00:13:33.100 --> 00:13:33.900]  然後他又說
[00:13:33.900 --> 00:13:37.660]  「在你看來 千年以過的昨日 又如夜間的一更」
