
[00:00:00.000 --> 00:00:03.000]  女王子妹平安
[00:00:03.000 --> 00:00:05.000]  今年是很不一樣
[00:00:05.000 --> 00:00:08.000]  昨天是這個Independence Day
[00:00:08.000 --> 00:00:12.000]  我想我們大概
[00:00:12.000 --> 00:00:16.000]  從來沒有過過這樣子的一個節日
[00:00:16.000 --> 00:00:18.000]  我想對整個美國
[00:00:18.000 --> 00:00:22.000]  也是一個很特別的一個時間
[00:00:22.000 --> 00:00:24.000]  所以我們越來
[00:00:24.000 --> 00:00:27.000]  今年我們就越來越感覺到
[00:00:27.000 --> 00:00:30.000]  主來的日子越來越近了
[00:00:30.000 --> 00:00:34.000]  所以我們在這裡講這些啟示錄
[00:00:34.000 --> 00:00:38.000]  其實就是希望預備弟兄子們的心
[00:00:38.000 --> 00:00:41.000]  那麼啟示錄裡面講到這七個教會
[00:00:41.000 --> 00:00:43.000]  不只是當年的教會
[00:00:43.000 --> 00:00:44.000]  這七個教會
[00:00:44.000 --> 00:00:48.000]  其實也是在預表著歷史歷代的教會
[00:00:48.000 --> 00:00:50.000]  而且每一個教會
[00:00:50.000 --> 00:00:52.000]  都是對我們今天的教會
[00:00:52.000 --> 00:00:54.000]  有很好的提醒
[00:00:54.000 --> 00:00:58.000]  我們接著要繼續的來看
[00:00:58.000 --> 00:01:02.000]  菲拉鐵非的教會
[00:01:02.000 --> 00:01:03.000]  這個菲拉鐵非
[00:01:03.000 --> 00:01:06.000]  事實上這個
[00:01:06.000 --> 00:01:10.000]  美國有一個城市叫Philadelphia
[00:01:10.000 --> 00:01:16.000]  就是用這個菲拉鐵非這個字
[00:01:16.000 --> 00:01:20.000]  所以菲拉鐵非這個教會
[00:01:20.000 --> 00:01:25.000]  第一個我們看一下
[00:01:25.000 --> 00:01:28.000]  這個菲拉鐵非的教會
[00:01:28.000 --> 00:01:31.000]  它其實它是在
[00:01:31.000 --> 00:01:33.000]  也是在這個土耳其
[00:01:33.000 --> 00:01:34.000]  那麼你可以看見
[00:01:34.000 --> 00:01:36.000]  這個菲拉鐵非的教會
[00:01:36.000 --> 00:01:37.000]  那麼在沙迪的教會
[00:01:37.000 --> 00:01:40.000]  接著就是菲拉鐵非的教會
[00:01:40.000 --> 00:01:43.000]  這個菲拉鐵非的這個教會
[00:01:43.000 --> 00:01:46.000]  它其實也是算是一個
[00:01:46.000 --> 00:01:49.000]  商業跟軍事的一個中心
[00:01:49.000 --> 00:01:51.000]  連接著兩個國家
[00:01:51.000 --> 00:01:53.000]  那麼這就是在他們這個
[00:01:53.000 --> 00:01:55.000]  靠近這兩個國家的中間
[00:01:55.000 --> 00:01:57.000]  這個邊界的地方
[00:01:57.000 --> 00:02:01.000]  所以也算是一個交通的一個要塞
[00:02:01.000 --> 00:02:03.000]  那菲拉鐵非的教會
[00:02:03.000 --> 00:02:07.000]  這個教會是在啟示錄的裡面當中
[00:02:07.000 --> 00:02:09.000]  我們講過啟示錄的教會
[00:02:09.000 --> 00:02:12.000]  多數都被主責備對不對
[00:02:12.000 --> 00:02:13.000]  那考考大家
[00:02:13.000 --> 00:02:15.000]  這啟示錄教會裡面
[00:02:15.000 --> 00:02:17.000]  沒有被主責備的教會
[00:02:17.000 --> 00:02:21.000]  是什麼教會
[00:02:21.000 --> 00:02:23.000]  就是今天這個教會
[00:02:23.000 --> 00:02:24.000]  菲拉鐵非的教會
[00:02:24.000 --> 00:02:27.000]  那除了菲拉鐵非的教會
[00:02:27.000 --> 00:02:28.000]  沒有被主責備之外
[00:02:28.000 --> 00:02:36.000]  還有哪一間教會是沒有被主責備的
[00:02:36.000 --> 00:02:39.000]  可能這個講過忘掉了
[00:02:39.000 --> 00:02:42.000]  有一個教會跟菲拉鐵非教會不一樣的
[00:02:42.000 --> 00:02:46.000]  這個教會受苦很多
[00:02:46.000 --> 00:02:48.000]  這個教會在苦難的中間
[00:02:48.000 --> 00:02:51.000]  還能夠為主站立的住的
[00:02:51.000 --> 00:02:54.000]  這個教會叫施美娜
[00:02:54.000 --> 00:02:56.000]  所以施美娜教會
[00:02:56.000 --> 00:02:58.000]  還有菲拉鐵非教會
[00:02:58.000 --> 00:03:01.000]  都是在聖經這七個教會當中
[00:03:01.000 --> 00:03:04.000]  沒有被主責備的
[00:03:04.000 --> 00:03:06.000]  很不簡單
[00:03:06.000 --> 00:03:08.000]  所以菲拉鐵非的教會
[00:03:08.000 --> 00:03:12.000]  是今天我們可以說是一個榜樣教會
[00:03:12.000 --> 00:03:14.000]  我們來看看菲拉鐵非教會
[00:03:14.000 --> 00:03:17.000]  它是怎麼樣子被主所稱讚的
[00:03:17.000 --> 00:03:20.000]  首先我們來看這個菲拉鐵非教會
[00:03:20.000 --> 00:03:25.000]  它被主稱讚的是什麼
[00:03:25.000 --> 00:03:27.000]  第一個
[00:03:27.000 --> 00:03:28.000]  在聖經裡面這裡提到說
[00:03:28.000 --> 00:03:31.000]  第十節它說
[00:03:31.000 --> 00:03:34.000]  在第八節這裡說
[00:03:34.000 --> 00:03:36.000]  我知道你的行為
[00:03:36.000 --> 00:03:38.000]  你略有一點力量
[00:03:38.000 --> 00:03:43.000]  也曾遵守我的道
[00:03:43.000 --> 00:03:45.000]  也曾遵守我的道
[00:03:45.000 --> 00:03:48.000]  沒有棄絕我的名
[00:03:48.000 --> 00:03:50.000]  所以這個是菲拉鐵非教會
[00:03:50.000 --> 00:03:53.000]  被主稱讚的第一件事情
[00:03:53.000 --> 00:04:00.000]  就是它是遵守主的道
[00:04:00.000 --> 00:04:03.000]  它就是被遵守主的道
[00:04:03.000 --> 00:04:05.000]  再一次的讓我們看見
[00:04:05.000 --> 00:04:07.000]  你可以發現
[00:04:07.000 --> 00:04:09.000]  在聖經裡面
[00:04:09.000 --> 00:04:11.000]  這個遵守主的道
[00:04:11.000 --> 00:04:14.000]  特別是在啟示錄裡面
[00:04:14.000 --> 00:04:19.000]  這是一個很重要的一件事情
[00:04:19.000 --> 00:04:21.000]  當時候的教會
[00:04:21.000 --> 00:04:23.000]  普遍面臨的問題是什麼呢
[00:04:23.000 --> 00:04:24.000]  第一個就是
[00:04:24.000 --> 00:04:28.000]  當時候是在羅馬的一個統治底下
[00:04:28.000 --> 00:04:31.000]  所以那麼希臘文化裡面
[00:04:31.000 --> 00:04:34.000]  本來就有很多的這些的神
[00:04:34.000 --> 00:04:38.000]  所以他們拜這些希臘的神
[00:04:38.000 --> 00:04:41.000]  所以菲拉鐵非這個城也不例外
[00:04:41.000 --> 00:04:44.000]  他們當時候也拜這些希臘的神
[00:04:44.000 --> 00:04:48.000]  同時也為這個羅馬的皇帝建了一座廟
[00:04:48.000 --> 00:04:49.000]  所以換句話說
[00:04:49.000 --> 00:04:52.000]  他們也是有拜這個羅馬皇帝的
[00:04:52.000 --> 00:04:54.000]  拜皇帝為神
[00:04:54.000 --> 00:04:56.000]  還有拜這些希臘的神
[00:04:56.000 --> 00:04:58.000]  所以這些是當時候他們所面臨到
[00:04:58.000 --> 00:05:00.000]  是一個拜偶像的一個環境
[00:05:00.000 --> 00:05:02.000]  這是他們所要面臨到的逼迫
[00:05:02.000 --> 00:05:03.000]  我想我們今天
[00:05:03.000 --> 00:05:05.000]  如果是你在這個
[00:05:05.000 --> 00:05:10.000]  特別是台灣或者華人的地區
[00:05:10.000 --> 00:05:12.000]  一些拜偶像的地區成長的
[00:05:12.000 --> 00:05:14.000]  我們大概都可以感覺到
[00:05:14.000 --> 00:05:16.000]  面對著拜偶像的勢力
[00:05:16.000 --> 00:05:18.000]  要做一個基督徒
[00:05:18.000 --> 00:05:19.000]  其實是很挑戰的
[00:05:19.000 --> 00:05:20.000]  很不容易的
[00:05:20.000 --> 00:05:21.000]  特別是自己的父母親
[00:05:21.000 --> 00:05:22.000]  自己的家庭
[00:05:22.000 --> 00:05:25.000]  我就記得以前我教會裡面
[00:05:25.000 --> 00:05:27.000]  有一個姐妹
[00:05:27.000 --> 00:05:29.000]  她常常是被打著出來
[00:05:29.000 --> 00:05:30.000]  她來聚會的時候
[00:05:30.000 --> 00:05:32.000]  常常是被打出來的
[00:05:32.000 --> 00:05:36.000]  就是因為父母親反對她聚會
[00:05:36.000 --> 00:05:38.000]  她也是很堅強
[00:05:38.000 --> 00:05:39.000]  她就是要聚會
[00:05:39.000 --> 00:05:43.000]  所以父母親就是把她打出去
