
[00:00:00.000 --> 00:00:03.380]  很開心今天能夠透過空氣
[00:00:03.380 --> 00:00:06.080]  我又可以繼續講道
[00:00:06.080 --> 00:00:07.280]  講神的道
[00:00:07.280 --> 00:00:10.420]  我覺得今天的科技幫助到我們
[00:00:10.420 --> 00:00:12.820]  雖然好像有很多的阻隔
[00:00:12.820 --> 00:00:16.980]  但是都沒有阻隔到我們敬拜主的心
[00:00:16.980 --> 00:00:20.080]  願意我們一起來去敬拜
[00:00:20.080 --> 00:00:21.720]  一起來去聽神的
[00:00:21.720 --> 00:00:24.160]  天上的爸爸我們真的很感恩
[00:00:24.160 --> 00:00:27.700]  因為你讓我們有這種聰明智慧
[00:00:27.700 --> 00:00:29.400]  讓我們可以透過網絡
[00:00:29.400 --> 00:00:33.160]  我們仍然可以一同去敬拜你
[00:00:33.160 --> 00:00:36.240]  雖然我們坐落在不同的地方
[00:00:36.240 --> 00:00:40.100]  但我們仍然可以來高呼你的名
[00:00:40.100 --> 00:00:41.780]  來讚美你
[00:00:41.780 --> 00:00:44.540]  來聆聽你的說話
[00:00:44.540 --> 00:00:46.240]  我求主你幫助我們
[00:00:46.240 --> 00:00:50.640]  特別在香港在一個疫情的時間裏
[00:00:50.640 --> 00:00:52.520]  我們真的很需要你
[00:00:52.520 --> 00:00:54.720]  因為你是那位醫治者
[00:00:54.720 --> 00:00:57.360]  因為你是那位讓我們有信心
[00:00:57.360 --> 00:00:59.460]  去面對困難的那一位
[00:00:59.460 --> 00:01:01.420]  我求主你幫助我們
[00:01:01.420 --> 00:01:03.760]  讓我們心裏的信心
[00:01:03.760 --> 00:01:08.660]  是大過我們去對疫情的擔憂和恐懼
[00:01:08.660 --> 00:01:09.860]  求主你幫助我們
[00:01:09.860 --> 00:01:11.700]  多謝你聽我們的祈禱
[00:01:11.700 --> 00:01:13.940]  祈禱奉我主耶穌基督名叩
[00:01:13.940 --> 00:01:15.580]  阿門
[00:01:15.580 --> 00:01:19.780]  我們今天會繼續講《仕途行傳》
[00:01:19.780 --> 00:01:22.440]  在我用的引言裏
[00:01:22.440 --> 00:01:28.320]  我很想講一個很疼愛我的爸爸
[00:01:28.320 --> 00:01:31.220]  在這個世界上有一個很疼愛我的爸爸
[00:01:31.220 --> 00:01:32.320]  我不是講天父
[00:01:32.320 --> 00:01:35.020]  我是講我自己的親生爸爸
[00:01:35.020 --> 00:01:37.260]  他有一個很有趣的
[00:01:37.260 --> 00:01:42.140]  可能有些大英姐妹都聽過這個笑話
[00:01:42.140 --> 00:01:43.460]  就是我爸爸
[00:01:43.460 --> 00:01:44.940]  在我小時候
[00:01:44.940 --> 00:01:47.040]  有人打電話來我家
[00:01:47.040 --> 00:01:48.440]  他聽完電話之後
[00:01:48.440 --> 00:01:51.240]  他就會拿著電話問
[00:01:51.240 --> 00:01:56.240]  誰叫劉月英過來聽電話
[00:01:56.240 --> 00:02:01.580]  因為我爸爸有十個兒女
[00:02:01.580 --> 00:02:03.920]  所以他不記得我們的名字
[00:02:03.920 --> 00:02:06.260]  也不會記得誰打誰
[00:02:06.260 --> 00:02:09.020]  他一直記得我的花名
[00:02:09.020 --> 00:02:11.960]  記得我的乳名
[00:02:11.960 --> 00:02:13.260]  我爸爸就是一個這樣的人
[00:02:13.260 --> 00:02:17.200]  為什麼我說他是一個很疼愛我的人
[00:02:17.200 --> 00:02:20.540]  因為在2003年的SARS
[00:02:20.540 --> 00:02:23.980]  當時我自己還是一個護士
[00:02:23.980 --> 00:02:28.280]  當地有一個男護士離開世界
[00:02:28.280 --> 00:02:31.320]  因為他在工作中感染SARS
[00:02:31.320 --> 00:02:33.720]  他離開世界之後
[00:02:33.720 --> 00:02:36.260]  我爸爸在我人生裏
[00:02:36.260 --> 00:02:40.620]  第一次這樣打電話來找我
[00:02:40.620 --> 00:02:43.620]  他第一句當然不是關心我
[00:02:43.620 --> 00:02:45.400]  是罵我
[00:02:45.400 --> 00:02:47.460]  為什麼你不打電話回家
[00:02:47.460 --> 00:02:50.860]  但是我在裏面聽到這句說話
[00:02:50.860 --> 00:02:52.740]  其實是一個情
[00:02:52.740 --> 00:02:54.940]  是一個愛在裏面
[00:02:54.940 --> 00:02:57.980]  所以當時那一刻我很感動
[00:02:57.980 --> 00:03:01.740]  我知道我爸爸很疼愛我
[00:03:01.740 --> 00:03:04.240]  接著下去發展了很多的故事
[00:03:04.240 --> 00:03:07.860]  你猜我又怎樣去肯定
[00:03:07.860 --> 00:03:11.220]  我爸爸知道我很疼愛他呢
[00:03:11.220 --> 00:03:14.420]  這個我就要少少埋下關子
[00:03:14.420 --> 00:03:21.100]  等說完這堂課我會嘗試接回這個故事
[00:03:21.100 --> 00:03:23.200]  我們今天所說的
[00:03:23.200 --> 00:03:25.500]  都是跟愛很有關
[00:03:25.500 --> 00:03:27.740]  也跟父親
[00:03:27.740 --> 00:03:30.240]  這位天上的爸爸很有關
[00:03:30.240 --> 00:03:31.940]  我們今天要來看的經文
[00:03:31.940 --> 00:03:37.380]  來到今天是《士大人傳》的17章16到34節
[00:03:37.380 --> 00:03:42.020]  我先和大家讀出這段經文
[00:03:45.360 --> 00:03:48.220]  《士大人傳》17章16節
[00:03:48.220 --> 00:03:51.020]  保羅在雅典等候他們的時候
[00:03:51.020 --> 00:03:53.800]  看見滿城都是偶像
[00:03:53.800 --> 00:03:55.900]  就心裏非常難過
[00:03:55.900 --> 00:04:00.700]  於是他在會堂裏與猶太人和虔敬的人
[00:04:00.700 --> 00:04:05.100]  以及每日在市場上所遇見的人辯論
[00:04:05.100 --> 00:04:11.840]  還有伊碧·科魯和伊斯多瓦兩派的哲學家也與他爭辯
[00:04:11.840 --> 00:04:15.420]  有的說這胡言亂語的要說什麼
[00:04:15.420 --> 00:04:19.920]  有的說他似乎是宣傳愛邦鬼神的
[00:04:19.920 --> 00:04:24.320]  這是因保羅傳講耶穌的行程
[00:04:24.320 --> 00:04:29.560]  當他們就把他帶到阿勒巴古說
[00:04:29.560 --> 00:04:32.600]  你所說的這新學說
[00:04:32.600 --> 00:04:34.700]  我們也可以知道嗎
[00:04:34.700 --> 00:04:39.680]  因為你有些奇怪的事傳到我們耳中
[00:04:39.680 --> 00:04:43.000]  我們想知道這些事是什麼意思
[00:04:43.000 --> 00:04:48.080]  原來所有的雅典人和居住在那裏的外國人
[00:04:48.080 --> 00:04:50.320]  都無下管別的事
[00:04:50.320 --> 00:04:54.280]  只是談談或聽聽新聞
[00:04:54.280 --> 00:04:57.660]  保羅站在阿勒巴古當中說
[00:04:57.660 --> 00:04:59.020]  諸位雅典人
[00:04:59.020 --> 00:05:02.860]  我看你們凡事肯敬畏鬼神
[00:05:02.860 --> 00:05:05.240]  我到處走走的時候
[00:05:05.240 --> 00:05:08.240]  仔細觀察你們所敬拜的
[00:05:08.240 --> 00:05:11.040]  發現一座壇上寫著
[00:05:11.040 --> 00:05:13.640]  獻給微息之神明
[00:05:13.640 --> 00:05:16.440]  你們所不認識而敬拜的
[00:05:16.440 --> 00:05:19.020]  我現在向你們宣告
[00:05:19.020 --> 00:05:22.980]  祂是創造宇宙和其中萬物的神
[00:05:22.980 --> 00:05:25.120]  祂既是天地的主
[00:05:25.120 --> 00:05:29.760]  就不住在人手所做的聖殿裏
[00:05:29.760 --> 00:05:32.460]  也不用人手去服侍
[00:05:32.460 --> 00:05:35.260]  好像缺少什麼似的
[00:05:35.260 --> 00:05:40.000]  自己都將生命氣息萬物賜給萬人
[00:05:40.000 --> 00:05:42.300]  祂從一人造出萬族
[00:05:42.300 --> 00:05:45.180]  居住在全地面上
[00:05:45.180 --> 00:05:49.580]  並且預先定他們的年限和所住的疆界
[00:05:49.580 --> 00:05:51.820]  唯有使他們尋求神
[00:05:51.820 --> 00:05:54.620]  或者可以揣摩而找到祂
[00:05:54.620 --> 00:05:57.280]  其實祂離我們各人不遠
[00:05:57.280 --> 00:06:01.420]  我們生活、行動、存在都在於祂
[00:06:01.420 --> 00:06:06.720]  就如你們的詩人也有人說
[00:06:06.720 --> 00:06:09.200]  我們也是祂所生的
[00:06:09.200 --> 00:06:11.400]  既然我們是神所生的
[00:06:11.400 --> 00:06:15.600]  就不應該以為神的神聖
[00:06:15.600 --> 00:06:20.240]  像人用手藝
[00:06:20.240 --> 00:06:22.880]  既然我們是神所生的
[00:06:22.880 --> 00:06:25.920]  就不應該以為神的神聖
[00:06:25.920 --> 00:06:28.920]  像人用手藝和心思
[00:06:28.920 --> 00:06:33.420]  所雕刻的金、銀、石像一樣
[00:06:33.420 --> 00:06:35.820]  世人蒙昧無知的時候
[00:06:35.820 --> 00:06:37.760]  神並不追究
[00:06:37.760 --> 00:06:41.660]  如今卻吩咐各處的人都要悔改
[00:06:41.660 --> 00:06:44.660]  因為祂已經定了日期
[00:06:44.660 --> 00:06:47.140]  要藉著祂所設立的
[00:06:47.140 --> 00:06:49.900]  按公義審判天下
[00:06:49.900 --> 00:06:52.780]  並且使祂從死人中復活
[00:06:52.780 --> 00:06:56.480]  給萬人作可信的憑據
[00:06:56.480 --> 00:06:59.040]  眾人聽見死人復活的話
[00:06:59.040 --> 00:07:00.980]  就有人譏笑他
[00:07:00.980 --> 00:07:02.380]  又有人說
[00:07:02.380 --> 00:07:05.220]  我們會再聽你說這事
[00:07:05.220 --> 00:07:08.520]  於是保羅從他們中出去了
[00:07:08.520 --> 00:07:12.160]  但有幾個人依附他信了主
[00:07:12.160 --> 00:07:16.200]  其中有阿勒巴古的議員雕離修
[00:07:16.200 --> 00:07:20.000]  和一個名叫大瑪利的婦人
[00:07:20.000 --> 00:07:24.200]  還有幾個與他們一起的人
[00:07:24.200 --> 00:07:28.840]  這段經文講述到
[00:07:28.840 --> 00:07:33.320]  保羅在第二次的行程
[00:07:33.320 --> 00:07:36.080]  當他離開菲律賓之後
[00:07:36.080 --> 00:07:37.580]  他來到比利亞
[00:07:37.580 --> 00:07:40.960]  然後他來到瓦頂
[00:07:40.960 --> 00:07:42.320]  到了瓦頂的時候
[00:07:42.320 --> 00:07:43.720]  我們先想想
[00:07:43.720 --> 00:07:46.500]  瓦頂是一個什麼樣的地方呢
[00:07:46.500 --> 00:07:52.900]  我嘗試在地圖裏和大家來看一看
[00:07:52.900 --> 00:07:54.300]  我們知道
[00:07:54.300 --> 00:07:57.800]  一開始第二次的宣教旅程
[00:07:57.800 --> 00:08:00.700]  保羅在安提安開始他的行程
[00:08:00.700 --> 00:08:06.280]  他已經經過了小亞細亞這個地方
[00:08:06.280 --> 00:08:08.680]  兩次遭到聖靈的禁止
[00:08:08.680 --> 00:08:11.520]  以致他最後來到特朗亞
[00:08:11.520 --> 00:08:15.160]  在這裏遇到馬其頓的異象
