
[00:00:00.000 --> 00:00:01.420]  大家好嗎?
[00:00:01.420 --> 00:00:05.240]  不如先呼吸一下
[00:00:05.240 --> 00:00:09.440]  先呼一口氣
[00:00:09.440 --> 00:00:15.280]  為什麼我叫大家呼吸一下呢?
[00:00:15.280 --> 00:00:18.480]  接受恩典是需要勇氣的
[00:00:18.480 --> 00:00:19.480]  你知不知道?
[00:00:19.480 --> 00:00:24.240]  恩典好像剛才說的Baby Dedication
[00:00:24.240 --> 00:00:27.520]  是神給我們一個很大的恩典
[00:00:27.520 --> 00:00:29.720]  很大的禮物
[00:00:30.000 --> 00:00:31.560]  恩典是什麼呢?
[00:00:31.560 --> 00:00:35.200]  恩典不是一種買賣
[00:00:35.200 --> 00:00:37.040]  不是一種交易
[00:00:37.040 --> 00:00:38.520]  不是一種你配得的
[00:00:38.520 --> 00:00:40.480]  是你想不到的時候
[00:00:40.480 --> 00:00:42.280]  神給你一些東西
[00:00:42.280 --> 00:00:43.280]  恩典
[00:00:43.280 --> 00:00:44.520]  是你沒有想過的
[00:00:44.520 --> 00:00:46.840]  不是你說配得買賣
[00:00:46.840 --> 00:00:47.960]  那就不是恩典了
[00:00:47.960 --> 00:00:49.160]  那是做工而已
[00:00:49.160 --> 00:00:51.160]  恩典是來到的時候
[00:00:51.160 --> 00:00:54.480]  我們要有勇氣來接受的
[00:00:54.480 --> 00:00:57.200]  所以大家透透大氣
[00:00:57.200 --> 00:00:59.200]  神給我們很多恩典
[00:00:59.200 --> 00:01:00.200]  是不是?
[00:01:00.200 --> 00:01:02.840]  有些恩典可能是你盼望得到的
[00:01:02.840 --> 00:01:03.840]  神還沒有給你
[00:01:03.840 --> 00:01:04.840]  那就可以祈禱了
[00:01:04.840 --> 00:01:08.080]  但是神另外給一些恩典
[00:01:08.080 --> 00:01:11.000]  是你想不到的恩典
[00:01:11.000 --> 00:01:12.200]  感謝神
[00:01:12.200 --> 00:01:17.080]  今天我們就說感恩的人生
[00:01:17.080 --> 00:01:19.760]  說到感恩
[00:01:19.760 --> 00:01:22.520]  其實我們人的本性
[00:01:22.520 --> 00:01:23.880]  是不感恩的
[00:01:23.880 --> 00:01:25.880]  我們人的罪性
[00:01:25.880 --> 00:01:27.360]  就是埋怨的
[00:01:27.360 --> 00:01:28.560]  對不對?
[00:01:28.560 --> 00:01:30.640]  你看看《創世紀》
[00:01:30.640 --> 00:01:32.120]  當他們犯罪的時候
[00:01:32.120 --> 00:01:33.120]  第一就是埋怨
[00:01:33.120 --> 00:01:34.240]  阿當就埋怨
[00:01:34.240 --> 00:01:35.720]  你做個女人給我
[00:01:35.720 --> 00:01:36.720]  也不好的
[00:01:36.720 --> 00:01:38.080]  他人有我而已
[00:01:38.080 --> 00:01:39.560]  女人就埋怨
[00:01:39.560 --> 00:01:41.080]  為什麼有條蛇搞我
[00:01:41.080 --> 00:01:41.800]  是不是?
[00:01:41.800 --> 00:01:45.800]  所以我們人性是容易埋怨的
[00:01:45.800 --> 00:01:47.200]  人性是埋怨的
[00:01:47.200 --> 00:01:49.000]  就算有些好東西來到
[00:01:49.000 --> 00:01:50.360]  你也會埋怨的
[00:01:50.360 --> 00:01:51.680]  人家請你吃飯
[00:01:51.680 --> 00:01:53.680]  你說吃這些東西而已
[00:01:53.680 --> 00:01:54.480]  是不是?
[00:01:54.480 --> 00:01:56.480]  那你的埋怨不夠好
[00:01:56.480 --> 00:01:57.960]  或者不夠多
[00:01:57.960 --> 00:02:00.680]  我們人天生就是喜歡埋怨
[00:02:00.680 --> 00:02:06.680]  所以感恩是一個品格上的培養
[00:02:06.680 --> 00:02:10.240]  我們需要培養去感謝
[00:02:10.240 --> 00:02:11.720]  學習感謝
[00:02:11.720 --> 00:02:13.000]  因為我們人生
