
[00:00:00.000 --> 00:00:02.000]  請姐妹主裡面平安
[00:00:02.000 --> 00:00:07.400]  也代表教會來答謝大家的邀請
[00:00:07.400 --> 00:00:11.160]  感恩我昨天才從土耳其回來
[00:00:11.160 --> 00:00:13.160]  今天出奇的精神
[00:00:13.160 --> 00:00:17.160]  可以來準備在今天跟大家分享
[00:00:17.160 --> 00:00:19.160]  我自己作為傳道人
[00:00:19.160 --> 00:00:23.560]  很想將神的福氣傳給大家
[00:00:23.560 --> 00:00:28.680]  很想你能夠得到神真正永恆的那個付足
[00:00:28.680 --> 00:00:31.720]  和大家有一個簡單禱告
[00:00:31.720 --> 00:00:33.720]  我們將整個聚會
[00:00:33.720 --> 00:00:41.720]  每一位的朋友弟兄姊妹的心靈仰望在主的手中
[00:00:41.720 --> 00:00:43.720]  其實主啊
[00:00:43.720 --> 00:00:45.720]  你知道我們每一個人
[00:00:45.720 --> 00:00:47.720]  都有一個故事
[00:00:47.720 --> 00:00:49.720]  這個故事
[00:00:49.720 --> 00:00:51.720]  其實是我們自己每天
[00:00:51.720 --> 00:00:53.720]  這樣去編織的
[00:00:53.720 --> 00:00:55.720]  由我們原生家庭的父母
[00:00:55.720 --> 00:00:58.720]  帶我們來到這個世界
[00:00:58.720 --> 00:01:00.720]  我們一路在人生
[00:01:00.720 --> 00:01:01.720]  讀書
[00:01:01.720 --> 00:01:03.720]  成長
[00:01:03.720 --> 00:01:04.720]  就業
[00:01:04.720 --> 00:01:05.720]  婚姻
[00:01:05.720 --> 00:01:07.720]  生兒養女
[00:01:07.720 --> 00:01:10.720]  面對社會不同的問題
[00:01:10.720 --> 00:01:12.720]  不同的議程
[00:01:12.720 --> 00:01:15.720]  我們都有我們自己的參與
[00:01:15.720 --> 00:01:18.720]  但是對永恆
[00:01:18.720 --> 00:01:20.720]  我們其實是相當陌生
[00:01:20.720 --> 00:01:22.720]  多謝你讓教會
[00:01:22.720 --> 00:01:24.720]  存在在地上
[00:01:24.720 --> 00:01:27.720]  讓不同的朋友
[00:01:27.720 --> 00:01:29.720]  透過家人
[00:01:29.720 --> 00:01:30.720]  同事
[00:01:30.720 --> 00:01:33.720]  來到去邀請
[00:01:33.720 --> 00:01:37.720]  在我們感受到安全感的情況底下
[00:01:37.720 --> 00:01:39.720]  我們願意來參加
[00:01:39.720 --> 00:01:41.720]  總是很想聽一下
[00:01:41.720 --> 00:01:44.720]  有什麼可以豐富自己的心靈
[00:01:44.720 --> 00:01:46.720]  多謝主
[00:01:46.720 --> 00:01:49.720]  其實就是你屬天的邀請
[00:01:49.720 --> 00:01:52.720]  叫我們能夠得著這個機會
[00:01:52.720 --> 00:01:54.720]  總是冥冥中
[00:01:54.720 --> 00:01:56.720]  有一隻無形的手
[00:01:56.720 --> 00:01:59.720]  用愛來捉摸我們
[00:01:59.720 --> 00:02:01.720]  讓我們總是透過
[00:02:01.720 --> 00:02:03.720]  可能是一些故事
[00:02:03.720 --> 00:02:04.720]  一些見證
[00:02:04.720 --> 00:02:06.720]  甚至乎是一首詩歌
[00:02:06.720 --> 00:02:09.720]  就打動我們的心靈
[00:02:09.720 --> 00:02:11.720]  融化我們的硬心
[00:02:11.720 --> 00:02:14.720]  讓我們不只是頭腦上
[00:02:14.720 --> 00:02:16.720]  明白了很多道理
[00:02:16.720 --> 00:02:18.720]  而是我們的心受感動
[00:02:18.720 --> 00:02:21.720]  來願意信主
[00:02:21.720 --> 00:02:24.720]  今天下午黃昏這段時間
[00:02:24.720 --> 00:02:27.720]  多謝祢聚集我們
