
[00:00:00.000 --> 00:00:02.360]  我想問頂層門有多少人
[00:00:02.360 --> 00:00:06.320]  有試過夢境成真的
[00:00:06.320 --> 00:00:07.880]  可不可以舉手
[00:00:07.880 --> 00:00:10.240]  夢境成真的那些
[00:00:10.240 --> 00:00:13.360]  OK 井皇帝
[00:00:13.360 --> 00:00:14.840]  不是很多
[00:00:14.840 --> 00:00:17.400]  那有多少人發過夢的 舉手
[00:00:17.400 --> 00:00:22.160]  即是白日夢的比較多
[00:00:22.160 --> 00:00:27.120]  我記得我十多歲偷渡出來之前
[00:00:28.400 --> 00:00:31.560]  我是發過一個夢
[00:00:31.560 --> 00:00:33.320]  這個夢
[00:00:33.320 --> 00:00:36.960]  就發覺自己在吃豬肉
[00:00:36.960 --> 00:00:39.800]  是吃得很開心
[00:00:39.800 --> 00:00:42.160]  吃得很飽
[00:00:42.160 --> 00:00:47.280]  飽了之後就醒了
[00:00:47.280 --> 00:00:50.160]  這個夢
[00:00:50.160 --> 00:00:53.440]  當我真的正式偷渡下來香港之後
[00:00:53.440 --> 00:00:55.880]  是夢境成真的
[00:00:57.120 --> 00:00:59.080]  因為當我第一次見到我爸爸
[00:00:59.080 --> 00:01:01.400]  我十多年跟他分隔
[00:01:01.400 --> 00:01:02.480]  第一次見到他的時候
[00:01:02.480 --> 00:01:04.200]  我就問他有沒有豬肉吃
[00:01:04.200 --> 00:01:08.000]  他說傻仔
[00:01:08.000 --> 00:01:10.160]  吃豬肉而已 用甚麼
[00:01:10.160 --> 00:01:12.680]  今晚吃豬肉
[00:01:12.680 --> 00:01:16.920]  結果那晚就煲了一鍋牛頭煲的豬肉湯
[00:01:16.920 --> 00:01:19.360]  這鍋豬肉湯
[00:01:19.360 --> 00:01:21.640]  是我有史以來第一次
[00:01:21.640 --> 00:01:22.560]  那次
[00:01:22.560 --> 00:01:24.920]  是吃得最開心的
[00:01:24.920 --> 00:01:26.680]  因為我吃了九碗飯
[00:01:28.120 --> 00:01:29.720]  喝了幾碗湯
[00:01:29.720 --> 00:01:36.320]  我從來沒試過吃得這麼開胃
[00:01:36.320 --> 00:01:39.000]  這麼暢順
[00:01:39.000 --> 00:01:44.200]  完全沒人管 沒人盛
[00:01:44.200 --> 00:01:45.360]  就是這樣吃
[00:01:45.360 --> 00:01:48.160]  全家人就好像欣賞我吃飯一樣
[00:01:48.160 --> 00:01:52.960]  但原來夢境成真
[00:01:52.960 --> 00:01:54.720]  不一定是好事
[00:01:55.720 --> 00:02:00.000]  那晚亦是我有史以來最辛苦的一晚
[00:02:00.000 --> 00:02:05.840]  原來餓是辛苦
[00:02:05.840 --> 00:02:08.640]  但飽是更辛苦
[00:02:08.640 --> 00:02:11.040]  因為那晚我記得
[00:02:11.040 --> 00:02:13.240]  我坐下來都坐不下
[00:02:13.240 --> 00:02:15.880]  太飽
[00:02:15.880 --> 00:02:17.880]  最慘的是甚麼呢
[00:02:17.880 --> 00:02:19.880]  就是那晚餓
[00:02:19.880 --> 00:02:22.080]  因為很久沒吃豬肉了
[00:02:22.080 --> 00:02:24.520]  那次吃完豬肉的時候很餓
[00:02:24.520 --> 00:02:26.280]  餓的時候
[00:02:26.280 --> 00:02:27.800]  而餓的時候
[00:02:27.800 --> 00:02:29.440]  我都曾經說過
[00:02:29.440 --> 00:02:31.800]  那時候我爸爸開了一個農場
[00:02:31.800 --> 00:02:33.240]  是養豬的
[00:02:33.240 --> 00:02:35.840]  廁所是要蹲下的
[00:02:35.840 --> 00:02:38.040]  沒有坐廁的
[00:02:38.040 --> 00:02:39.480]  你想想
[00:02:39.480 --> 00:02:42.960]  我連坐都不行
[00:02:42.960 --> 00:02:45.600]  蹲下怎麼可能呢
[00:02:45.600 --> 00:02:47.120]  所以去廁所的時候
[00:02:47.120 --> 00:02:49.840]  我只能夠扶著兩邊
[00:02:49.840 --> 00:02:52.200]  是半站的去廁所
[00:02:53.760 --> 00:02:57.760]  那晚是成為我有史以來最尷尬的一晚
[00:02:57.760 --> 00:03:01.240]  因為餓出來的全部是四散的
[00:03:01.240 --> 00:03:06.320]  流質的
[00:03:06.320 --> 00:03:09.120]  而帶來的結果就是
[00:03:09.120 --> 00:03:14.240]  下面全部都是我不想見到的東西
[00:03:14.240 --> 00:03:17.920]  所以那晚其實是幾乎沒機會睡得著
[00:03:17.920 --> 00:03:21.760]  接下來我也有很多不同的夢
[00:03:23.040 --> 00:03:24.520]  我是一個做夢王
[00:03:24.520 --> 00:03:25.960]  大家知道
[00:03:25.960 --> 00:03:27.440]  我記得我回來香港之前
[00:03:27.440 --> 00:03:29.160]  我做了一個夢
[00:03:29.160 --> 00:03:30.920]  這個夢包括什麼呢
[00:03:30.920 --> 00:03:33.840]  我戴著Headset 港島
[00:03:33.840 --> 00:03:35.080]  很奇怪的
[00:03:35.080 --> 00:03:36.880]  港島也要戴Headset
[00:03:36.880 --> 00:03:37.600]  第二
[00:03:37.600 --> 00:03:38.360]  我做夢發著
[00:03:38.360 --> 00:03:39.840]  下面坐著的人
[00:03:39.840 --> 00:03:40.960]  坐得滿滿的
[00:03:40.960 --> 00:03:42.960]  全部是男生男婦的
[00:03:42.960 --> 00:03:44.440]  第三
[00:03:44.440 --> 00:03:46.000]  我又做夢發著
[00:03:46.000 --> 00:03:47.360]  外面有人排隊
[00:03:47.360 --> 00:03:49.240]  我進來的時候問他們做什麼
[00:03:49.240 --> 00:03:50.560]  排隊進去嘛
[00:03:50.560 --> 00:03:51.760]  進去做什麼
[00:03:51.760 --> 00:03:53.880]  崇拜
[00:03:53.880 --> 00:03:55.560]  這個是夢來的
[00:03:55.560 --> 00:03:56.960]  另外
[00:03:56.960 --> 00:03:58.160]  還發著
[00:03:58.160 --> 00:04:00.360]  坐巴士的時候
[00:04:00.360 --> 00:04:02.200]  站在那裡
[00:04:02.200 --> 00:04:04.000]  站在那裡的時候旁邊又有人站在那裡
[00:04:04.000 --> 00:04:05.040]  但是他站在那裡的時候
[00:04:05.040 --> 00:04:07.000]  他拿一本東西出來看
[00:04:07.000 --> 00:04:08.800]  看的時候我看一看
[00:04:08.800 --> 00:04:11.760]  咦 蘇榮志的
[00:04:11.760 --> 00:04:12.960]  那個是夢來的
[00:04:12.960 --> 00:04:14.840]  告訴大家
[00:04:14.840 --> 00:04:16.200]  結果呢
[00:04:16.200 --> 00:04:19.480]  我跟Arlington那邊的電子媒體分享完
[00:04:19.480 --> 00:04:23.120]  就是因為一個心裡面的感動
[00:04:23.120 --> 00:04:25.400]  戴紹省牧師的一些激勵
[00:04:25.400 --> 00:04:27.280]  他家裡的見證
[00:04:27.280 --> 00:04:28.480]  令到我決定
[00:04:28.480 --> 00:04:31.520]  一家回來香港來到師父
[00:04:31.520 --> 00:04:34.080]  回來香港一年的裡面
[00:04:34.080 --> 00:04:38.680]  我真的看到有些夢是真的
[00:04:38.680 --> 00:04:41.120]  這個真的夢包括到
[00:04:41.120 --> 00:04:43.880]  我真的戴著Headset 港島
[00:04:43.880 --> 00:04:47.040]  然後去電台廣播的時候
[00:04:47.040 --> 00:04:53.280]  裡面那個控制音響的員工
[00:04:53.280 --> 00:04:55.800]  他聽不到外面說話的
[00:04:55.800 --> 00:04:58.440]  所以他自己戴著Headset
[00:04:58.440 --> 00:05:00.800]  但是我們又聽不到裡面說話的
[00:05:00.800 --> 00:05:02.720]  他想我們怎樣我們不知道的
[00:05:02.720 --> 00:05:05.160]  原來我們個個都要戴著Headset
[00:05:05.160 --> 00:05:06.760]  所以我跟那班人錄音的時候
[00:05:06.760 --> 00:05:08.320]  一個人戴一個Headset
[00:05:08.320 --> 00:05:09.600]  在那裡查
