
[00:00:00.000 --> 00:00:05.240]  我們今天會繼續和大家分享我們復活節訊息第二講
[00:00:05.240 --> 00:00:07.880]  遇見耶穌是一個卑劣的人
[00:00:07.880 --> 00:00:11.920]  我們先講道義,或者我們一起做一個簡單的禱告
[00:00:11.920 --> 00:00:15.920]  天主聖祈求你念悟,透過一個熟悉的故事
[00:00:15.920 --> 00:00:18.560]  幫助我們能夠明白你的心
[00:00:18.560 --> 00:00:23.080]  幫助我們瞭解如何預備好,向你作出回應
[00:00:23.080 --> 00:00:27.360]  聽我們的禱告,奉耶穌基督的聖名
[00:00:27.360 --> 00:00:33.360]  有一個健康中心的老闆在我這裏聊天
[00:00:33.360 --> 00:00:37.360]  大家知道聖耗斯有很多健身中心
[00:00:37.360 --> 00:00:42.360]  我們經常說聖耗斯是全國最健康的城市
[00:00:42.360 --> 00:00:45.360]  所以到處都能看到健身中心
[00:00:45.360 --> 00:00:49.360]  你要在這麼多的健身中心裏面出頭
[00:00:49.360 --> 00:00:53.360]  你要上講,教會也是一樣
[00:00:53.360 --> 00:00:56.360]  要傳福音的話,要和老人家一起
[00:00:56.360 --> 00:00:59.360]  這個健身中心的老闆想了個主意
[00:00:59.360 --> 00:01:05.360]  老闆自己是個板,所以身體很大
[00:01:05.360 --> 00:01:10.360]  全身一塊塊肌肉,我們叫筋肉人
[00:01:10.360 --> 00:01:13.360]  但是你站出來,每個老闆都差不多
[00:01:13.360 --> 00:01:15.360]  都是操到自己很fit
[00:01:15.360 --> 00:01:18.360]  他想的主意是什麼呢
[00:01:18.360 --> 00:01:21.360]  他拿了個檸檬出來,放在手上
[00:01:21.360 --> 00:01:26.360]  在學生、學員、顧客面前
[00:01:26.360 --> 00:01:29.360]  啊!這個檸檬
[00:01:29.360 --> 00:01:32.360]  當然把檸檬扎爛了,他很厲害
[00:01:32.360 --> 00:01:35.360]  把所有的檸檬汁都扎出來
[00:01:35.360 --> 00:01:39.360]  手上一個爛的檸檬
[00:01:39.360 --> 00:01:42.360]  如果有哪個人能夠從這個檸檬裏面
[00:01:42.360 --> 00:01:44.360]  再扎出一滴檸檬汁
[00:01:44.360 --> 00:01:46.360]  一千塊
[00:01:46.360 --> 00:01:48.360]  這只是噱頭
[00:01:48.360 --> 00:01:52.360]  但是挺有意思的,很多人去試試
[00:01:52.360 --> 00:01:55.360]  而且不僅是試,會傳出去
[00:01:55.360 --> 00:01:58.360]  很多人試,這個人真的太厲害了
[00:01:58.360 --> 00:02:02.360]  扎到幹了,每個人都想再多扎一滴都扎不到
[00:02:02.360 --> 00:02:07.360]  等了一段時間,人們試一試都不行
[00:02:07.360 --> 00:02:10.360]  忽然有一天,有個人進來
[00:02:10.360 --> 00:02:13.360]  我聽說你們有這樣的一個宣傳
[00:02:13.360 --> 00:02:15.360]  我想試試
[00:02:15.360 --> 00:02:18.360]  那些人看起來,想試?真的假的?
[00:02:18.360 --> 00:02:23.360]  爲什麼呢?因爲這個人又矮又小
[00:02:23.360 --> 00:02:27.360]  一點都不像是做健身的人
[00:02:27.360 --> 00:02:30.360]  但是他來挑戰嘛,不能不讓他參加
[00:02:30.360 --> 00:02:33.360]  人們在那裏舌舌私語,這個人行不行
[00:02:33.360 --> 00:02:36.360]  在那裏試,只是來玩而已
[00:02:36.360 --> 00:02:38.360]  但是他來多了,讓他試
[00:02:38.360 --> 00:02:41.360]  所以這個老闆拿了檸檬出來
[00:02:41.360 --> 00:02:46.360]  如常地扎到幹了
[00:02:46.360 --> 00:02:48.360]  一滴都沒有,扎光了
[00:02:48.360 --> 00:02:51.360]  扎光了,給你了
[00:02:51.360 --> 00:02:54.360]  看你有什麼把炮,再做些什麼
[00:02:54.360 --> 00:02:57.360]  這個人雖然又矮又瘦
[00:02:57.360 --> 00:03:01.360]  拿着檸檬在那裏舌舌私語
[00:03:01.360 --> 00:03:04.360]  竟然被他紮了三滴檸檬汁出來
[00:03:04.360 --> 00:03:07.360]  沒辦法了,沒辦法了
[00:03:07.360 --> 00:03:12.360]  人們很驚奇,怎麼辦?可能學過中國功夫
[00:03:12.360 --> 00:03:14.360]  有些內功都未定
[00:03:14.360 --> 00:03:17.360]  但是這個老闆說得好似的
[00:03:17.360 --> 00:03:20.360]  拿一千塊出來,擺在他手上
[00:03:20.360 --> 00:03:23.360]  老兄啊,你也挺有本事的
[00:03:23.360 --> 00:03:25.360]  你到底是做什麼的?
[00:03:25.360 --> 00:03:29.360]  你是去斬柴焚木,還是做些什麼工作
[00:03:29.360 --> 00:03:33.360]  可以知道你能夠這麼厲害呢?
[00:03:33.360 --> 00:03:35.360]  這個人就很簡單
[00:03:35.360 --> 00:03:40.360]  他說,I work for IRS
[00:03:40.360 --> 00:03:43.360]  我和國稅局做工的
[00:03:43.360 --> 00:03:45.360]  by the way
[00:03:45.360 --> 00:03:47.360]  保稅了沒有?
[00:03:47.360 --> 00:03:52.360]  我們經常想交少點稅,想交多點稅
[00:03:52.360 --> 00:03:56.360]  今天和大家說一個人文
[00:03:56.360 --> 00:03:59.360]  這個就是收稅佬
[00:03:59.360 --> 00:04:04.360]  是一個在國稅局做工的人
[00:04:04.360 --> 00:04:06.360]  問題是什麼呢?
[00:04:06.360 --> 00:04:09.360]  他不是和自己的國家收稅
[00:04:09.360 --> 00:04:13.360]  他是和敵人向自己的同胞收稅
[00:04:13.360 --> 00:04:18.360]  所以這個人在百姓的眼光當中
[00:04:18.360 --> 00:04:23.360]  是一個很令人討厭,很惹人恨的一個人
[00:04:23.360 --> 00:04:26.360]  聖經裏面告訴我們,這個人叫什麼名字呢?
[00:04:26.360 --> 00:04:29.360]  我們看《羅屋福音》第十九章的時候
[00:04:29.360 --> 00:04:31.360]  第一到第十節就講這個故事
[00:04:31.360 --> 00:04:40.360]  第二節就講當地耶利哥城有一個稅務長
[00:04:40.360 --> 00:04:42.360]  他的名字叫撒蓋
[00:04:42.360 --> 00:04:44.360]  很有錢
[00:04:44.360 --> 00:04:46.360]  是個有錢佬
[00:04:46.360 --> 00:04:48.360]  撒蓋這個人
[00:04:48.360 --> 00:04:51.360]  在耶利哥城是無人不認識的
[00:04:51.360 --> 00:04:54.360]  因爲他不單單是一個收稅佬
[00:04:54.360 --> 00:04:56.360]  一個稅吏
[00:04:56.360 --> 00:04:59.360]  他是國稅局局長
[00:04:59.360 --> 00:05:02.360]  是羅馬政府在耶利哥城裏面
[00:05:02.360 --> 00:05:06.360]  專門替羅馬政府收稅的人
[00:05:06.360 --> 00:05:11.360]  其實說到稅吏,在聖經裏面大家都不陌生
[00:05:11.360 --> 00:05:16.360]  百姓怎麼看稅吏呢?
[00:05:16.360 --> 00:05:18.360]  不單單是賣國賊
[00:05:18.360 --> 00:05:22.360]  不單單是一個違背國家
[00:05:22.360 --> 00:05:24.360]  壓榨自己人民的人
[00:05:24.360 --> 00:05:28.360]  就是因爲他們有這樣的權柄的緣故
[00:05:28.360 --> 00:05:30.360]  很多稅吏
[00:05:30.360 --> 00:05:32.360]  不是很多,全部
[00:05:32.360 --> 00:05:39.360]  是被百姓看作貪財的強盜
[00:05:39.360 --> 00:05:41.360]  經常欠他們錢
[00:05:41.360 --> 00:05:45.360]  原來羅馬人向他們屬地收稅
[00:05:45.360 --> 00:05:47.360]  和今天很不一樣
[00:05:47.360 --> 00:05:49.360]  其實是投標的
[00:05:49.360 --> 00:05:51.360]  誰想做國稅局局長,你肯投標就行
[00:05:51.360 --> 00:05:53.360]  投標的意思是什麼呢?
[00:05:53.360 --> 00:05:56.360]  你想收稅,這個城市我今年會給多少稅給你
[00:05:56.360 --> 00:05:58.360]  看誰標高
[00:05:58.360 --> 00:06:02.360]  羅馬人通常投標最高的就給那個
[00:06:02.360 --> 00:06:05.360]  好了,你今年投到了
[00:06:05.360 --> 00:06:07.360]  你就是國稅局局長了
[00:06:07.360 --> 00:06:09.360]  你自己找些馬仔幫我收稅
[00:06:09.360 --> 00:06:11.360]  總之你今年就交足這麼多錢給我
[00:06:11.360 --> 00:06:14.360]  但是羅馬政府就不會給他們工資
[00:06:14.360 --> 00:06:16.360]  他們怎麼生活,怎麼survive
[00:06:16.360 --> 00:06:18.360]  爲什麼有人投標去收稅
[00:06:18.360 --> 00:06:21.360]  因爲他說你想拿工資
[00:06:21.360 --> 00:06:24.360]  除了這些之外,你在上面加幾個百分比
[00:06:24.360 --> 00:06:26.360]  你就搞定了
[00:06:26.360 --> 00:06:28.360]  你要加多少百分比
[00:06:28.360 --> 00:06:30.360]  10% 20% 30% 50%
[00:06:30.360 --> 00:06:32.360]  總之你搞定了
[00:06:32.360 --> 00:06:34.360]  我們會back you up
[00:06:34.360 --> 00:06:36.360]  誰不交稅,我們的士兵也跟着你去
[00:06:36.360 --> 00:06:40.360]  所以呢
[00:06:40.360 --> 00:06:42.360]  通常在這個
[00:06:42.360 --> 00:06:44.360]  羅馬政府底下
[00:06:44.360 --> 00:06:46.360]  比如耶利哥是一個很大的城市
[00:06:46.360 --> 00:06:48.360]  那些人很快的,做稅就很快的
