
[00:00:00.000 --> 00:00:04.200]  今天和大家繼續講一個mini-series
[00:00:04.200 --> 00:00:07.520]  剛才帶唱歌的弟兄也問我們
[00:00:07.520 --> 00:00:09.160]  我們在講什麼呢?
[00:00:09.160 --> 00:00:12.320]  Don't just go to church, but be the church
[00:00:12.320 --> 00:00:13.320]  意思是什麼呢?
[00:00:13.320 --> 00:00:16.640]  不要只是來參加教會的崇拜聚會
[00:00:16.640 --> 00:00:18.840]  要成為教會一份子
[00:00:18.840 --> 00:00:23.960]  事實上,神在地上設立教會
[00:00:23.960 --> 00:00:25.960]  那首詩歌講得很好
[00:00:25.960 --> 00:00:29.240]  就能夠帶給這個世界真正的盼望
[00:00:29.240 --> 00:00:32.880]  因為這個世界充滿了很多問題
[00:00:32.880 --> 00:00:35.560]  而教會能夠將這個恩典
[00:00:35.560 --> 00:00:37.960]  神的愛帶到社會當中
[00:00:37.960 --> 00:00:41.360]  是扮演一個十分重要的角色
[00:00:41.360 --> 00:00:48.080]  神很希望將人愛、公義、和平帶給這個世界
[00:00:48.080 --> 00:00:51.960]  神更希望每一個人都知道祂愛他們
[00:00:51.960 --> 00:00:54.360]  希望能夠得著這個救恩
[00:00:54.360 --> 00:01:00.520]  作為教會,我相信大家都知道我們需要傳播音
[00:01:00.520 --> 00:01:03.360]  需要告訴別人神愛世人
[00:01:03.360 --> 00:01:06.320]  問題是,每個教會都在傳播音
[00:01:06.320 --> 00:01:09.800]  每個教會都在做很多幫助人
[00:01:09.800 --> 00:01:16.240]  去經歷神,去過一個愛心的生活
[00:01:16.240 --> 00:01:18.960]  但不知道大家同不同意還是沒有留意到
[00:01:18.960 --> 00:01:21.440]  我們發覺其實在我們的社會當中
[00:01:21.440 --> 00:01:24.600]  就算在美國這麼開明的社會當中
[00:01:24.600 --> 00:01:29.760]  似乎公平、公義都很多時候被扭曲
[00:01:29.760 --> 00:01:36.760]  美國對其他人來說,民族性都已經很有愛心
[00:01:36.760 --> 00:01:41.520]  有時我們說美國人的家庭可以領養有殘缺的小孩
[00:01:41.520 --> 00:01:42.760]  中國人會不會呢?
[00:01:42.760 --> 00:01:44.760]  就不會了
[00:01:44.760 --> 00:01:46.760]  但事實上我們又發覺
[00:01:46.760 --> 00:01:48.200]  另一個極端
[00:01:48.200 --> 00:01:51.320]  很多時候愛心就被人濫用
[00:01:51.320 --> 00:01:55.520]  所以很多時候我們看好的似乎都見到一點
[00:01:55.520 --> 00:02:00.600]  但看不好的就更加多出現在我們當中
[00:02:00.600 --> 00:02:04.240]  我們見到很多時候人變得越來越自私
[00:02:04.240 --> 00:02:08.160]  越來越自我,只有看自己不看人
[00:02:08.160 --> 00:02:10.480]  所以很多時候我們發覺
[00:02:10.480 --> 00:02:12.480]  在這個世界生活都很挑戰
[00:02:12.480 --> 00:02:15.720]  因為我們發覺正如聖經所說
[00:02:15.720 --> 00:02:18.920]  有時做好人沒有好報
[00:02:18.920 --> 00:02:24.600]  你見不到,做壞事的人又沒有惡報
[00:02:24.600 --> 00:02:26.600]  很多時候當我們面對這樣的情況時
[00:02:26.600 --> 00:02:28.600]  我們覺得很大的掙扎
[00:02:28.600 --> 00:02:29.880]  特別是我們做基督徒
[00:02:29.880 --> 00:02:30.760]  為甚麼呢?
[00:02:30.760 --> 00:02:32.760]  因為聖經說基督徒要抵得冧
[00:02:32.760 --> 00:02:34.760]  不要怕吃虧
[00:02:34.760 --> 00:02:39.400]  很多時候發覺做基督徒有時都頗辛苦
[00:02:39.400 --> 00:02:41.960]  甚至有時做基督徒的時候
[00:02:41.960 --> 00:02:44.960]  我們都要付出頗大的代價
[00:02:44.960 --> 00:02:50.520]  但是否神真的有很多恩典和祝福賜給我們呢?
[00:02:50.520 --> 00:02:53.640]  忽然之間,我們可能習慣了
[00:02:53.640 --> 00:02:55.640]  又不是很察覺
[00:02:55.640 --> 00:02:59.960]  所以今早我跟大家講一個很特別的題目
[00:02:59.960 --> 00:03:01.440]  在教會裡不是經常講
[00:03:01.440 --> 00:03:03.440]  不過我覺得應該要去講
[00:03:03.440 --> 00:03:07.440]  我要將一條天國的鑰匙
[00:03:07.440 --> 00:03:09.440]  打開倉庫的鑰匙
[00:03:09.440 --> 00:03:11.440]  送給大家
[00:03:11.440 --> 00:03:16.120]  讓我們能夠打開天上的倉庫,讓神可以傾福給大家
[00:03:16.120 --> 00:03:18.120]  甚至是無處可容
[00:03:18.120 --> 00:03:20.120]  如果你基督徒在教會內的話
[00:03:20.120 --> 00:03:22.120]  你知道牧師想講甚麼了
[00:03:22.120 --> 00:03:24.120]  因為題目都講了出來
[00:03:24.120 --> 00:03:27.360]  就是將神賜給我們生活上的資源
[00:03:27.360 --> 00:03:29.360]  給我們生活的
[00:03:29.360 --> 00:03:31.360]  拿神佛之一出來
[00:03:31.360 --> 00:03:33.360]  用來建立神的國
[00:03:33.360 --> 00:03:36.640]  天父就會傾福在我們身上
[00:03:36.640 --> 00:03:38.640]  甚至無處可容
[00:03:38.640 --> 00:03:42.640]  如果你說,牧師又講錢了
[00:03:42.640 --> 00:03:44.640]  其實我不是經常講的
[00:03:44.640 --> 00:03:46.640]  不要說得牧師那樣
[00:03:46.640 --> 00:03:48.640]  我不是那麼市儈的人,大家都知道
[00:03:48.640 --> 00:03:50.640]  如果你剛剛第一次來參加聚會
[00:03:50.640 --> 00:03:52.640]  剛剛來參加教會的話
[00:03:52.640 --> 00:03:55.640]  這個特別是給會員的,也是給基督徒的
[00:03:55.640 --> 00:03:57.640]  OK?
[00:03:57.640 --> 00:04:00.640]  如果你心裡覺得牧師又講錢了
[00:04:00.640 --> 00:04:02.640]  又要我們捐錢了
[00:04:02.640 --> 00:04:07.640]  我告訴大家,我們完全是誤會了聖經裡
[00:04:07.640 --> 00:04:11.640]  講到十一奉獻的教導
[00:04:11.640 --> 00:04:15.640]  十一奉獻的重點其實不是在乎要拿多少給神
[00:04:15.640 --> 00:04:17.640]  是在乎你的心
[00:04:17.640 --> 00:04:19.640]  十一奉獻
[00:04:19.640 --> 00:04:24.640]  是要在乎我們對神賜給我們那麼多的恩典
[00:04:24.640 --> 00:04:26.640]  第一,你這麼多神賜給你的恩典
[00:04:26.640 --> 00:04:28.640]  你覺得沒有恩典就沒得說了
[00:04:28.640 --> 00:04:31.640]  但如果你發覺天父給我們那麼多的恩典
[00:04:31.640 --> 00:04:34.640]  我們願不願意將最好的
[00:04:34.640 --> 00:04:38.640]  首先回歸給上帝呢?
[00:04:38.640 --> 00:04:40.640]  如果我們做不到的話
[00:04:40.640 --> 00:04:43.640]  其實我們可能要好好反省一下
[00:04:43.640 --> 00:04:47.640]  可能我們還沒有完全體會到神給我們的愛
[00:04:47.640 --> 00:04:51.640]  可能我們還沒有完全體會到神給我們的祝福
[00:04:51.640 --> 00:04:53.640]  所以我們有很多的hold back
[00:04:53.640 --> 00:04:55.640]  不是沒有的,你不是沒有祝福的
[00:04:55.640 --> 00:04:57.640]  你不是沒有經歷過恩典的
[00:04:57.640 --> 00:04:59.640]  你不是不知道神愛你的
[00:04:59.640 --> 00:05:01.640]  不過你的體會不夠深
[00:05:01.640 --> 00:05:03.640]  你的信心不夠大
[00:05:03.640 --> 00:05:05.640]  所以很多時候我們有hold back
[00:05:05.640 --> 00:05:07.640]  我們不敢
[00:05:07.640 --> 00:05:09.640]  在聖經裡面記載過
[00:05:09.640 --> 00:05:11.640]  知不知道第一個奉獻是什麼?
[00:05:11.640 --> 00:05:13.640]  在聖經裡面第一個奉獻
[00:05:13.640 --> 00:05:15.640]  記載在哪裡?
[00:05:15.640 --> 00:05:17.640]  創世紀,第一個奉獻
[00:05:17.640 --> 00:05:21.640]  創世紀裡面第一個奉獻是記載什麼?
[00:05:21.640 --> 00:05:23.640]  就是該隱和阿伯
[00:05:23.640 --> 00:05:25.640]  這是兩兄弟的奉獻
[00:05:25.640 --> 00:05:26.640]  大家有聽過嗎?
[00:05:26.640 --> 00:05:27.640]  兩兄弟來的
[00:05:27.640 --> 00:05:29.640]  聖經說該隱是做什麼的?
[00:05:29.640 --> 00:05:33.640]  做務農的,種植的
[00:05:33.640 --> 00:05:36.640]  阿伯是牧羊的
[00:05:36.640 --> 00:05:39.640]  所以當他們長大了
[00:05:39.640 --> 00:05:41.640]  可能父親還沒有教他們
[00:05:41.640 --> 00:05:43.640]  你要奉獻給神的,那就奉獻吧
[00:05:43.640 --> 00:05:45.640]  所以該隱奉獻的
[00:05:45.640 --> 00:05:48.640]  聖經說是地裡的出產
[00:05:48.640 --> 00:05:51.640]  沒有說奉獻什麼的
[00:05:51.640 --> 00:05:53.640]  但是說到阿伯的奉獻的時候
[00:05:53.640 --> 00:06:02.640]  聖經說阿伯奉獻羊裡頭生的羊和羊的自由
[00:06:02.640 --> 00:06:04.640]  大家都熟悉這個故事
[00:06:04.640 --> 00:06:05.640]  為什麼呢?
[00:06:05.640 --> 00:06:06.640]  因為聖經說
[00:06:06.640 --> 00:06:09.640]  神閱立阿伯的奉獻
[00:06:09.640 --> 00:06:13.640]  而不閱立該隱的奉獻
[00:06:13.640 --> 00:06:15.640]  為什麼呢?
[00:06:15.640 --> 00:06:19.640]  聖經說你做得好就不用生氣
[00:06:19.640 --> 00:06:21.640]  有個人做了很好的比方
[00:06:21.640 --> 00:06:24.640]  來解釋兩個奉獻有什麼不同
[00:06:24.640 --> 00:06:27.640]  他說阿伯奉獻給天父上帝的
[00:06:27.640 --> 00:06:29.640]  就是filet mignon
[00:06:29.640 --> 00:06:32.640]  就是牛排裡面最好的
[00:06:32.640 --> 00:06:34.640]  該隱奉獻給神的
[00:06:34.640 --> 00:06:36.640]  就是old broccoli
[00:06:36.640 --> 00:06:38.640]  大家知道old broccoli是怎樣的嗎?
[00:06:38.640 --> 00:06:39.640]  放在冰箱裡
[00:06:39.640 --> 00:06:40.640]  特別是軟軟的,死死的那種
[00:06:40.640 --> 00:06:43.640]  你看到不想吃的那種
[00:06:43.640 --> 00:06:45.640]  這個就是分別
[00:06:45.640 --> 00:06:49.640]  阿伯對神所付出的
[00:06:49.640 --> 00:06:51.640]  我們看到他對神尊重
[00:06:51.640 --> 00:06:53.640]  將最好的頭生給神
[00:06:53.640 --> 00:06:55.640]  阿伯給我們看到的
