
[00:00:00.000 --> 00:00:03.000]  正如剛才所說,我們今天的主題是
[00:00:03.000 --> 00:00:06.000]  「什麼是信心的祈禱?」
[00:00:06.000 --> 00:00:10.000]  什麼是信心?什麼是祈禱?
[00:00:10.000 --> 00:00:14.000]  我猜我們相信很多人都曾經祈禱過
[00:00:14.000 --> 00:00:17.000]  就算不信主的人
[00:00:17.000 --> 00:00:20.000]  根據研究統計
[00:00:20.000 --> 00:00:25.000]  每個人都很可能超越自己的他者
[00:00:25.000 --> 00:00:26.000]  來發出呼求
[00:00:26.000 --> 00:00:30.000]  特別面對一些無助的處境
[00:00:30.000 --> 00:00:32.000]  我又不知道大家記不記得
[00:00:32.000 --> 00:00:37.000]  第一次你自己向耶穌祈禱是什麼時候?
[00:00:37.000 --> 00:00:39.000]  我自己依稀記得
[00:00:39.000 --> 00:00:41.000]  可能是第一次
[00:00:41.000 --> 00:00:43.000]  我記得的印象都是這次
[00:00:43.000 --> 00:00:46.000]  很真實地向耶穌祈禱
[00:00:46.000 --> 00:00:48.000]  當時是小學的時候
[00:00:48.000 --> 00:00:49.000]  我還沒有信耶穌
[00:00:49.000 --> 00:00:50.000]  不過我回教會學校
[00:00:50.000 --> 00:00:52.000]  我覺得當時很誠心
[00:00:52.000 --> 00:00:54.000]  很單純
[00:00:54.000 --> 00:00:57.000]  還有很可愛地祈禱
[00:00:57.000 --> 00:00:59.000]  我祈禱的內容大概是這樣
[00:00:59.000 --> 00:01:00.000]  那天早上一起來
[00:01:00.000 --> 00:01:03.000]  我就很真誠地向耶穌說
[00:01:03.000 --> 00:01:06.000]  求祢今天叫中文老師
[00:01:06.000 --> 00:01:08.000]  立黑心病
[00:01:08.000 --> 00:01:11.000]  不要上學
[00:01:11.000 --> 00:01:13.000]  因為我今天沒有溫習
[00:01:13.000 --> 00:01:15.000]  那天是要背密
[00:01:15.000 --> 00:01:18.000]  當然這些真誠又可愛的祈禱
[00:01:18.000 --> 00:01:20.000]  無論你多真誠
[00:01:20.000 --> 00:01:22.000]  無論你多單純
[00:01:22.000 --> 00:01:24.000]  上帝應該都是會不會聽?
[00:01:24.000 --> 00:01:25.000]  不會
[00:01:25.000 --> 00:01:27.000]  因為如果不合神心意的祈禱
[00:01:27.000 --> 00:01:30.000]  神是不會聽的
[00:01:30.000 --> 00:01:33.000]  所以我們今天就學習
[00:01:33.000 --> 00:01:35.000]  在我們的禱告裡面
[00:01:35.000 --> 00:01:37.000]  從耶穌出發
[00:01:37.000 --> 00:01:41.000]  從這個聖經的事件來看
[00:01:41.000 --> 00:01:43.000]  什麼的禱告
[00:01:43.000 --> 00:01:45.000]  或者什麼的人生
[00:01:45.000 --> 00:01:48.000]  連耶穌都公開講
[00:01:48.000 --> 00:01:50.000]  這一句的說話
[00:01:50.000 --> 00:01:52.000]  我們一起讀
[00:01:52.000 --> 00:01:53.000]  1 2 3
[00:01:53.000 --> 00:01:55.000]  我告訴你們
[00:01:55.000 --> 00:01:57.000]  這麼大的信心
[00:01:57.000 --> 00:01:59.000]  就算在以色列中
[00:01:59.000 --> 00:02:02.000]  我也沒有遇見過
[00:02:02.000 --> 00:02:03.000]  不得了
[00:02:03.000 --> 00:02:05.000]  這句說話不是我說
[00:02:05.000 --> 00:02:07.000]  不是廖牧師說
[00:02:07.000 --> 00:02:09.000]  不是梁牧師說
[00:02:09.000 --> 00:02:10.000]  是耶穌說
[00:02:10.000 --> 00:02:12.000]  很真實
[00:02:12.000 --> 00:02:14.000]  就是說很奇怪
[00:02:14.000 --> 00:02:15.000]  為什麼會這樣說
[00:02:15.000 --> 00:02:19.000]  因為應該以色列人很熟悉神
[00:02:19.000 --> 00:02:20.000]  很懂得祈禱
[00:02:20.000 --> 00:02:25.000]  竟然這個人比他們更厲害
[00:02:25.000 --> 00:02:27.000]  他當然不是以色列人
[00:02:27.000 --> 00:02:29.000]  有一次你去一個餐廳吃飯
[00:02:29.000 --> 00:02:31.000]  你一個小市民的樣子
[00:02:31.000 --> 00:02:33.000]  突然間餐廳的大廚走出來
[00:02:33.000 --> 00:02:35.000]  他說我們這間餐廳
[00:02:35.000 --> 00:02:37.000]  美孜連三星都不及
[00:02:37.000 --> 00:02:39.000]  所有廚師都不及
[00:02:39.000 --> 00:02:43.000]  這個樣子完全沒有人認識的食客
[00:02:43.000 --> 00:02:45.000]  煮東西這麼厲害
[00:02:45.000 --> 00:02:47.000]  一個很特別的宣稱
[00:02:47.000 --> 00:02:50.000]  在他的身上我們會學到東西
[00:02:50.000 --> 00:02:52.000]  所以頂尖我想問你一句
[00:02:52.000 --> 00:02:55.000]  你想不想成為一個有信心的人
[00:02:55.000 --> 00:02:56.000]  想
[00:02:56.000 --> 00:02:57.000]  想不想嗎
[00:02:57.000 --> 00:02:58.000]  想
[00:02:58.000 --> 00:02:59.000]  所以今天跟旁邊的人說
[00:02:59.000 --> 00:03:01.000]  要聽清楚
[00:03:01.000 --> 00:03:04.000]  這件事是關乎百夫長的事件
[00:03:04.000 --> 00:03:06.000]  我們從百夫長這件事
[00:03:06.000 --> 00:03:09.000]  看一看什麼是大信心
[00:03:09.000 --> 00:03:13.000]  他的祈禱又怎樣蒙英雲
[00:03:13.000 --> 00:03:15.000]  我們先讀這十字經文
[00:03:15.000 --> 00:03:17.000]  之後我們慢慢細看
[00:03:17.000 --> 00:03:18.000]  我們一齊讀
[00:03:18.000 --> 00:03:19.000]  預備起
[00:03:19.000 --> 00:03:23.000]  耶穌對百姓講完了這一輩子的話
[00:03:23.000 --> 00:03:25.000]  就信了加伯盟
[00:03:25.000 --> 00:03:29.000]  有一個百夫長所好歸的僕人
[00:03:29.000 --> 00:03:31.000]  在近八月四年
[00:03:31.000 --> 00:03:34.000]  反送中的福民耶穌姓氏
[00:03:34.000 --> 00:03:37.000]  就學人大人的幾個掌握
[00:03:37.000 --> 00:03:40.000]  和耶穌的教家的福民
[00:03:40.000 --> 00:03:42.000]  他們到了耶穌那裡
[00:03:42.000 --> 00:03:45.000]  就徹徹地求問他說
[00:03:45.000 --> 00:03:47.000]  你給他行者事
[00:03:47.000 --> 00:03:49.000]  是他所賠得的
[00:03:49.000 --> 00:03:52.000]  因為他對我無家性
[00:03:52.000 --> 00:03:54.000]  給我不見做賠償
[00:03:54.000 --> 00:03:57.000]  耶穌就和他們同歸
[00:03:57.000 --> 00:03:59.000]  離那家不遠
[00:03:59.000 --> 00:04:03.000]  百夫長託幾個朋友去見耶穌
[00:04:03.000 --> 00:04:04.000]  對他說
[00:04:04.000 --> 00:04:06.000]  主啊不要我信
[00:04:06.000 --> 00:04:08.000]  因你共和社下
[00:04:08.000 --> 00:04:09.000]  我不敢當
[00:04:09.000 --> 00:04:12.000]  我也是以為不到會見你
[00:04:12.000 --> 00:04:14.000]  只要你說一句話
[00:04:14.000 --> 00:04:16.000]  我的僕人就見好了
[00:04:16.000 --> 00:04:19.000]  因為我在人的權下
[00:04:19.000 --> 00:04:21.000]  也有經在我以下
[00:04:21.000 --> 00:04:22.000]  對這個說
[00:04:22.000 --> 00:04:23.000]  去
[00:04:23.000 --> 00:04:24.000]  他就去
[00:04:24.000 --> 00:04:25.000]  對那個說
[00:04:25.000 --> 00:04:26.000]  來
[00:04:26.000 --> 00:04:27.000]  他就來
[00:04:27.000 --> 00:04:29.000]  對我的僕人說
[00:04:29.000 --> 00:04:30.000]  你做者是
[00:04:30.000 --> 00:04:32.000]  他就去做
[00:04:32.000 --> 00:04:34.000]  耶穌聽見這話
[00:04:34.000 --> 00:04:36.000]  就欺騙他
[00:04:36.000 --> 00:04:39.000]  天生去跟隨基督復仕
[00:04:39.000 --> 00:04:41.000]  我告訴你們
[00:04:41.000 --> 00:04:43.000]  這麼大的信心
[00:04:43.000 --> 00:04:45.000]  就是在意之中
[00:04:45.000 --> 00:04:47.000]  我也會有所見過
[00:04:47.000 --> 00:04:51.000]  那我一人回到百夫長家
[00:04:51.000 --> 00:04:54.000]  看見僕人已經好了
