
[00:00:00.000 --> 00:00:03.720]  好 繼續和大家去思想這個
[00:00:03.720 --> 00:00:07.320]  啟示六七教會的已忽所這個教會
[00:00:07.320 --> 00:00:09.160]  既然我和大家都講過了
[00:00:09.160 --> 00:00:10.400]  已忽所教會呢
[00:00:10.400 --> 00:00:13.720]  我們得到的資料是真的比較多一點的
[00:00:13.720 --> 00:00:16.440]  那麼遲些再繼續下去看善美娜
[00:00:16.440 --> 00:00:18.360]  別加摩 推也推拉
[00:00:18.360 --> 00:00:20.880]  這些其他教會呢 資料就沒有那麼多的了
[00:00:20.880 --> 00:00:23.240]  好 我們首先看到第六節
[00:00:23.240 --> 00:00:24.600]  第六節先
[00:00:24.600 --> 00:00:26.000]  在這個第六節呢
[00:00:26.000 --> 00:00:27.160]  這個聖經就說
[00:00:27.160 --> 00:00:30.280]  然而你還有一件可取的事
[00:00:30.280 --> 00:00:34.720]  就是你恨惡尼哥拉派的行為
[00:00:34.720 --> 00:00:38.160]  這種行為也是我所恨惡的
[00:00:38.160 --> 00:00:39.840]  我曾經和大家講過
[00:00:39.840 --> 00:00:41.600]  就是已忽所這個教會呢
[00:00:41.600 --> 00:00:43.480]  其實它有很多好的地方
[00:00:43.480 --> 00:00:45.760]  正如我們就這樣看回
[00:00:45.760 --> 00:00:48.840]  這個已忽所這個教會裡面
[00:00:48.840 --> 00:00:49.880]  主耶穌基督
[00:00:49.880 --> 00:00:53.040]  說我知道你的行為是勞碌忍耐
[00:00:53.040 --> 00:00:56.760]  又知道你不能夠容忍惡人
[00:00:56.760 --> 00:00:59.000]  不能夠容忍惡人
[00:00:59.000 --> 00:01:01.040]  你也曾經就測驗
[00:01:01.040 --> 00:01:03.800]  那自稱為使徒卻不是使徒的
[00:01:03.800 --> 00:01:05.800]  看出他們是假的
[00:01:05.800 --> 00:01:06.600]  所以呢
[00:01:06.600 --> 00:01:09.360]  他們呢 實在來說這個已忽所這個教會呢
[00:01:09.360 --> 00:01:11.320]  之前都提過的了
[00:01:11.320 --> 00:01:13.200]  我不想太詳細
[00:01:13.200 --> 00:01:14.600]  但是呢 它真的是
[00:01:14.600 --> 00:01:16.080]  很得堅獨厚
[00:01:16.080 --> 00:01:20.480]  它有最好最好最好最好最優秀的
[00:01:20.480 --> 00:01:22.320]  牧師在他們當中
[00:01:22.320 --> 00:01:23.520]  提摩泰
[00:01:23.520 --> 00:01:24.320]  哇
[00:01:24.320 --> 00:01:25.320]  保羅
[00:01:25.320 --> 00:01:26.120]  哇
[00:01:26.120 --> 00:01:26.880]  還有呢
[00:01:26.880 --> 00:01:29.240]  主耶穌的母親瑪利亞也在那裡
[00:01:29.240 --> 00:01:30.560]  有這個阿基拉
[00:01:30.560 --> 00:01:32.200]  白居拉這對夫婦
[00:01:32.200 --> 00:01:33.720]  很熟悉聖經
[00:01:33.720 --> 00:01:34.360]  是
[00:01:34.360 --> 00:01:36.480]  雖然是我們叫做平信徒
[00:01:36.480 --> 00:01:37.480]  但是他可以呢
[00:01:37.480 --> 00:01:40.200]  反過來去教導這個阿波羅
[00:01:40.200 --> 00:01:42.320]  阿波羅也是一個傳道人
[00:01:42.320 --> 00:01:43.600]  當他呢
[00:01:43.600 --> 00:01:45.280]  就初初信主的時候呢
[00:01:45.280 --> 00:01:46.360]  他很精通
[00:01:46.360 --> 00:01:48.320]  當時的舊約聖經
[00:01:48.320 --> 00:01:49.040]  但是
[00:01:49.040 --> 00:01:51.120]  現在聖經說他很有口才
[00:01:51.120 --> 00:01:52.600]  但是他裡面有些東西呢
[00:01:52.600 --> 00:01:54.600]  都是真理上有些缺乏
[00:01:54.600 --> 00:01:57.000]  而這對夫婦可以去教導他的
[00:01:57.000 --> 00:01:59.000]  你試想一個教會
[00:01:59.000 --> 00:02:01.200]  它的
[00:02:01.200 --> 00:02:03.560]  這麼多好的童工在這裡
[00:02:03.560 --> 00:02:04.760]  無怪乎呢
[00:02:04.760 --> 00:02:06.640]  真的我們說一句話
[00:02:06.640 --> 00:02:07.920]  那些異端呢
[00:02:07.920 --> 00:02:10.720]  都不是那麼容易能夠可以滲透進去裡面
[00:02:10.720 --> 00:02:12.720]  真的不容易
[00:02:12.720 --> 00:02:14.120]  但是呢
[00:02:14.120 --> 00:02:15.160]  以弗所這個教會
[00:02:15.160 --> 00:02:16.680]  我也跟大家分享過了
[00:02:16.680 --> 00:02:17.320]  上次
[00:02:17.320 --> 00:02:20.280]  就是他們失去了起初的愛心
[00:02:20.280 --> 00:02:21.880]  而起初的愛心是什麼呢?
[00:02:21.880 --> 00:02:23.320]  我們當然很多事情可以想
[00:02:23.320 --> 00:02:27.160]  起初就是他最初對神的心是多好多好
[00:02:27.160 --> 00:02:30.040]  或者他兄姊妹彼此之間那種的
[00:02:30.040 --> 00:02:31.000]  團結啊
[00:02:31.000 --> 00:02:32.560]  相愛是多好多好
[00:02:32.560 --> 00:02:34.080]  這些全部都是真的
[00:02:34.080 --> 00:02:35.400]  但是有一樣東西呢
[00:02:35.400 --> 00:02:36.960]  是有很多學者認為
[00:02:36.960 --> 00:02:38.640]  很大的可能性
[00:02:38.640 --> 00:02:41.280]  就是他對那個全福音這一回事
[00:02:41.280 --> 00:02:44.680]  開始失去了起初
[00:02:44.680 --> 00:02:48.720]  由初初小教會到大一點大一點
[00:02:48.720 --> 00:02:51.200]  到教會小的時候
[00:02:51.200 --> 00:02:53.600]  可能對於很多真理啊
[00:02:53.600 --> 00:02:56.400]  信仰上還沒能夠很清晰
[00:02:56.400 --> 00:02:58.920]  但是慢慢慢慢一個一個
[00:02:58.920 --> 00:03:01.840]  超級猛人牧師在他們當中的時候
[00:03:01.840 --> 00:03:04.120]  他們那些主學啊
[00:03:04.120 --> 00:03:05.640]  那些查經班啊
[00:03:05.640 --> 00:03:07.320]  那些講台呢
[00:03:07.320 --> 00:03:08.840]  是強到一個地步呢
[00:03:08.840 --> 00:03:11.640]  如果有一些外來的人來到呢
[00:03:11.640 --> 00:03:13.560]  特別如果他信仰上
[00:03:13.560 --> 00:03:18.040]  是跟他們所理解、所了解、所明白的是有差異的時候
[00:03:18.040 --> 00:03:20.640]  他很快就能夠可以測驗得到
[00:03:21.280 --> 00:03:22.520]  但是這件事情呢
[00:03:22.520 --> 00:03:24.640]  會產生一個後遺症出來的
[00:03:24.640 --> 00:03:27.400]  不小心可以產生的後遺症是什麼呢?
[00:03:27.400 --> 00:03:29.680]  就是開始有一種排外了
[00:03:29.680 --> 00:03:32.520]  開始你會覺得有些新來的人呢
[00:03:32.520 --> 00:03:34.560]  你根本都不合我們這個流的
[00:03:34.560 --> 00:03:39.280]  甚至到當他們實在受很多的衝擊
[00:03:39.280 --> 00:03:40.120]  衝擊是什麼呢?
[00:03:40.120 --> 00:03:40.680]  你看看
[00:03:40.680 --> 00:03:41.840]  他一直這麼講的
[00:03:41.840 --> 00:03:43.600]  是有惡人啊
[00:03:43.600 --> 00:03:44.560]  還有呢
[00:03:44.560 --> 00:03:49.000]  是有一些自稱為使徒而不是使徒的
[00:03:49.000 --> 00:03:50.280]  是假的
[00:03:50.280 --> 00:03:53.240]  那你說這個教會是不是開始要很多的防範
[00:03:53.240 --> 00:03:54.600]  很多的防備呢?
[00:03:54.600 --> 00:03:55.960]  所以有些人認為呢
[00:03:55.960 --> 00:03:57.760]  起初愛心失去呢
[00:03:57.760 --> 00:03:59.840]  就是其中一方面
[00:03:59.840 --> 00:04:01.400]  就是那個傳福音
[00:04:01.400 --> 00:04:02.520]  愛人靈魂
[00:04:02.520 --> 00:04:07.120]  愛向新的未信主的人的接觸
[00:04:07.120 --> 00:04:09.480]  那種的負擔
[00:04:09.480 --> 00:04:11.800]  到了第六節的時候呢
[00:04:11.800 --> 00:04:14.920]  他這裡就再數多一樣他的好的地方
[00:04:14.920 --> 00:04:16.360]  是什麼呢?
[00:04:16.360 --> 00:04:18.720]  他說然而還有一樣你可取的事
[00:04:18.720 --> 00:04:20.480]  就是你恨惡
[00:04:20.480 --> 00:04:22.120]  原來呢
[00:04:22.120 --> 00:04:24.320]  這個東西也是可以可取的
[00:04:24.320 --> 00:04:26.840]  如果我們作為一個基督徒
[00:04:26.840 --> 00:04:29.360]  樣樣都說愛的
[00:04:29.360 --> 00:04:30.520]  樣樣都說可以的
[00:04:30.520 --> 00:04:31.920]  樣樣都對的
[00:04:31.920 --> 00:04:35.720]  你不要以為這樣叫做很有愛心
[00:04:35.720 --> 00:04:37.920]  所以他們恨惡什麼呢?
[00:04:37.920 --> 00:04:41.400]  恨惡那些叫做尼哥拉派的行為
[00:04:41.400 --> 00:04:43.880]  尼哥拉派的行為
[00:04:43.880 --> 00:04:45.600]  可能有時候呢
[00:04:45.600 --> 00:04:46.440]  有些人說
[00:04:46.840 --> 00:04:48.800]  我們聽到有些牧師
[00:04:48.800 --> 00:04:51.200]  很多時候會在講台上
[00:04:51.200 --> 00:04:52.760]  或者在講台下面
