
[00:00:00.000 --> 00:00:03.400]  主持人:各位弟兄姊妹朋友們早安
[00:00:03.400 --> 00:00:06.880]  還有網上的弟兄姊妹朋友們早安
[00:00:06.880 --> 00:00:10.380]  今天要來跟各位分享一個訊息
[00:00:10.380 --> 00:00:16.520]  這個訊息名字叫「俠女雅比蓋」
[00:00:16.520 --> 00:00:19.120]  Heresies of Abigail
[00:00:19.120 --> 00:00:22.200]  那麼這是聖經上面在Semmlergy上面
[00:00:22.200 --> 00:00:25.080]  一個非常有意思的一個故事
[00:00:25.080 --> 00:00:29.080]  我今天要從雅比蓋我們要來學習
[00:00:29.080 --> 00:00:31.880]  為什麼說她是一個俠女呢
[00:00:31.880 --> 00:00:34.640]  俠女中文應該是講說
[00:00:34.640 --> 00:00:38.520]  女英雄或者是英雌
[00:00:38.520 --> 00:00:40.320]  那麼等等
[00:00:40.320 --> 00:00:41.720]  Yeah 雅比蓋
[00:00:41.720 --> 00:00:43.320]  哈雷路亞詹美森
[00:00:43.320 --> 00:00:45.480]  所以我會稍微介紹一下
[00:00:45.480 --> 00:00:47.480]  這個故事的背景
[00:00:47.480 --> 00:00:50.640]  然後我要從我們剛才讀的
[00:00:50.640 --> 00:00:53.440]  聖經Semmlergy上25章
[00:00:53.440 --> 00:00:58.480]  來跟各位分享關於這一段經文的三個人物
[00:00:58.480 --> 00:01:01.000]  一個是大衛David
[00:01:01.000 --> 00:01:03.360]  一個是拿巴Nable
[00:01:03.360 --> 00:01:06.520]  一個是雅比蓋Abigail
[00:01:06.520 --> 00:01:08.760]  那麼我也要來交代一下
[00:01:08.760 --> 00:01:11.280]  這件事情的來龍
[00:01:11.280 --> 00:01:13.640]  還有這件事情的去脈
[00:01:13.640 --> 00:01:16.160]  怎麼發生的 結果是怎麼樣
[00:01:16.160 --> 00:01:21.800]  最後我們要來得到一些啟示
[00:01:21.800 --> 00:01:27.720]  作為我每個月第三個禮拜我的獎牌
[00:01:27.720 --> 00:01:31.880]  我通通要講聖經上的女子
[00:01:31.880 --> 00:01:36.040]  最後我要跟大衛的另外的幾個妻子
[00:01:36.040 --> 00:01:37.400]  來做一個比較
[00:01:37.400 --> 00:01:39.240]  譬如說是米賈
[00:01:39.240 --> 00:01:41.120]  或者是巴斯巴
[00:01:41.120 --> 00:01:43.160]  來做一個比較等等
[00:01:43.160 --> 00:01:43.960]  好的
[00:01:43.960 --> 00:01:47.680]  讓我們講之前先來做個禱告
[00:01:47.680 --> 00:01:50.400]  父神我感謝你 我讚美你
[00:01:50.400 --> 00:01:53.040]  你是又真又活的神
[00:01:53.040 --> 00:01:53.960]  是的
[00:01:53.960 --> 00:01:55.920]  今天你與我們同在
[00:01:55.920 --> 00:02:01.440]  高孩子的口讓我們講的聽的都同德造就
[00:02:01.440 --> 00:02:03.640]  感謝你 讚美你
[00:02:03.640 --> 00:02:06.960]  這樣禱告是奉主耶穌基督的名
[00:02:06.960 --> 00:02:08.520]  Amen
[00:02:08.520 --> 00:02:10.280]  這個事情是這樣的
[00:02:10.280 --> 00:02:13.880]  在沙漠二記上25章
[00:02:13.880 --> 00:02:16.840]  他說在這加密地有一個富戶
[00:02:16.840 --> 00:02:19.360]  他的名字叫拿巴Nable
[00:02:19.360 --> 00:02:22.280]  他是一個大富人家
[00:02:22.280 --> 00:02:26.240]  聖經上面他說牛羊幾千幾千的
[00:02:26.240 --> 00:02:28.160]  僕人也是眾多
[00:02:28.160 --> 00:02:33.280]  所以他的牧人僕人在礦野地放羊
[00:02:33.280 --> 00:02:35.720]  那麼多年來呢
[00:02:35.720 --> 00:02:38.000]  大衛的勇士
[00:02:38.000 --> 00:02:42.960]  投靠他的投奔他的在礦野地的有六百名
[00:02:42.960 --> 00:02:47.160]  那他們從來不去騷擾這個拿巴
[00:02:47.160 --> 00:02:50.800]  所以有一點像在保護他們一樣
[00:02:50.800 --> 00:02:53.840]  因為大衛有勇士在那邊
[00:02:53.840 --> 00:03:00.040]  所以斐力士人這些嘉南人不敢來
[00:03:00.040 --> 00:03:05.240]  跟他找麻煩或者是偷他的牛羊等
[00:03:05.240 --> 00:03:06.840]  那正好那個時候呢
[00:03:06.840 --> 00:03:08.600]  聖經上面說
[00:03:08.600 --> 00:03:11.400]  拿巴牧羊有了豐收
[00:03:11.400 --> 00:03:12.880]  說他在那邊
[00:03:12.880 --> 00:03:14.040]  入羊毛
[00:03:14.040 --> 00:03:15.640]  在那邊撿羊毛
[00:03:15.640 --> 00:03:17.280]  那當然是
[00:03:17.280 --> 00:03:18.640]  好多的羊
[00:03:18.640 --> 00:03:20.040]  是不是
[00:03:20.040 --> 00:03:21.960]  那正好那個時候呢
[00:03:21.960 --> 00:03:24.800]  大衛也是窮困潦倒
[00:03:24.800 --> 00:03:27.840]  被掃羅追殺
[00:03:27.840 --> 00:03:30.760]  在礦野裡面逃竄
[00:03:30.760 --> 00:03:33.680]  那麼有六百個人張嘴
[00:03:33.680 --> 00:03:35.520]  要等著他餵
[00:03:35.520 --> 00:03:39.000]  所以大衛就聽說拿巴有大豐收
[00:03:39.000 --> 00:03:41.520]  想說這個人我這麼多年來
[00:03:41.520 --> 00:03:43.120]  我都保護他
[00:03:43.120 --> 00:03:45.680]  去跟他看看有什麼東西
[00:03:45.680 --> 00:03:47.640]  可以分我們一些
[00:03:47.640 --> 00:03:50.440]  就差了十個使者
[00:03:50.440 --> 00:03:52.480]  去到拿巴那邊去
[00:03:52.480 --> 00:03:53.640]  去跟他問安
[00:03:53.640 --> 00:03:56.240]  大衛特別關照他們說
[00:03:56.240 --> 00:03:58.160]  你們跟他問安
[00:03:58.160 --> 00:04:01.440]  也不要跟他想要什麼
[00:04:01.440 --> 00:04:04.040]  但是你把情況跟他講
[00:04:04.040 --> 00:04:05.560]  看他怎麼做
[00:04:05.560 --> 00:04:08.480]  就是向拿巴求供應
[00:04:08.480 --> 00:04:12.120]  誰想到拿巴卻羞辱他
[00:04:12.120 --> 00:04:14.800]  說大衛是誰啊
[00:04:14.800 --> 00:04:17.280]  葉希的兒子是誰啊
[00:04:17.280 --> 00:04:19.040]  你們這些僕人
[00:04:19.040 --> 00:04:22.680]  聽說最近有許多僕人是逃離主人的
[00:04:22.680 --> 00:04:26.160]  說不定你們這些人都是那些壞人
[00:04:26.160 --> 00:04:27.440]  就羞辱他們
[00:04:27.440 --> 00:04:30.480]  不願意供給他們
[00:04:30.480 --> 00:04:32.840]  這個惹怒了大衛
[00:04:32.840 --> 00:04:35.120]  他就帶了四百個人
[00:04:35.120 --> 00:04:37.720]  要來除滅拿巴
[00:04:37.720 --> 00:04:40.520]  他想說敬酒不喝
[00:04:40.520 --> 00:04:43.360]  就給你喝罰酒了
[00:04:43.360 --> 00:04:47.040]  就帶了四百個勇士一路殺來
[00:04:47.040 --> 00:04:49.640]  這個時候拿巴的妻子
[00:04:49.640 --> 00:04:50.920]  叫做Abigail
[00:04:50.920 --> 00:04:53.680]  亞比該知道了這個事情
[00:04:53.680 --> 00:04:57.840]  趕快連夜預備了飯食
[00:04:57.840 --> 00:05:00.600]  好幾百個餅紅的
[00:05:00.600 --> 00:05:02.920]  還有處理好的牛羊
[00:05:02.920 --> 00:05:04.600]  還有酒
[00:05:04.600 --> 00:05:07.960]  通通都準備在路邊等大衛
[00:05:07.960 --> 00:05:11.360]  結果在路上把大衛攔到
[00:05:11.360 --> 00:05:15.800]  然後他就向大衛哀求下拜
[00:05:15.800 --> 00:05:19.040]  用極謙卑溫柔的聲音
[00:05:19.040 --> 00:05:22.680]  跟大衛通曉真理等等
[00:05:22.680 --> 00:05:26.480]  所以大衛就收了他的禮物
[00:05:26.480 --> 00:05:29.280]  然後就打道回府了
[00:05:29.280 --> 00:05:33.440]  說打道回府是有一點誇張
[00:05:33.440 --> 00:05:35.760]  他在曠野地哪有什麼府了
[00:05:35.760 --> 00:05:37.240]  他只有山洞了
[00:05:37.240 --> 00:05:40.040]  是不是就打道回去了
[00:05:40.040 --> 00:05:42.400]  那麼亞比該她回家
[00:05:42.400 --> 00:05:46.120]  結果看到她的丈夫拿巴
[00:05:46.120 --> 00:05:49.680]  在那裡豔樂
[00:05:49.680 --> 00:05:51.080]  聖經上面說
[00:05:51.080 --> 00:05:54.640]  他開了酒席好像王的元席一樣
[00:05:54.640 --> 00:05:57.480]  那麼痛快喝得大醉
[00:05:57.480 --> 00:05:59.760]  毫不知覺
[00:05:59.760 --> 00:06:02.560]  聖經上面說跟他的名字一樣
[00:06:02.560 --> 00:06:04.360]  是個漁丸人
[00:06:04.360 --> 00:06:05.280]  是不是
[00:06:05.280 --> 00:06:09.400]  結果亞比該就不找他講話
[00:06:09.400 --> 00:06:12.200]  等到第二天等他酒醒了
[00:06:12.200 --> 00:06:13.640]  才跟他講
[00:06:13.640 --> 00:06:14.360]  不講還好
[00:06:14.360 --> 00:06:16.120]  一講這拿巴
[00:06:16.120 --> 00:06:18.040]  僵了
[00:06:18.040 --> 00:06:19.800]  嚇死了
[00:06:19.800 --> 00:06:23.160]  不出十天呢
[00:06:23.160 --> 00:06:25.720]  神就擊打拿巴
[00:06:25.720 --> 00:06:27.200]  他就死掉了
[00:06:27.200 --> 00:06:30.120]  大衛聽到了這件事情呢
[00:06:30.120 --> 00:06:32.480]  就派了使者
[00:06:32.480 --> 00:06:34.760]  說亞比該
