
[00:00:00.000 --> 00:00:04.000]  邀請大家再次低頭和我一起祈禱
[00:00:04.000 --> 00:00:09.000]  真感激你
[00:00:09.000 --> 00:00:13.000]  感謝你讓我們有機會回到你的面前去敬拜
[00:00:13.000 --> 00:00:17.000]  求聖靈你按著我們每一人心靈的需要
[00:00:17.000 --> 00:00:19.000]  你親自賜下靈量
[00:00:19.000 --> 00:00:22.000]  願講的和聽的都同夢你的月
[00:00:22.000 --> 00:00:26.000]  基督奉主耶穌 基督的名求 阿們
[00:00:27.000 --> 00:00:32.000]  不知道大家有沒有機會玩過攀石
[00:00:32.000 --> 00:00:34.000]  沒有嗎?
[00:00:34.000 --> 00:00:37.000]  有人玩過嗎?
[00:00:37.000 --> 00:00:43.000]  我想你未玩過也見過有人玩過
[00:00:43.000 --> 00:00:48.000]  假設有個人手足並用爬上最高的地方
[00:00:48.000 --> 00:00:52.000]  我想有些人可能會高過禮堂頂
[00:00:52.000 --> 00:00:55.000]  很高興你見到他敲鐘後
[00:00:55.000 --> 00:00:58.000]  他是怎樣爬下來的?
[00:00:58.000 --> 00:01:01.000]  他是爬下來的嗎?
[00:01:01.000 --> 00:01:03.000]  不是的
[00:01:03.000 --> 00:01:06.000]  下面的教練就會大聲叫那人
[00:01:06.000 --> 00:01:09.000]  你放開雙手啊
[00:01:09.000 --> 00:01:11.000]  你放開雙手
[00:01:11.000 --> 00:01:13.000]  信任下面的同伴
[00:01:13.000 --> 00:01:17.000]  因為你的搭檔會幫你安全著陸
[00:01:17.000 --> 00:01:22.000]  放開雙手 你明明是四腳爬爬上去的
[00:01:22.000 --> 00:01:24.000]  為何要放開雙手?
[00:01:24.000 --> 00:01:26.000]  理性上你知道要放手
[00:01:26.000 --> 00:01:30.000]  因為爬上去的時候 教練會這樣說
[00:01:30.000 --> 00:01:36.000]  你見到你的同伴一直拿著在你身上的救生繩
[00:01:36.000 --> 00:01:38.000]  放開便可以了
[00:01:38.000 --> 00:01:41.000]  會像搭山魚般搭下去
[00:01:41.000 --> 00:01:44.000]  如果你試過甚至見過別人
[00:01:44.000 --> 00:01:46.000]  原來這樣真的可以安全著陸
[00:01:46.000 --> 00:01:49.000]  你也會容易放開雙手
[00:01:49.000 --> 00:01:51.000]  但未試過 未見過
[00:01:51.000 --> 00:01:53.000]  叫自己放開雙手
[00:01:53.000 --> 00:01:56.000]  真的有些難度
[00:01:56.000 --> 00:02:00.000]  我在想 其實做父母 做長輩
[00:02:00.000 --> 00:02:04.000]  我們當中 年輕的應該是Howling
[00:02:04.000 --> 00:02:07.000]  徐桂做父母
[00:02:07.000 --> 00:02:10.000]  要放手 不單是父母要學的
[00:02:10.000 --> 00:02:13.000]  可能做長輩的 做導師的
[00:02:13.000 --> 00:02:16.000]  我們做教務同工的
[00:02:16.000 --> 00:02:18.000]  也是一份學習
[00:02:18.000 --> 00:02:22.000]  尤其是一直捉開的東西要放
[00:02:22.000 --> 00:02:24.000]  是一份考驗
[00:02:24.000 --> 00:02:27.000]  也是對上帝信任的考驗
[00:02:27.000 --> 00:02:30.000]  今天為大家選擇了一段經文
[00:02:30.000 --> 00:02:34.000]  就是《瑪芳三章二十至三十五節》
[00:02:34.000 --> 00:02:37.000]  是講關於耶穌和祂的家人
[00:02:37.000 --> 00:02:39.000]  讓我們一起先讀一讀
[00:02:39.000 --> 00:02:42.000]  預備起
[00:02:42.000 --> 00:02:44.000]  耶穌進了屋子
[00:02:44.000 --> 00:02:46.000]  眾人又聚集
[00:02:46.000 --> 00:02:49.000]  甚至他連飯也顧不得吃
[00:02:49.000 --> 00:02:51.000]  耶穌的家人聽見
[00:02:51.000 --> 00:02:54.000]  就出來要拉住他
[00:02:54.000 --> 00:02:57.000]  因為他們說他癲狂了
[00:02:57.000 --> 00:03:00.000]  從耶路撒冷下來的文士說
[00:03:00.000 --> 00:03:03.000]  他是被別西卜附身的
[00:03:03.000 --> 00:03:07.000]  又說他是靠著鬼王趕鬼的
[00:03:07.000 --> 00:03:09.000]  耶穌叫他們來
[00:03:09.000 --> 00:03:11.000]  用比喻對他們說
[00:03:11.000 --> 00:03:14.000]  撒旦怎能趕出撒旦呢?
[00:03:14.000 --> 00:03:17.000]  一國若自相紛爭
[00:03:17.000 --> 00:03:19.000]  那國就立不住
[00:03:19.000 --> 00:03:21.000]  一家若自相紛爭
[00:03:21.000 --> 00:03:23.000]  那家就立不住
[00:03:23.000 --> 00:03:26.000]  撒旦若自相攻打紛爭
[00:03:26.000 --> 00:03:28.000]  他就立不住
[00:03:28.000 --> 00:03:29.000]  必定滅亡
[00:03:29.000 --> 00:03:32.000]  沒有人能進壯士家裡
[00:03:32.000 --> 00:03:34.000]  搶奪他的東西
[00:03:34.000 --> 00:03:37.000]  除非先綁住那壯士
[00:03:37.000 --> 00:03:40.000]  否則無法搶奪他的家
[00:03:40.000 --> 00:03:43.000]  我實在告訴你們
[00:03:43.000 --> 00:03:46.000]  世人一切的罪和一切是毒的話
[00:03:46.000 --> 00:03:49.000]  都可以得到赦免
[00:03:49.000 --> 00:03:51.000]  凡是毒性靈的
[00:03:51.000 --> 00:03:53.000]  卻永不得赦免
[00:03:53.000 --> 00:03:55.000]  而要擔當永遠的罪
[00:03:55.000 --> 00:03:57.000]  因為他們說
[00:03:57.000 --> 00:04:00.000]  他是被污靈附身的
[00:04:00.000 --> 00:04:03.000]  遵父旨意的人都是親屬
[00:04:03.000 --> 00:04:07.000]  那時耶穌的母親和他兄弟來
[00:04:07.000 --> 00:04:10.000]  站在外邊
[00:04:10.000 --> 00:04:12.000]  打發人去叫他
[00:04:12.000 --> 00:04:15.000]  有許多人在耶穌周圍坐著
[00:04:15.000 --> 00:04:18.000]  他們就告訴他說
[00:04:18.000 --> 00:04:20.000]  漢娜,你母親
[00:04:20.000 --> 00:04:25.000]  你兄弟和你姊妹在外邊找你
[00:04:25.000 --> 00:04:27.000]  耶穌回答他們
[00:04:27.000 --> 00:04:29.000]  誰是我的母親
[00:04:29.000 --> 00:04:31.000]  誰是我的兄弟
[00:04:31.000 --> 00:04:35.000]  就還是那周圍坐著的人說
[00:04:35.000 --> 00:04:39.000]  漢娜,我的母親,我的兄弟
[00:04:39.000 --> 00:04:41.000]  凡進行上帝旨意的人
[00:04:41.000 --> 00:04:47.000]  就是我的兄弟姊妹和母親
[00:04:47.000 --> 00:04:50.000]  剛才大家讀完這段經文
[00:04:50.000 --> 00:04:54.000]  你們有什麼感受?
[00:04:54.000 --> 00:04:59.000]  有沒有感受?
[00:04:59.000 --> 00:05:05.000]  你覺不覺得耶穌的回答很不近人情?
[00:05:05.000 --> 00:05:07.000]  夠不夠?
[00:05:07.000 --> 00:05:12.000]  可能你說不是,我也是這樣
[00:05:12.000 --> 00:05:15.000]  如果你試想一下你是他母親
[00:05:15.000 --> 00:05:17.000]  你是他兄弟姊妹之中的其中一個
[00:05:17.000 --> 00:05:19.000]  聽到這樣說
[00:05:19.000 --> 00:05:22.000]  不知道你有什麼感覺
[00:05:22.000 --> 00:05:26.000]  我想我一定很生氣
[00:05:26.000 --> 00:05:28.000]  我不知道是不是大家
[00:05:28.000 --> 00:05:31.000]  我會說一句,你很了不起
[00:05:31.000 --> 00:05:34.000]  在25節耶穌剛剛才說
[00:05:34.000 --> 00:05:37.000]  一家自相紛爭
[00:05:37.000 --> 00:05:40.000]  那家坐立不住
[00:05:40.000 --> 00:05:41.000]  誰是我的母親?
[00:05:41.000 --> 00:05:43.000]  誰是我的兄弟?
[00:05:43.000 --> 00:05:47.000]  這樣說是不是想撩交崖?
[00:05:47.000 --> 00:05:52.000]  耶穌不是贊同我們要孝敬父母這條誡命嗎?
[00:05:52.000 --> 00:05:53.000]  在《馬太福音》19:19
[00:05:53.000 --> 00:05:55.000]  你還說
[00:05:55.000 --> 00:06:00.000]  如果人拒絕他對父母親所應盡義務的說話
[00:06:00.000 --> 00:06:04.000]  就是藐視了上帝的誡命
[00:06:04.000 --> 00:06:08.000]  為什麼耶穌你現在這樣說話?
[00:06:08.000 --> 00:06:13.000]  這樣是不是叫孝順父母?
[00:06:13.000 --> 00:06:16.000]  耶穌是不是真的這麼不近人情呢?
[00:06:16.000 --> 00:06:19.000]  我們回看第20節
[00:06:19.000 --> 00:06:23.000]  20節的梅述,耶穌工作得很忙
[00:06:23.000 --> 00:06:27.000]  跟現代人一樣,連飯都沒空吃
[00:06:27.000 --> 00:06:32.000]  不過不是很多人很欣賞耶穌
[00:06:32.000 --> 00:06:34.000]  不是很欣賞他這麼勤力
[00:06:34.000 --> 00:06:35.000]  特別是一些領袖
[00:06:35.000 --> 00:06:37.000]  不是很肯定,不是很認同
[00:06:37.000 --> 00:06:39.000]  不是很欣賞耶穌所做的
[00:06:39.000 --> 00:06:42.000]  還說他癲狂了
[00:06:42.000 --> 00:06:44.000]  在《馬太福音》13:57之描述
[00:06:44.000 --> 00:06:48.000]  耶穌家鄉裡的人更加厭惡他
[00:06:48.000 --> 00:06:50.000]  耶穌做了些什麼呢?
[00:06:50.000 --> 00:06:55.000]  令人這麼討厭他,說他失神,說他癲狂
[00:06:55.000 --> 00:06:58.000]  於是我們打開《馬克福音》之前那幾章看看
[00:06:58.000 --> 00:07:01.000]  耶穌所做的沒有人做過
[00:07:01.000 --> 00:07:05.000]  不敢做,也沒有能力去做
[00:07:05.000 --> 00:07:07.000]  耶穌在會堂中教導人的時候
[00:07:07.000 --> 00:07:09.000]  沒有能力權柄
[00:07:09.000 --> 00:07:13.000]  不像教導開人的那些文士
[00:07:13.000 --> 00:07:15.000]  耶穌教導人的時候
[00:07:15.000 --> 00:07:18.000]  他們說話叫人很稀奇
[00:07:18.000 --> 00:07:21.000]  並且趕出烏鬼
[00:07:21.000 --> 00:07:25.000]  這裏彼得正在發燒的外母
[00:07:25.000 --> 00:07:27.000]  潔淨大麻風
[00:07:27.000 --> 00:07:28.000]  在眾人攜攜下
[00:07:28.000 --> 00:07:30.000]  治好四肢癱瘓的病人
[00:07:30.000 --> 00:07:32.000]  他趕出烏鬼的時候
[00:07:32.000 --> 00:07:35.000]  烏鬼和耶穌有對話,有傾談
[00:07:35.000 --> 00:07:37.000]  你是上帝的聖者
[00:07:37.000 --> 00:07:39.000]  即時被耶穌嚇住
[00:07:39.000 --> 00:07:41.000]  不讓他再說下去
[00:07:41.000 --> 00:07:43.000]  他命令烏鬼離開
[00:07:43.000 --> 00:07:49.000]  於是烏鬼叫被附的人抽一陣風
[00:07:49.000 --> 00:07:52.000]  大聲叫就離開了
[00:07:52.000 --> 00:07:55.000]  連烏鬼也聽耶穌的命令
[00:07:55.000 --> 00:07:57.000]  耶穌你是甚麼人
[00:07:57.000 --> 00:08:00.000]  有這麼奇異的能力
[00:08:00.000 --> 00:08:04.000]  不僅如此,耶穌顛倒傳統
[00:08:04.000 --> 00:08:09.000]  還和門徒在安息日做領袖禁止人做的事
[00:08:09.000 --> 00:08:12.000]  耶穌自己也在安息日治病
[00:08:12.000 --> 00:08:17.000]  祂和稅吏和罪人同台食飯
[00:08:17.000 --> 00:08:20.000]  這幾件事都是犯了禁戒
[00:08:20.000 --> 00:08:23.000]  耶穌選擇一些烏合之眾
[00:08:23.000 --> 00:08:25.000]  例如黑人憎的稅吏
[00:08:25.000 --> 00:08:27.000]  沒有知識的漁夫
[00:08:27.000 --> 00:08:29.000]  跟隨他們做門徒
[00:08:29.000 --> 00:08:35.000]  還有,耶穌有甚麼權柄去赦免人的罪
[00:08:35.000 --> 00:08:37.000]  治病你是治病
[00:08:37.000 --> 00:08:41.000]  說甚麼你的罪赦免了
[00:08:41.000 --> 00:08:45.000]  耶穌不僅顛倒傳統
[00:08:45.000 --> 00:08:49.000]  簡直搞亂了整個派對
[00:08:49.000 --> 00:08:51.000]  搞得我們很混亂
[00:08:51.000 --> 00:08:53.000]  你的說話很有道理
[00:08:53.000 --> 00:08:55.000]  有生命有權柄
[00:08:55.000 --> 00:08:58.000]  耶穌行的異能,趕鬼治病
[00:08:58.000 --> 00:09:01.000]  實在令人讚嘆,很稀奇,很感恩
[00:09:01.000 --> 00:09:03.000]  不過同樣
[00:09:03.000 --> 00:09:07.000]  你的某些說話行徑也很討人厭
[00:09:07.000 --> 00:09:09.000]  你是好人
[00:09:09.000 --> 00:09:12.000]  還是在迷惑眾人呢
[00:09:12.000 --> 00:09:14.000]  這句說話不是我說的
[00:09:14.000 --> 00:09:16.000]  在《約翰福音》七章十二節
[00:09:16.000 --> 00:09:20.000]  當時的人互相來議論耶穌
[00:09:20.000 --> 00:09:22.000]  你是不是好像領袖說
[00:09:22.000 --> 00:09:25.000]  你是靠鬼王來趕鬼呢
[00:09:25.000 --> 00:09:27.000]  才有這個行異能的能力呢
[00:09:27.000 --> 00:09:31.000]  抑或你真的是從上帝而來的呢
[00:09:31.000 --> 00:09:35.000]  不過,領袖已經將你定性了
[00:09:35.000 --> 00:09:37.000]  在三十六節這樣描述
[00:09:37.000 --> 00:09:39.000]  他們已經開始商議
[00:09:39.000 --> 00:09:43.000]  如何可以除滅耶穌
[00:09:43.000 --> 00:09:46.000]  作為媽媽,作為弟妹
[00:09:46.000 --> 00:09:51.000]  難道沒有聽說過耶穌在外面的言行嗎
[00:09:51.000 --> 00:09:54.000]  難道沒有人走來好言相勸地說
[00:09:54.000 --> 00:09:57.000]  你快點勸勸你兒子吧
[00:09:57.000 --> 00:09:59.000]  勸勸你哥哥吧
[00:09:59.000 --> 00:10:01.000]  他這樣做會死人的
[00:10:01.000 --> 00:10:04.000]  更加會連累街坊
[00:10:04.000 --> 00:10:06.000]  於是在二十一節
[00:10:06.000 --> 00:10:07.000]  聖經描述
[00:10:07.000 --> 00:10:09.000]  耶穌的家人聽見之後
[00:10:09.000 --> 00:10:12.000]  就出來拉著他
[00:10:12.000 --> 00:10:14.000]  聖經沒有再進一步描述
[00:10:14.000 --> 00:10:17.000]  家人拉著耶穌做什麼
[00:10:17.000 --> 00:10:18.000]  你試想想
[00:10:18.000 --> 00:10:20.000]  當有人告訴你
[00:10:20.000 --> 00:10:22.000]  你的家人有點不妥
[00:10:22.000 --> 00:10:24.000]  好像瘋了
[00:10:24.000 --> 00:10:25.000]  做的事說的話
[00:10:25.000 --> 00:10:29.000]  已經令到領導人心裡不安
[00:10:29.000 --> 00:10:31.000]  喂,他做什麼呀
[00:10:31.000 --> 00:10:33.000]  你們好心去勸勸他吧
[00:10:33.000 --> 00:10:36.000]  當然要勸他
[00:10:36.000 --> 00:10:39.000]  最低限度也要了解發生什麼事
[00:10:39.000 --> 00:10:42.000]  耶穌究竟有什麼想法呢
[00:10:42.000 --> 00:10:44.000]  聖經沒有再進一步描述
[00:10:44.000 --> 00:10:48.000]  耶穌和家人之間的對話或互動
[00:10:48.000 --> 00:10:49.000]  我只知道
[00:10:49.000 --> 00:10:52.000]  耶穌一直跟家人在一起
[00:10:52.000 --> 00:10:54.000]  在《約翰福音》第二章
[00:10:54.000 --> 00:10:56.000]  耶穌在加拿大婚宴裡以水變酒
[00:10:56.000 --> 00:10:58.000]  以及《約翰福音》第七章
[00:10:58.000 --> 00:11:00.000]  他們在想
[00:11:00.000 --> 00:11:03.000]  是否應該上耶路撒冷去過節的討論之中
[00:11:03.000 --> 00:11:06.000]  耶穌的家人一直都在身邊
[00:11:06.000 --> 00:11:09.000]  對耶穌的言行看在眼裡
[00:11:09.000 --> 00:11:12.000]  也聽在心裡
[00:11:12.000 --> 00:11:15.000]  當然耶穌的弟弟在耶穌的生前
[00:11:15.000 --> 00:11:18.000]  看到他哥哥所行的異能歧視
[00:11:18.000 --> 00:11:21.000]  仍然不能夠信服耶穌
[00:11:21.000 --> 00:11:23.000]  或許他們都很疑惑
[00:11:23.000 --> 00:11:26.000]  甚至很擔心
[00:11:26.000 --> 00:11:28.000]  他們拉著耶穌
[00:11:28.000 --> 00:11:31.000]  是否想勸耶穌不要出位
[00:11:31.000 --> 00:11:34.000]  是否想勸他不要太激動
[00:11:34.000 --> 00:11:36.000]  令到領導人不安
[00:11:36.000 --> 00:11:39.000]  很多事情都要慢慢來
[00:11:39.000 --> 00:11:41.000]  是否想勸他不顧自己
[00:11:41.000 --> 00:11:44.000]  也請他先照顧家人
[00:11:44.000 --> 00:11:46.000]  我不太清楚
[00:11:46.000 --> 00:11:47.000]  聖經沒有說
[00:11:47.000 --> 00:11:49.000]  純粹我猜測
[00:11:49.000 --> 00:11:52.000]  不過也很人之常情
[00:11:52.000 --> 00:11:54.000]  在《約翰福音》第七章三至四節
[00:11:54.000 --> 00:11:57.000]  耶穌的弟弟曾經勸他
[00:11:57.000 --> 00:11:59.000]  要出位
[00:11:59.000 --> 00:12:02.000]  因為耶穌要顯揚名聲
[00:12:02.000 --> 00:12:07.000]  不應該就著就著在暗中行事
[00:12:07.000 --> 00:12:09.000]  從三十一節我們可以看到
[00:12:09.000 --> 00:12:12.000]  耶穌的家人剛剛拉著他
[00:12:12.000 --> 00:12:15.000]  並不能夠讓耶穌聽話
