
[00:00:00.000 --> 00:00:04.000]  各位弟兄姊妹 快樂
[00:00:04.000 --> 00:00:07.000]  剛才你們不是多快樂
[00:00:07.000 --> 00:00:08.000]  因為你們唱的時候
[00:00:08.000 --> 00:00:10.000]  應該喜樂充滿我心
[00:00:10.000 --> 00:00:11.000]  你有這麼好的使命
[00:00:11.000 --> 00:00:12.000]  讓你出去傳福音
[00:00:12.000 --> 00:00:15.000]  為什麼我覺得你們唱得很辛苦
[00:00:15.000 --> 00:00:17.000]  下一次唱好一點
[00:00:17.000 --> 00:00:19.000]  今天是宣教主日
[00:00:19.000 --> 00:00:20.000]  其實沒什麼特別
[00:00:20.000 --> 00:00:23.000]  不過想提醒大家
[00:00:23.000 --> 00:00:24.000]  要記住
[00:00:24.000 --> 00:00:27.000]  我們都多紀念宣教的時功
[00:00:27.000 --> 00:00:29.000]  我今天是無歲之戰
[00:00:29.000 --> 00:00:31.000]  不如讓我說說吧
[00:00:31.000 --> 00:00:32.000]  真的很難得
[00:00:32.000 --> 00:00:33.000]  說到有什麼好處呢
[00:00:33.000 --> 00:00:35.000]  第一就是不用穿制服
[00:00:35.000 --> 00:00:37.000]  我經常穿著制服
[00:00:37.000 --> 00:00:39.000]  好像被人制服了的感覺
[00:00:39.000 --> 00:00:41.000]  當我可以去講非洲的時候
[00:00:41.000 --> 00:00:43.000]  我就很開心
[00:00:43.000 --> 00:00:45.000]  脫離了制服
[00:00:45.000 --> 00:00:47.000]  還我非洲的自由
[00:00:47.000 --> 00:00:49.000]  所以今天很開心
[00:00:49.000 --> 00:00:50.000]  這些是我們非洲的
[00:00:50.000 --> 00:00:51.000]  很漂亮的衣服
[00:00:51.000 --> 00:00:53.000]  星期日製作的衣服
[00:00:53.000 --> 00:00:57.000]  今天想和大家分享一下
[00:00:57.000 --> 00:00:59.000]  我們在宣教上的體驗
[00:00:59.000 --> 00:01:00.000]  因為過去兩年
[00:01:00.000 --> 00:01:03.000]  我們已經有差遣年
[00:01:03.000 --> 00:01:05.000]  我們已經講了很多
[00:01:05.000 --> 00:01:06.000]  關於差遣
[00:01:06.000 --> 00:01:07.000]  宣教
[00:01:07.000 --> 00:01:08.000]  很多的理論
[00:01:08.000 --> 00:01:09.000]  今天我講的
[00:01:09.000 --> 00:01:11.000]  很是我個人的感受
[00:01:11.000 --> 00:01:14.000]  希望和大家一起去分享
[00:01:14.000 --> 00:01:16.000]  宣教在我生命裡面
[00:01:16.000 --> 00:01:18.000]  有什麼意義呢
[00:01:18.000 --> 00:01:20.000]  今天我給的題目是
[00:01:20.000 --> 00:01:21.000]  真實的愛
[00:01:21.000 --> 00:01:22.000]  我想說的是
[00:01:22.000 --> 00:01:24.000]  神給我們的真實的愛
[00:01:24.000 --> 00:01:27.000]  我們要將這個真實的愛傳開去
[00:01:27.000 --> 00:01:29.000]  我今天會由創世記
[00:01:29.000 --> 00:01:31.000]  一直講到啟示錄
[00:01:31.000 --> 00:01:35.000]  我這個叫垂死掙扎
[00:01:35.000 --> 00:01:36.000]  因為我是那種
[00:01:36.000 --> 00:01:38.000]  死都不肯換電話的那種
[00:01:38.000 --> 00:01:40.000]  所以今天我有一個要求
[00:01:40.000 --> 00:01:41.000]  我今天仍然保持
[00:01:41.000 --> 00:01:43.000]  我自己的規矩
[00:01:43.000 --> 00:01:45.000]  我有power 我有point
[00:01:45.000 --> 00:01:47.000]  但我不做powerpoint的
[00:01:47.000 --> 00:01:49.000]  你就要做什麼呢
[00:01:49.000 --> 00:01:51.000]  我也希望你不要撥你的手機
[00:01:51.000 --> 00:01:53.000]  我要看聖經的時候
[00:01:53.000 --> 00:01:55.000]  我請你找聖經
[00:01:55.000 --> 00:01:57.000]  知道哪本叫聖經嗎
[00:01:57.000 --> 00:01:58.000]  知道吧
[00:01:58.000 --> 00:02:00.000]  不會連聖經是什麼都忘記了
[00:02:00.000 --> 00:02:01.000]  我說我這個叫垂死掙扎
[00:02:01.000 --> 00:02:03.000]  因為我想這個電子時代
[00:02:03.000 --> 00:02:05.000]  已經橫掃過來了
[00:02:05.000 --> 00:02:06.000]  始終有一天
[00:02:06.000 --> 00:02:07.000]  可能我們這裡
[00:02:07.000 --> 00:02:09.000]  什麼聖經都沒有了
[00:02:09.000 --> 00:02:10.000]  但我發現
[00:02:10.000 --> 00:02:11.000]  聖經其實很寶貴
[00:02:11.000 --> 00:02:13.000]  在手機裡看OK
[00:02:13.000 --> 00:02:14.000]  但你打開來
[00:02:14.000 --> 00:02:16.000]  前後一起這樣看
[00:02:16.000 --> 00:02:17.000]  其實我自己覺得
[00:02:17.000 --> 00:02:19.000]  是非常之好的
[00:02:19.000 --> 00:02:21.000]  所以今天可不可以
[00:02:21.000 --> 00:02:22.000]  不要用手機呢
[00:02:22.000 --> 00:02:23.000]  因為我也很怕
[00:02:23.000 --> 00:02:24.000]  手機的字這麼小
[00:02:24.000 --> 00:02:25.000]  你只顧著看著手機
[00:02:25.000 --> 00:02:26.000]  而不看著我
[00:02:26.000 --> 00:02:27.000]  我不知道你在玩遊戲機
[00:02:27.000 --> 00:02:28.000]  打遊戲機
[00:02:28.000 --> 00:02:29.000]  還是真的聽得到
[00:02:29.000 --> 00:02:31.000]  所以今天一個例外
[00:02:31.000 --> 00:02:34.000]  今天不用看手機了
[00:02:34.000 --> 00:02:35.000]  揭聖經 OK
[00:02:35.000 --> 00:02:36.000]  創世紀
[00:02:36.000 --> 00:02:38.000]  一章一節是說什麼
[00:02:38.000 --> 00:02:40.000]  不揭也懂吧
[00:02:40.000 --> 00:02:41.000]  是什麼
[00:02:41.000 --> 00:02:42.000]  麻煩大聲一點
[00:02:42.000 --> 00:02:45.000]  哇 厲害
[00:02:45.000 --> 00:02:46.000]  我們有一天
[00:02:46.000 --> 00:02:47.000]  如果你懂得背誦整本聖經
[00:02:47.000 --> 00:02:49.000]  就不用揭聖經
[00:02:49.000 --> 00:02:53.000]  起初 神創造天地
[00:02:53.000 --> 00:02:54.000]  我今天一開始
[00:02:54.000 --> 00:02:56.000]  就想和大家思想一下
[00:02:56.000 --> 00:02:58.000]  就是頭三個字
[00:02:58.000 --> 00:03:00.000]  不過你要準備
[00:03:00.000 --> 00:03:02.000]  因為我也有很多聖經要揭
[00:03:02.000 --> 00:03:04.000]  起初
[00:03:04.000 --> 00:03:06.000]  什麼是起初呢
[00:03:06.000 --> 00:03:08.000]  即是最初最初
[00:03:08.000 --> 00:03:10.000]  這麼簡單
[00:03:10.000 --> 00:03:11.000]  起初
[00:03:11.000 --> 00:03:13.000]  即是什麼都沒有的時候
[00:03:13.000 --> 00:03:15.000]  什麼都沒有的時候
[00:03:15.000 --> 00:03:19.000]  在那個時候 神
[00:03:19.000 --> 00:03:21.000]  神就在那裡
[00:03:21.000 --> 00:03:22.000]  這個呢
[00:03:22.000 --> 00:03:24.000]  本來我今天早上不是說神學的
[00:03:24.000 --> 00:03:25.000]  但是當我揭到
[00:03:25.000 --> 00:03:26.000]  思想到這裡的時候
[00:03:26.000 --> 00:03:28.000]  我真的心裡就很感動
[00:03:28.000 --> 00:03:30.000]  起初
[00:03:30.000 --> 00:03:32.000]  萬物都沒有的時候
[00:03:32.000 --> 00:03:33.000]  什麼都沒有的時候
[00:03:33.000 --> 00:03:35.000]  就有什麼
[00:03:35.000 --> 00:03:36.000]  神
[00:03:36.000 --> 00:03:38.000]  你覺不覺得很偉大
[00:03:38.000 --> 00:03:40.000]  你們說信耶穌的
[00:03:40.000 --> 00:03:42.000]  你信這個獨一的真神
[00:03:42.000 --> 00:03:43.000]  自有永有的神
[00:03:43.000 --> 00:03:45.000]  但是你有沒有真的去想一想
[00:03:45.000 --> 00:03:47.000]  我們這個神是
[00:03:47.000 --> 00:03:48.000]  偉大到怎樣
[00:03:48.000 --> 00:03:50.000]  好到怎樣呢
[00:03:50.000 --> 00:03:52.000]  起初 什麼都沒有
[00:03:52.000 --> 00:03:54.000]  神就已經是自己
[00:03:54.000 --> 00:03:57.000]  已經是自我存在
[00:03:57.000 --> 00:04:00.000]  今天我們去買很多東西
[00:04:00.000 --> 00:04:02.000]  每個人都說要吃有機
[00:04:02.000 --> 00:04:04.000]  因為要健康
[00:04:04.000 --> 00:04:06.000]  就去買無添加
[00:04:06.000 --> 00:04:10.000]  我們讀書又說要升級
[00:04:10.000 --> 00:04:13.000]  我們的神完全不用
[00:04:13.000 --> 00:04:18.000]  因為你沒有辦法去將神變得更好
[00:04:18.000 --> 00:04:20.000]  你不可能將神去比較
[00:04:20.000 --> 00:04:22.000]  也不可能將神變得更好
[00:04:22.000 --> 00:04:24.000]  你和我要更好
[00:04:24.000 --> 00:04:26.000]  我自己第一個認人
[00:04:26.000 --> 00:04:28.000]  因為我的嘴巴是不收的
[00:04:28.000 --> 00:04:30.000]  所以我是要真是
[00:04:30.000 --> 00:04:32.000]  今年多言多語
[00:04:32.000 --> 00:04:33.000]  難免有錯
[00:04:33.000 --> 00:04:35.000]  禁止咀唇自有自慰
[00:04:35.000 --> 00:04:37.000]  我十七歲已經背了這節經文
[00:04:37.000 --> 00:04:39.000]  我十七歲已經知道
[00:04:39.000 --> 00:04:41.000]  我自己是很糟糕的
[00:04:41.000 --> 00:04:42.000]  但到我快七十歲
[00:04:42.000 --> 00:04:44.000]  我都未曾做得到
[00:04:44.000 --> 00:04:47.000]  所以我有很多空間去進步
[00:04:47.000 --> 00:04:49.000]  很多空間去改善
