
[00:00:00.000 --> 00:00:02.000]  各位靈姐妹,早安!
[00:00:02.000 --> 00:00:04.640]  在新的農曆新年
[00:00:04.640 --> 00:00:06.640]  我在此祝願大家
[00:00:06.640 --> 00:00:09.900]  在新年的裏面能夠發揮
[00:00:09.900 --> 00:00:13.200]  你諸般的恩慈,來與神同工
[00:00:13.200 --> 00:00:17.900]  在生活裏面遠離諸事八卦
[00:00:17.900 --> 00:00:21.500]  在服侍神的裏面不要諸多推搪
[00:00:21.500 --> 00:00:27.100]  也在生命裏面能夠充滿諸般的恩典
[00:00:27.100 --> 00:00:30.900]  神學家路易斯他寫了很多本書
[00:00:30.900 --> 00:00:34.300]  其中我很喜歡他一套七集的童話
[00:00:34.300 --> 00:00:37.000]  叫做The Chronicles of Narnia
[00:00:37.000 --> 00:00:39.000]  即是納尼亞的故事集
[00:00:39.000 --> 00:00:41.000]  我不知道你有沒有看過
[00:00:41.000 --> 00:00:43.000]  可能你會說,這些那麼幼稚的書我不看
[00:00:43.000 --> 00:00:47.500]  我看其他神學更艱深的作品
[00:00:47.500 --> 00:00:55.500]  這七本書其實都是一個很深厚的神學教育在背後
[00:00:55.500 --> 00:00:58.500]  它用一個童話的手法
[00:00:58.500 --> 00:01:03.500]  表達了很多聖經裏面很重要的真理和教訓
[00:01:03.500 --> 00:01:09.500]  最為人熟悉的就是《獅子女王醫廚》這本書
[00:01:09.500 --> 00:01:14.500]  在2005年的時候也在電影裏面上映過
[00:01:14.500 --> 00:01:19.500]  裏面蘊含著耶穌拯救的救贖
[00:01:19.500 --> 00:01:23.500]  而它另一本書叫做《黎明號的遠航》
[00:01:23.500 --> 00:01:30.500]  故事裏面預導出很多信徒的靈情成長的故事
[00:01:30.500 --> 00:01:35.500]  其中有一個主角,一個很頑皮的男孩
[00:01:35.500 --> 00:01:39.500]  經常都自以為是,不停抱怨
[00:01:39.500 --> 00:01:43.500]  更加有一次,當他們在一個探險裏面
[00:01:43.500 --> 00:01:47.500]  他去到一個恐龍島,偷了一些寶物
[00:01:47.500 --> 00:01:51.500]  因為貪心的緣故,偷了之後就變成了一條恐龍
[00:01:51.500 --> 00:01:54.500]  雖然他的思想,他的本質是人
[00:01:54.500 --> 00:01:59.500]  但他的外觀卻是成為了一隻會噴火,會飛的龍
[00:01:59.500 --> 00:02:05.500]  他很後悔,很想去變回人的形狀
[00:02:05.500 --> 00:02:09.500]  這個男孩可能都會頗像我們今天的寫照
[00:02:09.500 --> 00:02:13.500]  我們都會有很多自以為好的方法
[00:02:13.500 --> 00:02:18.500]  對身邊的人,事,都有很多應該不應該的判斷
[00:02:18.500 --> 00:02:24.500]  負面的情緒,心裏面也有很多追求的夢想,慾望
[00:02:24.500 --> 00:02:26.500]  想多少歲之前,怎樣怎樣
[00:02:26.500 --> 00:02:29.500]  買完這東西的時候,又想買另一樣東西
[00:02:29.500 --> 00:02:34.500]  還未出發去旅行,已經心想下一趟去哪裏
[00:02:34.500 --> 00:02:38.500]  慢慢這些思緒,情緒,追不完的夢,買不完的東西
[00:02:38.500 --> 00:02:45.500]  都好像蠶食了我們起初單純的初心
[00:02:45.500 --> 00:02:49.500]  當時我們照一照鏡子,看回自己的時候
[00:02:49.500 --> 00:02:54.500]  可能我們已經找不到原先我們那份單純
[00:02:54.500 --> 00:02:59.500]  說要跟從神,服侍神,榮耀神的自己
[00:02:59.500 --> 00:03:03.500]  今天我們來到《阿摩斯書》最後一章裏面
[00:03:03.500 --> 00:03:08.500]  整個《阿摩斯書》所針對的是以色列人
[00:03:08.500 --> 00:03:14.500]  當時他們在社會的不公義和在宗教方面的腐敗
[00:03:14.500 --> 00:03:19.500]  這一班以色列人,沒錯,他們的外表,他們的行為
[00:03:19.500 --> 00:03:23.500]  表現出一個很敬虔的外貌
[00:03:23.500 --> 00:03:28.500]  他們覺得,我們已經這麼愛主了,沒有問題
[00:03:28.500 --> 00:03:32.500]  當《阿摩斯書》,如果你還記得在第一二章裏面
[00:03:32.500 --> 00:03:40.500]  阿摩斯開頭的時候,很有策略地去審判以色列周圍的列國的時候
[00:03:40.500 --> 00:03:46.500]  那班人多痛快,沒錯,是他們的錯,罪有應得
[00:03:46.500 --> 00:03:51.500]  當一直看下去的時候,去到第三至第六章的時候
[00:03:51.500 --> 00:03:56.500]  阿摩斯一直將焦點放在他們的生命裏面的時候
[00:03:56.500 --> 00:04:04.500]  我們看到阿摩斯很有策略地去勸導這班人去悔改
[00:04:04.500 --> 00:04:12.500]  繼而在第七至第九章裏面,將他在神裏面所見到的異象宣佈出來
[00:04:12.500 --> 00:04:18.500]  我相信,神巴不得這班以色列人當一聽到阿摩斯的說話
[00:04:18.500 --> 00:04:24.500]  他們就馬上回轉,審判未必會出現
[00:04:24.500 --> 00:04:30.500]  在五個異象裏面,我們看到第一和第二個異象
[00:04:30.500 --> 00:04:36.500]  當神去到讓阿摩斯看到圖畫的時候
[00:04:36.500 --> 00:04:40.500]  他向以色列人求寬恕
[00:04:40.500 --> 00:04:44.500]  上帝很盼望這些人能夠悔改
[00:04:44.500 --> 00:04:49.500]  滿有恩慈的上帝,總是給這班人機會
[00:04:49.500 --> 00:04:54.500]  當他們願意去悔改,災難就不會臨到
[00:04:54.500 --> 00:05:02.500]  就好像每一天,當我面對兩個兒子,對他們打個眼神的時候
[00:05:02.500 --> 00:05:07.500]  他們就記得我們勾過手指尾的協定
[00:05:07.500 --> 00:05:10.500]  你們也很明白,在他們這個年紀
[00:05:10.500 --> 00:05:14.500]  一次、兩次、三次都是這樣,錯而不悔,悔而不改的時候
[00:05:14.500 --> 00:05:17.500]  我和師母就要出手了
[00:05:17.500 --> 00:05:23.500]  以色列人在先知指責之下,他們仍然不歸向神
[00:05:23.500 --> 00:05:30.500]  先知指責他們在當時過著窮奢極侈,貪圖安逸的生活
[00:05:30.500 --> 00:05:34.500]  對貧窮人進行剝削和欺壓
[00:05:34.500 --> 00:05:40.500]  很多窮人因為這樣而被迫要賤賣,淪為奴隸
[00:05:40.500 --> 00:05:44.500]  當時的法官收受賄賂,屈枉二人
