
[00:00:00.000 --> 00:00:03.840]  各位弟兄姊妹,平安
[00:00:03.840 --> 00:00:09.240]  我不知道大家有沒有玩過或者聽過一個遊戲
[00:00:09.240 --> 00:00:12.200]  叫做信任遊戲,TrustFall
[00:00:12.200 --> 00:00:16.040]  有沒有人有聽過或者見過或者聽聞過
[00:00:16.040 --> 00:00:22.200]  這個不是遊戲,是一個團隊建立的活動
[00:00:22.200 --> 00:00:24.200]  這個遊戲是怎樣的呢?
[00:00:24.200 --> 00:00:27.880]  就是有一個人會站在一個高台上
[00:00:27.880 --> 00:00:34.760]  例如這裡這樣,下面就有兩個人一排一排對著
[00:00:34.760 --> 00:00:37.320]  他們就要扶著雙手
[00:00:37.320 --> 00:00:42.080]  然後就要準備接著這個在高台上
[00:00:42.080 --> 00:00:46.080]  背向著他們隨時會崩落的一個人
[00:00:46.080 --> 00:00:48.320]  可能是他的組員
[00:00:48.320 --> 00:00:53.320]  這個遊戲就是如果有玩過或者聽過
[00:00:53.320 --> 00:00:56.320]  或者你負責做下面接著的人的時候
[00:00:56.320 --> 00:00:58.320]  不知道大家的感受是怎樣
[00:00:58.320 --> 00:01:00.320]  可能你會做上面那個
[00:01:00.320 --> 00:01:03.760]  你知道是有人在下面的
[00:01:03.760 --> 00:01:07.000]  你也知道很多時候我們玩的時候
[00:01:07.000 --> 00:01:10.600]  都是已經有軟墊,因為為了安全問題
[00:01:10.600 --> 00:01:12.920]  你都知道下面應該是安全的
[00:01:12.920 --> 00:01:15.240]  你基本上都不會受傷的
[00:01:15.240 --> 00:01:18.080]  但是要你躺下去的時候
[00:01:18.080 --> 00:01:23.560]  你是會很猶豫還是我一來就躺下去呢?
[00:01:23.560 --> 00:01:27.560]  其實如果今天問大家
[00:01:27.560 --> 00:01:29.720]  你要是站在高台上面
[00:01:29.720 --> 00:01:34.200]  然後上帝說他就在下面接著你的時候
[00:01:34.200 --> 00:01:35.720]  感受又是怎樣的呢?
[00:01:35.720 --> 00:01:39.880]  你會是很有信心、毫無懼怕就躺下去
[00:01:39.880 --> 00:01:43.760]  還是你都真的有所猶豫的呢?
[00:01:43.760 --> 00:01:46.800]  不如這個時候我們都一起去祈禱吧
[00:01:51.480 --> 00:01:57.840]  「差主,感謝祢,賜下祢寶貴的話語」
[00:01:57.840 --> 00:02:03.200]  「讓祢的說話能在我們這個禮堂上每一個人」
[00:02:03.200 --> 00:02:07.600]  「也能在每一個困苦流離的人」
[00:02:07.600 --> 00:02:11.280]  「主啊,願祢的說話真的進入到我們的心裡面」
[00:02:11.280 --> 00:02:13.680]  「並且成為我們的力量」
[00:02:13.680 --> 00:02:17.240]  「主感謝祢,祈禱奉主名求」
[00:02:17.240 --> 00:02:21.720]  剛才主席已經帶領我們去讀今天的經文
[00:02:21.720 --> 00:02:24.320]  相信大家都應該知道
[00:02:24.320 --> 00:02:28.200]  今天所說的是一個比喻
[00:02:28.200 --> 00:02:33.520]  而這個比喻其實是路加福音的獨家報導
[00:02:33.520 --> 00:02:34.920]  什麼叫做獨家報導呢?
[00:02:34.920 --> 00:02:37.680]  就是在四卷的福音書裡面
[00:02:37.680 --> 00:02:41.440]  只有路加福音有記載這個比喻
[00:02:41.440 --> 00:02:49.560]  其實這個比喻也很切合整卷路加福音寫作的風格和重點
[00:02:49.560 --> 00:02:52.600]  因為路加福音經常記載
[00:02:52.600 --> 00:02:56.520]  耶穌在做不同的事之前都會去祈禱
[00:02:56.520 --> 00:03:00.160]  例如以選立十二個門徒為例
[00:03:00.160 --> 00:03:03.120]  馬太福音就很詳細
[00:03:03.120 --> 00:03:06.960]  甚至說到耶穌在選門徒之後
[00:03:06.960 --> 00:03:09.560]  會對他有一些祝福
[00:03:09.560 --> 00:03:12.760]  而馬可福音就很簡單
[00:03:12.760 --> 00:03:18.040]  很清晰地說了整個選立的來龍去脈
[00:03:18.040 --> 00:03:22.720]  而路加福音就特別說到選十二個門徒的時候
[00:03:22.720 --> 00:03:25.640]  耶穌會到山上去禱告
[00:03:25.640 --> 00:03:28.440]  甚至是做事的禱告神
[00:03:28.440 --> 00:03:31.720]  所以路加福音除了寫到
[00:03:31.720 --> 00:03:35.720]  耶穌在做不同的事之前都會去祈禱之外
[00:03:35.720 --> 00:03:40.320]  其實這本書也有不少關於祈禱的教導
[00:03:40.320 --> 00:03:42.880]  特別在這十八章這裡
[00:03:42.880 --> 00:03:46.920]  有兩個關於祈禱的比喻緊接著
[00:03:46.920 --> 00:03:49.400]  而今天我們說的就是第一個
[00:03:49.400 --> 00:03:54.080]  就是關於法官和寡婦的比喻
[00:03:54.080 --> 00:03:56.120]  我們看看這段經文
[00:03:56.120 --> 00:04:00.880]  其實這段經文可以分為三個部分
[00:04:00.880 --> 00:04:03.880]  第一個部分就是第一節
