
[00:00:00.000 --> 00:00:01.240]  主持人:大英姐妹早晨
[00:00:01.240 --> 00:00:06.880]  主持人:都問候在網上和我們一起敬拜的大英姐妹
[00:00:06.880 --> 00:00:09.520]  主持人:都問候在網上和我們一起敬拜的大英姐妹
[00:00:09.520 --> 00:00:12.920]  主持人:我今天想和大家一起思想的詩篇27篇
[00:00:12.920 --> 00:00:16.440]  主持人:今天我們想和大家一起思想詩篇27篇
[00:00:16.440 --> 00:00:19.280]  主持人:經文提到耶和華是我們的保障
[00:00:19.280 --> 00:00:21.640]  主持人:經文提到耶和華是我們的保障
[00:00:21.640 --> 00:00:23.240]  主持人:當我想到保障的時候
[00:00:23.240 --> 00:00:24.520]  主持人:當我想到保障的時候
[00:00:24.520 --> 00:00:27.320]  主持人:我就想起香港有時都會掛起八號風球
[00:00:27.320 --> 00:00:30.280]  主持人:我就想起香港有時都會掛起八號風球
[00:00:30.280 --> 00:00:31.240]  主持人:十號風球
[00:00:31.240 --> 00:00:32.120]  主持人:十號風球
[00:00:32.120 --> 00:00:33.160]  主持人:在打風的時候
[00:00:33.160 --> 00:00:34.160]  主持人:在打風的時候
[00:00:34.160 --> 00:00:36.160]  主持人:一般人都會留在家裏
[00:00:36.160 --> 00:00:37.560]  主持人:一般人都會留在家裏
[00:00:37.560 --> 00:00:42.520]  主持人:有些人會躲在家裏聽到風聲
[00:00:42.520 --> 00:00:47.600]  主持人:有些人會躲在家裏聽到風聲和雨聲
[00:00:47.600 --> 00:00:50.160]  主持人:有些人會躲在家裏聽到風聲和雨聲
[00:00:50.160 --> 00:00:52.520]  主持人:我們就知道外面有這種恆風恆雨
[00:00:52.520 --> 00:00:54.680]  主持人:我們就知道外面有這種恆風恆雨
[00:00:54.680 --> 00:00:56.760]  主持人:但留在家裏就有一種安全感
[00:00:56.760 --> 00:00:57.840]  主持人:有一份保障
[00:00:57.840 --> 00:00:58.800]  主持人:有一份保障
[00:00:58.800 --> 00:01:00.840]  主持人:能夠避開外間一些危險
[00:01:00.840 --> 00:01:02.920]  主持人:能夠避開外面一些危險
[00:01:02.920 --> 00:01:05.320]  主持人:當我想到這裏的時候
[00:01:05.320 --> 00:01:07.640]  主持人:我就想到人生都有一些暴風雨
[00:01:07.640 --> 00:01:10.560]  主持人:我就想到人生都有一些暴風雨
[00:01:10.560 --> 00:01:12.960]  主持人:在暴風雨中
[00:01:12.960 --> 00:01:16.880]  主持人:神就成為我們堅固的保障
[00:01:16.880 --> 00:01:19.280]  主持人:十篇二十七篇
[00:01:19.280 --> 00:01:23.080]  主持人:正是大衛告訴我們知道
[00:01:23.080 --> 00:01:27.920]  主持人:憑信心藏在主裏面
[00:01:27.920 --> 00:01:33.040]  主持人:憑信心讓主成為我們的保障
[00:01:33.040 --> 00:01:36.120]  主持人:在人生的暴風雨當中
[00:01:36.120 --> 00:01:39.520]  主持人:讓神成為我們的安穩
[00:01:39.520 --> 00:01:43.640]  主持人:可以經驗到這份平安
[00:01:43.640 --> 00:01:46.320]  主持人:今天我們透過這篇詩篇
[00:01:46.320 --> 00:01:49.320]  主持人:告訴我們怎樣可以
[00:01:49.320 --> 00:01:54.280]  主持人:在暴風雨當中領受神給我們的保障
[00:01:54.280 --> 00:01:56.400]  主持人:詩篇二十七篇
[00:01:56.400 --> 00:02:01.440]  主持人:講到詩人大衛面對很多的攻擊
[00:02:01.440 --> 00:02:04.760]  主持人:特別是言語上的攻擊
[00:02:04.760 --> 00:02:07.160]  主持人:十二節
[00:02:07.160 --> 00:02:10.880]  主持人:求你不要把我交給敵人遂其所願
[00:02:10.880 --> 00:02:12.520]  主持人:因為妄作見證的
[00:02:12.520 --> 00:02:13.720]  主持人:和口吐空言的
[00:02:13.720 --> 00:02:15.240]  主持人:起來攻擊我
[00:02:15.240 --> 00:02:17.520]  主持人:求你不要把我交給敵人
[00:02:17.520 --> 00:02:18.760]  主持人:遂其所願
[00:02:18.760 --> 00:02:20.480]  主持人:因為妄作見證的
[00:02:20.480 --> 00:02:21.760]  主持人:和口吐空言的
[00:02:21.760 --> 00:02:22.760]  主持人:起來攻擊我
[00:02:22.760 --> 00:02:24.880]  主持人:大衛面對的
[00:02:24.880 --> 00:02:32.040]  主持人:是一些恐嚇和誣告誣蔑
[00:02:32.040 --> 00:02:36.600]  主持人:以至於他心裏面受到很大的壓力
[00:02:36.600 --> 00:02:38.760]  主持人:但是在壓力裏面
[00:02:38.760 --> 00:02:40.800]  主持人:大衛仍然深深體會到
[00:02:40.800 --> 00:02:45.960]  主持人:耶華是他的保護
[00:02:45.960 --> 00:02:47.520]  主持人:或者你在你身邊的環境
[00:02:47.520 --> 00:02:49.200]  主持人:或者你在你身邊的環境
[00:02:49.200 --> 00:02:51.560]  主持人:或者當你面對類似的環境
[00:02:51.560 --> 00:02:53.480]  主持人:或者當你面對類似的環境的時候
[00:02:53.480 --> 00:02:55.760]  主持人:有些人對你所講出恐嚇的話
[00:02:55.760 --> 00:02:57.840]  主持人:有些人對你講出一些恐嚇的話的時候
[00:02:57.840 --> 00:02:59.040]  主持人:有些人對你講出一些恐嚇的話的時候
[00:02:59.040 --> 00:03:00.040]  主持人:弟兄姐妹講給我聽
[00:03:00.040 --> 00:03:01.280]  主持人:在他工作的環境
[00:03:01.280 --> 00:03:02.280]  主持人:在他工作的環境裏面
[00:03:02.280 --> 00:03:03.200]  主持人:學校生活裏面
[00:03:03.200 --> 00:03:04.280]  主持人:學校生活裏面
[00:03:04.280 --> 00:03:08.080]  主持人:有時沒有按照上司的要求
[00:03:08.080 --> 00:03:09.840]  主持人:有時沒有按照上司的要求
[00:03:09.840 --> 00:03:11.080]  主持人:或者老師的要求
[00:03:11.080 --> 00:03:17.920]  主持人:做一些應該要做的事情 但事情過了之後
[00:03:17.920 --> 00:03:22.280]  主持人:上司和老師對他們都會有很大的改變
[00:03:22.280 --> 00:03:26.200]  主持人:上司和老師對他們的態度都會有很大的改變
[00:03:26.200 --> 00:03:28.840]  主持人:上司和老師對他們的態度都會有很大的改變
[00:03:28.840 --> 00:03:31.680]  主持人:甚至有的時候會諷刺他們
