
[00:00:00.000 --> 00:00:02.000]  弟兄姊妹大家好
[00:00:02.000 --> 00:00:05.160]  好高興今日再有機會
[00:00:05.160 --> 00:00:09.400]  可以來到會點Millpeters Campus
[00:00:09.400 --> 00:00:11.400]  和大家一齊見面
[00:00:11.400 --> 00:00:14.560]  我今日要講的經文是
[00:00:14.560 --> 00:00:19.480]  提摩太前書四章第七和第八節
[00:00:19.480 --> 00:00:22.280]  第七節這裡和我們講
[00:00:22.280 --> 00:00:25.640]  在敬虔上要操練自己
[00:00:25.640 --> 00:00:28.880]  操練身體益處還少
[00:00:28.880 --> 00:00:32.800]  唯獨敬虔凡事都有益處
[00:00:32.800 --> 00:00:36.280]  因為今生和來生的應許
[00:00:36.280 --> 00:00:41.080]  今日經文第七節那裡和我們講
[00:00:41.080 --> 00:00:44.240]  我們要在敬虔上高
[00:00:44.240 --> 00:00:46.240]  要來操練自己
[00:00:46.240 --> 00:00:48.920]  我們去到第八節的時候
[00:00:48.920 --> 00:00:50.360]  那裡和我們講
[00:00:50.360 --> 00:00:53.600]  有另外一種的操練
[00:00:53.600 --> 00:00:55.600]  就是屬靈的操練
[00:00:57.040 --> 00:01:00.720]  我們先看我們第一樣的操練
[00:01:00.720 --> 00:01:02.720]  就是肉體的操練
[00:01:02.720 --> 00:01:04.720]  身體的操練
[00:01:04.720 --> 00:01:08.040]  我們今日生活在美國這個地方
[00:01:08.040 --> 00:01:10.040]  十分的富庶
[00:01:10.040 --> 00:01:13.760]  我們生活的指數十分的高
[00:01:13.760 --> 00:01:16.720]  我們面對一個問題
[00:01:16.720 --> 00:01:18.720]  就是
[00:01:18.720 --> 00:01:23.960]  我們個個很容易變肥
[00:01:23.960 --> 00:01:28.520]  食得多,營養好,食得健康
[00:01:28.520 --> 00:01:33.800]  我們只會聽到有人說我要減肥
[00:01:33.800 --> 00:01:37.480]  我們很少聽到有人說我要加肥,我要增肥
[00:01:37.480 --> 00:01:39.480]  有就是減肥
[00:01:39.480 --> 00:01:44.120]  其實說到減肥,這也是一個操練
[00:01:44.120 --> 00:01:50.520]  我們怎樣可以節制自己,控制自己的食物不入口呢
[00:01:50.520 --> 00:01:56.200]  我們怎樣去控制自己,要多多去做運動呢
