
[00:00:00.000 --> 00:00:02.000]  今天我的講題叫做
[00:00:02.000 --> 00:00:04.100]  "你在我這一生"
[00:00:04.100 --> 00:00:07.300]  你聽到剛才我所說的前面的一些引言
[00:00:07.300 --> 00:00:08.200]  你也猜到
[00:00:08.200 --> 00:00:10.200]  都是我自己經歷了
[00:00:10.200 --> 00:00:13.300]  想了跟隨耶穌38年裡面
[00:00:13.300 --> 00:00:16.600]  究竟在我生命裡面是有些什麼呢?
[00:00:16.600 --> 00:00:18.200]  我派望也不只是我自己說
[00:00:18.200 --> 00:00:21.100]  我希望藉著我這樣的一個分享
[00:00:21.100 --> 00:00:24.500]  是讓大家也能夠再一次闖開你的生命
[00:00:24.500 --> 00:00:26.200]  在神的面前問問神
[00:00:26.200 --> 00:00:29.500]  你在我這一生裡面究竟是怎麼樣呢?
[00:00:29.500 --> 00:00:31.500]  今天我用的《以賽雅書》是26章
[00:00:31.500 --> 00:00:32.900]  8至14節
[00:00:32.900 --> 00:00:34.500]  對於有些電影節目來說
[00:00:34.500 --> 00:00:36.300]  可能對《以賽雅書》比較陌生
[00:00:36.300 --> 00:00:38.300]  我給大家一點背景
[00:00:38.300 --> 00:00:41.500]  《以賽雅仙之》由主前的740年
[00:00:41.500 --> 00:00:42.300]  到700年
[00:00:42.300 --> 00:00:43.800]  就是做了40年仙之
[00:00:43.800 --> 00:00:45.000]  不代表他40歲
[00:00:45.000 --> 00:00:46.900]  而是做了40年仙之
[00:00:46.900 --> 00:00:48.700]  700年之後
[00:00:48.700 --> 00:00:53.300]  極有可能他從一個出來宣講的時報裡面
[00:00:53.300 --> 00:00:54.300]  退下來
[00:00:54.300 --> 00:00:56.000]  專心來寫
[00:00:56.000 --> 00:00:59.200]  所以在40章至66章的《以賽雅書》
[00:00:59.200 --> 00:01:02.100]  極有可能就是他退出來寫
[00:01:02.100 --> 00:01:04.800]  將神的啟示寫下來的一些經文
[00:01:04.800 --> 00:01:07.200]  所以他歷過幾代的王朝
[00:01:07.200 --> 00:01:09.300]  約坦王、阿哈斯、希西加
[00:01:09.300 --> 00:01:11.400]  以及馬拿西四朝
[00:01:11.400 --> 00:01:13.600]  他都在那裡做仙之
[00:01:13.600 --> 00:01:16.100]  猶太人的傳統告訴我們
[00:01:16.100 --> 00:01:17.500]  《以賽雅仙之》
[00:01:17.500 --> 00:01:20.900]  極有可能是在馬拿西王手下
[00:01:20.900 --> 00:01:22.800]  被他吩咐
[00:01:22.800 --> 00:01:25.700]  命人吩咐活活把他割死的
[00:01:25.700 --> 00:01:27.900]  所以希伯來書所說的
[00:01:27.900 --> 00:01:30.700]  殉道的衛人被割死的
[00:01:30.700 --> 00:01:33.000]  就是其中一個就是以賽雅
[00:01:33.000 --> 00:01:34.600]  在《以賽雅書》
[00:01:34.600 --> 00:01:36.400]  剛才我所說的這麼長的經文
[00:01:36.400 --> 00:01:38.200]  66章聖經裡面
[00:01:38.200 --> 00:01:40.900]  除了40至66章是他寫下來的
[00:01:40.900 --> 00:01:42.600]  之前那些是宣講的
[00:01:42.600 --> 00:01:44.800]  還有一個圖畫讓大家知道
[00:01:44.800 --> 00:01:48.200]  10至23乘10章的聖經
[00:01:48.200 --> 00:01:50.000]  就是神啟示以賽雅
[00:01:50.000 --> 00:01:52.300]  向當時的猶太人說的
[00:01:52.300 --> 00:01:55.300]  但是對象是在說審判列國的
[00:01:55.300 --> 00:01:57.000]  神會將列國的審判
[00:01:57.000 --> 00:01:58.700]  有些國家我們現在也不認識了
[00:01:58.700 --> 00:02:01.700]  但是神的訊息就在那裡說審判列國
[00:02:01.700 --> 00:02:06.900]  而在以色列人當中有一件很重大的事情
[00:02:06.900 --> 00:02:09.700]  就是當以賽雅先知做了才沒多久
[00:02:09.700 --> 00:02:11.600]  大概十幾年的時候
[00:02:11.600 --> 00:02:14.500]  主前的722年
[00:02:14.500 --> 00:02:17.400]  亞述就亡了以色列
[00:02:17.400 --> 00:02:18.800]  如果你知道以色列的歷史
[00:02:18.800 --> 00:02:20.100]  你知道他進去之後
[00:02:20.100 --> 00:02:22.900]  在所羅門王之後就分開了
[00:02:22.900 --> 00:02:24.000]  分開南北
[00:02:24.000 --> 00:02:25.100]  北的就是以色列
[00:02:25.100 --> 00:02:26.400]  南的就是猶太
[00:02:26.400 --> 00:02:29.900]  以賽雅先知就在猶太下面做先知
[00:02:29.900 --> 00:02:31.500]  北面的以色列
[00:02:31.500 --> 00:02:37.400]  在722年就被東方的大軍亞述滅亡了
[00:02:37.400 --> 00:02:40.100]  所以以賽雅先知和他時代的人
[00:02:40.100 --> 00:02:43.200]  都是一個很動盪和很有危機感的
[00:02:43.200 --> 00:02:45.100]  雖然你說滅亡不是他們
[00:02:45.100 --> 00:02:47.100]  滅亡是上面不是我們
[00:02:47.100 --> 00:02:48.100]  但是你想想
[00:02:48.100 --> 00:02:49.800]  其實上面很接近而已
[00:02:49.800 --> 00:02:52.900]  就等於我們深圳上面和香港有多接近呢
[00:02:52.900 --> 00:02:55.600]  所以如果國家要打下來的時候
[00:02:55.600 --> 00:02:57.800]  如果讓你當亞述王
[00:02:57.800 --> 00:02:59.000]  打得贏上面
[00:02:59.000 --> 00:03:00.100]  打不打下面呢?
[00:03:00.100 --> 00:03:01.600]  當然是打下面了
[00:03:01.600 --> 00:03:03.600]  沒理由讓他在這裡
[00:03:03.600 --> 00:03:05.200]  所以其實很簡單而已
[00:03:05.200 --> 00:03:07.200]  為什麼歷史不是這樣發生呢?
[00:03:07.200 --> 00:03:09.000]  亞述王打完以色列之後
[00:03:09.000 --> 00:03:11.000]  就回到自己亞述那裡
[00:03:11.000 --> 00:03:13.600]  我估計有極大可能就是
[00:03:13.600 --> 00:03:15.300]  因為打了很久仗
[00:03:15.300 --> 00:03:17.600]  從這麼遠的水路走過來這裡打仗
[00:03:17.600 --> 00:03:18.700]  要很多糧草
[00:03:18.700 --> 00:03:19.800]  很多損傷
[00:03:19.800 --> 00:03:21.700]  他需要重新再整頓
[00:03:21.700 --> 00:03:24.900]  所以回到亞述暫時不打猶太
[00:03:24.900 --> 00:03:27.300]  我相信這也是神自己美好心意的
[00:03:27.300 --> 00:03:30.200]  在這裡保留猶太還有一段時間
[00:03:30.200 --> 00:03:31.600]  所以亞述回到那裡之後
[00:03:31.600 --> 00:03:32.400]  果然
[00:03:32.400 --> 00:03:34.000]  十幾年後
[00:03:34.000 --> 00:03:35.300]  701年
[00:03:35.300 --> 00:03:37.200]  亞述王
[00:03:37.200 --> 00:03:39.000]  西拿基勒大大軍
[00:03:39.000 --> 00:03:41.300]  真的攻取打猶太了
[00:03:41.300 --> 00:03:43.700]  當時就圍困著耶路撒冷
[00:03:43.700 --> 00:03:45.400]  你猜得到的
[00:03:45.400 --> 00:03:48.500]  對於戰爭來說
[00:03:48.500 --> 00:03:51.100]  以色列其實是一個很小的國家
[00:03:51.100 --> 00:03:54.400]  和亞述國是超級大的國家
[00:03:54.400 --> 00:03:55.900]  根本上是沒得打的
[00:03:55.900 --> 00:03:58.000]  所以其實是等時間過
[00:03:58.000 --> 00:03:59.900]  所以當時皇帝希西加很害怕
[00:03:59.900 --> 00:04:00.700]  很害怕
[00:04:00.700 --> 00:04:01.900]  很詫異
[00:04:01.900 --> 00:04:03.400]  猶太才知道
[00:04:03.400 --> 00:04:04.700]  神的靈感跟他
[00:04:04.700 --> 00:04:05.900]  就去跟皇帝說
[00:04:05.900 --> 00:04:06.700]  你不用怕
[00:04:06.700 --> 00:04:08.800]  你不需要去找別的依靠
[00:04:08.800 --> 00:04:10.200]  單單要依靠神
[00:04:10.200 --> 00:04:13.900]  因為神會叫亞述大軍敗退
[00:04:13.900 --> 00:04:15.800]  沒可能的事
[00:04:15.800 --> 00:04:17.900]  果真而就發生
[00:04:17.900 --> 00:04:19.300]  神不知用什麼方式
[00:04:19.300 --> 00:04:20.600]  差派使者
[00:04:20.600 --> 00:04:24.200]  一夜之間就將亞述大軍打崩潰
[00:04:24.200 --> 00:04:26.700]  班斯回朝馬上逃走了
[00:04:26.700 --> 00:04:28.000]  解圍了
[00:04:28.000 --> 00:04:30.000]  有些聖經學者告訴我們
[00:04:30.000 --> 00:04:31.700]  神差派的天使
[00:04:31.700 --> 00:04:33.300]  原來是老鼠
[00:04:33.300 --> 00:04:35.100]  因為發生鼠疫
[00:04:35.100 --> 00:04:35.900]  我不知道是不是
[00:04:35.900 --> 00:04:36.900]  大家猜猜而已
[00:04:36.900 --> 00:04:39.000]  讓大家知道一下就算了
[00:04:39.000 --> 00:04:39.900]  就是說
[00:04:39.900 --> 00:04:43.300]  在以色列服侍美星的時候
[00:04:43.300 --> 00:04:46.100]  最高峰就是主前701年
[00:04:46.100 --> 00:04:48.400]  圍困耶路撒冷的時候
[00:04:48.400 --> 00:04:50.300]  才知道去鼓勵皇帝
[00:04:50.300 --> 00:04:52.000]  不要再找別的國家
[00:04:52.000 --> 00:04:53.600]  不要再找亞述
[00:04:53.600 --> 00:04:56.400]  不要再找埃及來支持你
[00:04:56.400 --> 00:04:58.200]  只是單單相信神
[00:04:58.200 --> 00:04:59.600]  神會解救我們的
[00:04:59.600 --> 00:05:01.100]  在這樣的氣氛下
[00:05:01.100 --> 00:05:03.100]  就出現了
[00:05:03.100 --> 00:05:04.900]  當然剛才我們提到
[00:05:04.900 --> 00:05:07.500]  13至23章是審判
[00:05:07.500 --> 00:05:11.000]  然後24章至27章這幾章聖經
[00:05:11.000 --> 00:05:13.700]  就是在這個小的段落裡面的一個總結
[00:05:13.700 --> 00:05:15.400]  講完審判之後
[00:05:15.400 --> 00:05:16.600]  神就傳第一個話
[00:05:16.600 --> 00:05:18.600]  神會復興以色列
[00:05:18.600 --> 00:05:19.700]  有盼望的
[00:05:19.700 --> 00:05:20.900]  你們不用怕
[00:05:20.900 --> 00:05:22.200]  雖然有審判能度
[00:05:22.200 --> 00:05:23.600]  不過是有盼望的
[00:05:23.600 --> 00:05:25.300]  在24章那裡有提到
[00:05:25.300 --> 00:05:27.100]  大地會受審判
[00:05:27.100 --> 00:05:28.100]  但是
[00:05:28.100 --> 00:05:29.500]  有些剩餘的人
[00:05:29.500 --> 00:05:33.000]  在東方、在海島、在滴滴極的地方
[00:05:33.000 --> 00:05:34.100]  你不知道在哪裡
[00:05:34.100 --> 00:05:35.700]  總之一定神會傳柳
[00:05:35.700 --> 00:05:38.900]  有人會再回來歸榮耀
[00:05:38.900 --> 00:05:39.900]  去讚美神的
[00:05:39.900 --> 00:05:41.500]  不會全部毀滅了
[00:05:41.500 --> 00:05:43.100]  有人再回來
[00:05:43.100 --> 00:05:45.000]  再去歸榮耀給神的
[00:05:45.000 --> 00:05:45.900]  第25章
[00:05:45.900 --> 00:05:47.900]  神的忠信誠實
[00:05:47.900 --> 00:05:49.400]  祂以前做過的事
[00:05:49.400 --> 00:05:51.100]  以前所行的神蹟奇事
[00:05:51.100 --> 00:05:52.200]  帶領以色列人
[00:05:52.200 --> 00:05:53.800]  今天祂會繼續做的
[00:05:53.800 --> 00:05:55.400]  所以你們不需要擔心
[00:05:55.400 --> 00:05:57.100]  神會抹乾你們的眼淚
[00:05:57.100 --> 00:05:58.200]  除去你們的羞辱
[00:05:58.200 --> 00:05:59.700]  這些是安慰的信息
[00:05:59.700 --> 00:06:00.600]  表示說
[00:06:00.600 --> 00:06:02.300]  雖然現在是被人圍困
[00:06:02.300 --> 00:06:03.200]  在打人
[00:06:03.200 --> 00:06:04.300]  但是不要緊的
[00:06:04.300 --> 00:06:05.400]  神會救我們的
[00:06:05.400 --> 00:06:06.300]  是一個安慰
[00:06:06.300 --> 00:06:08.100]  有喊望的信息
[00:06:08.100 --> 00:06:10.200]  在這樣的氣氛下
[00:06:10.200 --> 00:06:13.600]  就來到今天我跟大家講的第26章
[00:06:13.600 --> 00:06:16.600]  當然我不會將聖經逐節逐節解釋
[00:06:16.600 --> 00:06:18.500]  我在26章的幾節經文裡面
[00:06:18.500 --> 00:06:20.500]  抽取了一些信息跟大家分享
[00:06:20.500 --> 00:06:20.900]  第一
[00:06:20.900 --> 00:06:23.100]  我們先看看13-14節
[00:06:23.100 --> 00:06:24.600]  13-14節
[00:06:24.600 --> 00:06:25.300]  我給的題目叫做
[00:06:25.300 --> 00:06:27.600]  "活在當下,與主皆行"
[00:06:27.600 --> 00:06:29.100]  這裡說到
[00:06:29.100 --> 00:06:35.500]  "耶和華神,在祢以外有別的主管轄我們,但是我們投靠祢"
[00:06:35.500 --> 00:06:37.000]  就是說
[00:06:37.000 --> 00:06:40.500]  先知去跟當時的以色列說
[00:06:40.500 --> 00:06:42.700]  其實這句話是跟神說的
[00:06:42.700 --> 00:06:43.900]  先知跟神說
[00:06:43.900 --> 00:06:47.200]  神在我們以色列人的歷史裡面
[00:06:47.200 --> 00:06:48.900]  有第二些主
[00:06:48.900 --> 00:06:50.100]  主不是神
[00:06:50.100 --> 00:06:52.300]  主是在說國家、國權
[00:06:52.300 --> 00:06:54.300]  埃及統治過以色列
[00:06:54.300 --> 00:06:57.100]  有第二些國家是管轄過以色列
[00:06:57.100 --> 00:06:59.100]  但是我們單單投靠祢
[00:06:59.100 --> 00:07:00.200]  為什麼呢?
[00:07:00.200 --> 00:07:03.600]  因為那些管轄過我們的已經死了
