
[00:00:00.000 --> 00:00:04.760]  德國北部有個城市叫做努比克
[00:00:04.760 --> 00:00:05.960]  是一個很特別的城市
[00:00:05.960 --> 00:00:09.000]  我十幾年前去過這個地方遊覽
[00:00:09.000 --> 00:00:12.600]  印象最深的是裏面有一個修道院
[00:00:12.600 --> 00:00:15.600]  在修道院裏面我們看到相片裏面
[00:00:15.600 --> 00:00:18.400]  其實牆是很高的
[00:00:18.400 --> 00:00:22.000]  在那裏發生了一件很特別的事情
[00:00:22.000 --> 00:00:23.800]  我們知道十四世紀的時候
[00:00:23.800 --> 00:00:28.200]  黑死病在歐洲蔓延
[00:00:28.200 --> 00:00:31.600]  那個城市都不能避免這個情況
[00:00:31.600 --> 00:00:33.800]  那個時候這個城市裏面很多的有錢人
[00:00:33.800 --> 00:00:35.000]  就想了一個方法
[00:00:35.000 --> 00:00:39.600]  他們覺得這個修道院是他們覺得安全的地方
[00:00:39.600 --> 00:00:42.200]  然後他們就湧到這個修道院裏面
[00:00:42.200 --> 00:00:45.400]  希望那些修士開門讓他們進去
[00:00:45.400 --> 00:00:47.400]  但怎知道那些修士都很害怕
[00:00:47.400 --> 00:00:49.200]  一病打進來怎麼辦呢
[00:00:49.200 --> 00:00:51.200]  無論他們怎樣求這班修士
[00:00:51.200 --> 00:00:54.000]  那班修士都不出來開門
[00:00:54.000 --> 00:00:56.400]  然後這些有錢人想了一個方法
[00:00:56.400 --> 00:00:58.800]  有錢人想了一個方法
[00:00:58.800 --> 00:01:01.200]  錢啊 說得沒錯
[00:01:01.200 --> 00:01:02.600]  於是他們拿了錢來
[00:01:02.600 --> 00:01:05.000]  拿了貴重的東西放在一個袋裏
[00:01:05.000 --> 00:01:06.800]  然後他們怎樣做呢
[00:01:06.800 --> 00:01:09.800]  一袋一袋的丟進去那個修道院裏面
[00:01:09.800 --> 00:01:11.600]  他們為了什麼
[00:01:11.600 --> 00:01:14.600]  他們為了希望修道士看到錢來
[00:01:14.600 --> 00:01:16.600]  然後開門給他們
[00:01:16.600 --> 00:01:20.400]  因為他們可以帶很多錢進去那個修道院裏面
[00:01:20.400 --> 00:01:23.400]  你猜猜那些修道士有沒有開門
[00:01:23.400 --> 00:01:25.600]  牧師說沒有
[00:01:25.600 --> 00:01:27.000]  他們繼續不開門
[00:01:27.000 --> 00:01:29.200]  但他們還怕那些錢有問題
[00:01:29.200 --> 00:01:30.400]  就扔出去
[00:01:30.400 --> 00:01:32.600]  所以來來回回三四個小時
[00:01:32.600 --> 00:01:35.600]  他們把錢扔來扔去
[00:01:35.600 --> 00:01:37.000]  到最後的時候
[00:01:37.000 --> 00:01:39.400]  那些修道士都沒有力氣了
[00:01:39.400 --> 00:01:41.000]  於是他們停下來
[00:01:41.000 --> 00:01:44.800]  不再扔那些錢袋出去
[00:01:44.800 --> 00:01:46.200]  沒過多久
[00:01:46.200 --> 00:01:48.400]  接著一堆的錢
[00:01:48.400 --> 00:01:51.200]  錢袋就堆在那個修道院裏面
[00:01:51.200 --> 00:01:53.000]  咪多高
[00:01:53.000 --> 00:01:55.000]  但是幾個月過去
[00:01:55.000 --> 00:01:59.000]  那些錢都原封不動地放在那裏
[00:01:59.000 --> 00:02:02.400]  因為修道士怕再拿那些錢的時候
[00:02:02.400 --> 00:02:03.600]  再沒有那些錢的時候
[00:02:03.600 --> 00:02:06.400]  會感染到黑死病
[00:02:06.400 --> 00:02:07.400]  看回這段歷史
[00:02:07.400 --> 00:02:09.200]  我們重點不是在想
[00:02:09.200 --> 00:02:11.600]  那些修道士為什麼不開門讓他們進去
[00:02:11.600 --> 00:02:13.200]  反而我在想
[00:02:13.200 --> 00:02:19.800]  他們兩班人怎樣看這些金錢
[00:02:19.800 --> 00:02:22.000]  那些有錢人覺得他們有錢
[00:02:22.000 --> 00:02:25.600]  所以藉著那些錢希望換來一個平安
[00:02:25.600 --> 00:02:27.800]  換來保住他們生命的機會
[00:02:27.800 --> 00:02:29.600]  但是那些修道士反而覺得
[00:02:29.600 --> 00:02:31.600]  那些錢如果拿了的話
[00:02:31.600 --> 00:02:34.200]  他們就可能失去生命
[00:02:34.200 --> 00:02:36.800]  金錢的確有時候能夠幫助我們
[00:02:36.800 --> 00:02:38.800]  保障我們有一定的安全感
[00:02:38.800 --> 00:02:40.400]  有某種的平安
[00:02:40.400 --> 00:02:42.600]  但是災難來到的時候
[00:02:42.600 --> 00:02:44.800]  我們突然間會發現
[00:02:44.800 --> 00:02:47.600]  有可能這些金錢根本不能夠保障
[00:02:47.600 --> 00:02:50.000]  我們得到真正的平安
[00:02:50.000 --> 00:02:53.600]  回想我們過去幾個月的疫情時間
[00:02:53.600 --> 00:02:55.200]  我們問自己一個問題
[00:02:55.200 --> 00:02:58.200]  我們內心裡面有沒有真正的平安呢?
[00:02:58.200 --> 00:03:01.800]  我們有時候的心會不會好像海一樣
[00:03:01.800 --> 00:03:05.400]  一樣翻騰 不得平靜
[00:03:05.400 --> 00:03:07.600]  如果沒有真正的平安
[00:03:07.600 --> 00:03:11.000]  什麼阻礙著我們得到這份平安呢?
[00:03:11.000 --> 00:03:14.200]  什麼是平安的絆腳石呢?
[00:03:14.200 --> 00:03:17.600]  今天以賽亞書的經文會給我們答案
[00:03:17.600 --> 00:03:20.600]  首先很快地看回以賽亞書的大綱
[00:03:20.600 --> 00:03:24.600]  其實它開始的時候就說到神對人的審判
[00:03:24.600 --> 00:03:28.400]  接著第二部分就說到耶路撒冷的歷史
[00:03:28.400 --> 00:03:33.200]  包括希西加和亞述和巴比倫的一些互動
[00:03:33.200 --> 00:03:35.000]  接著第二大部分
[00:03:35.000 --> 00:03:37.400]  從四十章開始到最後的時候就說到
[00:03:37.400 --> 00:03:41.000]  神不僅僅是對他們有審判
[00:03:41.000 --> 00:03:45.400]  但是神同樣賜給他們安慰和盼望
[00:03:45.400 --> 00:03:48.600]  不斷透過神的一些救恩
[00:03:48.600 --> 00:03:51.000]  最重要就是神所預備的僕人
[00:03:51.000 --> 00:03:52.400]  即是尼塞亞基督
[00:03:52.400 --> 00:03:55.000]  這部分在舊約裡面非常好
[00:03:55.000 --> 00:03:58.000]  說到耶穌基督的一個預言
[00:03:58.000 --> 00:04:00.600]  接著進入我們今天的經文裡面
[00:04:00.600 --> 00:04:04.600]  就說到百姓的安慰
[00:04:04.600 --> 00:04:07.600]  同樣來自將來神的國度
[00:04:07.600 --> 00:04:10.200]  看回我們今天的經文第一節說到
[00:04:10.200 --> 00:04:14.000]  你們要收足收足 預備道路
[00:04:14.000 --> 00:04:15.400]  這裡說到預備道路
[00:04:15.400 --> 00:04:19.600]  其實詩詩書裡面也有不少地方說到要收足道路
[00:04:19.600 --> 00:04:22.600]  收路是一個非常艱辛的工程
[00:04:22.600 --> 00:04:24.000]  你在圖畫裡面看到
[00:04:24.000 --> 00:04:28.600]  其實這個是國內四川盆地一條公路
[00:04:28.600 --> 00:04:31.200]  總共有135公里那麼長
[00:04:31.200 --> 00:04:32.800]  在山中間要開出來
[00:04:32.800 --> 00:04:34.000]  用了多久時間?
[00:04:34.000 --> 00:04:35.800]  用了五年的時間
[00:04:35.800 --> 00:04:40.800]  接著用了230億人民幣去建造這條公路
[00:04:40.800 --> 00:04:42.800]  非常的不容易
[00:04:42.800 --> 00:04:46.400]  我們現代擁有很多的科技
[00:04:46.400 --> 00:04:48.000]  收路都這麼難
[00:04:48.000 --> 00:04:50.000]  何況幾千年前呢?
[00:04:50.000 --> 00:04:52.600]  為什麼這麼難我們都要做呢?
[00:04:52.600 --> 00:04:55.200]  收路的目的只有一個
[00:04:55.200 --> 00:05:01.200]  就是將兩個本來隔得很遠的地方的兩種群體
[00:05:01.200 --> 00:05:03.600]  可以連結在一起
[00:05:03.600 --> 00:05:04.800]  當然我們知道
[00:05:04.800 --> 00:05:07.400]  經文裡面這裡說的收件的道路
[00:05:07.400 --> 00:05:09.400]  不是一個實體的道路
[00:05:09.400 --> 00:05:11.400]  而是一個屬靈異義的道路
[00:05:11.400 --> 00:05:15.000]  第57章說到指屬神的百姓
[00:05:15.000 --> 00:05:20.400]  如何透過一條路通往一個至高至上的大君王
[00:05:20.400 --> 00:05:23.800]  神的心意是要人去收件這條屬靈的道路
[00:05:23.800 --> 00:05:30.200]  因為神的百姓和神本身的距離很遠很遠
[00:05:30.200 --> 00:05:32.200]  甚至那裡說到
[00:05:32.200 --> 00:05:36.400]  要為那位至高至上的君王
[00:05:36.400 --> 00:05:39.000]  這段經文不知道大家有沒有想起
[00:05:39.000 --> 00:05:44.200]  以塞瓦的一個意象
[00:05:44.200 --> 00:05:47.000]  以塞瓦先知被神呼召的時候
[00:05:47.000 --> 00:05:48.600]  他那個意象裡面
[00:05:48.600 --> 00:05:50.000]  他都曾經見過神
[00:05:50.000 --> 00:05:51.000]  好像大君王一樣
[00:05:51.000 --> 00:05:53.200]  高高坐在大寶座上
[00:05:53.200 --> 00:05:55.800]  他說「至高至上的」
[00:05:55.800 --> 00:05:57.800]  而且神是全然聖潔的
[00:05:57.800 --> 00:06:01.400]  還一起和一群使者呼喚
[00:06:01.400 --> 00:06:03.800]  「聖哉!聖哉!聖哉!」
[00:06:03.800 --> 00:06:06.200]  同樣這位神是永遠長存的
[00:06:06.200 --> 00:06:09.200]  從來都不受時間的限制
[00:06:09.200 --> 00:06:10.200]  但是反過來
[00:06:10.200 --> 00:06:13.000]  我們看世人的光景又是怎樣?
[00:06:13.000 --> 00:06:15.400]  世人的本相又是怎樣?
[00:06:15.400 --> 00:06:17.200]  十七節那裡告訴我們
[00:06:17.200 --> 00:06:20.000]  世人不單有各種的罪孽
[00:06:20.000 --> 00:06:21.600]  而且當神向他們發牢
[00:06:21.600 --> 00:06:24.200]  管教他們 懲罰他們的時候
[00:06:24.200 --> 00:06:26.000]  他們依然都是按照自己的心意
[00:06:26.000 --> 00:06:28.000]  毫不悔改
[00:06:28.000 --> 00:06:31.000]  但是反過來在以塞瓦的意象裡面
[00:06:31.000 --> 00:06:33.200]  以塞瓦是怎樣的?
[00:06:33.200 --> 00:06:34.600]  當他見到大君王的時候
[00:06:34.600 --> 00:06:36.000]  他非常的懼怕
[00:06:36.000 --> 00:06:39.000]  他說「我有禍了!我滅亡了!
[00:06:39.000 --> 00:06:41.800]  因為我是一個嘴唇不潔的人
[00:06:41.800 --> 00:06:46.000]  又住在嘴唇不潔的人當中」
[00:06:46.000 --> 00:06:48.600]  才知道自己不能親近神的緣故
[00:06:48.600 --> 00:06:52.000]  因為神是全然聖潔的
[00:06:52.000 --> 00:06:55.000]  如果不是神的恩典
[00:06:55.000 --> 00:06:57.600]  我們的結局只不過是一個滅亡
[00:06:57.600 --> 00:07:00.400]  又問問大家坐在螢幕當中
[00:07:00.400 --> 00:07:02.600]  在螢幕的前面
[00:07:02.600 --> 00:07:05.600]  今天是我們一起敬拜的時間
[00:07:05.600 --> 00:07:07.800]  上帝是那位聖哉聖哉的神
[00:07:07.800 --> 00:07:09.400]  我們會不會敬拜上帝的時候
[00:07:09.400 --> 00:07:12.800]  一邊吃早餐 一邊喝咖啡
[00:07:12.800 --> 00:07:14.200]  這是不是我們敬拜的時候呢?
[00:07:14.200 --> 00:07:15.800]  我相信大家不會這樣做
[00:07:15.800 --> 00:07:17.800]  但是我們真的要謹記
[00:07:17.800 --> 00:07:21.200]  上帝是那位全然聖潔的主
[00:07:21.200 --> 00:07:24.800]  看見人的犯罪 神是會發牢的
[00:07:24.800 --> 00:07:26.600]  聖經裡面這段經文裡面
[00:07:26.600 --> 00:07:30.200]  短短裡面出現了三次的發牢
[00:07:30.200 --> 00:07:33.400]  神是會責打那些犯罪的人
[00:07:33.400 --> 00:07:37.600]  因為剛才說到神是全然聖潔的
[00:07:37.600 --> 00:07:40.400]  所以神在這裡再次提醒我們
[00:07:40.400 --> 00:07:43.800]  我們是不可以輕慢神
[00:07:43.800 --> 00:07:46.600]  人中的是什麼 收的是什麼
[00:07:46.600 --> 00:07:47.600]  但是經文裡面
[00:07:47.600 --> 00:07:50.000]  另一個畫面讓我們看到
[00:07:50.000 --> 00:07:54.000]  有一群人一直輕慢全然聖潔的神
[00:07:54.000 --> 00:07:56.400]  拒絕神的救贖
