
[00:00:00.000 --> 00:00:02.660]  看到這個名字就覺得很奇怪
[00:00:02.660 --> 00:00:05.000]  其實我們想了很久
[00:00:05.000 --> 00:00:06.940]  這個名字怎麼擺好呢?
[00:00:06.940 --> 00:00:11.000]  最後也要交功課的日子
[00:00:11.000 --> 00:00:13.800]  想了幾天都還沒想到這個名字
[00:00:13.800 --> 00:00:16.240]  就是內容就知道是說什麼
[00:00:16.240 --> 00:00:20.040]  但是標題是怎麼樣呢?
[00:00:20.040 --> 00:00:21.720]  最後就說了這個
[00:00:21.720 --> 00:00:22.800]  很概括性的
[00:00:22.800 --> 00:00:24.180]  就是今天我要講的事情
[00:00:24.180 --> 00:00:26.480]  關乎情緒
[00:00:26.480 --> 00:00:28.120]  關乎神
[00:00:28.120 --> 00:00:29.640]  關乎我
[00:00:29.640 --> 00:00:30.740]  又關乎人
[00:00:30.740 --> 00:00:33.740]  那是什麼呢?
[00:00:33.740 --> 00:00:38.080]  我們主要是要看一些經文
[00:00:38.080 --> 00:00:40.680]  也要看一些人物
[00:00:40.680 --> 00:00:42.340]  而最主要就是看耶穌
[00:00:42.340 --> 00:00:45.980]  第一段經文我選擇了的是
[00:00:45.980 --> 00:00:47.900]  希伯來書
[00:00:47.900 --> 00:00:50.180]  四章十五至十六節
[00:00:50.180 --> 00:00:53.720]  為什麼選擇這段經文呢?
[00:00:53.720 --> 00:00:57.780]  原因就是要將耶穌跟我們拉上一個關係
[00:00:57.780 --> 00:01:00.020]  不然的話就是耶穌歸耶穌
[00:01:00.020 --> 00:01:00.720]  我歸我
[00:01:00.720 --> 00:01:01.760]  那就不相關了
[00:01:01.760 --> 00:01:02.680]  那麼
[00:01:02.680 --> 00:01:04.680]  希伯來書四章十五至十六節
[00:01:04.680 --> 00:01:05.340]  說什麼呢?
[00:01:05.340 --> 00:01:06.840]  他說因為我們的大祭司
[00:01:06.840 --> 00:01:07.680]  就是說耶穌
[00:01:07.680 --> 00:01:10.640]  並非不能體恤我們的軟弱
[00:01:10.640 --> 00:01:13.520]  他也曾凡事受過試探
[00:01:13.520 --> 00:01:15.640]  與我們一樣只是他沒有犯罪
[00:01:15.640 --> 00:01:19.480]  所以我們只管坦然無懼的來到施恩的寶座前
[00:01:19.480 --> 00:01:21.280]  為要得廉恤蒙恩
[00:01:21.280 --> 00:01:23.020]  為作隨時的幫助
[00:01:23.020 --> 00:01:25.560]  這句是金句之一
[00:01:25.560 --> 00:01:28.580]  如果要背金句我們可以嘗試背一背
[00:01:28.580 --> 00:01:31.060]  是提醒我們說耶穌
[00:01:31.060 --> 00:01:32.180]  祂呢
[00:01:32.180 --> 00:01:35.140]  其實凡事受過試探
[00:01:35.140 --> 00:01:36.100]  與我們一樣
[00:01:36.100 --> 00:01:38.040]  我們覺得我們在人世之間
[00:01:38.040 --> 00:01:39.460]  哇!很多麻煩的事情
[00:01:39.460 --> 00:01:40.240]  很多困難
[00:01:40.240 --> 00:01:41.080]  很多試探
[00:01:41.080 --> 00:01:43.780]  很多事情都不知道怎麼決擇了
[00:01:43.780 --> 00:01:44.540]  還是好呢?
[00:01:44.540 --> 00:01:47.160]  右好還是左好呢?
[00:01:47.160 --> 00:01:49.980]  好像很多困難
[00:01:49.980 --> 00:01:53.740]  而在一些面對可能讓你自己很疑惑
[00:01:53.740 --> 00:01:57.720]  可能不知道神喜不喜悅的情況
[00:01:57.720 --> 00:01:59.240]  也有很多的
[00:01:59.240 --> 00:02:03.000]  耶穌在他人生一路過的時候
[00:02:03.000 --> 00:02:04.880]  不是說很平順
[00:02:04.880 --> 00:02:07.260]  很高超
[00:02:07.260 --> 00:02:10.640]  純粹很美麗
[00:02:10.640 --> 00:02:11.680]  不是這樣的
[00:02:11.680 --> 00:02:13.380]  他與我們的生活一樣
[00:02:13.380 --> 00:02:14.420]  你看歷史
[00:02:14.420 --> 00:02:16.980]  耶穌一路記載他的事蹟下來
[00:02:16.980 --> 00:02:19.340]  讓你回到他那個年代這麼生活
[00:02:19.340 --> 00:02:21.640]  我想你多大都不願意
[00:02:21.640 --> 00:02:23.040]  因為很艱苦
[00:02:23.040 --> 00:02:25.720]  耶穌凡事受過試探與我們一樣
[00:02:25.720 --> 00:02:27.320]  所以祂能夠體恤我們
[00:02:27.320 --> 00:02:29.880]  耶穌不是一個高高在上說
[00:02:29.880 --> 00:02:31.340]  哦!你受苦了?
[00:02:31.340 --> 00:02:33.000]  哦!可以了
[00:02:33.000 --> 00:02:34.380]  忍耐一下吧
[00:02:34.380 --> 00:02:37.180]  祂自己也是這樣忍耐的
[00:02:37.180 --> 00:02:39.020]  所以祂教你說忍耐一下吧
[00:02:39.020 --> 00:02:42.680]  就有一些實質的力量
[00:02:42.680 --> 00:02:45.080]  不是說一個與你完全無關
[00:02:45.080 --> 00:02:48.200]  未曾吃過人間煙火
[00:02:48.200 --> 00:02:50.180]  未經過苦難的人
[00:02:50.180 --> 00:02:51.540]  來勸解你
