
[00:00:00.000 --> 00:00:02.000]  頂姐妹 早安
[00:00:02.000 --> 00:00:06.000]  讓我們聽道之先一起禱告
[00:00:06.000 --> 00:00:08.000]  上帝感謝你
[00:00:08.000 --> 00:00:11.000]  讓我們可以來到你的面前
[00:00:11.000 --> 00:00:13.000]  這是恩典
[00:00:13.000 --> 00:00:16.000]  這是福氣
[00:00:16.000 --> 00:00:19.000]  這是上帝你對我們的憐憫
[00:00:19.000 --> 00:00:23.000]  上帝讓我們來到你的面前
[00:00:23.000 --> 00:00:27.000]  首先讓我們有一個正直的心
[00:00:27.000 --> 00:00:29.000]  清潔的靈
[00:00:29.000 --> 00:00:32.000]  讓我們來到你的面前
[00:00:32.000 --> 00:00:34.000]  讓我們守潔心清
[00:00:34.000 --> 00:00:36.000]  讓我們全人全心的
[00:00:36.000 --> 00:00:39.000]  俯伏在你的面前來敬拜你
[00:00:39.000 --> 00:00:41.000]  因為你喜悅
[00:00:41.000 --> 00:00:44.000]  我們是這樣來敬拜你
[00:00:44.000 --> 00:00:46.000]  又求聖靈與我們同在
[00:00:46.000 --> 00:00:49.000]  幫助我們有智慧
[00:00:49.000 --> 00:00:52.000]  有悟性的來學習你的話語
[00:00:52.000 --> 00:00:56.000]  並且有決心來實踐
[00:00:56.000 --> 00:00:59.000]  求聖靈幫助
[00:00:59.000 --> 00:01:00.000]  多謝你
[00:01:00.000 --> 00:01:01.000]  聽我們的祈禱
[00:01:01.000 --> 00:01:03.000]  奉主耶穌名求
[00:01:03.000 --> 00:01:04.000]  阿門
[00:01:04.000 --> 00:01:06.000]  上個月
[00:01:06.000 --> 00:01:09.000]  有兒童主一學的導師跟我說
[00:01:09.000 --> 00:01:12.000]  他說上主一學的時候
[00:01:12.000 --> 00:01:14.000]  我們也是網上的
[00:01:14.000 --> 00:01:16.000]  小朋友跟老師分享
[00:01:16.000 --> 00:01:21.000]  我和家人一起在家裡敬拜神
[00:01:21.000 --> 00:01:23.000]  和守聖餐
[00:01:23.000 --> 00:01:27.000]  老師覺得守聖餐?
[00:01:27.000 --> 00:01:31.000]  小朋友還未受洗
[00:01:31.000 --> 00:01:34.000]  不過老師也不太確定
[00:01:34.000 --> 00:01:36.000]  於是他就問我
[00:01:36.000 --> 00:01:38.000]  我回答老師
[00:01:38.000 --> 00:01:43.000]  我們倭福堂是根據美國的播道會的做法
[00:01:43.000 --> 00:01:46.000]  只要他是真心相信耶穌
[00:01:46.000 --> 00:01:49.000]  他願意接受耶穌做他的救主
[00:01:49.000 --> 00:01:52.000]  他就可以領受聖餐
[00:01:52.000 --> 00:01:54.000]  未洗禮也可以
[00:01:54.000 --> 00:01:56.000]  不過當然我們鼓勵他
[00:01:56.000 --> 00:01:58.000]  如果他十六歲以上
[00:01:58.000 --> 00:02:01.000]  我們鼓勵他儘快洗禮
[00:02:01.000 --> 00:02:03.000]  加入教會
[00:02:03.000 --> 00:02:05.000]  這個新冠疫情
[00:02:05.000 --> 00:02:09.000]  真的改變了我們崇拜的模式
[00:02:09.000 --> 00:02:12.000]  由回教會守崇拜領聖餐
[00:02:12.000 --> 00:02:19.000]  就變為劉家中聽崇拜守聖餐
[00:02:19.000 --> 00:02:23.000]  不知道大家的感覺是怎樣呢?
[00:02:23.000 --> 00:02:26.000]  你覺得自在了?
[00:02:26.000 --> 00:02:28.000]  方便了?
[00:02:28.000 --> 00:02:30.000]  節省了時間?
[00:02:30.000 --> 00:02:35.000]  我自己個人的感覺是有點矛盾
[00:02:35.000 --> 00:02:38.000]  由我初初相信耶穌的時候
[00:02:38.000 --> 00:02:42.000]  我期待每一個星期日的來臨
[00:02:42.000 --> 00:02:46.000]  我覺得是很開心很興奮很榮幸
[00:02:46.000 --> 00:02:49.000]  星期日來了 我可以來到敬拜神
[00:02:49.000 --> 00:02:54.000]  直至我讀完神學成為全道同工
[00:02:54.000 --> 00:02:56.000]  我覺得每個星期日
[00:02:56.000 --> 00:02:58.000]  我穿得整整齊齊
[00:02:58.000 --> 00:03:02.000]  甚至我覺得打扮得很漂亮
[00:03:02.000 --> 00:03:05.000]  很開心地來到敬拜神
[00:03:05.000 --> 00:03:07.000]  在教會裡又見到弟兄姊妹
[00:03:07.000 --> 00:03:09.000]  Hello 早安
[00:03:09.000 --> 00:03:12.000]  我的感覺是天堂
[00:03:12.000 --> 00:03:14.000]  天堂就是這樣
[00:03:14.000 --> 00:03:17.000]  天堂就是一群弟兄姊妹
[00:03:17.000 --> 00:03:21.000]  很開心很雀躍很期待去敬拜天父
[00:03:21.000 --> 00:03:23.000]  又跟身邊的弟兄姊妹說
[00:03:23.000 --> 00:03:26.000]  我們一起吧
[00:03:26.000 --> 00:03:32.000]  但當我的侍奉越來越忙的時候
[00:03:32.000 --> 00:03:33.000]  甚至去到一個地步
[00:03:33.000 --> 00:03:39.000]  我沒有辦法完整地參加崇拜
[00:03:39.000 --> 00:03:42.000]  我覺得不要緊 沒問題
[00:03:42.000 --> 00:03:46.000]  只要你專心去做好每一個侍奉
[00:03:46.000 --> 00:03:49.000]  其實都是敬拜神
[00:03:49.000 --> 00:03:52.000]  不過 久而久之
[00:03:52.000 --> 00:03:55.000]  就算那一天我有時間
[00:03:55.000 --> 00:04:02.000]  但我都不會走到禮堂裡去敬拜神
[00:04:02.000 --> 00:04:04.000]  我自己對自己說
[00:04:04.000 --> 00:04:08.000]  少一次敬拜而已 沒什麼緊要
[00:04:08.000 --> 00:04:14.000]  直至到教會推出更新敬拜的生活
[00:04:14.000 --> 00:04:16.000]  更新
[00:04:16.000 --> 00:04:19.000]  在一次退休的時候
[00:04:19.000 --> 00:04:21.000]  神讓我自己反省
[00:04:21.000 --> 00:04:24.000]  其實我是自己在欺騙自己
[00:04:24.000 --> 00:04:27.000]  而且很嚴重地
[00:04:27.000 --> 00:04:29.000]  我是藐視神
[00:04:29.000 --> 00:04:33.000]  於是我悔改
[00:04:33.000 --> 00:04:36.000]  我立志每個月至少有一次
[00:04:36.000 --> 00:04:40.000]  我要參加一個完整的崇拜
[00:04:40.000 --> 00:04:44.000]  來到現在 往上崇拜
[00:04:44.000 --> 00:04:50.000]  我可以坐在禮堂裡敬拜神
[00:04:50.000 --> 00:04:54.000]  但我覺得好像差一點
[00:04:54.000 --> 00:04:57.000]  身邊沒有弟兄姊妹
[00:04:57.000 --> 00:04:59.000]  當然我意識到
[00:04:59.000 --> 00:05:02.000]  確實知道神和我在一起
[00:05:02.000 --> 00:05:06.000]  但我的感覺是 孤單
[00:05:06.000 --> 00:05:10.000]  我不知道何時才可以回去
[00:05:10.000 --> 00:05:20.000]  天堂一樣的敬拜
[00:05:20.000 --> 00:05:23.000]  我十分期待
[00:05:23.000 --> 00:05:29.000]  我十分期待那天的來臨
[00:05:29.000 --> 00:05:33.000]  弟兄姊妹你期不期待
