
[00:00:00.000 --> 00:00:04.000]  好,大英姐妹平安,我們再一次低頭禱告
[00:00:04.000 --> 00:00:08.000]  天父阿月你帶領我們願你的說話,再一次提醒我們
[00:00:08.000 --> 00:00:15.000]  讓我們想到不單止是以前發生在接近二千年前的耶穌一個醫治的故事
[00:00:15.000 --> 00:00:21.000]  更加是讓我們想到自己的光景,自己在神面前的景況的時候
[00:00:21.000 --> 00:00:25.000]  讓我們看到你今天要我們要聽到的聲音
[00:00:25.000 --> 00:00:29.000]  讓我們看到你要我們所看到的自己的景況
[00:00:29.000 --> 00:00:33.000]  讓我們透過鳳仁淑基督的祈禱,下門
[00:00:33.000 --> 00:00:38.000]  在約翰福音那裏就多次都已經我們今天講到第五章
[00:00:38.000 --> 00:00:45.000]  多次都講約翰福音其實是好像是一個非常之老練的
[00:00:45.000 --> 00:00:52.000]  約翰就好像是一個非常之老練的一個帶旅行團的一個導遊
[00:00:52.000 --> 00:00:57.000]  他是不單止是想講一些故事給我們聽
[00:00:57.000 --> 00:01:00.000]  或者講回耶穌以前發生過什麼事
[00:01:00.000 --> 00:01:07.000]  其實他是想讓我們去看回耶穌以前所發生的事
[00:01:07.000 --> 00:01:13.000]  其實當我們親臨,好像看回那些事親臨其境的時候
[00:01:13.000 --> 00:01:18.000]  就想一下自己所站的位置是怎樣
[00:01:18.000 --> 00:01:21.000]  我們和神的關係是如何
[00:01:21.000 --> 00:01:27.000]  在其中他想要帶我們不單止是看到一些以前發生的事
[00:01:27.000 --> 00:01:31.000]  而是經歷我們現在所處的境況
[00:01:31.000 --> 00:01:35.000]  約翰福音也多次強調一路講到下來
[00:01:35.000 --> 00:01:40.000]  就是約翰既然是一個很歷練的一個導遊
[00:01:40.000 --> 00:01:44.000]  或者好像是一個參加一個旅行團的時候
[00:01:44.000 --> 00:01:48.000]  他想我們經歷的就是由外圍去到內圍
[00:01:48.000 --> 00:01:52.000]  由外圍去到中心,耶穌就是那個中心
[00:01:52.000 --> 00:01:58.000]  我們最初就好像一些看熱鬧的人,是站在外圍的
[00:01:58.000 --> 00:02:03.000]  但是你越看的時候,你越是被牽動
[00:02:03.000 --> 00:02:07.000]  就慢慢慢慢越逼越近,越逼越近
[00:02:07.000 --> 00:02:12.000]  走到中間耶穌那裡,和耶穌建立關係
[00:02:12.000 --> 00:02:16.000]  這個就是約翰福音的設計
[00:02:16.000 --> 00:02:19.000]  當這樣去講的時候
[00:02:19.000 --> 00:02:23.000]  可能去到之前發生的頭四章
[00:02:23.000 --> 00:02:28.000]  你看到一些事件,有些人接受耶穌,有些人拒絕耶穌
[00:02:28.000 --> 00:02:32.000]  你可能都會問一個問題
[00:02:32.000 --> 00:02:35.000]  那為什麼要是這樣設計呢
[00:02:35.000 --> 00:02:39.000]  或者神為什麼要這樣和人建立關係呢
[00:02:39.000 --> 00:02:43.000]  神難道不可以幫所有人嗎
[00:02:43.000 --> 00:02:49.000]  為什麼要人決定要由外面走到中間呢
[00:02:49.000 --> 00:02:55.000]  如果有些人決定原地站立,不動的
[00:02:55.000 --> 00:02:58.000]  神可不可以幫他呢
[00:02:58.000 --> 00:03:01.000]  不知道你有沒有問過一個這樣的問題
[00:03:01.000 --> 00:03:05.000]  而今天所講的這個故事,相信都有一點關係
[00:03:05.000 --> 00:03:08.000]  一開始的時候就講發生的地點
[00:03:08.000 --> 00:03:11.000]  就是耶路撒冷靠近楊門的一個池子
[00:03:11.000 --> 00:03:14.000]  那個池子叫「不是大」
[00:03:14.000 --> 00:03:17.000]  相傳那裡有一個傳說
[00:03:17.000 --> 00:03:20.000]  那個傳說在那個池子那裡
[00:03:20.000 --> 00:03:25.000]  每隔一段時間,那些水就會動的
[00:03:25.000 --> 00:03:27.000]  那些水泉就會動
[00:03:27.000 --> 00:03:31.000]  他們相信那裡是天使下來搞動那些水
[00:03:31.000 --> 00:03:35.000]  第一個病人,如果落到那些水裡浸了那些水
[00:03:35.000 --> 00:03:37.000]  那些病就會好
[00:03:37.000 --> 00:03:40.000]  這個是一個傳說,是不是真的會發生呢
[00:03:40.000 --> 00:03:42.000]  不知道
[00:03:42.000 --> 00:03:45.000]  但是很明顯很多人是相信的
[00:03:45.000 --> 00:03:49.000]  而如果以現在科學的解釋
[00:03:49.000 --> 00:03:52.000]  就是有些人去解釋的時候
[00:03:52.000 --> 00:03:55.000]  相信那個池子其實可能是
[00:03:55.000 --> 00:03:58.000]  有些溫泉的那些水來的
[00:03:58.000 --> 00:04:00.000]  那麼每隔一段時間
[00:04:00.000 --> 00:04:03.000]  那些溫泉就會有些泡沫
[00:04:03.000 --> 00:04:05.000]  有些氣泡這樣走上來
[00:04:05.000 --> 00:04:07.000]  那麼他們就以為是天使搞動
[00:04:07.000 --> 00:04:10.000]  但是有某些皮膚病
[00:04:10.000 --> 00:04:13.000]  浸了那些溫泉水是會好的
[00:04:13.000 --> 00:04:16.000]  或者浸了一些熱泉的水
[00:04:16.000 --> 00:04:18.000]  就會可能舒緩一點
[00:04:18.000 --> 00:04:23.000]  可能關節炎那些可能會好的
[00:04:23.000 --> 00:04:26.000]  所以有些人就好了之後
[00:04:26.000 --> 00:04:28.000]  以訛傳訛就可能就相信
[00:04:28.000 --> 00:04:30.000]  就天使來搞那些水就會好
[00:04:30.000 --> 00:04:34.000]  這個是其中一個我們現代人的科學解釋
[00:04:34.000 --> 00:04:37.000]  但是真正發生是怎樣就不為人知
[00:04:37.000 --> 00:04:39.000]  但是起碼就是有一個這樣的傳說
[00:04:39.000 --> 00:04:44.000]  那處的地方就訓了很多的病人在那裡
[00:04:44.000 --> 00:04:52.000]  那麼就耶穌就去那個池子那裡
[00:04:52.000 --> 00:04:53.000]  這次就是
[00:04:53.000 --> 00:04:56.000]  而去到那個池子那裡就發覺
[00:04:56.000 --> 00:05:00.000]  有很多人都是病了躺在那裡
[00:05:00.000 --> 00:05:03.000]  那麼今天的其中一個主角
[00:05:03.000 --> 00:05:07.000]  就在那裡其實就病了38年
[00:05:07.000 --> 00:05:10.000]  一個人就病了38年
[00:05:10.000 --> 00:05:12.000]  就是他已經病了38年
[00:05:12.000 --> 00:05:14.000]  而他病什麼病呢
[00:05:14.000 --> 00:05:15.000]  聖經就沒有說
[00:05:15.000 --> 00:05:17.000]  但是他病在那裡的時候
[00:05:17.000 --> 00:05:20.000]  他就是起床都起不了的
[00:05:20.000 --> 00:05:22.000]  聖經說後來他康復的時候
[00:05:22.000 --> 00:05:24.000]  他可以站起來走路
[00:05:24.000 --> 00:05:26.000]  可能腳有事或者不知道怎樣
[00:05:26.000 --> 00:05:31.000]  不知道就是病了就躺在地上
[00:05:31.000 --> 00:05:36.000]  可能有一張床褥這樣墊在地上
[00:05:36.000 --> 00:05:37.000]  就躺在那裡
[00:05:37.000 --> 00:05:39.000]  他病了38年
[00:05:39.000 --> 00:05:40.000]  那麼你想一下
[00:05:40.000 --> 00:05:45.000]  就是38年都是一段挺長的時間
[00:05:45.000 --> 00:05:48.000]  如果只是想38年的數字來說
[00:05:48.000 --> 00:05:52.000]  其實都很抽象的
[00:05:52.000 --> 00:05:55.000]  但是如果你想象自己
[00:05:55.000 --> 00:05:57.000]  我不知道你現在多少歲
[00:05:57.000 --> 00:05:59.000]  你想象
[00:05:59.000 --> 00:06:01.000]  如果你還不夠38歲
[00:06:01.000 --> 00:06:03.000]  就是你還沒出生
[00:06:03.000 --> 00:06:06.000]  有你出生之年
[00:06:06.000 --> 00:06:07.000]  你都是這樣病的
[00:06:07.000 --> 00:06:10.000]  或者你現在過了38歲
[00:06:10.000 --> 00:06:11.000]  譬如你
[00:06:11.000 --> 00:06:13.000]  我作個數字
[00:06:13.000 --> 00:06:17.000]  譬如你現在是50歲
[00:06:17.000 --> 00:06:19.000]  那麼你病了38年
[00:06:19.000 --> 00:06:22.000]  就是由你12歲開始病
[00:06:22.000 --> 00:06:24.000]  那麼你想象你現在50歲的話
[00:06:24.000 --> 00:06:28.000]  你想象一下你12歲的時候是什麼光景
[00:06:28.000 --> 00:06:31.000]  你用你的想象力運用
[00:06:31.000 --> 00:06:34.000]  想象一下12歲的時候奔奔跳跳
[00:06:34.000 --> 00:06:38.000]  然後自此之後就開始病了
[00:06:38.000 --> 00:06:41.000]  病到現在就不能起身
[00:06:41.000 --> 00:06:45.000]  我相信如果你這樣想象的時候
[00:06:45.000 --> 00:06:49.000]  38年這個數字就不是那麼抽象
[00:06:49.000 --> 00:06:51.000]  是很痛苦的
[00:06:51.000 --> 00:06:53.000]  病了38年
[00:06:53.000 --> 00:06:54.000]  如果你是60歲的時候
[00:06:54.000 --> 00:06:56.000]  你想想你由22歲
[00:06:56.000 --> 00:06:58.000]  剛剛正值壯年的時候
[00:06:58.000 --> 00:06:59.000]  就已經病病病
[00:06:59.000 --> 00:07:01.000]  病到現在
[00:07:01.000 --> 00:07:04.000]  60歲都已經不能起身
[00:07:04.000 --> 00:07:05.000]  38年了
[00:07:05.000 --> 00:07:08.000]  那麼你想象這個人
[00:07:08.000 --> 00:07:11.000]  一個長期病患的人
[00:07:11.000 --> 00:07:16.000]  就樂活在一個非常痛苦的情況之下
[00:07:16.000 --> 00:07:21.000]  這個就是這次所講的故事的一個主角
[00:07:21.000 --> 00:07:24.000]  那麼耶穌是故意去找他的
[00:07:24.000 --> 00:07:25.000]  很明顯
[00:07:25.000 --> 00:07:27.000]  為什麼呢
[00:07:27.000 --> 00:07:30.000]  因為聖經講到耶穌去的不是大的池
[00:07:30.000 --> 00:07:32.000]  剛剛就講到
[00:07:32.000 --> 00:07:36.000]  很多不同種類的各式各樣的病患
[00:07:36.000 --> 00:07:38.000]  都躺在那裡
[00:07:38.000 --> 00:07:41.000]  你想象是
[00:07:41.000 --> 00:07:45.000]  那些地方一定是很骯髒
[00:07:45.000 --> 00:07:48.000]  很混亂
[00:07:48.000 --> 00:07:51.000]  甚至乎都很慘不忍睹
[00:07:51.000 --> 00:07:56.000]  你知道如果你去醫院探過那些
[00:07:56.000 --> 00:08:00.000]  末期臨終病患的病房
[00:08:00.000 --> 00:08:02.000]  你知道什麼情況的
[00:08:02.000 --> 00:08:06.000]  其實是很慘不忍睹的
[00:08:06.000 --> 00:08:07.000]  很多人
[00:08:07.000 --> 00:08:10.000]  有些新人
[00:08:10.000 --> 00:08:13.000]  有些衛生情況就不好
[00:08:13.000 --> 00:08:15.000]  當時你可以想象在街上
[00:08:15.000 --> 00:08:17.000]  無家可歸的人
[00:08:17.000 --> 00:08:18.000]  那麼上下
[00:08:18.000 --> 00:08:21.000]  每個人都躺在地上
[00:08:21.000 --> 00:08:23.000]  有些人很骯髒
[00:08:23.000 --> 00:08:25.000]  有些人很新人
[00:08:25.000 --> 00:08:27.000]  有些人經過的時候
[00:08:27.000 --> 00:08:28.000]  幫幫我
[00:08:28.000 --> 00:08:29.000]  給我一些錢
[00:08:29.000 --> 00:08:30.000]  拿錢
[00:08:30.000 --> 00:08:32.000]  那些是乞丐
[00:08:32.000 --> 00:08:34.000]  那麼在這樣的情況
[00:08:34.000 --> 00:08:37.000]  耶穌就進入了這樣的情況
[00:08:37.000 --> 00:08:39.000]  但是耶穌就
[00:08:39.000 --> 00:08:44.000]  沒有跟其他人有任何的接觸
[00:08:44.000 --> 00:08:45.000]  可以這麼說
[00:08:45.000 --> 00:08:48.000]  你看這個故事都沒有
