
[00:00:00.000 --> 00:00:04.000]  大家可能很熟悉約翰·索克·斯托特
[00:00:04.000 --> 00:00:06.000]  一位英國的牧者
[00:00:06.000 --> 00:00:10.000]  他最近去世了
[00:00:10.000 --> 00:00:12.000]  他有一件事情說
[00:00:12.000 --> 00:00:14.000]  他說在2006年
[00:00:14.000 --> 00:00:16.000]  他有一次意外
[00:00:16.000 --> 00:00:20.000]  那天早上他要去港島
[00:00:20.000 --> 00:00:22.000]  誰知那天早上
[00:00:22.000 --> 00:00:26.000]  預備把整理好的衣服放在衣櫃裏
[00:00:26.000 --> 00:00:30.000]  但不小心踢到一個耳朵
[00:00:30.000 --> 00:00:32.000]  有些凹凸的耳朵滑下去
[00:00:32.000 --> 00:00:37.000]  夾在床和衣櫃當中
[00:00:37.000 --> 00:00:40.000]  變成一位老人家這樣夾
[00:00:40.000 --> 00:00:44.000]  結果弄得很傷
[00:00:44.000 --> 00:00:51.000]  其實他的髖骨位都脫臼等等
[00:00:51.000 --> 00:00:54.000]  他整個過程很辛苦的經歷
[00:00:54.000 --> 00:00:58.000]  他說這個例子告訴我們
[00:00:58.000 --> 00:01:00.000]  其實每個人都有需要
[00:01:00.000 --> 00:01:02.000]  無論你是年紀多大
[00:01:02.000 --> 00:01:04.000]  特別是年紀大
[00:01:04.000 --> 00:01:06.000]  我們會有一些需要
[00:01:06.000 --> 00:01:08.000]  身體的需要和其他的需要
[00:01:08.000 --> 00:01:10.000]  我們需要去依賴人
[00:01:10.000 --> 00:01:11.000]  依靠人
[00:01:11.000 --> 00:01:13.000]  所以這也是信徒的品格之一
[00:01:13.000 --> 00:01:14.000]  我們要有的
[00:01:14.000 --> 00:01:16.000]  我們要謙卑
[00:01:16.000 --> 00:01:19.000]  他說到那裏他根本動彈不得
[00:01:19.000 --> 00:01:23.000]  全部被人抬上救傷車
[00:01:23.000 --> 00:01:30.000]  在手術裏都不知道自己發生甚麼事
[00:01:30.000 --> 00:01:32.000]  就出來手術室
[00:01:32.000 --> 00:01:35.000]  其實出完手術室之後
[00:01:35.000 --> 00:01:36.000]  還有一段時間
[00:01:36.000 --> 00:01:39.000]  因為他的康復過程很漫長
[00:01:39.000 --> 00:01:46.000]  史諾特說除了身體很受傷痛
[00:01:46.000 --> 00:01:50.000]  其實他的情緒都很傷心
[00:01:50.000 --> 00:01:52.000]  他說看到自己一把年紀
[00:01:52.000 --> 00:01:54.000]  年老多病
[00:01:54.000 --> 00:01:57.000]  自己不禁流淚
[00:01:57.000 --> 00:02:01.000]  他有一次有個好友叫John來探望他
[00:02:01.000 --> 00:02:05.000]  好朋友和他一起慰問他
[00:02:05.000 --> 00:02:10.000]  這位朋友亦鼓勵和支持他
[00:02:10.000 --> 00:02:14.000]  這位朋友John寫了一些記錄
[00:02:14.000 --> 00:02:17.000]  說我探望史諾特的時候
[00:02:17.000 --> 00:02:20.000]  看到他其實都很難受
[00:02:20.000 --> 00:02:23.000]  因為他當時都有一些迷糊
[00:02:23.000 --> 00:02:25.000]  有時有些幻覺
[00:02:25.000 --> 00:02:30.000]  他說亦看到他需要很特別的保護
[00:02:30.000 --> 00:02:32.000]  護理
[00:02:32.000 --> 00:02:35.000]  很恐怕他可能要放下他的尊嚴
[00:02:35.000 --> 00:02:40.000]  又或者他都會困擾著將來前路會怎樣
[00:02:40.000 --> 00:02:42.000]  很多等等這些事情
[00:02:42.000 --> 00:02:44.000]  他就說和史諾特
[00:02:44.000 --> 00:02:50.000]  大家老有記 講著講著 大家的情況互相慰問
[00:02:50.000 --> 00:02:52.000]  講著講著的時候
[00:02:52.000 --> 00:02:56.000]  John想起自己以前都是大病一場
[00:02:56.000 --> 00:02:58.000]  想起這些亦都很大感觸
[00:02:58.000 --> 00:03:03.000]  於是兩個老人家就一起哭泣
[00:03:03.000 --> 00:03:07.000]  一起彼此去安慰
[00:03:07.000 --> 00:03:10.000]  他就說看到這件事情沒錯
[00:03:10.000 --> 00:03:13.000]  是經歷過這些事情是很傷痛
[00:03:13.000 --> 00:03:15.000]  亦都有一種釋放
[00:03:15.000 --> 00:03:18.000]  他就說到這件事情沒錯
[00:03:18.000 --> 00:03:21.000]  我們體會到人生其實是很脆弱
[00:03:21.000 --> 00:03:24.000]  和你不能夠把握很多東西
[00:03:24.000 --> 00:03:28.000]  但是有了這個扶持這個是重要
[00:03:28.000 --> 00:03:31.000]  所以其實在我們的生活裏
[00:03:31.000 --> 00:03:34.000]  其實我們很多時候都經歷過一些患難
[00:03:34.000 --> 00:03:36.000]  困難等等這些
[00:03:36.000 --> 00:03:38.000]  其實神給我們有教會
[00:03:38.000 --> 00:03:42.000]  就是給我們互相去分擔重擔
[00:03:42.000 --> 00:03:48.000]  我又記得當我外母過世的時候
[00:03:48.000 --> 00:03:55.000]  我們一家要回去美國奔喪的時候
[00:03:55.000 --> 00:03:59.000]  有一個弟兄走來辦公室
[00:03:59.000 --> 00:04:04.000]  希望我行程順利
[00:04:04.000 --> 00:04:07.000]  但是他的眼睛有淚光
[00:04:07.000 --> 00:04:10.000]  這些扶持我是很深深的印象
[00:04:10.000 --> 00:04:12.000]  我會記得
[00:04:12.000 --> 00:04:15.000]  又有時有些弟兄招會
[00:04:15.000 --> 00:04:18.000]  或者童宮寫給我的鼓勵卡
[00:04:18.000 --> 00:04:21.000]  那些你不要以為很少東西
[00:04:21.000 --> 00:04:23.000]  我放在這裏留到很久
[00:04:23.000 --> 00:04:25.000]  那些是鼓勵我的說話
[00:04:25.000 --> 00:04:27.000]  其實每一個人都需要鼓勵
[00:04:27.000 --> 00:04:30.000]  那些患難要分擔
[00:04:30.000 --> 00:04:33.000]  教會就是一個地方能夠彼此分擔
[00:04:33.000 --> 00:04:35.000]  我們看這段經文就是說
[00:04:35.000 --> 00:04:39.000]  本來神一個群體應該彼此分擔重擔
[00:04:39.000 --> 00:04:42.000]  特別在那個秘魯歸回的群體裏面
[00:04:42.000 --> 00:04:45.000]  但是發覺他們完全沒有做這件事
[00:04:45.000 --> 00:04:49.000]  以致他們彼此在患難當中
[00:04:49.000 --> 00:04:56.000]  甚至有些權貴去剝削一些比較弱勢的群體
[00:04:56.000 --> 00:04:58.000]  所以就有這段經文
[00:04:58.000 --> 00:05:01.000]  如果我們再看之前
[00:05:01.000 --> 00:05:05.000]  就是說到尼欽米來到波斯的地方
[00:05:05.000 --> 00:05:10.000]  重建城牆
[00:05:10.000 --> 00:05:12.000]  面對很多外敵
[00:05:12.000 --> 00:05:15.000]  有猶太的四周圍
[00:05:15.000 --> 00:05:17.000]  上面的撒瑪利亞
[00:05:17.000 --> 00:05:21.000]  然後右邊的阿滿
[00:05:21.000 --> 00:05:25.000]  西邊又有阿薩特這些地方
[00:05:25.000 --> 00:05:29.000]  你發覺全部都有敵人去阻止他們建城牆
[00:05:29.000 --> 00:05:36.000]  但是尼欽米都是保護自己一半繼續工作
[00:05:36.000 --> 00:05:39.000]  所以馬不停蹄的繼續建這個城牆
[00:05:39.000 --> 00:05:44.000]  外來的挑戰似乎都講得幾好
[00:05:44.000 --> 00:05:49.000]  但是這次就是內裏面的一個衝突
[00:05:49.000 --> 00:05:51.000]  相信更加難處理
[00:05:51.000 --> 00:05:53.000]  所以我們教會裏面
[00:05:53.000 --> 00:05:56.000]  一方面我們會面對外面
[00:05:56.000 --> 00:06:01.000]  我們教會裏面的生活其實都很值得我們去留意
[00:06:01.000 --> 00:06:03.000]  今天我們在這段經文裏面
[00:06:03.000 --> 00:06:07.000]  怎樣去學習這個彼此分擔的功課
[00:06:07.000 --> 00:06:09.000]  或者我們首先看看
[00:06:09.000 --> 00:06:12.000]  第五章第一節到第五節
[00:06:12.000 --> 00:06:16.000]  講到很多的困苦很多的困難
[00:06:16.000 --> 00:06:19.000]  很可能就是因為他們建這個工場
[00:06:19.000 --> 00:06:22.000]  這個工作建城牆
[00:06:22.000 --> 00:06:25.000]  變了很多物資人手都在那裏
[00:06:25.000 --> 00:06:27.000]  依照人的生活
[00:06:27.000 --> 00:06:30.000]  一般的家庭的生活可能都會受到牽連
[00:06:30.000 --> 00:06:36.000]  又或者男的可能都未必可以那麼多看著家裏
[00:06:36.000 --> 00:06:40.000]  或者是以前務農的也都未必有這樣的時間
[00:06:40.000 --> 00:06:42.000]  可能等等的因素
[00:06:42.000 --> 00:06:46.000]  總之就是在這裏我們會看到一個很艱難的時候
[00:06:46.000 --> 00:06:48.000]  不如我們一起讀一讀
[00:06:48.000 --> 00:06:50.000]  五章一節到五節好嗎
[00:06:50.000 --> 00:06:51.000]  我們一起讀
[00:06:51.000 --> 00:06:57.000]  百姓和他們的妻子大大富豪埋怨他們的兄弟猶太人
[00:06:57.000 --> 00:07:04.000]  有的說我們和兒女人口眾多才能活下去
[00:07:04.000 --> 00:07:10.000]  有的說我們抵押了田地葡萄園房屋才得糧食充飢
[00:07:10.000 --> 00:07:15.000]  有的說我們借了錢赴田地和葡萄園的稅給王
[00:07:15.000 --> 00:07:20.000]  現在我們的身體與我們弟兄的身體是一樣的
[00:07:20.000 --> 00:07:24.000]  我們的兒女與他們的兒女沒有差別
[00:07:24.000 --> 00:07:28.000]  看呀我們卻要迫使兒女作人的奴婢
[00:07:28.000 --> 00:07:31.000]  我們有些女兒已經被搶走了
[00:07:31.000 --> 00:07:33.000]  我們卻無能為力
[00:07:33.000 --> 00:07:37.000]  因為我們的田地和葡萄園已經歸了別人
[00:07:37.000 --> 00:07:41.000]  這裏很嚴峻的一個艱難
[00:07:41.000 --> 00:07:45.000]  這裏說到那些人民有些呼號
[00:07:45.000 --> 00:07:49.000]  這個呼號就代表壓制裏面的聲音
[00:07:49.000 --> 00:07:52.000]  這個字在《出安俠記》
[00:07:52.000 --> 00:07:57.000]  就是以色列在圍爐之地被人壓制的聲音呼號
[00:07:57.000 --> 00:07:59.000]  去到神的面前
[00:07:59.000 --> 00:08:03.000]  所以這個是很大的呼號
[00:08:03.000 --> 00:08:06.000]  還有就是百姓和妻子
[00:08:06.000 --> 00:08:09.000]  通常都是男的出來說話
[00:08:09.000 --> 00:08:11.000]  但這裏連妻子都說了
[00:08:11.000 --> 00:08:14.000]  即是說妻子連家裏都很有問題
[00:08:14.000 --> 00:08:17.000]  都需要出來發表一下怨聲
[00:08:17.000 --> 00:08:20.000]  這是一個很大的艱難
[00:08:20.000 --> 00:08:24.000]  埋怨那些猶太人稱他們為弟兄
[00:08:24.000 --> 00:08:29.000]  這樣說我們會看到這裏有些諷刺
[00:08:29.000 --> 00:08:32.000]  壓迫他們的是自己的弟兄
[00:08:32.000 --> 00:08:36.000]  所以弟兄這個字在這段經文出現過很多次
[00:08:36.000 --> 00:08:38.000]  他們是他們的弟兄
[00:08:38.000 --> 00:08:43.000]  但他們竟然成為了壓制他們的人物
[00:08:43.000 --> 00:08:47.000]  或者我們看看主要是三個的埋怨
[00:08:47.000 --> 00:08:50.000]  或者我們看第二節第一個的埋怨
[00:08:50.000 --> 00:08:53.000]  他有些說我們和兒女人口眾多
[00:08:53.000 --> 00:08:58.000]  必須得良吃食才能活下去
[00:08:58.000 --> 00:09:01.000]  簡單來說就是入不敷支
[00:09:01.000 --> 00:09:03.000]  即是賺到都不夠吃
[00:09:03.000 --> 00:09:07.000]  還有家裏很多的要養活
[00:09:07.000 --> 00:09:11.000]  可能那時候也應該有這個饑荒
[00:09:11.000 --> 00:09:16.000]  因為在第三節裏他說財得良食充饑
[00:09:16.000 --> 00:09:21.000]  那時候應該是有一個饑荒等等這些事情
[00:09:21.000 --> 00:09:27.000]  以致他們平時沒有工作已經很困難
[00:09:27.000 --> 00:09:32.000]  現在連一般的收成農作物都沒有的時候
[00:09:32.000 --> 00:09:34.000]  就更加良食短缺
[00:09:34.000 --> 00:09:38.000]  你想想良食短缺那些物價一定會怎樣
[00:09:38.000 --> 00:09:39.000]  一定會很高
[00:09:39.000 --> 00:09:42.000]  還有當時他們四面為敵
[00:09:42.000 --> 00:09:45.000]  資源很多很有限
[00:09:45.000 --> 00:09:49.000]  所以他們活在一個好像被包圍了的小社群
[00:09:49.000 --> 00:09:52.000]  所以生活很自然很艱難
[00:09:52.000 --> 00:09:54.000]  這裡說到吃都吃不到
[00:09:54.000 --> 00:09:55.000]  我們要吃
[00:09:55.000 --> 00:09:57.000]  如果沒有人去幫他們
[00:09:57.000 --> 00:09:59.000]  基本上就沒得吃
[00:09:59.000 --> 00:10:01.000]  其實在香港的社會
[00:10:01.000 --> 00:10:03.000]  我們都會看到不少的人
[00:10:03.000 --> 00:10:07.000]  可能都活在這些危機抵禍當中
[00:10:07.000 --> 00:10:11.000]  可能我們未必經常察覺到
[00:10:11.000 --> 00:10:16.000]  有位姐妹提到她艱難的時候
[00:10:16.000 --> 00:10:20.000]  真的只能夠去外面買一些飯
[00:10:20.000 --> 00:10:22.000]  菜就全給兒子
[00:10:22.000 --> 00:10:25.000]  兒子不知道原來她只吃白飯
[00:10:25.000 --> 00:10:27.000]  那個白飯也不是只吃一餐
[00:10:27.000 --> 00:10:28.000]  是吃幾餐
[00:10:28.000 --> 00:10:30.000]  這樣去過生活
[00:10:30.000 --> 00:10:37.000]  其實很多時候現實是很逼人
[00:10:37.000 --> 00:10:39.000]  第二個就是第三節的講話
[00:10:39.000 --> 00:10:42.000]  他說這些人應該有些物業
[00:10:42.000 --> 00:10:43.000]  第一類那些
[00:10:43.000 --> 00:10:44.000]  第一個愛星那些
[00:10:44.000 --> 00:10:46.000]  就應該沒有物業
[00:10:46.000 --> 00:10:49.000]  而這裡就有些田地
[00:10:49.000 --> 00:10:51.000]  有葡萄園等等這些
[00:10:51.000 --> 00:10:53.000]  但是問題就是說
[00:10:53.000 --> 00:10:55.000]  當這些失收的時候
[00:10:55.000 --> 00:10:57.000]  他們也買不到糧食
[00:10:57.000 --> 00:11:00.000]  以至他們怎樣去換糧食呢
[00:11:00.000 --> 00:11:02.000]  就唯有用他們的老本
[00:11:02.000 --> 00:11:05.000]  這些所有擁有的田產
[00:11:05.000 --> 00:11:07.000]  這些東西去賣出去
[00:11:07.000 --> 00:11:09.000]  暫時充飢
[00:11:09.000 --> 00:11:11.000]  但是問題就是說
[00:11:11.000 --> 00:11:13.000]  當繼續沒有收成的時候
[00:11:13.000 --> 00:11:14.000]  他們怎樣呢
[00:11:14.000 --> 00:11:17.000]  因為這些田地被人抵押了
[00:11:17.000 --> 00:11:19.000]  日後如果沒得還錢
[00:11:19.000 --> 00:11:21.000]  就成為了那些地主
[00:11:21.000 --> 00:11:23.000]  人家拿了去
[00:11:23.000 --> 00:11:25.000]  所以如果連老本都沒了
[00:11:25.000 --> 00:11:30.000]  其實前途根本就非常之坎裕
[00:11:30.000 --> 00:11:32.000]  沒什麼出路
[00:11:32.000 --> 00:11:34.000]  但是我們再看看第三種
[00:11:34.000 --> 00:11:37.000]  這種重險進第四節的講話
[00:11:37.000 --> 00:11:42.000]  我們借了錢付田地
[00:11:42.000 --> 00:11:45.000]  和葡萄園的稅給王
[00:11:45.000 --> 00:11:48.000]  這裡原來不單止是
[00:11:48.000 --> 00:11:51.000]  有些田地沒得收成
[00:11:51.000 --> 00:11:56.000]  他可能已經押了給一些有錢人
[00:11:56.000 --> 00:12:00.000]  加上負擔陸續有來
[00:12:00.000 --> 00:12:02.000]  就是稅收
[00:12:02.000 --> 00:12:08.000]  這個稅收是來自波斯王的政府
[00:12:08.000 --> 00:12:11.000]  我們有些文獻知道
[00:12:11.000 --> 00:12:15.000]  波斯國家收的稅是很重的
[00:12:15.000 --> 00:12:19.000]  譬如亞歷山大大帝征服了波斯
[00:12:19.000 --> 00:12:20.000]  滅了他們之後
[00:12:20.000 --> 00:12:22.000]  就去到這個書山
[00:12:22.000 --> 00:12:24.000]  其中一個波斯的城
[00:12:24.000 --> 00:12:27.000]  看看原來很多錢在裡面
[00:12:27.000 --> 00:12:30.000]  他當然掛了很多文資文稿
[00:12:30.000 --> 00:12:32.000]  有270噸的金
[00:12:32.000 --> 00:12:35.000]  有1200噸的銀
[00:12:35.000 --> 00:12:37.000]  你想一下這麼厲害
[00:12:37.000 --> 00:12:39.000]  可以儲到這麼多錢
[00:12:39.000 --> 00:12:41.000]  可以說和這裡非常吻合
[00:12:41.000 --> 00:12:44.000]  他們是納重稅
[00:12:44.000 --> 00:12:46.000]  納了重稅
