
[00:00:00.000 --> 00:00:02.000]  感謝神
[00:00:02.000 --> 00:00:04.000]  這個聖胞我們聚集在一起
[00:00:04.000 --> 00:00:06.000]  弟兄姊妹平安
[00:00:06.000 --> 00:00:10.000]  我們過去一路藉著創世紀
[00:00:10.000 --> 00:00:12.000]  裡面的人物
[00:00:12.000 --> 00:00:14.000]  特別是過去有三個
[00:00:14.000 --> 00:00:16.000]  亞伯拉罕、以薩還有雅各
[00:00:16.000 --> 00:00:20.000]  我們花了很多的時間在雅各的身上
[00:00:20.000 --> 00:00:22.000]  當然不是說亞伯拉罕不重要
[00:00:22.000 --> 00:00:24.000]  亞伯拉罕是信心之父
[00:00:24.000 --> 00:00:26.000]  也不是說以薩不重要
[00:00:26.000 --> 00:00:28.000]  以薩是一個非常順服的人
[00:00:28.000 --> 00:00:30.000]  他就是知道怎麼樣去領受
[00:00:30.000 --> 00:00:32.000]  但是雅各呢
[00:00:32.000 --> 00:00:34.000]  是一個比較活潑的人
[00:00:34.000 --> 00:00:36.000]  那麼他比較
[00:00:36.000 --> 00:00:38.000]  有多一點的idea
[00:00:38.000 --> 00:00:40.000]  那他也有他自己的想法
[00:00:40.000 --> 00:00:42.000]  他也有他自己的觀念
[00:00:42.000 --> 00:00:44.000]  但是呢
[00:00:44.000 --> 00:00:46.000]  神呢
[00:00:46.000 --> 00:00:48.000]  就在慢慢慢慢地叫他
[00:00:48.000 --> 00:00:50.000]  那我們的題目就叫做
[00:00:50.000 --> 00:00:52.000]  與神同行
[00:00:52.000 --> 00:00:54.000]  藉著他們三個人物
[00:00:54.000 --> 00:00:56.000]  我們從現在的眼光回過頭去看
[00:00:56.000 --> 00:00:58.000]  或者是說從新約聖經
[00:00:58.000 --> 00:01:00.000]  從整本聖經
[00:01:00.000 --> 00:01:02.000]  神的原則來看他們
[00:01:02.000 --> 00:01:04.000]  我們能夠看得出來
[00:01:04.000 --> 00:01:06.000]  或許我們能夠了解
[00:01:06.000 --> 00:01:08.000]  什麼叫做與神同行
[00:01:08.000 --> 00:01:10.000]  那我自己在
[00:01:10.000 --> 00:01:12.000]  看這些東西的時候
[00:01:12.000 --> 00:01:14.000]  在準備的時候
[00:01:14.000 --> 00:01:16.000]  我就覺得也許我的題目應該改成
[00:01:16.000 --> 00:01:18.000]  神與我們同行
[00:01:18.000 --> 00:01:20.000]  真的是他與我們同行
[00:01:20.000 --> 00:01:22.000]  不是我們與他同行
[00:01:22.000 --> 00:01:24.000]  因為我們很多時候
[00:01:24.000 --> 00:01:26.000]  我們走我們自己的路子
[00:01:26.000 --> 00:01:28.000]  我們也不理會
[00:01:28.000 --> 00:01:30.000]  也不在乎他講什麼
[00:01:30.000 --> 00:01:32.000]  這就是我們人的光景
[00:01:32.000 --> 00:01:34.000]  不過呢
[00:01:34.000 --> 00:01:36.000]  我們從雅各的一生
[00:01:36.000 --> 00:01:38.000]  一開始我們就看見神呢
[00:01:38.000 --> 00:01:40.000]  他曾經呢
[00:01:40.000 --> 00:01:42.000]  用欺騙還有詭詐的手段
[00:01:42.000 --> 00:01:44.000]  得到他自己想要得的東西
[00:01:44.000 --> 00:01:46.000]  但是他經過了伯特利之後
