
[00:00:00.000 --> 00:00:03.360]  今天想跟大家分享一個訊息
[00:00:03.360 --> 00:00:05.800]  就是叫做信心之藥
[00:00:05.800 --> 00:00:08.880]  或者叫做跳躍的藥
[00:00:08.880 --> 00:00:11.720]  英文是叫做Leap of Faith
[00:00:11.720 --> 00:00:15.600]  當你想起Leap of Faith在英文的時候
[00:00:15.600 --> 00:00:17.800]  起碼在我的心目中
[00:00:17.800 --> 00:00:22.400]  是要做一些動作是有一些危險性
[00:00:22.400 --> 00:00:30.000]  一些好像是要冒險去做一些事
[00:00:30.000 --> 00:00:32.760]  我不知道大家有沒有留意
[00:00:32.760 --> 00:00:35.520]  如果你開車你應該都會留意到
[00:00:35.520 --> 00:00:40.840]  當你在車上出過Freeway的時候
[00:00:40.840 --> 00:00:43.520]  你在排隊的時候
[00:00:43.520 --> 00:00:45.320]  有很多人就不排隊的
[00:00:45.320 --> 00:00:47.960]  去到前面然後才cut進來
[00:00:47.960 --> 00:00:50.720]  可能他們對這個信心
[00:00:50.720 --> 00:00:55.520]  他的信心在他自己駕車的技術上面
[00:00:55.520 --> 00:00:59.480]  或者他駕車那部跑車很厲害
[00:00:59.480 --> 00:01:02.240]  他們就有一個Leap of Faith
[00:01:02.240 --> 00:01:04.000]  就cut進來
[00:01:04.000 --> 00:01:05.840]  甚至乎有些人是
[00:01:05.840 --> 00:01:07.320]  他過了已經
[00:01:07.320 --> 00:01:08.520]  哎呀呀要出了
[00:01:08.520 --> 00:01:10.720]  然後接著就cut進來
[00:01:10.720 --> 00:01:13.480]  這些就是一些冒險
[00:01:13.480 --> 00:01:14.880]  一些Leap of Faith
[00:01:14.880 --> 00:01:16.480]  你有一些信心
[00:01:16.480 --> 00:01:21.880]  在一些事情裡面你就去做一些事情
[00:01:21.880 --> 00:01:24.240]  因為你有信心
[00:01:24.240 --> 00:01:27.960]  我媽媽她去世之前
[00:01:27.960 --> 00:01:33.320]  我四個就跟她一直拍片
[00:01:33.320 --> 00:01:36.240]  我們知道她都很老了
[00:01:36.240 --> 00:01:39.800]  我們跟她拍片去訪問她
[00:01:39.800 --> 00:01:41.480]  她就說
[00:01:41.480 --> 00:01:44.320]  她說她當時在澳門的時候我們很窮
[00:01:44.320 --> 00:01:46.520]  也不是說窮到很窮
[00:01:46.520 --> 00:01:48.160]  因為我們有房子
[00:01:48.160 --> 00:01:50.920]  因為我舅父跟我阿公
[00:01:50.920 --> 00:01:56.880]  就會幫忙去買了一間房子在澳門
[00:01:56.880 --> 00:02:01.520]  我阿公就在夏威夷住的
[00:02:01.520 --> 00:02:03.240]  他們回來的時候
[00:02:03.240 --> 00:02:05.800]  我媽媽就有一個信念
[00:02:05.800 --> 00:02:07.640]  她有一個信念就是說
[00:02:07.640 --> 00:02:11.080]  美國比澳門好
[00:02:11.080 --> 00:02:13.000]  她就求我阿公
[00:02:13.000 --> 00:02:17.520]  你可不可以申請我們去美國
[00:02:17.520 --> 00:02:20.200]  我阿公就跟她說
[00:02:20.200 --> 00:02:21.960]  美國有什麼好
[00:02:21.960 --> 00:02:23.800]  你去到又不會說
[00:02:23.800 --> 00:02:25.680]  英文又不會
[00:02:25.680 --> 00:02:30.280]  那些地方不適合你做事的
[00:02:30.280 --> 00:02:33.040]  後來我媽媽又求
[00:02:33.040 --> 00:02:34.560]  因為她有這個信念
[00:02:34.560 --> 00:02:37.800]  媽媽又求舅父申請我們
[00:02:37.800 --> 00:02:42.280]  後來我們舅父就帶我們來美國申請了
[00:02:42.280 --> 00:02:46.040]  這個信念是冒險的
[00:02:46.040 --> 00:02:46.760]  她不知道
[00:02:46.760 --> 00:02:47.920]  是不是真的不懂英文
[00:02:47.920 --> 00:02:50.120]  是不是來到一個陌生的地方
[00:02:50.120 --> 00:02:54.160]  澳門街你自己睜開雙眼
[00:02:54.160 --> 00:02:56.240]  走到哪裡都懂得去哪裡
[00:02:56.240 --> 00:02:57.400]  是不是這麼小
[00:02:57.400 --> 00:02:59.200]  但是她來到這裡
[00:02:59.200 --> 00:03:00.920]  她沒有後悔
[00:03:00.920 --> 00:03:02.000]  是真的很辛苦
[00:03:02.000 --> 00:03:03.120]  她做三份工作
[00:03:03.120 --> 00:03:04.520]  真的很辛苦
[00:03:04.520 --> 00:03:05.800]  她沒有後悔
[00:03:05.800 --> 00:03:09.960]  因為原來她那個信心在美國
[00:03:09.960 --> 00:03:11.280]  是給了我們
[00:03:11.280 --> 00:03:13.200]  就是兒子的
[00:03:13.200 --> 00:03:18.160]  她早上四點鐘出去就打麵
[00:03:18.160 --> 00:03:19.440]  你現在吃的那些麵
[00:03:19.440 --> 00:03:21.160]  她做的麵廠打麵
[00:03:21.160 --> 00:03:23.880]  手指尾都切了出來
[00:03:23.880 --> 00:03:26.360]  但是她都沒有怨我
[00:03:26.360 --> 00:03:29.080]  就是一直都有這個信念
[00:03:29.080 --> 00:03:31.720]  這裡是我們這個家庭
[00:03:31.720 --> 00:03:34.160]  在這裡是最好的
[00:03:34.160 --> 00:03:36.360]  但是當然了
[00:03:36.360 --> 00:03:41.480]  事情對她未必真的這麼好
[00:03:41.480 --> 00:03:42.920]  不過她晚年的時候
[00:03:42.920 --> 00:03:45.320]  她也有一個休息
[00:03:45.320 --> 00:03:46.520]  我們也看到她
[00:03:46.520 --> 00:03:49.840]  因為兒子可以支持她
[00:03:49.840 --> 00:03:51.120]  尤其是我三哥
[00:03:51.120 --> 00:03:52.760]  我很感謝我三哥
[00:03:52.760 --> 00:03:56.120]  因為我媽媽退休的時候
[00:03:56.120 --> 00:03:58.880]  我三哥就一直去照顧她
[00:03:58.880 --> 00:04:00.720]  跟她一起住
[00:04:00.720 --> 00:04:02.720]  今天我們就想看看
[00:04:02.720 --> 00:04:07.760]  這個在神裡面的信心
[00:04:07.760 --> 00:04:09.440]  我們應該是怎麼去處理
[00:04:09.440 --> 00:04:12.040]  我們在神裡面的信心
[00:04:12.040 --> 00:04:14.200]  我們一起低頭做個祈禱
[00:04:14.200 --> 00:04:15.640]  全民神父我們感謝你
[00:04:15.640 --> 00:04:20.200]  感謝你給我們有主耶穌基督
[00:04:20.200 --> 00:04:22.400]  在我們的世上
[00:04:22.400 --> 00:04:23.880]  在你的記載裡面
[00:04:23.880 --> 00:04:27.440]  去為我們在十字架上犧牲
[00:04:27.440 --> 00:04:35.200]  以致我們在一個沒有希望的生命裡面
[00:04:35.200 --> 00:04:38.200]  突然間有一個很大的希望
[00:04:38.200 --> 00:04:41.520]  以致我們可以靠著主耶穌基督
[00:04:41.520 --> 00:04:44.360]  我們可以得到生命
