
[00:00:00.000 --> 00:00:02.320]  今天和大家分享一下講題
[00:00:02.320 --> 00:00:07.940]  我想 怎麼說呢
[00:00:07.940 --> 00:00:12.200]  讓我想起幾十年前結婚
[00:00:12.200 --> 00:00:14.880]  我不知道你們有沒有想過這些事情
[00:00:14.880 --> 00:00:17.680]  就是你結婚之後 過去那十幾二十年
[00:00:17.680 --> 00:00:20.680]  三十年 你有沒有想起你當時結婚的事情
[00:00:20.680 --> 00:00:25.540]  共同的使命及婚姻
[00:00:27.100 --> 00:00:30.260]  我回想起來 咦 不是的 我結婚的時候
[00:00:30.260 --> 00:00:33.500]  沒有想過共同的使命 我不知道你們有沒有想過
[00:00:33.500 --> 00:00:36.880]  結婚的時候想什麼呢
[00:00:36.880 --> 00:00:40.700]  第一 有沒有錢
[00:00:40.700 --> 00:00:43.800]  我們那時候沒有錢也結不了婚
[00:00:43.800 --> 00:00:45.800]  因為要擺酒的 對不對
[00:00:45.800 --> 00:00:52.560]  除了想錢 還想有沒有地方
[00:00:52.560 --> 00:00:54.560]  你不要以為有錢有地方
[00:00:54.560 --> 00:00:58.100]  我女兒找了一年也找不到地方結婚
[00:00:58.100 --> 00:01:00.940]  他們要找一些特別好的地方
[00:01:00.940 --> 00:01:02.940]  要到處去找
[00:01:02.940 --> 00:01:06.340]  那時候我們找的不是那麼浪漫
[00:01:06.340 --> 00:01:08.340]  我們是找酒樓
[00:01:08.340 --> 00:01:11.160]  你擺在哪裏 酒樓還行嗎
[00:01:11.160 --> 00:01:14.160]  你又要想什麼呢
[00:01:14.160 --> 00:01:17.140]  想請誰
[00:01:17.140 --> 00:01:19.140]  請酒樓那個就糟糕了
[00:01:19.140 --> 00:01:22.060]  請得多你就要負擔一下
[00:01:22.060 --> 00:01:24.060]  你會想很多這些事情
[00:01:25.560 --> 00:01:28.980]  但是沒有想過共同的使命 婚姻
[00:01:28.980 --> 00:01:32.940]  在這個講題
[00:01:32.940 --> 00:01:36.020]  婚姻有什麼共同的使命呢
[00:01:36.020 --> 00:01:39.380]  有兩段經文
[00:01:39.380 --> 00:01:41.380]  一段是在二弗所書
[00:01:41.380 --> 00:01:43.380]  五章二十一節至二十三節
[00:01:43.380 --> 00:01:45.380]  看過的 幾個月前我和你們分享過
[00:01:45.380 --> 00:01:49.140]  第二個傳道書 四章九節至十二節
[00:01:49.140 --> 00:01:52.000]  也都在以前和你們分享過的
[00:01:52.000 --> 00:01:54.000]  三個月前
[00:01:54.000 --> 00:01:56.660]  這次我們再看這兩段經文
[00:01:56.660 --> 00:01:59.240]  然後藉著這兩段經文
[00:01:59.240 --> 00:02:02.760]  對我們的婚姻有什麼提醒呢
[00:02:02.760 --> 00:02:05.140]  是不是我們有些東西真的看漏了呢
[00:02:05.140 --> 00:02:07.140]  因為那時候我們很簡單
[00:02:07.140 --> 00:02:10.720]  我和我師母拍拖那麼久了
[00:02:10.720 --> 00:02:14.340]  OK的 我們可以結婚了 有錢
[00:02:14.340 --> 00:02:16.340]  兩邊父母贊同
[00:02:16.340 --> 00:02:18.340]  找了酒樓 找了時間
[00:02:18.340 --> 00:02:20.340]  誰是什麼時候 請什麼人 搞定了
[00:02:20.340 --> 00:02:22.340]  那就結婚了
[00:02:22.340 --> 00:02:24.340]  共同的使命
[00:02:24.340 --> 00:02:26.340]  當時完全沒有討論過
[00:02:26.340 --> 00:02:28.340]  也都沒有想過
[00:02:28.340 --> 00:02:30.340]  在這個題目的時候
[00:02:30.340 --> 00:02:32.340]  我就在想
[00:02:32.340 --> 00:02:34.340]  有什麼共同的使命呢
[00:02:34.340 --> 00:02:36.340]  我們藉著這兩段經文
[00:02:36.340 --> 00:02:38.340]  我們去深入的去看一看
[00:02:38.340 --> 00:02:40.340]  我們先祈禱
[00:02:40.340 --> 00:02:42.340]  天父都是多謝你的
[00:02:42.340 --> 00:02:44.340]  你將你的話語留給我們
[00:02:44.340 --> 00:02:46.340]  讓我們藉著你的話語
[00:02:46.340 --> 00:02:48.340]  再一次的去反思我們的生命
[00:02:48.340 --> 00:02:50.340]  再一次反思你的話語
[00:02:50.340 --> 00:02:52.340]  給我們的提醒
[00:02:52.340 --> 00:02:54.340]  叫我們的生命能夠在地上
[00:02:54.340 --> 00:02:57.340]  活出你叫我們所走的一切
[00:02:57.340 --> 00:03:00.340]  讓我們的生命能夠去榮耀你
[00:03:00.340 --> 00:03:02.340]  也都得忘你的喜悅
[00:03:02.340 --> 00:03:04.340]  禱告為交託 奉旨耶穌基督得請命求
[00:03:04.340 --> 00:03:06.340]  Amen
[00:03:06.340 --> 00:03:08.340]  好
[00:03:08.340 --> 00:03:10.340]  再次重溫
[00:03:10.340 --> 00:03:12.340]  我會讀出來
[00:03:12.340 --> 00:03:14.340]  那你們可能會質疑
[00:03:14.340 --> 00:03:16.340]  OK的 那我讀出來
[00:03:16.340 --> 00:03:20.340]  在二弗所書五章二十一至六十三
[00:03:20.340 --> 00:03:22.340]  至十一節經文裏面
[00:03:22.340 --> 00:03:24.340]  第一個要講到
[00:03:24.340 --> 00:03:26.340]  要全敬畏基督的心
[00:03:26.340 --> 00:03:28.340]  彼此馴服
[00:03:28.340 --> 00:03:30.340]  作妻子的
[00:03:30.340 --> 00:03:32.340]  你們要馴服自己的丈夫
[00:03:32.340 --> 00:03:34.340]  如同馴服主
[00:03:34.340 --> 00:03:36.340]  因為丈夫是妻子的頭
[00:03:36.340 --> 00:03:38.340]  如同基督是教會的頭
[00:03:38.340 --> 00:03:40.340]  他又是這身體的救主
[00:03:40.340 --> 00:03:42.340]  教會怎樣馴服基督
[00:03:42.340 --> 00:03:44.340]  妻子也要怎樣凡事馴服丈夫
[00:03:44.340 --> 00:03:46.340]  丈夫的你們要愛自己的妻子
[00:03:46.340 --> 00:03:48.340]  正如基督愛教會
[00:03:48.340 --> 00:03:50.340]  為教會捨己
[00:03:50.340 --> 00:03:52.340]  以水浴著渡把教會洗淨
[00:03:52.340 --> 00:03:54.340]  使他成為聖潔
[00:03:54.340 --> 00:03:56.340]  好獻給自己
[00:03:56.340 --> 00:03:58.340]  作榮耀的教會毫無煎污
[00:03:58.340 --> 00:04:00.340]  就民等類的缺憾
[00:04:00.340 --> 00:04:02.340]  而是聖潔沒有瑕疵的
[00:04:02.340 --> 00:04:04.340]  丈夫也應當
[00:04:04.340 --> 00:04:06.340]  這裏幾節
[00:04:06.340 --> 00:04:10.340]  丈夫也應當照樣愛妻子
[00:04:10.340 --> 00:04:12.340]  如同愛自己的身體
[00:04:12.340 --> 00:04:14.340]  愛妻子就是愛自己了
[00:04:14.340 --> 00:04:16.340]  從來沒有人
[00:04:16.340 --> 00:04:18.340]  恨惡自己的身體
[00:04:18.340 --> 00:04:20.340]  總是保養外色
[00:04:20.340 --> 00:04:22.340]  正像基督待教會一樣
[00:04:22.340 --> 00:04:24.340]  因我們是他身體的肢體
[00:04:24.340 --> 00:04:26.340]  為這個緣故
[00:04:26.340 --> 00:04:28.340]  人要離開父母
[00:04:28.340 --> 00:04:30.340]  與妻子結合
[00:04:30.340 --> 00:04:32.340]  二人成為一體
[00:04:32.340 --> 00:04:34.340]  這是極大的奧秘
[00:04:34.340 --> 00:04:36.340]  而我是指基督和教會說的
[00:04:36.340 --> 00:04:38.340]  然而你們每個人
[00:04:38.340 --> 00:04:40.340]  都要愛妻子
[00:04:40.340 --> 00:04:42.340]  尊重她的丈夫
[00:04:42.340 --> 00:04:46.340]  考你們的記憶力
[00:04:46.340 --> 00:04:48.340]  三個月前
[00:04:48.340 --> 00:04:50.340]  我講這段經文時
[00:04:50.340 --> 00:04:52.340]  我提及過
[00:04:52.340 --> 00:04:58.340]  我提及過在二十二節
[00:04:58.340 --> 00:05:00.340]  作妻子的
[00:05:00.340 --> 00:05:02.340]  你們要信服
[00:05:02.340 --> 00:05:04.340]  自己的丈夫
[00:05:04.340 --> 00:05:06.340]  原文是沒有「信服」這個字
[00:05:06.340 --> 00:05:08.340]  在二十一節
[00:05:08.340 --> 00:05:10.340]  它有這個字
[00:05:10.340 --> 00:05:12.340]  有「信服」這個字
[00:05:12.340 --> 00:05:14.340]  但二十二節是沒有的
