
[00:00:00.000 --> 00:00:02.000]  大英智媒,平安!
[00:00:30.000 --> 00:00:43.000]  主席
[00:01:00.000 --> 00:01:15.000]  主席
[00:01:30.000 --> 00:01:45.000]  主席
[00:01:45.000 --> 00:01:55.000]  主席
[00:01:55.000 --> 00:02:15.000]  主席
[00:02:15.000 --> 00:02:40.000]  主席
[00:02:40.000 --> 00:02:54.000]  主席
[00:02:54.000 --> 00:03:22.000]  主席
[00:03:22.000 --> 00:03:37.000]  主席
[00:03:37.000 --> 00:03:49.000]  主席
[00:03:49.000 --> 00:04:04.000]  主席
[00:04:04.000 --> 00:04:19.000]  主席
[00:04:19.000 --> 00:04:34.000]  主席
[00:04:34.000 --> 00:04:49.000]  主席
[00:04:49.000 --> 00:05:04.000]  主席
[00:05:04.000 --> 00:05:17.000]  主席
[00:05:17.000 --> 00:05:30.000]  主席
[00:05:30.000 --> 00:05:48.000]  主席
[00:05:48.000 --> 00:06:03.000]  主席
[00:06:03.000 --> 00:06:18.000]  主席
[00:06:18.000 --> 00:06:26.000]  主席
[00:06:26.000 --> 00:06:36.000]  主席
[00:06:36.000 --> 00:06:46.000]  主席
[00:06:46.000 --> 00:06:56.000]  主席
[00:06:56.000 --> 00:07:06.000]  主席
[00:07:06.000 --> 00:07:16.000]  主席
[00:07:16.000 --> 00:07:41.000]  主席
[00:07:41.000 --> 00:07:56.000]  主席
[00:07:56.000 --> 00:08:08.000]  主席
[00:08:08.000 --> 00:08:23.000]  主席
[00:08:23.000 --> 00:08:38.000]  主席
[00:08:38.000 --> 00:08:53.000]  主席
[00:08:53.000 --> 00:09:08.000]  主席
[00:09:08.000 --> 00:09:23.000]  主席
[00:09:23.000 --> 00:09:38.000]  主席
[00:09:38.000 --> 00:09:58.000]  主席
[00:09:58.000 --> 00:10:13.000]  主席
[00:10:13.000 --> 00:10:28.000]  主席
[00:10:28.000 --> 00:10:40.000]  主席
[00:10:40.000 --> 00:10:54.000]  主席
[00:10:54.000 --> 00:11:21.000]  主席
[00:11:21.000 --> 00:11:41.000]  主席
[00:11:41.000 --> 00:11:51.000]  主席
[00:11:51.000 --> 00:12:01.000]  主席
[00:12:01.000 --> 00:12:11.000]  主席
[00:12:11.000 --> 00:12:21.000]  主席
[00:12:21.000 --> 00:12:31.000]  主席
[00:12:31.000 --> 00:12:41.000]  主席
[00:12:41.000 --> 00:12:51.000]  主席
[00:12:51.000 --> 00:13:01.000]  主席
[00:13:01.000 --> 00:13:11.000]  主席
[00:13:11.000 --> 00:13:21.000]  主席
[00:13:21.000 --> 00:13:31.000]  主席
[00:13:31.000 --> 00:13:41.000]  主席
[00:13:41.000 --> 00:13:51.000]  主席
[00:13:51.000 --> 00:14:01.000]  主席
[00:14:01.000 --> 00:14:11.000]  主席
[00:14:11.000 --> 00:14:21.000]  主席
[00:14:21.000 --> 00:14:31.000]  主席
[00:14:31.000 --> 00:14:41.000]  主席
[00:14:41.000 --> 00:14:51.000]  主席
[00:14:51.000 --> 00:15:15.000]  主席
[00:15:15.000 --> 00:15:25.000]  主席
[00:15:25.000 --> 00:15:35.000]  主席
[00:15:35.000 --> 00:15:45.000]  主席
[00:15:45.000 --> 00:15:55.000]  主席
[00:15:55.000 --> 00:16:05.000]  主席
[00:16:05.000 --> 00:16:15.000]  主席
[00:16:15.000 --> 00:16:25.000]  主席
[00:16:25.000 --> 00:16:35.000]  主席
[00:16:35.000 --> 00:16:45.000]  主席
[00:16:45.000 --> 00:16:55.000]  主席
[00:16:55.000 --> 00:17:05.000]  主席
[00:17:05.000 --> 00:17:15.000]  主席
[00:17:15.000 --> 00:17:25.000]  主席
[00:17:25.000 --> 00:17:35.000]  主席
[00:17:35.000 --> 00:17:45.000]  主席
[00:17:45.000 --> 00:17:55.000]  主席
[00:17:55.000 --> 00:18:05.000]  主席
[00:18:05.000 --> 00:18:15.000]  主席
[00:18:15.000 --> 00:18:25.000]  主席
[00:18:25.000 --> 00:18:35.000]  主席
[00:18:35.000 --> 00:18:45.000]  主席
[00:18:45.000 --> 00:18:55.000]  主席
[00:18:55.000 --> 00:19:05.000]  主席
[00:19:05.000 --> 00:19:15.000]  主席
[00:19:15.000 --> 00:19:25.000]  主席
[00:19:25.000 --> 00:19:35.000]  主席
