
[00:00:00.000 --> 00:00:03.000]  丁美,今天是復活節。
[00:00:03.000 --> 00:00:11.000]  首先在這裏要恭賀大家復活節非常非常非常快樂。
[00:00:11.000 --> 00:00:16.000]  也向你旁邊的人說復活節快樂,跟他說。
[00:00:16.000 --> 00:00:25.000]  你知道在整個信仰當中,復活節是一個最應當我們歡喜快樂的日子。
[00:00:25.000 --> 00:00:35.000]  因爲祖的復活是我們整個信仰當中不可少的一個資助。
[00:00:35.000 --> 00:00:47.000]  祖的復活是我們信仰的核心,也是我們基督徒得勝生活的關鍵。
[00:00:47.000 --> 00:00:55.000]  今天我看到很多的基督徒在生活當中軟弱無力。
[00:00:55.000 --> 00:01:03.000]  很多時候就是因爲不明白祖復活所帶來的恩典跟使命。
[00:01:03.000 --> 00:01:11.000]  我們常常把復活的這個真理當作頭腦上的知識。
[00:01:11.000 --> 00:01:19.000]  大家聽聽說說就好,好像跟我們沒有什麼直接的關係。
[00:01:19.000 --> 00:01:25.000]  有一次有位姐妹在復活節的主日獻詩。
[00:01:25.000 --> 00:01:30.000]  她唱着,他活着,他活着。
[00:01:30.000 --> 00:01:34.000]  耶穌基督今天仍然活着。
[00:01:34.000 --> 00:01:36.000]  他伴我走。
[00:01:36.000 --> 00:01:39.000]  他與我談。
[00:01:39.000 --> 00:01:42.000]  唱得非常的美麗。
[00:01:42.000 --> 00:01:47.000]  散會之後,有位老人家就把她拉到旁邊。
[00:01:47.000 --> 00:01:53.000]  就對她說,剛纔他對你說什麼?
[00:01:53.000 --> 00:01:57.000]  莫名其妙地說,你說什麼?
[00:01:57.000 --> 00:02:03.000]  剛纔他跟你說話的時候,還說些什麼?
[00:02:03.000 --> 00:02:05.000]  誰向我說話?
[00:02:05.000 --> 00:02:09.000]  耶穌啊,耶穌沒有向我說話。
[00:02:09.000 --> 00:02:11.000]  你剛纔不是唱的嗎?
[00:02:11.000 --> 00:02:15.000]  他與我談,他伴我走。
[00:02:15.000 --> 00:02:19.000]  哎呀,那是唱歌啦,唱歌啦。
[00:02:19.000 --> 00:02:23.000]  不要當真,那是唱唱而已。
[00:02:23.000 --> 00:02:28.000]  弟兄姐,多少時候我們不也是像這樣子嗎?
[00:02:28.000 --> 00:02:34.000]  多少時候我們對復活的真理也是聽聽說說。
[00:02:34.000 --> 00:02:37.000]  那是唱歌啦。
[00:02:37.000 --> 00:02:40.000]  那是聽道啦。
[00:02:40.000 --> 00:02:43.000]  不要那麼認真啦。
[00:02:43.000 --> 00:02:47.000]  多少時候我們不是信仰,是這樣一個光景。
[00:02:47.000 --> 00:02:52.000]  我們在理性上認同這個真理。
[00:02:52.000 --> 00:02:59.000]  可是我們很少在生活上真正經歷到主復活的大悲。
[00:02:59.000 --> 00:03:09.000]  但事實上主的復活是我們信仰的經歷裏面一個最重要的關鍵。
[00:03:09.000 --> 00:03:10.000]  爲什麼呢?
[00:03:10.000 --> 00:03:19.000]  因爲主的復活證明了祂勝過死亡跟罪惡的詮釋。
[00:03:19.000 --> 00:03:29.000]  主的復活證明了祂已經爲我們打開了一條又新又活的道路。
[00:03:29.000 --> 00:03:34.000]  今天我們可以不再活在恐懼跟憂慮當中。
[00:03:34.000 --> 00:03:41.000]  在基督裏面可以享受一個自由喜樂的生活。
[00:03:41.000 --> 00:03:50.000]  所以復活節是應當歡喜快樂的日子,也是我們可以大聲宣告得勝的日子。
[00:03:50.000 --> 00:04:01.000]  所以今天從四方面來分享我們在復活節應當有的宣告。
[00:04:01.000 --> 00:04:11.000]  第一個宣告,要宣告神的救贖恩典。我們需要宣告神的救贖恩典。
[00:04:11.000 --> 00:04:20.000]  因爲耶穌今天來到這個世界上,就將祂的百姓從罪惡裏面拯救出來。
[00:04:20.000 --> 00:04:22.000]  那怎麼拯救法?
[00:04:22.000 --> 00:04:27.000]  就是借祂的死跟復活。
[00:04:27.000 --> 00:04:34.000]  你知道在聖誕節的時候我們都很喜歡讀以色列書五十三章的經文。
[00:04:34.000 --> 00:04:46.000]  五十三章第五節講到因祂所受的刑罰我們得平安,因祂所受的鞭傷我們得醫治。
[00:04:46.000 --> 00:04:51.000]  第六節講到我們如羊走迷。
[00:04:51.000 --> 00:04:58.000]  各人偏行幾路,神使我們的罪歸在耶穌基督身上。
[00:04:58.000 --> 00:05:01.000]  很熟悉的經文。
[00:05:01.000 --> 00:05:06.000]  但很多時候我們讀這本經文好像就這樣讀過去。
[00:05:06.000 --> 00:05:12.000]  事實上這個經文告訴我們兩件很重要的真理。
[00:05:12.000 --> 00:05:17.000]  第一個,這個恩典是給我們的。
[00:05:17.000 --> 00:05:21.000]  第二個,這個恩典是給你的。
[00:05:21.000 --> 00:05:30.000]  因爲這幾節經文當中不斷地講到我們這兩個字。
[00:05:30.000 --> 00:05:32.000]  是我們的罪啊。
[00:05:32.000 --> 00:05:35.000]  我們如羊走迷啊。
[00:05:35.000 --> 00:05:38.000]  神使我們得平安。
[00:05:38.000 --> 00:05:41.000]  神使我們得醫治。
[00:05:41.000 --> 00:05:46.000]  換句話說主耶穌不是爲別人而死。
[00:05:46.000 --> 00:05:50.000]  耶穌是爲我們而死。
[00:05:50.000 --> 00:05:54.000]  耶穌所代替的不是別人的罪。
[00:05:54.000 --> 00:05:57.000]  耶穌所代替的是我們的罪。
[00:05:57.000 --> 00:06:02.000]  耶穌是爲了我們跪,剛好在十字架上。
[00:06:02.000 --> 00:06:04.000]  誰是我們啊?
[00:06:04.000 --> 00:06:06.000]  誰是我們啊?
[00:06:06.000 --> 00:06:08.000]  就是你跟我。
[00:06:08.000 --> 00:06:10.000]  就是你,跟他說。
[00:06:10.000 --> 00:06:12.000]  就是你。
[00:06:12.000 --> 00:06:15.000]  耶穌是爲你死在十字架上。
[00:06:15.000 --> 00:06:18.000]  耶穌揹負的是你的重擔。
[00:06:18.000 --> 00:06:28.000]  今天十字架不是一個古老的一個故事。
[00:06:28.000 --> 00:06:33.000]  十字架是今天的救恩。
[00:06:33.000 --> 00:06:38.000]  而這個恩典是爲我們預備的。
[00:06:38.000 --> 00:06:41.000]  第二個很重要的事情,
[00:06:41.000 --> 00:06:45.000]  這個恩典已經完成了。
[00:06:45.000 --> 00:06:54.000]  你知道以色列小說53章的經文是在主耶穌之前五六百年前所寫的。
[00:06:54.000 --> 00:06:58.000]  在那時候救恩還沒有完成。
[00:06:58.000 --> 00:07:02.000]  但今天我們讀這段經文的時候,
[00:07:02.000 --> 00:07:06.000]  耶穌基督的救恩已經應驗了。
[00:07:06.000 --> 00:07:12.000]  耶穌基督已經爲我們揹負了一切的重擔。
[00:07:12.000 --> 00:07:17.000]  耶穌已經承受一切罪惡的代價。
[00:07:17.000 --> 00:07:21.000]  耶穌基督已經爲我們死了。
[00:07:21.000 --> 00:07:24.000]  耶穌已經從死裏復活了。
[00:07:24.000 --> 00:07:31.000]  他的復活證明了他能夠戰勝一切死亡罪惡的權兵。
[00:07:31.000 --> 00:07:36.000]  他的復活證明了他能夠戰勝一切死亡罪惡的權兵。
[00:07:36.000 --> 00:07:40.000]  所以其實我們今天讀這段經文的時候,
[00:07:40.000 --> 00:07:42.000]  我們應該這樣讀的。
[00:07:42.000 --> 00:07:47.000]  因他所受的刑罰,我們得平安了。
[00:07:47.000 --> 00:07:53.000]  因爲他所受的鞭傷,我們得醫治了。
[00:07:53.000 --> 00:08:04.000]  在基督裏面,我們可以領受赦罪跟醫治的恩典。
[00:08:04.000 --> 00:08:13.000]  無論在我們的生命當中過去有多少的罪惡跟虧欠,
[00:08:13.000 --> 00:08:20.000]  無論在我們的心靈當中有多少的破碎跟創傷,
[00:08:20.000 --> 00:08:23.000]  跟着後書第五章十七節告訴我們說,
[00:08:23.000 --> 00:08:32.000]  若有人在基督裏,他就是新造的人。
[00:08:32.000 --> 00:08:36.000]  舊事已過,一切都變成新。
[00:08:36.000 --> 00:08:46.000]  你要知道這個經文不是隻是單單指到你過去得救的那個時刻。
[00:08:46.000 --> 00:08:49.000]  這個經文是講到每天的。
[00:08:49.000 --> 00:08:57.000]  不是過去那一剎那你成爲一個新造的人。
[00:08:57.000 --> 00:09:00.000]  是今天!是每一天!
[00:09:00.000 --> 00:09:06.000]  你只要選擇在耶穌基督裏面,選擇相信神的話,
[00:09:06.000 --> 00:09:10.000]  你今天就能夠成爲新造的人。
[00:09:10.000 --> 00:09:17.000]  你在今天就能夠得享神救贖的恩典。
[00:09:17.000 --> 00:09:21.000]  一切的舊事可以過去,
[00:09:21.000 --> 00:09:27.000]  一切都可以在基督裏面成爲新的。
