
[00:00:00.000 --> 00:00:02.000]  我們再一次祈禱
[00:00:02.000 --> 00:00:04.000]  天父我們恭敬的
[00:00:04.000 --> 00:00:06.000]  將這時候放在你的手中
[00:00:06.000 --> 00:00:11.000]  我們仰望聖靈在我們心裡工作
[00:00:11.000 --> 00:00:16.000]  讓我們的生命更蒙你的喜悅
[00:00:16.000 --> 00:00:19.000]  倚靠你的力量
[00:00:19.000 --> 00:00:22.000]  來成就你在我們生命當中的心意
[00:00:22.000 --> 00:00:25.000]  我們在這段時間裡
[00:00:25.000 --> 00:00:27.000]  祈求祢
[00:00:27.000 --> 00:00:29.000]  只有祢在我們當中得到榮耀
[00:00:29.000 --> 00:00:32.000]  祈禱交託奉主耶穌基督的名
[00:00:32.000 --> 00:00:37.000]  今天是社關主日
[00:00:37.000 --> 00:00:41.000]  基督徒關懷社會
[00:00:41.000 --> 00:00:45.000]  不只是有理想就行
[00:00:45.000 --> 00:00:50.000]  甚至不只是有激情就行
[00:00:50.000 --> 00:00:53.000]  基督徒關懷社會
[00:00:53.000 --> 00:00:56.000]  要有成效有成果
[00:00:56.000 --> 00:01:00.000]  要將理想落實
[00:01:00.000 --> 00:01:06.000]  要將激情變成果效
[00:01:06.000 --> 00:01:11.000]  這就是基督徒生命的質素
[00:01:11.000 --> 00:01:15.000]  今天我們一起來看尼西米記
[00:01:15.000 --> 00:01:17.000]  在舊約聖經裡
[00:01:17.000 --> 00:01:21.000]  因為尼西米就是一個
[00:01:21.000 --> 00:01:24.000]  在上帝眼中虔誠的人
[00:01:24.000 --> 00:01:26.000]  一個合神心意的人
[00:01:26.000 --> 00:01:29.000]  但又能夠承擔到
[00:01:29.000 --> 00:01:32.000]  他那個時代社會使命
[00:01:32.000 --> 00:01:37.000]  文化使命的一個人
[00:01:37.000 --> 00:01:42.000]  我們知道尼西米的背景
[00:01:42.000 --> 00:01:47.000]  他本來在波斯帝國做高官
[00:01:47.000 --> 00:01:52.000]  但就放下他的高薪厚職
[00:01:52.000 --> 00:01:55.000]  回去重建
[00:01:55.000 --> 00:01:59.000]  退換拜雅的耶路撒冷
[00:01:59.000 --> 00:02:02.000]  當時猶大人亡了國
[00:02:02.000 --> 00:02:06.000]  在國破家亡的時候
[00:02:06.000 --> 00:02:15.000]  尼西米跟一群有承擔的人一起
[00:02:15.000 --> 00:02:18.000]  去成就一個民族的復興
[00:02:18.000 --> 00:02:19.000]  社會的復興
[00:02:19.000 --> 00:02:23.000]  還有信仰的復興
[00:02:23.000 --> 00:02:29.000]  在尼西米第七章第九章第十三章
[00:02:29.000 --> 00:02:32.000]  你會看到社會的復興
[00:02:32.000 --> 00:02:35.000]  民族的復興
[00:02:35.000 --> 00:02:37.000]  當整個社群
[00:02:37.000 --> 00:02:40.000]  當整個社會情緒都很低落的時候
[00:02:40.000 --> 00:02:42.000]  很灰心的時候
[00:02:42.000 --> 00:02:46.000]  國破家亡的時候
[00:02:46.000 --> 00:02:54.000]  他能夠重新帶給社會凝聚力
[00:02:54.000 --> 00:02:57.000]  歸屬感
[00:02:57.000 --> 00:03:00.000]  尼西米在當時
[00:03:00.000 --> 00:03:03.000]  不單是成就社會的復興
[00:03:03.000 --> 00:03:07.000]  也成就了信仰的復興
[00:03:07.000 --> 00:03:11.000]  在尼西米第八章到第十二章
[00:03:11.000 --> 00:03:14.000]  記載了很多方面
[00:03:14.000 --> 00:03:21.000]  這個群體屬靈信仰方面的復興
[00:03:21.000 --> 00:03:25.000]  其中第八章第十七到十八節
[00:03:25.000 --> 00:03:28.000]  是一個很明顯的例子
[00:03:28.000 --> 00:03:31.000]  那裡記載
[00:03:31.000 --> 00:03:34.000]  從老道之地歸回的傳會眾就搭棚
[00:03:34.000 --> 00:03:35.000]  住在棚裡
[00:03:35.000 --> 00:03:36.000]  從亂日而止
[00:03:36.000 --> 00:03:37.000]  約書亞的時候
[00:03:37.000 --> 00:03:38.000]  直到這一日
[00:03:38.000 --> 00:03:40.000]  以色列人沒有這樣行
[00:03:40.000 --> 00:03:42.000]  於是眾人大大喜樂
[00:03:42.000 --> 00:03:44.000]  從頭一天直到末一天
[00:03:44.000 --> 00:03:46.000]  以色列每天唸神的律法書
[00:03:46.000 --> 00:03:48.000]  眾人首至七日第八日
[00:03:48.000 --> 00:03:51.000]  照例有嚴肅會
[00:03:51.000 --> 00:03:54.000]  這是說一個讀經大會
[00:03:54.000 --> 00:03:56.000]  這裡說
[00:03:56.000 --> 00:04:00.000]  大家聚在一起讀聖經
[00:04:00.000 --> 00:04:02.000]  很久沒有了
[00:04:02.000 --> 00:04:05.000]  從亂日而止約書亞的時候
[00:04:05.000 --> 00:04:07.000]  直到這一日
[00:04:07.000 --> 00:04:17.000]  很久沒有這樣的讀經聚會
[00:04:17.000 --> 00:04:23.000]  在尼西米記第八章到十二章的記載
[00:04:23.000 --> 00:04:29.000]  尼西米關懷他當時的故鄉
[00:04:29.000 --> 00:04:32.000]  他自己民族的苦難的時候
[00:04:32.000 --> 00:04:38.000]  他不只是想做社會的復興
[00:04:38.000 --> 00:04:40.000]  民族的復興
[00:04:40.000 --> 00:04:44.000]  他其中更想做的是信仰的復興
[00:04:44.000 --> 00:04:46.000]  所以在那幾章經文裡
[00:04:46.000 --> 00:04:47.000]  你會看到
[00:04:47.000 --> 00:04:51.000]  猶太人如何重新重視上帝的說話
[00:04:51.000 --> 00:04:54.000]  重新去讀上帝的說話
[00:04:54.000 --> 00:04:56.000]  立志去遵行上帝的說話
[00:04:56.000 --> 00:04:58.000]  重整聖禮
[00:04:58.000 --> 00:05:00.000]  一起去認罪
[00:05:00.000 --> 00:05:02.000]  更新敬拜
[00:05:02.000 --> 00:05:06.000]  重建聖殿的秩序
[00:05:06.000 --> 00:05:08.000]  很多方面
[00:05:08.000 --> 00:05:10.000]  信仰的復興
[00:05:10.000 --> 00:05:16.000]  所以很多大學在管理的課程裡
[00:05:16.000 --> 00:05:22.000]  是用尼西米記來教領導和管理的技巧
[00:05:22.000 --> 00:05:24.000]  不是教大學
[00:05:24.000 --> 00:05:26.000]  是教普通的大學
[00:05:26.000 --> 00:05:28.000]  因為尼西米確實
[00:05:28.000 --> 00:05:31.000]  在歷史當中都是少數
[00:05:31.000 --> 00:05:36.000]  能夠成就到
[00:05:36.000 --> 00:05:39.000]  不容易成就
[00:05:39.000 --> 00:05:43.000]  社會重建工作的人
[00:05:43.000 --> 00:05:47.000]  今天我們就要在尼西米的身上
[00:05:47.000 --> 00:05:52.000]  學習一些生命的質素
[00:05:52.000 --> 00:05:55.000]  讓我們今天面對我們自己的社會
[00:05:55.000 --> 00:05:57.000]  如果我們有負擔
[00:05:57.000 --> 00:05:59.000]  說要去實踐基督徒的文化使命
[00:05:59.000 --> 00:06:01.000]  社會的使命
[00:06:01.000 --> 00:06:03.000]  我們可以為我們的社區
[00:06:03.000 --> 00:06:06.000]  為我們的社會做些什麼的時候
[00:06:06.000 --> 00:06:08.000]  我們說
[00:06:08.000 --> 00:06:10.000]  不只是有理想
