
[00:00:00.000 --> 00:00:03.080]  你為甚麼會祈禱呢?
[00:00:03.080 --> 00:00:09.920]  如果你覺得祈禱是一個敬虔的表現
[00:00:09.920 --> 00:00:15.920]  祈禱可以令人覺得你是一個虔誠的人
[00:00:15.920 --> 00:00:19.920]  是一個愛主的基督徒的話
[00:00:19.920 --> 00:00:22.920]  耶穌有一段說話告訴你
[00:00:22.920 --> 00:00:27.920]  在馬太福音第六章第五節開始
[00:00:27.920 --> 00:00:32.920]  耶穌說:你們禱告的時候不可仗那假冒為善的人
[00:00:32.920 --> 00:00:37.920]  外站在會堂裡和十字路口上禱告
[00:00:37.920 --> 00:00:40.920]  故意叫人看見
[00:00:40.920 --> 00:00:44.920]  我實在告訴你們他們已經得了他們的賞賜
[00:00:44.920 --> 00:00:47.920]  你禱告的時候要進你的內屋
[00:00:47.920 --> 00:00:51.920]  關上門禱告你在暗中的父
[00:00:51.920 --> 00:00:55.920]  你父在暗中察看必然報答你
[00:00:57.920 --> 00:01:01.920]  如果你祈禱是因為你覺得
[00:01:01.920 --> 00:01:04.920]  神不太知道你想要甚麼
[00:01:04.920 --> 00:01:06.920]  你是需要告訴祂
[00:01:06.920 --> 00:01:09.920]  而且是要很沉氣的
[00:01:09.920 --> 00:01:12.920]  不斷地告訴祂
[00:01:12.920 --> 00:01:18.920]  祂才會聽到和將你求的東西給你
[00:01:18.920 --> 00:01:21.920]  耶穌又有說話告訴你
[00:01:21.920 --> 00:01:27.920]  在馬太福音第六章第七節耶穌繼續說
[00:01:27.920 --> 00:01:31.920]  你們禱告不可仗外幫人
[00:01:31.920 --> 00:01:33.920]  用許多重覆話
[00:01:33.920 --> 00:01:37.920]  他們以為話多了必蒙誰聽
[00:01:37.920 --> 00:01:39.920]  你們不可效法他們
[00:01:39.920 --> 00:01:42.920]  因為你們沒有祈求以先
[00:01:42.920 --> 00:01:44.920]  你們所需用的
[00:01:44.920 --> 00:01:49.920]  你們的父祖已知道了
[00:01:49.920 --> 00:01:52.920]  為何我們要祈禱呢
[00:01:52.920 --> 00:01:55.920]  為何門徒要祈禱呢
[00:01:55.920 --> 00:01:58.920]  當然耶穌沒有停在這裡
[00:01:58.920 --> 00:02:01.920]  耶穌繼續說為何門徒要祈禱
[00:02:01.920 --> 00:02:04.920]  耶穌用一個方法說
[00:02:04.920 --> 00:02:08.920]  就是教門徒一個祈禱文
[00:02:08.920 --> 00:02:11.920]  所以在第九節說
[00:02:11.920 --> 00:02:14.920]  你們禱告要這樣說
[00:02:14.920 --> 00:02:17.920]  這個祈禱文是耶穌教導的
[00:02:17.920 --> 00:02:21.920]  雖然我們一般稱它為主禱文
[00:02:21.920 --> 00:02:25.920]  但實際上它不是耶穌的祈禱
[00:02:25.920 --> 00:02:27.920]  因為耶穌不需要這樣祈禱
[00:02:27.920 --> 00:02:30.920]  這個祈禱是耶穌教門徒的祈禱
[00:02:30.920 --> 00:02:35.920]  所以這個祈禱應該被稱為門徒的禱文
[00:02:35.920 --> 00:02:37.920]  耶穌自己也會祈禱
[00:02:37.920 --> 00:02:40.920]  在聖經記載最長的一個耶穌的祈禱
[00:02:40.920 --> 00:02:42.920]  在《約翰福音》第十七章
[00:02:42.920 --> 00:02:44.920]  稱為大祭司的禱告
[00:02:44.920 --> 00:02:48.920]  這個禱告主要是為門徒求合一
[00:02:48.920 --> 00:02:51.920]  但在這個主禱文裡
[00:02:51.920 --> 00:02:54.920]  就是耶穌教門徒的祈禱
[00:02:54.920 --> 00:02:56.920]  透過這個教導
[00:02:56.920 --> 00:03:05.920]  告訴我們我們和神應該有怎樣的關係
[00:03:05.920 --> 00:03:10.920]  因為說話是一種關係的表達
[00:03:10.920 --> 00:03:14.920]  我們可以向神祈禱
[00:03:14.920 --> 00:03:16.920]  你想說什麼就說吧
[00:03:16.920 --> 00:03:17.920]  無所謂的
[00:03:17.920 --> 00:03:19.920]  但是你說什麼
[00:03:19.920 --> 00:03:23.920]  是代表著你和神的一種關係
[00:03:23.920 --> 00:03:27.920]  正如我們和人聊天也是一樣
[00:03:27.920 --> 00:03:29.920]  你不知道他和誰在聊天
[00:03:29.920 --> 00:03:31.920]  但是你聽他講電話
[00:03:31.920 --> 00:03:34.920]  你也大概猜到他和誰在聊天
[00:03:34.920 --> 00:03:37.920]  因為他和老闆和下屬講話的聲音也不同
[00:03:37.920 --> 00:03:39.920]  你知道他在用什麼聲音
[00:03:39.920 --> 00:03:41.920]  就知道他和誰在說話
[00:03:41.920 --> 00:03:46.920]  所以說話是一個關係的表達
[00:03:46.920 --> 00:03:49.920]  耶穌教導我們祈禱
[00:03:49.920 --> 00:03:52.920]  不是給我們一段不停的念
[00:03:52.920 --> 00:03:54.920]  以為就可以了
[00:03:54.920 --> 00:03:57.920]  耶穌教導我們的祈禱
[00:03:57.920 --> 00:03:59.920]  就是想告訴我們
[00:03:59.920 --> 00:04:02.920]  我們和神的關係應該是怎樣的
[00:04:02.920 --> 00:04:05.920]  如果我們可以這樣祈禱
[00:04:05.920 --> 00:04:08.920]  如果這個祈禱是出於我們真心的祈禱
[00:04:08.920 --> 00:04:13.920]  如果這個祈禱是出於我們真心的祈禱
[00:04:13.920 --> 00:04:16.920]  耶穌不教我們我們自己也會這樣說
[00:04:16.920 --> 00:04:19.920]  耶穌說這是一個理想的關係
[00:04:19.920 --> 00:04:25.920]  這代表著我們和神的關係是一個合適的關係
[00:04:25.920 --> 00:04:30.920]  所以主禱文基本上不是用來念的
[00:04:30.920 --> 00:04:32.920]  主禱文是用來追求的
[00:04:32.920 --> 00:04:34.920]  是一個方向
[00:04:34.920 --> 00:04:41.920]  是一個我們和神的關係的理想來告訴我們
[00:04:41.920 --> 00:04:45.920]  主禱文的內容是什麼呢?
[00:04:45.920 --> 00:04:49.920]  一個稱呼,兩個願望,三個祈求
[00:04:49.920 --> 00:04:52.920]  這些學大陸的
[00:04:52.920 --> 00:04:54.920]  容易記
[00:04:54.920 --> 00:05:00.920]  耶穌教導我們稱呼神為我們天上的父
[00:05:00.920 --> 00:05:03.920]  這就是一個理想的關係
[00:05:03.920 --> 00:05:05.920]  這是耶穌告訴我們
[00:05:05.920 --> 00:05:12.920]  我們和神好像和兒子、兒女、父親的關係一樣
[00:05:12.920 --> 00:05:15.920]  但是我們不要搞錯
[00:05:15.920 --> 00:05:20.920]  耶穌不是說神好像你的父親一樣
[00:05:20.920 --> 00:05:23.920]  因為每個人的父親都不同
[00:05:23.920 --> 00:05:26.920]  你的父親可能是特別差的
[00:05:26.920 --> 00:05:28.920]  見到你就會打他
[00:05:28.920 --> 00:05:30.920]  如果你說神是這樣的就糟糕了
[00:05:30.920 --> 00:05:33.920]  不是的,神不是你的父親
[00:05:33.920 --> 00:05:35.920]  神是一個父親,是天上的父親
[00:05:35.920 --> 00:05:37.920]  是一個一般的父親
[00:05:37.920 --> 00:05:41.920]  你不要代入你和你父親的關係
[00:05:41.920 --> 00:05:43.920]  去思考你和神的關係
[00:05:43.920 --> 00:05:45.920]  這樣多數都是搞錯的
[00:05:45.920 --> 00:05:50.920]  現在耶穌說我們和神的關係就像一般的父親一樣
[00:05:50.920 --> 00:05:53.920]  但這個一般的父親又不是現在的一般的父親
[00:05:53.920 --> 00:05:55.920]  現在的一般的父親
[00:05:55.920 --> 00:05:59.920]  和兒女的關係是比較平等的
[00:05:59.920 --> 00:06:03.920]  現在聽說都是父親和兒女玩
[00:06:03.920 --> 00:06:05.920]  媽媽才是教的
[00:06:05.920 --> 00:06:08.920]  和以前的世界不太一樣
[00:06:08.920 --> 00:06:11.920]  現在就算做父母和以前都很不同
[00:06:11.920 --> 00:06:17.920]  現在的父母基本上不是幫兒女做所有的事
[00:06:17.920 --> 00:06:20.920]  而是基本上是一個代理人
[00:06:20.920 --> 00:06:23.920]  幫他找一些厲害的人去做事
[00:06:23.920 --> 00:06:25.920]  以前你想吃什麼,媽媽就煮給你吃
[00:06:25.920 --> 00:06:29.920]  現在你想吃什麼,媽媽就會找一家這麼好的餐廳請你去吃
[00:06:29.920 --> 00:06:32.920]  以前你想穿什麼衣服,媽媽幫你做
[00:06:32.920 --> 00:06:38.920]  現在你想穿什麼衣服,媽媽就會帶你去一家很貴的時裝店買衣服給你穿
[00:06:38.920 --> 00:06:42.920]  或者找一個厲害的人幫你量身訂做
[00:06:42.920 --> 00:06:49.920]  以前你有病,爸爸媽媽就會幫你處理
[00:06:49.920 --> 00:06:53.920]  現在你有病,爸爸媽媽就會找一個很厲害的醫生幫你醫治
[00:06:53.920 --> 00:06:56.920]  基本上都是做代理人
[00:06:56.920 --> 00:07:00.920]  沒有任何事是親手做的
[00:07:00.920 --> 00:07:05.920]  基本上就是出錢找一些專業的人去幫你解決問題
[00:07:05.920 --> 00:07:08.920]  所以我們不是在說這種關係
[00:07:08.920 --> 00:07:12.920]  耶穌說,神好像我們的父親一樣
[00:07:12.920 --> 00:07:15.920]  就是在說2000年前的那種父親
[00:07:15.920 --> 00:07:20.920]  在羅馬世界裡面,父親是絕對的主權
[00:07:20.920 --> 00:07:26.920]  一個嬰兒出生,都是媽媽生的,不是爸爸生的
[00:07:26.920 --> 00:07:29.920]  就會帶他去父親的面前
[00:07:29.920 --> 00:07:32.920]  父親要表示接不接受
[00:07:32.920 --> 00:07:36.920]  如果父親抱起他,就接受,這是他的子女
[00:07:36.920 --> 00:07:40.920]  如果父親不抱起他,那兒子就會被扔出街
[00:07:40.920 --> 00:07:47.920]  在羅馬的法例裡面,一個爸爸可以殺了自己的兒子是不犯法的
[00:07:47.920 --> 00:07:50.920]  自己的兒子可以,但是別人的兒子不可以
[00:07:50.920 --> 00:07:52.920]  殺別人的兒子是犯法的
[00:07:52.920 --> 00:07:56.920]  所以父親是一個絕對的主權者
[00:07:56.920 --> 00:08:00.920]  所以耶穌教導我們祈禱,向神祈禱
[00:08:00.920 --> 00:08:04.920]  是叫我們在天上的父,是在說他是絕對的
[00:08:04.920 --> 00:08:06.920]  不是在說平等
[00:08:06.920 --> 00:08:09.920]  不是在說有說有笑的那種
[00:08:09.920 --> 00:08:13.920]  是在說你要聽他所說的
[00:08:13.920 --> 00:08:19.920]  所有事情都是從他而來的,你沒有辦法脫離他的掌握
[00:08:19.920 --> 00:08:24.920]  朱祖文說我們跟神的關係是怎樣呢?
[00:08:24.920 --> 00:08:27.920]  如果他是我們的父親,代表的是甚麼呢?
[00:08:27.920 --> 00:08:30.920]  有兩個方向,一個方向是有兩個願望
[00:08:30.920 --> 00:08:34.920]  就是如果我們跟一個人關係好
[00:08:34.920 --> 00:08:39.920]  我們跟他聊天的時候,就不會只想自己
[00:08:39.920 --> 00:08:44.920]  在街上遇到一個你認識的人
[00:08:44.920 --> 00:08:47.920]  也不需要關係很好,遇到一個你認識的人
[00:08:47.920 --> 00:08:51.920]  你也要問候他,很久沒見,最近怎樣?
[00:08:51.920 --> 00:08:53.920]  在哪裡發財?
[00:08:53.920 --> 00:08:56.920]  或者簡單一點,問他吃飯了沒有?
[00:08:56.920 --> 00:08:59.920]  也要問對方怎樣
[00:08:59.920 --> 00:09:05.920]  如果你不是很認識的人,很多時候就只會說自己的事
[00:09:05.920 --> 00:09:11.920]  例如你跟別人講電話,如果他不停地講自己的事
[00:09:11.920 --> 00:09:13.920]  你真的不知道他在跟誰講電話
[00:09:13.920 --> 00:09:16.920]  至於他問別人,回答別人
[00:09:16.920 --> 00:09:20.920]  你也可能猜到他在講這些事的對方是誰
[00:09:20.920 --> 00:09:23.920]  所以如果我們的祈禱
[00:09:23.920 --> 00:09:27.920]  只是我們來到別人面前不停地講自己的事
[00:09:27.920 --> 00:09:30.920]  其實跟自言自語是沒有分別的
[00:09:30.920 --> 00:09:32.920]  自言自語都是自己不停地講自己的事
[00:09:32.920 --> 00:09:35.920]  我很慘,我很壞,我有很多問題
[00:09:35.920 --> 00:09:37.920]  我有很多困難,諸如此類
[00:09:37.920 --> 00:09:39.920]  是自己不停地說
[00:09:39.920 --> 00:09:42.920]  但是如果我們跟一個人關係好的話
[00:09:42.920 --> 00:09:46.920]  我們是會先關心他的看法
[00:09:46.920 --> 00:09:48.920]  會想想他的事
[00:09:48.920 --> 00:09:50.920]  如果我們跟他關係再好的話
[00:09:50.920 --> 00:09:54.920]  我們是會關心他的願望
[00:09:54.920 --> 00:09:56.920]  他想怎樣呢?
[00:09:56.920 --> 00:09:58.920]  他有什麼心願呢?
[00:09:58.920 --> 00:10:03.920]  剛才提及過,如果我們想像神是我們的老闆的話
[00:10:03.920 --> 00:10:08.920]  你跟老闆相處,你當然會想想他想怎樣
[00:10:08.920 --> 00:10:10.920]  然後做他想的事
[00:10:10.920 --> 00:10:13.920]  不是你在老闆面前只講自己想怎樣
[00:10:13.920 --> 00:10:16.920]  老闆,我想這樣,這樣,這樣
[00:10:16.920 --> 00:10:17.920]  不是這樣的
[00:10:17.920 --> 00:10:18.920]  反過來,你是老闆就可以了
[00:10:18.920 --> 00:10:20.920]  你跟夥計就可以說你想怎樣
[00:10:20.920 --> 00:10:22.920]  然後要求他去做你想他做的事
[00:10:22.920 --> 00:10:25.920]  問題是,神是我們的老闆
[00:10:25.920 --> 00:10:27.920]  不是我們是神的老闆
[00:10:27.920 --> 00:10:29.920]  我們來到神的面前
[00:10:29.920 --> 00:10:31.920]  一個正確的關係
[00:10:31.920 --> 00:10:34.920]  就是我們要想想神想怎樣
[00:10:34.920 --> 00:10:36.920]  有時候不要說老闆
[00:10:36.920 --> 00:10:37.920]  有時候你關心的人
[00:10:37.920 --> 00:10:39.920]  你也會想想他想怎樣
[00:10:39.920 --> 00:10:41.920]  你跟一個好朋友吃飯
[00:10:41.920 --> 00:10:44.920]  喝茶,吃飯,可能是自己叫自己
[00:10:44.920 --> 00:10:46.920]  如果你關係不太好的話
[00:10:46.920 --> 00:10:49.920]  你去拿點心紙就剔自己想吃的東西
[00:10:49.920 --> 00:10:51.920]  你畫紙隔壁的又怎樣
[00:10:51.920 --> 00:10:53.920]  那些叫搭檯
[00:10:53.920 --> 00:10:55.920]  你也不會想他
[00:10:55.920 --> 00:10:57.920]  如果關係好的話
[00:10:57.920 --> 00:10:59.920]  大家去喝茶,你拿點心紙
[00:10:59.920 --> 00:11:00.920]  你想吃什麼?
[00:11:00.920 --> 00:11:02.920]  你想吃這個,我就剔這個
[00:11:02.920 --> 00:11:04.920]  關係再好的那些
[00:11:04.920 --> 00:11:06.920]  基本上
[00:11:06.920 --> 00:11:08.920]  譬如兩夫妻那些
[00:11:08.920 --> 00:11:11.920]  基本上就不需要問了
[00:11:11.920 --> 00:11:13.920]  你拿點心紙,你想起他想吃什麼
[00:11:13.920 --> 00:11:14.920]  你就幫他點了
[00:11:14.920 --> 00:11:16.920]  他也想吃這些
[00:11:16.920 --> 00:11:18.920]  所以我們來到神的面前
[00:11:18.920 --> 00:11:20.920]  要去思考
[00:11:20.920 --> 00:11:22.920]  耶穌教我們有兩個願望
[00:11:22.920 --> 00:11:24.920]  開始期待的兩個願望
[00:11:24.920 --> 00:11:26.920]  就是幫助我們去思考
[00:11:26.920 --> 00:11:28.920]  神想要什麼
[00:11:28.920 --> 00:11:30.920]  願人都尊祢的名為聖
[00:11:30.920 --> 00:11:31.920]  願祢的國降臨
[00:11:31.920 --> 00:11:34.920]  願祢的旨意行在地上和行在天上
[00:11:34.920 --> 00:11:36.920]  我們說兩個神的願望
[00:11:36.920 --> 00:11:39.920]  一個神的願望就是神想人尊祂的名為聖
[00:11:39.920 --> 00:11:43.920]  神想人都以祂為神
[00:11:43.920 --> 00:11:46.920]  以祂為特別的
[00:11:46.920 --> 00:11:48.920]  聖的意思就是與眾不同
[00:11:48.920 --> 00:11:52.920]  不要將神當作這個世界的東西
[00:11:52.920 --> 00:11:56.920]  不要去追求一些不是屬於神的東西
[00:11:56.920 --> 00:11:57.920]  以祂為神
[00:11:57.920 --> 00:11:59.920]  第二個神的願望
[00:11:59.920 --> 00:12:02.920]  就是祂願祂的國降臨
[00:12:02.920 --> 00:12:04.920]  意思就是願祂的旨意行在地上
[00:12:04.920 --> 00:12:06.920]  和行在天上
