
[00:00:00.000 --> 00:00:02.000]  佩爾斯的主日是一個很特別的日子
[00:00:02.000 --> 00:00:10.000]  二千年前的那一天發生了很多的事情
[00:00:10.000 --> 00:00:18.000]  今天在欣傳也發生了很多的事情
[00:00:18.000 --> 00:00:26.000]  我先看看二千年前發生了什麼
[00:00:30.000 --> 00:00:33.000]  當時耶穌被埋葬在一個墳墓裡
[00:00:33.000 --> 00:00:39.000]  石頭擋住了墳墓
[00:00:39.000 --> 00:00:47.000]  墳墓外面有些衛兵日夜守著那幾天
[00:00:47.000 --> 00:00:55.000]  因為宗教領袖很怕那些門徒來偷了耶穌的屍體
[00:01:01.000 --> 00:01:05.000]  所以士兵們就很忠心地守在那墳墓外面
[00:01:05.000 --> 00:01:12.000]  輪班來看守著那墳墓
[00:01:12.000 --> 00:01:17.000]  就是二千年的那一天
[00:01:17.000 --> 00:01:24.000]  七天的頭一天
[00:01:24.000 --> 00:01:28.000]  天還沒亮的時候
[00:01:31.000 --> 00:01:33.000]  士兵們還在守著墳墓的時候
[00:01:33.000 --> 00:01:36.000]  突然間天大震動
[00:01:36.000 --> 00:01:41.000]  地在震
[00:01:41.000 --> 00:01:45.000]  有天使從天而來落到石頭上
[00:01:45.000 --> 00:01:50.000]  石頭滾開了
[00:01:50.000 --> 00:01:53.000]  很大的光芒
[00:01:53.000 --> 00:01:56.000]  士兵們很害怕
[00:01:57.000 --> 00:02:00.000]  他們看著那墳墓是空的
[00:02:00.000 --> 00:02:03.000]  他們冷靜了
[00:02:03.000 --> 00:02:06.000]  立即去報告給他們的長官
[00:02:06.000 --> 00:02:09.000]  他們的祭司長
[00:02:09.000 --> 00:02:13.000]  他們要去做他們的報告
[00:02:13.000 --> 00:02:16.000]  報告給長官聽
[00:02:16.000 --> 00:02:18.000]  領袖聽
[00:02:18.000 --> 00:02:21.000]  他們在商量怎樣打算好
[00:02:23.000 --> 00:02:27.000]  他們報告給長官和領袖
[00:02:27.000 --> 00:02:30.000]  說我們應該怎麼辦
[00:02:30.000 --> 00:02:33.000]  因為屍體不見了
[00:02:33.000 --> 00:02:36.000]  士兵們在重複說
[00:02:36.000 --> 00:02:39.000]  天使從天而來落到石頭上滾開了
[00:02:39.000 --> 00:02:41.000]  屍體不見了
[00:02:41.000 --> 00:02:44.000]  士兵們說天使從天而來落到石頭上滾開了
[00:02:44.000 --> 00:02:46.000]  屍體不見了
[00:02:46.000 --> 00:02:49.000]  你們剛剛是在做夢
[00:02:49.000 --> 00:02:52.000]  有人問你們發生了什麼事的時候
[00:02:53.000 --> 00:02:56.000]  你說昨晚我們睡著覺的時候
[00:02:56.000 --> 00:02:59.000]  有些門徒偷了耶穌的屍體嗎
[00:02:59.000 --> 00:03:09.000]  這個說法存留了一段很長的時間
[00:03:09.000 --> 00:03:16.000]  士兵們是很害怕的
[00:03:16.000 --> 00:03:19.000]  如果總督問我們怎麼辦
[00:03:23.000 --> 00:03:24.000]  我們會說
[00:03:24.000 --> 00:03:26.000]  你們放心
[00:03:26.000 --> 00:03:28.000]  我們在他們面前說好
[00:03:28.000 --> 00:03:30.000]  沒事的
[00:03:30.000 --> 00:03:35.000]  他們堅持說
[00:03:35.000 --> 00:03:37.000]  當我們睡著的時候
[00:03:37.000 --> 00:03:39.000]  門徒偷了屍體
[00:03:39.000 --> 00:03:45.000]  為了保存他們的性命
[00:03:45.000 --> 00:03:47.000]  他們選擇說謊
[00:03:52.000 --> 00:03:54.000]  為了享受他們的生活
[00:03:54.000 --> 00:03:56.000]  他們選擇相信這個謊話
[00:03:56.000 --> 00:04:04.000]  究竟那天發生了什麼事呢
[00:04:04.000 --> 00:04:09.000]  發生了什麼事呢
[00:04:09.000 --> 00:04:12.000]  天還是黑的時候
[00:04:12.000 --> 00:04:18.000]  瑪利亞和婦女預備好香料
[00:04:18.000 --> 00:04:20.000]  準備跟耶穌的屍體
[00:04:21.000 --> 00:04:22.000]  來包裹
[00:04:22.000 --> 00:04:33.000]  然後他們在擔心一個問題
[00:04:33.000 --> 00:04:40.000]  那個石頭那麼大
[00:04:40.000 --> 00:04:42.000]  誰會幫我們推開它呢
[00:04:42.000 --> 00:04:49.000]  他們一直在走到墳墓裡
[00:04:52.000 --> 00:04:53.000]  很安靜
[00:04:53.000 --> 00:04:55.000]  沒有人
[00:04:55.000 --> 00:04:58.000]  石頭被推開了
[00:04:58.000 --> 00:05:02.000]  走到墳墓裡
[00:05:02.000 --> 00:05:04.000]  空的
[00:05:04.000 --> 00:05:08.000]  他們很驚訝
[00:05:08.000 --> 00:05:10.000]  發生了什麼事
[00:05:10.000 --> 00:05:12.000]  他們馬上回去跟門徒說
[00:05:12.000 --> 00:05:15.000]  看到彼得和約翰
[00:05:15.000 --> 00:05:18.000]  糟糕了
[00:05:18.000 --> 00:05:19.000]  耶穌的屍體不見了
[00:05:19.000 --> 00:05:20.000]  有人搬走了
[00:05:21.000 --> 00:05:22.000]  耶穌的屍體不見了
[00:05:22.000 --> 00:05:23.000]  有人搬走了
[00:05:23.000 --> 00:05:25.000]  怎麼辦
[00:05:25.000 --> 00:05:26.000]  我們應該怎麼辦
[00:05:26.000 --> 00:05:30.000]  門徒半信半疑
[00:05:30.000 --> 00:05:33.000]  發生了什麼事
[00:05:33.000 --> 00:05:36.000]  彼得和約翰很快走到墳墓裡
[00:05:36.000 --> 00:05:41.000]  年輕的約翰走得很快
[00:05:41.000 --> 00:05:44.000]  去到墳墓邊邊
[00:05:44.000 --> 00:05:50.000]  停了
[00:05:52.000 --> 00:05:53.000]  沒有馬上進去
[00:05:53.000 --> 00:05:56.000]  彼得跟著進來
[00:05:56.000 --> 00:06:00.000]  彼得很衝動地走進去墳墓裡
[00:06:00.000 --> 00:06:04.000]  每樣東西都跟著進去墳墓裡
[00:06:04.000 --> 00:06:09.000]  看到那些果實布完整的放在那裡
[00:06:09.000 --> 00:06:18.000]  包著頭的果實布又另外分開
[00:06:18.000 --> 00:06:20.000]  就可以放在旁邊
[00:06:21.000 --> 00:06:22.000]  果實布仍然在那裡
[00:06:22.000 --> 00:06:28.000]  耶穌的屍體就好像憑空不見了
[00:06:28.000 --> 00:06:37.000]  兩個門徒心裡很疑惑
[00:06:37.000 --> 00:06:41.000]  看到這個情景
[00:06:41.000 --> 00:06:42.000]  他們相信了
[00:06:42.000 --> 00:06:48.000]  相信了什麼
[00:06:50.000 --> 00:06:51.000]  他們不是相信耶穌已經復活了
[00:06:51.000 --> 00:06:56.000]  他們是不明白發生了什麼事
[00:06:56.000 --> 00:07:02.000]  他們相信婦女所說的話是真的
[00:07:02.000 --> 00:07:04.000]  屍體真的不見了
[00:07:04.000 --> 00:07:14.000]  他們兩個懷著沉重的心情
[00:07:14.000 --> 00:07:17.000]  回到自己住的地方
[00:07:21.000 --> 00:07:23.000]  究竟他們回去住的地方
[00:07:23.000 --> 00:07:25.000]  有沒有跟其他的門徒
[00:07:25.000 --> 00:07:27.000]  報告他們看到這個情況
[00:07:27.000 --> 00:07:35.000]  聖經沒有明顯地說出
[00:07:35.000 --> 00:07:37.000]  究竟他們有沒有跟其他的門徒
[00:07:37.000 --> 00:07:39.000]  來報告這個發現
[00:07:51.000 --> 00:07:54.000]  其實當門徒去到墳墓的時候
[00:07:54.000 --> 00:07:55.000]  其他的婦女瑪利亞
[00:07:55.000 --> 00:07:57.000]  他們都是跟著回去墳墓那裡
[00:07:57.000 --> 00:08:05.000]  門徒回去住的地方之後
[00:08:05.000 --> 00:08:08.000]  瑪利亞和婦女繼續留在那個墳墓旁邊
[00:08:08.000 --> 00:08:16.000]  瑪利亞望下空的墳墓
[00:08:20.000 --> 00:08:21.000]  她突然間看到一些光芒
[00:08:21.000 --> 00:08:25.000]  看到兩個天使在那裡
[00:08:25.000 --> 00:08:29.000]  一個坐在頭上
[00:08:29.000 --> 00:08:30.000]  一個坐在腳上
[00:08:30.000 --> 00:08:37.000]  所以找見耶穌已經復活了
[00:08:37.000 --> 00:08:48.000]  瑪利亞在墓墓旁邊轉身的時候
[00:08:48.000 --> 00:08:50.000]  看到一個人在她身邊
[00:08:50.000 --> 00:08:58.000]  她以為他是那個看守的園丁
[00:08:58.000 --> 00:09:02.000]  先生啊先生
[00:09:02.000 --> 00:09:04.000]  是不是你把耶穌的身體搬走了
[00:09:04.000 --> 00:09:05.000]  請你告訴我
[00:09:05.000 --> 00:09:06.000]  你把祂的屍體放在哪裡了
[00:09:06.000 --> 00:09:14.000]  她不知道原來那個是復活了的主耶穌
[00:09:14.000 --> 00:09:15.000]  在她身邊
[00:09:19.000 --> 00:09:20.000]  耶穌對她說
[00:09:20.000 --> 00:09:21.000]  瑪利亞
[00:09:21.000 --> 00:09:25.000]  就是這個聲音了
[00:09:25.000 --> 00:09:28.000]  就是主耶穌叫我的聲音
[00:09:28.000 --> 00:09:30.000]  瑪利亞就是這個聲音了
[00:09:30.000 --> 00:09:34.000]  瑪利亞轉身對她說
[00:09:34.000 --> 00:09:36.000]  老師啊老師就是你了
[00:09:36.000 --> 00:09:42.000]  她想抓住耶穌
[00:09:42.000 --> 00:09:43.000]  不要讓祂走
[00:09:47.000 --> 00:09:48.000]  耶穌對瑪利亞說
[00:09:48.000 --> 00:09:51.000]  不要抓住我
[00:09:51.000 --> 00:09:53.000]  我還沒有去見我的天父
[00:09:53.000 --> 00:09:58.000]  祢要去跟祂的門徒說
[00:09:58.000 --> 00:10:03.000]  叫祂們去加勒利那裡見我
[00:10:03.000 --> 00:10:08.000]  我會在那裡跟祂們相見
[00:10:08.000 --> 00:10:12.000]  耶穌叫瑪利亞
[00:10:12.000 --> 00:10:13.000]  去跟祂的門徒說
[00:10:18.000 --> 00:10:19.000]  祢要去跟祂的門徒說
[00:10:19.000 --> 00:10:22.000]  祢去跟祂的門徒說
[00:10:22.000 --> 00:10:27.000]  瑪利亞究竟有沒有去跟祂的門徒說呢
[00:10:27.000 --> 00:10:36.000]  墳墓旁邊發生的事情的時候
[00:10:36.000 --> 00:10:42.000]  是那天晚了一點的時候
[00:10:45.000 --> 00:10:47.000]  那兩個門徒離開了他們
[00:10:47.000 --> 00:10:52.000]  這兩個門徒
[00:10:52.000 --> 00:10:54.000]  不是十一個門徒裡面的那兩個
[00:10:54.000 --> 00:10:58.000]  是其他的門徒
[00:10:58.000 --> 00:11:01.000]  他離開耶路撒冷
[00:11:01.000 --> 00:11:03.000]  走回他自己的村
[00:11:03.000 --> 00:11:05.000]  叫做爾瑪五斯那條村那裡
[00:11:05.000 --> 00:11:14.000]  在路上我們不斷地重複討論
[00:11:14.000 --> 00:11:17.000]  談論究竟過去這幾天發生了什麼事情
[00:11:17.000 --> 00:11:25.000]  路上遇到一個同行的人
[00:11:25.000 --> 00:11:32.000]  他不知道那個就是他們的主耶穌
[00:11:32.000 --> 00:11:37.000]  他以為這個人什麼都不知道
[00:11:37.000 --> 00:11:43.000]  他們就很努力地告訴別人
[00:11:43.000 --> 00:11:45.000]  究竟過去這幾天發生了什麼事情
[00:11:45.000 --> 00:11:53.000]  說完一段之後繼續跟耶穌說
[00:11:53.000 --> 00:11:58.000]  你知道嗎
[00:11:58.000 --> 00:11:59.000]  就是今天早上
[00:11:59.000 --> 00:12:01.000]  我們中間的婦女曾經去過墳墓那裡
[00:12:01.000 --> 00:12:03.000]  想跟耶穌告末
[00:12:03.000 --> 00:12:12.000]  但是他們竟然回來告訴我們
[00:12:12.000 --> 00:12:13.000]  耶穌的屍體不見了
[00:12:13.000 --> 00:12:18.000]  他又說見到天使
[00:12:18.000 --> 00:12:22.000]  他又說天使告訴他
[00:12:22.000 --> 00:12:23.000]  耶穌已經復活了
[00:12:23.000 --> 00:12:30.000]  一派胡言
[00:12:30.000 --> 00:12:33.000]  在他心裡
