
[00:00:00.000 --> 00:00:01.800]  原因是平安和我們的父神
[00:00:01.800 --> 00:00:07.520]  並主耶穌基督閨羽在座每一位頂展會和線上的頂展會
[00:00:07.520 --> 00:00:12.440]  我上一次和大家一起分享的時候就是父親節那一天
[00:00:12.440 --> 00:00:15.400]  我記得就是牧師跟我說
[00:00:15.400 --> 00:00:18.800]  說完那長道之後這個教會會是大裝修的
[00:00:18.800 --> 00:00:20.760]  就是會有很多的大動作
[00:00:20.760 --> 00:00:23.120]  事隔幾個月我再回來
[00:00:23.120 --> 00:00:25.760]  看到就差不多了
[00:00:25.760 --> 00:00:27.480]  就是和我的想法都差不多
[00:00:27.480 --> 00:00:31.480]  那些東西很緊湊的全部都擺得很正確
[00:00:31.480 --> 00:00:35.000]  向高空發展 向高處行 感謝主
[00:00:35.000 --> 00:00:36.840]  我相信這個過程當中
[00:00:36.840 --> 00:00:39.760]  就是頂展會 教會同工 牧者
[00:00:39.760 --> 00:00:43.240]  都會有很多的禱告去尋求方向
[00:00:43.240 --> 00:00:45.840]  我們每一個變動 我們每一個改變
[00:00:45.840 --> 00:00:50.000]  其實是需要很多的頂展會在當中的支持
[00:00:50.000 --> 00:00:53.320]  禱告的支持
[00:00:53.320 --> 00:00:57.680]  和我們在各方面的有錢出錢 有力出力
[00:00:57.680 --> 00:01:02.040]  希望這個改變令到教會更加善用那些資源和空間
[00:01:02.040 --> 00:01:04.400]  以致可以繼續發展神的工作
[00:01:04.400 --> 00:01:06.480]  我們相信神是賜福給我們
[00:01:06.480 --> 00:01:09.840]  都願大家在這個過程當中去緊握到
[00:01:09.840 --> 00:01:12.720]  神自己的呼召和照明
[00:01:12.720 --> 00:01:15.360]  看到那個異象繼續走下去
[00:01:15.360 --> 00:01:19.640]  今天和大家分享這個題目叫做「堅持到底 永不言棄」
[00:01:19.640 --> 00:01:23.240]  都是希望這段經文成為我們一起的鼓勵
[00:01:23.240 --> 00:01:24.800]  我們先禱告
[00:01:24.800 --> 00:01:27.200]  我們多謝你給我們齊今天聚會
[00:01:27.200 --> 00:01:29.880]  在崇拜當中我們經歷你的同在
[00:01:29.880 --> 00:01:33.200]  願你自己親自切腹和保守我們的言語行為
[00:01:33.200 --> 00:01:35.000]  在你的裡面繼續蒙恩
[00:01:35.000 --> 00:01:38.040]  祈禱交託 奉主明祈求 阿們
[00:01:38.040 --> 00:01:40.200]  我們讀經文的時候讀了十八章
[00:01:40.200 --> 00:01:45.120]  但是我們問 耶穌為什麼要教導我們上神禱告不要灰心呢
[00:01:45.120 --> 00:01:48.320]  其實是有一個前文後理的
[00:01:48.320 --> 00:01:50.080]  我們回到前一點的時候說
[00:01:50.080 --> 00:01:53.560]  在第十七章是神的國什麼時候來到
[00:01:53.560 --> 00:01:56.160]  因為很多人就問耶穌
[00:01:56.160 --> 00:01:59.240]  你出來傳道 又說天國近了
[00:01:59.240 --> 00:02:01.360]  要悔改 要信福音
[00:02:01.360 --> 00:02:02.840]  那麼天國什麼時候來
[00:02:02.840 --> 00:02:06.360]  這是由第一天開始的傳福音的問題
[00:02:06.360 --> 00:02:07.960]  那麼回來挑戰耶穌的時候
[00:02:07.960 --> 00:02:10.440]  和神的國什麼時候來到呢
[00:02:10.440 --> 00:02:12.720]  我們可能今天都面對很多的困境
[00:02:12.720 --> 00:02:16.080]  整天想找到最後的結局出路是怎樣
[00:02:16.080 --> 00:02:18.560]  我們搬來搬去搬到什麼時候呢 是不是
[00:02:18.560 --> 00:02:20.480]  就是我們教會都在這裡都十幾年了
[00:02:20.480 --> 00:02:22.880]  在柴灣區都很多的變化
[00:02:22.880 --> 00:02:24.560]  很多的搬遷
[00:02:24.560 --> 00:02:26.960]  我們經常都不知道下一步怎樣 是不是
[00:02:26.960 --> 00:02:29.440]  我們很想很快得到一個結論
[00:02:29.440 --> 00:02:32.160]  我們最好這樣就成功了
[00:02:32.160 --> 00:02:33.480]  那麼耶穌就怎麼回答祂呢
[00:02:33.480 --> 00:02:34.840]  耶穌就回答祂說
[00:02:34.840 --> 00:02:38.400]  神的國來到不是眼所能見的
[00:02:38.400 --> 00:02:40.680]  眼見到的不需要信心
[00:02:40.680 --> 00:02:43.320]  有些東西我們相信神的國會來到
[00:02:43.320 --> 00:02:47.640]  但卻不是現在我們用眼可以見到的
[00:02:47.640 --> 00:02:51.440]  人都不能夠說漢在這裡 漢在那裡
[00:02:51.440 --> 00:02:53.800]  因為什麼 黃色那裡一起讀
[00:02:53.800 --> 00:02:58.400]  因為神的國就在你們心裡
[00:02:58.400 --> 00:03:01.560]  有些翻譯本就說神的國就在你們中間
[00:03:01.560 --> 00:03:04.640]  究竟中間是在這個人群的中間
[00:03:04.640 --> 00:03:06.480]  還是在人的心裡面的中間
[00:03:06.480 --> 00:03:08.840]  其實都是可以解得通的
[00:03:08.840 --> 00:03:11.040]  因為當時耶穌已經是怎樣
[00:03:11.040 --> 00:03:13.240]  道成肉身
[00:03:13.240 --> 00:03:16.080]  親自活在這幫人的當中
[00:03:16.080 --> 00:03:18.960]  所以神的國已經降臨了一部份
[00:03:18.960 --> 00:03:20.800]  既祭未祭
[00:03:20.800 --> 00:03:21.880]  神的國已經降臨了一部份
[00:03:21.880 --> 00:03:23.160]  就在他們的中間
[00:03:23.160 --> 00:03:25.680]  但問題就是這些人有沒有將耶穌基督
[00:03:25.680 --> 00:03:28.280]  放在什麼人的心裡面
[00:03:28.280 --> 00:03:31.160]  所以就說如果神的國在你們中間的時候
[00:03:31.160 --> 00:03:35.320]  這個就是神的國那個利度的彰顯
[00:03:35.320 --> 00:03:38.200]  或者是神的國在人間裡面的實現
[00:03:38.200 --> 00:03:40.640]  問題就是我們有沒有審查到
[00:03:40.640 --> 00:03:43.640]  當時的法律賽人民事是不知道的
[00:03:43.640 --> 00:03:46.920]  還沒有感覺到的 不知道耶穌是神的兒子
[00:03:46.920 --> 00:03:48.480]  所以雖然神的國來到你們當中
[00:03:48.480 --> 00:03:50.440]  你們都看不到的
[00:03:50.440 --> 00:03:51.520]  可以嗎
[00:03:51.520 --> 00:03:53.240]  接著他在講二十六節的時候
[00:03:53.240 --> 00:03:54.440]  說羅亞的日子是怎樣
[00:03:54.440 --> 00:03:56.240]  人子的時候也是怎樣
[00:03:56.240 --> 00:03:58.880]  在那個時候人吃喝又嫁娶
[00:03:58.880 --> 00:04:00.040]  好像羅德的日子一樣
[00:04:00.040 --> 00:04:03.800]  又是吃喝、買賣、耕種、蓋建
[00:04:03.800 --> 00:04:07.120]  他說人子顯現的日子都要這樣
[00:04:07.120 --> 00:04:09.760]  我們期望天國回來的時候很多跡象
[00:04:09.760 --> 00:04:11.600]  但是原來在過往的日子當中
[00:04:11.600 --> 00:04:14.160]  在舊約的歷史告訴我們
[00:04:14.160 --> 00:04:18.360]  那個神來審配的日子是可以失驚無神的
[00:04:18.360 --> 00:04:21.200]  在正常的生活裡面
[00:04:21.200 --> 00:04:27.800]  很普通的吃喝、玩樂、買賣、蓋房子、拆房子
[00:04:27.800 --> 00:04:30.320]  這些是很正常的生活
[00:04:30.320 --> 00:04:31.720]  正常的經濟活動
[00:04:31.720 --> 00:04:33.040]  同不同意嗎
[00:04:33.040 --> 00:04:36.600]  但是羅亞的日子等了幾十百多年
[00:04:36.600 --> 00:04:39.520]  一直鬥著方舟
[00:04:39.520 --> 00:04:45.280]  有個我們的前輩施貝珍牧師就講到
[00:04:45.280 --> 00:04:50.360]  說蝸牛都靠著毅力最終都達到方舟
[00:04:50.360 --> 00:04:53.280]  其實神要降下洪雨
[00:04:53.280 --> 00:04:55.200]  有隻小動物還沒來
[00:04:55.200 --> 00:04:56.400]  那隻什麼呢
[00:04:56.400 --> 00:04:58.400]  那隻蝸牛
[00:04:58.400 --> 00:05:00.480]  蝸牛要上船
[00:05:00.480 --> 00:05:04.120]  方舟才要蓋上才可以下洪雨
[00:05:04.120 --> 00:05:07.040]  這個是我們用故事法去想這個問題
[00:05:07.040 --> 00:05:10.880]  其實都給我們知道信仰裡面都是很清楚
[00:05:10.880 --> 00:05:13.720]  彼得後書裡面有些人都懷疑
[00:05:13.720 --> 00:05:17.760]  究竟神為什麼延遲了祂的應許呢
[00:05:17.760 --> 00:05:20.240]  是不是祂延遲都是這樣
[00:05:20.240 --> 00:05:21.600]  而彼得這樣說
[00:05:21.600 --> 00:05:23.920]  祂是寬容你們
[00:05:23.920 --> 00:05:25.840]  祂不願意一人沉淪
[00:05:25.840 --> 00:05:28.400]  祂願意人人都悔改
[00:05:28.400 --> 00:05:29.520]  在羅亞日子當中
[00:05:29.520 --> 00:05:32.160]  其實神很想除了祂一家八口之外
[00:05:32.160 --> 00:05:35.440]  其他人見到方舟的建造的時候
[00:05:35.440 --> 00:05:38.320]  自己知道如果我不進去方舟
[00:05:38.320 --> 00:05:40.000]  不去投靠耶和華
[00:05:40.000 --> 00:05:42.080]  還是割惡的話
[00:05:42.080 --> 00:05:44.240]  我是如此滅亡的嘛 是不是
[00:05:44.240 --> 00:05:48.240]  所以神是要用這麼長的時間等我們悔改
[00:05:48.240 --> 00:05:51.200]  這個就是舊約裡面給我們的驚憤
[00:05:51.200 --> 00:05:56.040]  這個時候才進入到耶穌提醒祂們
[00:05:56.040 --> 00:05:57.880]  你們不要以為延遲了
[00:05:57.880 --> 00:05:59.120]  天國不來
[00:05:59.120 --> 00:06:00.080]  而是怎樣
[00:06:00.080 --> 00:06:02.920]  是神很想藉著現在耶穌傳道的日子當中
[00:06:02.920 --> 00:06:04.800]  到成肉身的時候
[00:06:04.800 --> 00:06:07.840]  很多人聽到這個福音能夠去悔改
[00:06:07.840 --> 00:06:09.920]  好像約翰的呼召
[00:06:09.920 --> 00:06:10.920]  耶穌的呼召
[00:06:10.920 --> 00:06:12.760]  後來門徒的呼召都是這樣
[00:06:12.760 --> 00:06:14.840]  今天我們同樣都是領受了這個呼召
[00:06:14.840 --> 00:06:16.720]  同意嗎丁小妹
[00:06:16.720 --> 00:06:18.680]  所以耶穌教導門徒禱告
[00:06:18.680 --> 00:06:21.680]  就是說我們不只是處理現在的問題
[00:06:21.680 --> 00:06:23.560]  其實我們是一個終極的盼望
[00:06:23.560 --> 00:06:25.200]  天國什麼時候來呢
[00:06:25.200 --> 00:06:27.040]  耶穌就做這個比喻
[00:06:27.040 --> 00:06:31.000]  勸人上上禱告不可灰心
[00:06:31.000 --> 00:06:33.920]  當時來說那幫人可能都很灰心
[00:06:33.920 --> 00:06:36.840]  猶太人在羅馬政府的迫害
[00:06:36.840 --> 00:06:37.680]  抽重稅
[00:06:37.680 --> 00:06:39.720]  甚至捉他們去當兵
[00:06:39.720 --> 00:06:40.880]  很多的壓力之下
[00:06:40.880 --> 00:06:43.600]  他們經常很想復興以色列國
[00:06:43.600 --> 00:06:47.960]  這是他們認為天國降臨的實踐的意義
[00:06:47.960 --> 00:06:50.280]  但是耶穌說你們想的事情
[00:06:50.280 --> 00:06:52.560]  應該是追求天國的降臨
[00:06:52.560 --> 00:06:54.240]  不一定是現在我們看到的
[00:06:54.240 --> 00:06:56.440]  實際的政權的改變
[00:06:56.440 --> 00:06:57.840]  反而我們不要灰心
[00:06:57.840 --> 00:07:00.240]  我們相信上帝一定會做事
[00:07:00.240 --> 00:07:02.920]  這個灰心是在說我們的心不見了
[00:07:02.920 --> 00:07:04.920]  原文的意思就是不見了心
[00:07:04.920 --> 00:07:06.440]  我們中國人我們明白的
[00:07:06.440 --> 00:07:08.440]  有時候我們面對一些悲情的事情
[00:07:08.440 --> 00:07:10.120]  一些悲哀的事情
[00:07:10.120 --> 00:07:12.800]  提醒我們哀莫大於心死
[00:07:12.800 --> 00:07:14.920]  只要我們心裡面仍然在的時候
[00:07:14.920 --> 00:07:16.440]  我們仍然有盼望
[00:07:16.440 --> 00:07:17.720]  同不同意
[00:07:17.720 --> 00:07:21.280]  有時候我們做傳道木仙都是很辛苦的
[00:07:21.280 --> 00:07:23.400]  有時候收土頂只會說
[00:07:23.400 --> 00:07:25.600]  有些老人家進了醫院裡面
[00:07:25.600 --> 00:07:26.720]  很危急
[00:07:26.720 --> 00:07:29.760]  我們讓他在床邊裡面幫他祈禱
[00:07:29.760 --> 00:07:30.440]  幫他祝福
[00:07:30.440 --> 00:07:33.000]  甚至有些人可能需要我們幫他洗禮
[00:07:33.000 --> 00:07:34.600]  但是醫院說對不起
[00:07:34.600 --> 00:07:36.440]  你不是致親不能進去
[00:07:36.440 --> 00:07:37.960]  現在疫情期間是要致親
[00:07:37.960 --> 00:07:39.640]  那些恩賜才能進去的那些
[00:07:39.640 --> 00:07:44.520]  我們有些院舍未必讓我們做牧師進去
[00:07:44.520 --> 00:07:46.320]  只有致親才能進去
[00:07:46.320 --> 00:07:49.800]  做不到有些他們想期望我們做的事情
[00:07:49.800 --> 00:07:52.160]  我們有時候都覺得是灰心
[00:07:52.160 --> 00:07:54.000]  但是相信疫情總會過去
[00:07:54.000 --> 00:07:56.640]  這些負面環境不會是永遠的
[00:07:56.640 --> 00:07:57.920]  同意嗎
[00:07:57.920 --> 00:08:02.280]  這個時候耶穌用一個比喻去勸人家不要灰心
[00:08:02.280 --> 00:08:04.000]  第二節就這樣說
[00:08:04.000 --> 00:08:05.880]  用一個我們不知道為什麼的比喻
[00:08:05.880 --> 00:08:07.320]  很難解的比喻
[00:08:07.320 --> 00:08:10.200]  這些經文是需要我們用少許時間去學習的
[00:08:10.200 --> 00:08:12.120]  某個城裡面有一個官
[00:08:12.120 --> 00:08:13.320]  他不懼怕神
[00:08:13.320 --> 00:08:15.320]  也不尊重世人
[00:08:15.320 --> 00:08:18.320]  其實我們覺得這個人已經很無恥了
[00:08:18.320 --> 00:08:19.680]  那教育裡面來說
[00:08:19.680 --> 00:08:22.680]  或者我們知道整個律法的總綱是什麼
[00:08:22.680 --> 00:08:24.480]  盡心盡性盡意盡力
[00:08:24.480 --> 00:08:25.400]  愛神
[00:08:25.400 --> 00:08:26.640]  又要怎麼樣
[00:08:26.640 --> 00:08:27.920]  愛人如己
[00:08:27.920 --> 00:08:31.120]  這個又不敬畏神不愛神的人
[00:08:31.120 --> 00:08:34.280]  又不愛人的這個官
[00:08:34.280 --> 00:08:37.920]  其實我們覺得這個官已經很另類了
[00:08:37.920 --> 00:08:38.760]  很不配的了
[00:08:38.760 --> 00:08:40.400]  沒有資格做的了
[00:08:40.400 --> 00:08:41.920]  我們不知道為什麼
[00:08:41.920 --> 00:08:42.480]  就是這樣
[00:08:42.480 --> 00:08:45.800]  這個比喻就是有一個這樣的人去做官
[00:08:45.800 --> 00:08:48.280]  我們千萬不要對他入座
[00:08:48.280 --> 00:08:49.440]  有些是這樣的人
[00:08:49.440 --> 00:08:50.560]  這是耶穌做的比喻
[00:08:50.560 --> 00:08:54.920]  是將最極端的一個環境擺出來的
[00:08:54.920 --> 00:08:57.520]  我們知道做官有一個守則我們要做的
[00:08:57.520 --> 00:08:58.960]  你不記得很清楚的
[00:08:58.960 --> 00:09:01.960]  十九章十五到十六節就說
[00:09:01.960 --> 00:09:03.840]  當做官審判的時候
[00:09:03.840 --> 00:09:06.200]  我們是不可以不公正的
[00:09:06.200 --> 00:09:10.000]  不可以偏袒去看顧那些貧窮人
[00:09:10.000 --> 00:09:13.880]  也不可以看重那些有權勢的人的臉
[00:09:13.880 --> 00:09:16.280]  做官不是因為他有錢或者沒錢
[00:09:16.280 --> 00:09:18.720]  而是傾斜去某一邊的
[00:09:18.720 --> 00:09:20.560]  不看任何的背景
[00:09:20.560 --> 00:09:24.440]  不看任何的政治的成分
[00:09:24.440 --> 00:09:28.200]  也不看任何的學識或者是財富
[00:09:28.200 --> 00:09:30.240]  總之就擺事實講道理
[00:09:30.240 --> 00:09:33.360]  總要公平審判你的輪舍
[00:09:33.360 --> 00:09:34.440]  那些是我們的輪舍
[00:09:34.440 --> 00:09:35.720]  和我們一起生活的人
[00:09:35.720 --> 00:09:38.080]  我們就要公平去審判
[00:09:38.080 --> 00:09:40.560]  不可以在百姓中搬弄是非
[00:09:40.560 --> 00:09:42.240]  也不可以陷害輪舍
