
[00:00:00.000 --> 00:00:02.200]  今天會和大家繼續去講希伯學書
[00:00:02.200 --> 00:00:04.200]  今天去到第十三章
[00:00:04.200 --> 00:00:06.600]  和大家只講一節的聖經
[00:00:06.600 --> 00:00:09.400]  這一節聖經可以說是整卷希伯學書當中
[00:00:09.400 --> 00:00:11.800]  說它是我們作為信徒
[00:00:11.800 --> 00:00:14.100]  較為多一點認識
[00:00:14.100 --> 00:00:17.400]  甚至聽過牧師偶爾都會引用的
[00:00:17.400 --> 00:00:18.400]  一節的經文
[00:00:18.400 --> 00:00:20.400]  我們嘗試讀一讀這一節聖經
[00:00:20.400 --> 00:00:22.700]  有三個不同的版本
[00:00:22.700 --> 00:00:23.900]  即是三個不同的翻譯
[00:00:23.900 --> 00:00:25.200]  有少許的不同
[00:00:25.200 --> 00:00:27.400]  我們一起讀讀這三個不同的版本
[00:00:27.400 --> 00:00:28.900]  同一節的經文
[00:00:28.900 --> 00:00:30.200]  就是十三章第八節
[00:00:30.200 --> 00:00:30.900]  我們一起讀一讀
[00:00:30.900 --> 00:00:32.200]  準備一二三
[00:00:32.200 --> 00:00:37.900]  耶穌基督昨日今日一直到永遠是一樣的
[00:00:37.900 --> 00:00:44.200]  耶穌基督昨日今日一直到世世代代都是一樣的
[00:00:44.200 --> 00:00:47.300]  耶穌基督昨天和今天一樣
[00:00:47.300 --> 00:00:49.800]  且直到永遠
[00:00:49.800 --> 00:00:51.400]  很簡單的一節聖經
[00:00:51.400 --> 00:00:55.300]  這裡講到耶穌基督昨日今日
[00:00:55.300 --> 00:00:58.800]  去到世世代代都是一樣
[00:00:58.800 --> 00:00:59.600]  換言之
[00:00:59.600 --> 00:01:02.700]  無論是你十年前信耶穌的那個耶穌
[00:01:02.700 --> 00:01:04.400]  今日你信耶穌的那個耶穌
[00:01:04.400 --> 00:01:06.400]  將來可能有人信耶穌的耶穌
[00:01:06.400 --> 00:01:08.300]  都是同一個耶穌
[00:01:08.300 --> 00:01:11.300]  同樣韓國的耶穌和今日香港的耶穌
[00:01:11.300 --> 00:01:12.500]  都是同一個耶穌
[00:01:12.500 --> 00:01:13.400]  對不對?
[00:01:13.400 --> 00:01:15.000]  韓國的上帝和香港的上帝
[00:01:15.000 --> 00:01:16.200]  都是同一個上帝
[00:01:16.200 --> 00:01:18.700]  我從來不會說韓國的上帝
[00:01:18.700 --> 00:01:20.500]  是大過香港的上帝
[00:01:20.500 --> 00:01:21.300]  如果是這樣
[00:01:21.300 --> 00:01:23.600]  為什麼我們要訪韓盛會呢?
[00:01:23.600 --> 00:01:24.700]  為什麼要去韓國呢?
[00:01:24.700 --> 00:01:26.800]  就因為韓國那裡最低限度
[00:01:26.800 --> 00:01:29.100]  一上到山就沒有了這個東西
[00:01:29.100 --> 00:01:32.100]  你可以很專注去到上帝面前
[00:01:32.100 --> 00:01:35.000]  你根本沒有機會收到電郵
[00:01:35.000 --> 00:01:36.300]  你沒有機會收到WhatsApp
[00:01:36.300 --> 00:01:38.400]  我租了一塊東西
[00:01:38.400 --> 00:01:39.400]  打算去那邊
[00:01:39.400 --> 00:01:40.800]  去上山都可以收到電郵
[00:01:40.800 --> 00:01:42.500]  誰知道那塊東西一上到山
[00:01:42.500 --> 00:01:45.000]  就完全沒有訊號了
[00:01:45.000 --> 00:01:46.300]  各位弟兄姊妹
[00:01:46.300 --> 00:01:49.700]  因為我們能夠專注在神的那邊
[00:01:49.700 --> 00:01:51.100]  如果今日同福
[00:01:51.100 --> 00:01:52.600]  有一天有個聚會
[00:01:52.600 --> 00:01:54.600]  是三天大家不准聽電話的
[00:01:54.600 --> 00:01:57.300]  你會不會參加呢?
[00:01:57.300 --> 00:01:59.500]  你不敢說的吧?
[00:01:59.500 --> 00:02:00.500]  如果同福有一天
[00:02:00.500 --> 00:02:02.000]  聚會是早上五點半的
[00:02:02.000 --> 00:02:03.900]  你會不會參加呢?
[00:02:03.900 --> 00:02:04.900]  好一點
[00:02:04.900 --> 00:02:06.100]  一天而已
[00:02:06.100 --> 00:02:07.900]  我說了一次而已
[00:02:07.900 --> 00:02:08.800]  各位弟兄姊妹
[00:02:08.800 --> 00:02:09.800]  真是的
[00:02:09.800 --> 00:02:12.500]  今日我們不會說
[00:02:12.500 --> 00:02:14.000]  韓國的上帝
[00:02:14.000 --> 00:02:15.000]  韓國的耶穌
[00:02:15.000 --> 00:02:16.700]  是大過香港的耶穌
[00:02:16.700 --> 00:02:19.000]  我不會說坐第一行的耶穌
[00:02:19.000 --> 00:02:21.200]  是大過坐最後一行的耶穌
[00:02:21.200 --> 00:02:22.300]  但是當我們去到
[00:02:22.300 --> 00:02:23.600]  一些這樣的聚會的時候
[00:02:23.600 --> 00:02:25.700]  為什麼那些弟兄姊妹
[00:02:25.700 --> 00:02:28.000]  這麼渴望去到聖殿當中
[00:02:28.000 --> 00:02:29.500]  他們可能四點鐘
[00:02:29.500 --> 00:02:31.200]  已經是湧到聖殿裏面
[00:02:31.200 --> 00:02:32.400]  是去到第一行
[00:02:32.400 --> 00:02:33.400]  坐在位置裏面
[00:02:33.400 --> 00:02:34.200]  來祈禱
[00:02:34.200 --> 00:02:36.200]  來期待五點半的聚會
[00:02:36.200 --> 00:02:38.200]  為什麼他們會這樣做呢?
[00:02:38.200 --> 00:02:39.500]  是不是那邊的上帝
[00:02:39.500 --> 00:02:40.200]  比較了不起呢?
[00:02:40.200 --> 00:02:41.200]  不是
[00:02:41.200 --> 00:02:42.800]  而是他們的心
[00:02:42.800 --> 00:02:43.700]  聖經說什麼呢?
[00:02:43.700 --> 00:02:44.800]  聖經說
[00:02:44.800 --> 00:02:47.400]  當你願意親近他的時候
[00:02:47.400 --> 00:02:51.100]  神就必親近我們
[00:02:51.100 --> 00:02:51.900]  就是說今日
