
[00:00:00.000 --> 00:00:02.000]  各位弟兄姊妹,早晨。
[00:00:02.000 --> 00:00:06.000]  在講道之前,讓我們再一次低頭禱告。
[00:00:06.000 --> 00:00:12.000]  聖靈願祢的臨在,讓我們進入真理。
[00:00:12.000 --> 00:00:19.000]  願祢在我們生命的同在,幫助我們去活出真理。
[00:00:19.000 --> 00:00:25.000]  主求祢,在這一刻,祢觸摸我們每一個人的心。
[00:00:26.000 --> 00:00:30.000]  讓我們看到主祢的話語的奇妙。
[00:00:30.000 --> 00:00:36.000]  也讓我們有個信服的心,我們願意遵行主祢的話語。
[00:00:36.000 --> 00:00:40.000]  聽我們的祈禱,奉耶穌基督的聖名祈求。
[00:00:40.000 --> 00:00:41.000]  阿們。
[00:00:41.000 --> 00:00:50.000]  上個星期,江山偉傳道跟我們分享了《馬特福音》五章三十八至四十二節。
[00:00:51.000 --> 00:00:57.000]  那段經文的重點就是耶穌教導門徒不要去報復。
[00:00:57.000 --> 00:01:07.000]  就算有人對你不好,有人要打你,有人告你,有人逼你做一些你不想做的事,你都不要去報復。
[00:01:07.000 --> 00:01:17.000]  這段經文跟我們今天要看的,剛才大家剛剛讀完的那段經文是有關係,卻不是一樣。
[00:01:18.000 --> 00:01:25.000]  耶穌是要門徒在天國律法的義上面更進一步。
[00:01:25.000 --> 00:01:32.000]  不單止不報復,而且是要愛你們的受敵。
[00:01:32.000 --> 00:01:38.000]  不報復當然好,但是有些被動的意思。
[00:01:38.000 --> 00:01:41.000]  愛受敵卻是主動的。
[00:01:43.000 --> 00:01:51.000]  奧古斯丁曾經這樣說,很多人都學會了怎樣被人打另外一邊的面。
[00:01:51.000 --> 00:01:58.000]  但是他們卻不懂得去愛那些打他們的人。
[00:01:58.000 --> 00:02:06.000]  愛受敵就好像將兩樣相反的東西放在一起。
[00:02:07.000 --> 00:02:16.000]  因為在人的本性當中,受敵的定義就是那些他們一定不會去愛的人。
[00:02:16.000 --> 00:02:21.000]  我想問問大家,你有沒有受敵的呢?
[00:02:21.000 --> 00:02:28.000]  可能有人說我沒有,因為我對所有人都這麼好。
[00:02:29.000 --> 00:02:39.000]  不過或者有些時候以為自己沒有受敵,但是卻原來有人當你是他的受敵,你都不知道。
[00:02:39.000 --> 00:02:49.000]  受敵不一定是兩個國家打仗的時候,那些士兵在戰場上所遇到的那些人。
[00:02:49.000 --> 00:02:58.000]  受敵可能是一些傷害你的人,跟你關係很差的人。
[00:02:59.000 --> 00:03:04.000]  或者我們先做一個實驗。
[00:03:04.000 --> 00:03:14.000]  我想請大家去想一想,你想一個曾經在你生命裏面傷害過你的人。
