
[00:00:00.000 --> 00:00:02.000]  鄧燕慈梅 午安
[00:00:02.000 --> 00:00:08.000]  在開始的時候 我想先和大家介紹一個人物
[00:00:08.000 --> 00:00:13.000]  這個人叫做歐內斯特戈登 Ernest Gordon
[00:00:13.000 --> 00:00:15.000]  這個是什麼人呢?
[00:00:15.000 --> 00:00:20.000]  其實他是一個英國陸軍的軍人
[00:00:20.000 --> 00:00:23.000]  他很年輕 24歲的時候
[00:00:23.000 --> 00:00:26.000]  因為在二次大戰去參戰
[00:00:26.000 --> 00:00:31.000]  但是沒多久就成為了日軍的俘虜
[00:00:31.000 --> 00:00:34.000]  進入了集中營
[00:00:34.000 --> 00:00:41.000]  由於當時的日軍想入侵印度
[00:00:41.000 --> 00:00:43.000]  他們怎麼辦呢?
[00:00:43.000 --> 00:00:48.000]  他們就將這些俘虜得來的戰俘
[00:00:48.000 --> 00:00:53.000]  就要他們幫忙建一條鐵路
[00:00:53.000 --> 00:00:58.000]  就由這個密謀的泰國森林
[00:00:58.000 --> 00:01:04.000]  建一條鐵路去緬甸幫助他們打仗
[00:01:04.000 --> 00:01:10.000]  他就留在戰俘營三年那麼久
[00:01:10.000 --> 00:01:17.000]  幫忙建那條鐵路橫跨貴賀橋
[00:01:17.000 --> 00:01:19.000]  我不知道大家有沒有聽過
[00:01:19.000 --> 00:01:25.000]  在這個歷史當中非常之出名
[00:01:25.000 --> 00:01:30.000]  所以就有人將這段歷史
[00:01:30.000 --> 00:01:33.000]  就拍了一套電影
[00:01:33.000 --> 00:01:36.000]  就叫做《閨河大橋》
[00:01:36.000 --> 00:01:42.000]  這套電影如果你有上一年多
[00:01:42.000 --> 00:01:44.000]  你可能看過了
[00:01:44.000 --> 00:01:51.000]  他就拿了7項奧斯卡電影大獎
[00:01:51.000 --> 00:01:53.000]  都挺厲害的
[00:01:53.000 --> 00:01:56.000]  在被囚的期間
[00:01:56.000 --> 00:02:02.000]  這些戰俘是需要在攝氏差不多50度
[00:02:02.000 --> 00:02:09.000]  高溫的底下來幫忙建鐵路
[00:02:09.000 --> 00:02:13.000]  當然在密謀的泰國森林當中
[00:02:13.000 --> 00:02:17.000]  就被很多的蚊蟲叮咬
[00:02:17.000 --> 00:02:19.000]  咬到腫了
[00:02:19.000 --> 00:02:22.000]  而且他們要赤腳
[00:02:22.000 --> 00:02:27.000]  所以也都被那些尖銳的石頭
[00:02:27.000 --> 00:02:30.000]  就令到腳就傷了
[00:02:30.000 --> 00:02:31.000]  體力不支
[00:02:31.000 --> 00:02:33.000]  動作慢的那麼多
[00:02:33.000 --> 00:02:40.000]  也都會被這個看守集中營的日軍就痛打
[00:02:40.000 --> 00:02:43.000]  甚至是因為這樣而死亡
[00:02:43.000 --> 00:02:46.000]  被人打死的不少
[00:02:46.000 --> 00:02:51.000]  更加多的是因為他們在裡面營養不良
[00:02:51.000 --> 00:02:53.000]  以及生病
[00:02:53.000 --> 00:02:58.000]  所以也都因為這樣的原因而死亡
[00:02:58.000 --> 00:03:03.000]  這個歐內斯特哥登
[00:03:03.000 --> 00:03:06.000]  當然也都不能幸免
[00:03:06.000 --> 00:03:10.000]  當他病到五顏六色的時候
[00:03:10.000 --> 00:03:16.000]  他就被送到一個死亡病房
[00:03:16.000 --> 00:03:17.000]  為什麼呢
[00:03:17.000 --> 00:03:20.000]  因為日軍就將那些都差不多
[00:03:20.000 --> 00:03:22.000]  覺得你都沒什麼希望了
[00:03:22.000 --> 00:03:24.000]  都醫不回來了
[00:03:24.000 --> 00:03:26.000]  就把他全堆進去這個病房
[00:03:26.000 --> 00:03:34.000]  不過這個歐內斯特哥登
[00:03:34.000 --> 00:03:37.000]  他在這個病房裡面
[00:03:37.000 --> 00:03:41.000]  就遇到兩個天使
[00:03:41.000 --> 00:03:45.000]  其實這兩個士兵
[00:03:45.000 --> 00:03:47.000]  大家都是避老的
[00:03:47.000 --> 00:03:49.000]  他們不是醫生
[00:03:49.000 --> 00:03:52.000]  不過他們就很有心機
[00:03:52.000 --> 00:03:57.000]  全天候來守護歐內斯特哥登
[00:03:57.000 --> 00:03:59.000]  怎樣做法呢
[00:03:59.000 --> 00:04:02.000]  基本上就沒什麼
[00:04:02.000 --> 00:04:07.000]  他們主要就是保持
[00:04:07.000 --> 00:04:12.000]  這個歐內斯特哥登的傷口清潔
[00:04:12.000 --> 00:04:15.000]  每天幫他洗傷口
[00:04:15.000 --> 00:04:17.000]  當然了
[00:04:17.000 --> 00:04:23.000]  俘虜你都不要想著有很好的關顧你了
[00:04:23.000 --> 00:04:27.000]  他們包紮傷口那些紗布
[00:04:27.000 --> 00:04:29.000]  就用完又用
[00:04:29.000 --> 00:04:30.000]  很髒的
[00:04:30.000 --> 00:04:31.000]  那怎樣呢
[00:04:31.000 --> 00:04:33.000]  他們就用滾水
[00:04:33.000 --> 00:04:35.000]  就將它消毒
[00:04:35.000 --> 00:04:37.000]  然後又是再包紮
[00:04:37.000 --> 00:04:38.000]  重用的
[00:04:38.000 --> 00:04:41.000]  出乎意料之外
[00:04:41.000 --> 00:04:44.000]  竟然他就不死
[00:04:44.000 --> 00:04:46.000]  這兩個人
[00:04:46.000 --> 00:04:49.000]  基本上有名字的
[00:04:49.000 --> 00:04:50.000]  叫做米勒
[00:04:50.000 --> 00:04:52.000]  另一個叫做摩亞
[00:04:52.000 --> 00:04:54.000]  死不去
[00:04:54.000 --> 00:04:58.000]  所以就是這樣
[00:04:58.000 --> 00:05:01.000]  就經過了這幾年的時間
[00:05:01.000 --> 00:05:03.000]  其他的戰俘
[00:05:03.000 --> 00:05:05.000]  也都因為這樣的緣故
[00:05:05.000 --> 00:05:08.000]  是給他們好好照顧
[00:05:08.000 --> 00:05:12.000]  於是就重新對於他們的生命
[00:05:12.000 --> 00:05:15.000]  就恢復信心和盼望
[00:05:15.000 --> 00:05:18.000]  這個哥登
[00:05:18.000 --> 00:05:21.000]  原本他是一個不可知論
[00:05:21.000 --> 00:05:23.000]  就是不信耶穌的人
[00:05:23.000 --> 00:05:25.000]  但是他就覺得
[00:05:25.000 --> 00:05:28.000]  為什麼這兩個士兵
[00:05:28.000 --> 00:05:29.000]  這兩個天使
[00:05:29.000 --> 00:05:31.000]  會這樣呢
[00:05:31.000 --> 00:05:34.000]  他們不單止對於自己
[00:05:34.000 --> 00:05:36.000]  同樣是被俘虜
[00:05:36.000 --> 00:05:38.000]  沒有埋怨的
[00:05:38.000 --> 00:05:40.000]  還全心全意地
[00:05:40.000 --> 00:05:43.000]  去照顧其他的戰俘
[00:05:43.000 --> 00:05:46.000]  於是印象很深刻
[00:05:46.000 --> 00:05:48.000]  及後這個哥登
[00:05:48.000 --> 00:05:51.000]  就在這個集中營
[00:05:51.000 --> 00:05:53.000]  信了耶穌
[00:05:53.000 --> 00:05:55.000]  生命影響生命
