
[00:00:00.000 --> 00:00:03.000]  第一次會議早晨
[00:00:03.000 --> 00:00:07.000]  索羅門王被譽為一個很有智慧的君王
[00:00:07.000 --> 00:00:10.000]  不過有一晚他又發夢
[00:00:10.000 --> 00:00:14.000]  他夢見一個真正的智者
[00:00:14.000 --> 00:00:17.000]  那些智者可以點出他
[00:00:17.000 --> 00:00:20.000]  原來有很多盲點、很多歲月
[00:00:20.000 --> 00:00:24.000]  他點化了很多生命的迷津
[00:00:24.000 --> 00:00:28.000]  索羅門王都豁然開朗
[00:00:28.000 --> 00:00:32.000]  那些智者說我送給你幾個字
[00:00:32.000 --> 00:00:34.000]  這幾個字就總結了
[00:00:34.000 --> 00:00:38.000]  人生智慧一個最高峰
[00:00:38.000 --> 00:00:40.000]  四個字而已
[00:00:40.000 --> 00:00:44.000]  那個時候索羅門王突然驚醒了
[00:00:44.000 --> 00:00:46.000]  一醒了想著想著
[00:00:46.000 --> 00:00:49.000]  發個夢很特別
[00:00:49.000 --> 00:00:51.000]  不過最重要的那幾個字
[00:00:51.000 --> 00:00:54.000]  糟了,忘記了
[00:00:54.000 --> 00:01:01.000]  於是照來宮中最有智慧的幾個臣子來砌
[00:01:01.000 --> 00:01:04.000]  大家,我昨晚發了個夢
[00:01:04.000 --> 00:01:06.000]  我記得
[00:01:06.000 --> 00:01:08.000]  不過就在最關鍵時刻
[00:01:08.000 --> 00:01:11.000]  我醒了,就忘記了幾個字
[00:01:11.000 --> 00:01:13.000]  你幫我想想
[00:01:13.000 --> 00:01:16.000]  你想不想到
[00:01:16.000 --> 00:01:18.000]  想都想不到
[00:01:18.000 --> 00:01:20.000]  不如這樣吧
[00:01:20.000 --> 00:01:22.000]  我給大家一點時間
[00:01:22.000 --> 00:01:25.000]  這是我最重要的戒指
[00:01:25.000 --> 00:01:30.000]  你們想到就將字刻上去
[00:01:30.000 --> 00:01:33.000]  好讓我每時每刻
[00:01:33.000 --> 00:01:35.000]  每分每秒
[00:01:35.000 --> 00:01:38.000]  每年每月都記得這幾個字
[00:01:38.000 --> 00:01:43.000]  就是人生的最高智慧
[00:01:43.000 --> 00:01:45.000]  因為它有提示
[00:01:45.000 --> 00:01:48.000]  神語當中就掌握到
[00:01:48.000 --> 00:01:49.000]  於是一個星期之後
[00:01:49.000 --> 00:01:51.000]  就將戒指送給索羅門王
[00:01:51.000 --> 00:01:53.000]  索羅門王一看
[00:01:53.000 --> 00:01:55.000]  啊,沒錯
[00:01:55.000 --> 00:01:57.000]  就是這四個字
[00:01:57.000 --> 00:02:00.000]  活在當下
[00:02:00.000 --> 00:02:04.000]  活在當下
[00:02:04.000 --> 00:02:07.000]  活在當下很特別
[00:02:07.000 --> 00:02:09.000]  是不同的宗教
[00:02:09.000 --> 00:02:11.000]  不同的民族
[00:02:11.000 --> 00:02:14.000]  都視為一句很有智慧的說話
[00:02:14.000 --> 00:02:16.000]  但同時有人說
[00:02:16.000 --> 00:02:18.000]  廢話
[00:02:18.000 --> 00:02:19.000]  如果有人不開心
[00:02:19.000 --> 00:02:23.000]  找你傳道牧師
[00:02:23.000 --> 00:02:24.000]  我最近怎樣怎樣
[00:02:24.000 --> 00:02:27.000]  你有什麼智慧給我
[00:02:27.000 --> 00:02:30.000]  活在當下
[00:02:30.000 --> 00:02:31.000]  是不是廢話
[00:02:31.000 --> 00:02:33.000]  廢話
[00:02:33.000 --> 00:02:35.000]  又廢不完
[00:02:35.000 --> 00:02:36.000]  為什麼廢不完
[00:02:36.000 --> 00:02:41.000]  事實上很多人並不活在當下
[00:02:41.000 --> 00:02:46.000]  因為很多人活在過去的昨日
[00:02:46.000 --> 00:02:50.000]  他活在過去的光榮
[00:02:50.000 --> 00:02:52.000]  過去的光輝
[00:02:52.000 --> 00:02:54.000]  想當年叔叔怎樣怎樣
[00:02:54.000 --> 00:02:57.000]  想當年你姊姊怎樣怎樣
[00:02:57.000 --> 00:02:59.000]  不過現在
[00:02:59.000 --> 00:03:02.000]  永遠活在過去
[00:03:02.000 --> 00:03:07.000]  但很多人活在過去的傷痛當中
[00:03:07.000 --> 00:03:08.000]  最多
[00:03:08.000 --> 00:03:10.000]  包括在當中都有
[00:03:10.000 --> 00:03:14.000]  很多的童年陰影
[00:03:14.000 --> 00:03:16.000]  很多被傷害的時刻
[00:03:16.000 --> 00:03:19.000]  很多後悔的事情
[00:03:19.000 --> 00:03:21.000]  很多不開心的事情
[00:03:21.000 --> 00:03:23.000]  你走不出
[00:03:23.000 --> 00:03:26.000]  很多的憂鬱症
[00:03:26.000 --> 00:03:28.000]  一路去挖出來
[00:03:28.000 --> 00:03:30.000]  到最後
[00:03:30.000 --> 00:03:32.000]  碰到傷口
[00:03:32.000 --> 00:03:35.000]  不過不專業人士不要揭別人的傷口
[00:03:35.000 --> 00:03:37.000]  因為你蓋不回去
[00:03:37.000 --> 00:03:40.000]  活在過去的光榮
[00:03:40.000 --> 00:03:43.000]  較多活在過去的憂傷
[00:03:43.000 --> 00:03:46.000]  很多年青人
[00:03:46.000 --> 00:03:47.000]  二十多歲
[00:03:47.000 --> 00:03:49.000]  傷痕纍纍
[00:03:49.000 --> 00:03:51.000]  老人家不用說
[00:03:51.000 --> 00:03:53.000]  一生有多少傷痕
[00:03:53.000 --> 00:03:55.000]  你不懂處理
[00:03:55.000 --> 00:03:57.000]  於是你活在過去的傷痛當中
[00:03:57.000 --> 00:04:00.000]  一來就活在未來
[00:04:00.000 --> 00:04:02.000]  年輕的
[00:04:02.000 --> 00:04:04.000]  很多幻想
[00:04:04.000 --> 00:04:06.000]  很多夢想
[00:04:06.000 --> 00:04:07.000]  很多理想
[00:04:07.000 --> 00:04:09.000]  於是不斷想將來怎樣怎樣
[00:04:09.000 --> 00:04:11.000]  但你此刻做不到任何事
[00:04:11.000 --> 00:04:13.000]  只有一個想
[00:04:13.000 --> 00:04:15.000]  你不能活在當下
[00:04:15.000 --> 00:04:17.000]  不要從今天開始
[00:04:17.000 --> 00:04:19.000]  做好應做的事
[00:04:19.000 --> 00:04:21.000]  有人會預知很多未來的憂愁
[00:04:21.000 --> 00:04:23.000]  你有沒有聽過
[00:04:23.000 --> 00:04:25.000]  鄭子誠一幕情人開場說過
[00:04:25.000 --> 00:04:27.000]  不要預知未來的憂愁
[00:04:27.000 --> 00:04:29.000]  真的
[00:04:29.000 --> 00:04:31.000]  今天多好
[00:04:31.000 --> 00:04:33.000]  今天很好
[00:04:33.000 --> 00:04:35.000]  今天精神
[00:04:35.000 --> 00:04:37.000]  明天不知怎樣
[00:04:37.000 --> 00:04:39.000]  我旁邊的婆婆突然去世了
[00:04:39.000 --> 00:04:41.000]  真的很害怕
[00:04:41.000 --> 00:04:43.000]  今天很好 明天怎樣
[00:04:43.000 --> 00:04:45.000]  未來怎樣
[00:04:45.000 --> 00:04:47.000]  又預知未來的憂愁
[00:04:47.000 --> 00:04:49.000]  原來發覺活在當下
[00:04:49.000 --> 00:04:51.000]  都不簡單
[00:04:51.000 --> 00:04:53.000]  當然活在當下
[00:04:53.000 --> 00:04:55.000]  有一個很基本
[00:04:55.000 --> 00:04:57.000]  如何界定
[00:04:57.000 --> 00:04:59.000]  活在
[00:04:59.000 --> 00:05:01.000]  如何界定當下
[00:05:01.000 --> 00:05:03.000]  當下
[00:05:03.000 --> 00:05:05.000]  就是此刻
[00:05:05.000 --> 00:05:07.000]  活在今日
[00:05:07.000 --> 00:05:09.000]  但如何活著
[00:05:09.000 --> 00:05:11.000]  這你可以選擇
[00:05:11.000 --> 00:05:13.000]  基督徒
[00:05:13.000 --> 00:05:15.000]  要活在當下
[00:05:15.000 --> 00:05:17.000]  要活在過去
[00:05:17.000 --> 00:05:19.000]  要活在明天
[00:05:19.000 --> 00:05:21.000]  因為耶穌記得
[00:05:21.000 --> 00:05:23.000]  昨日 今日 明日都是一樣
[00:05:23.000 --> 00:05:25.000]  所以我們對生活
[00:05:25.000 --> 00:05:27.000]  是有一套智慧
[00:05:27.000 --> 00:05:29.000]  智慧不是我們有多少學問
[00:05:29.000 --> 00:05:31.000]  或者多少天賦
[00:05:31.000 --> 00:05:33.000]  而是我們從聖經當中
[00:05:33.000 --> 00:05:35.000]  我們吸收到一個很特別
[00:05:35.000 --> 00:05:37.000]  一種屬靈的視野
[00:05:37.000 --> 00:05:39.000]  用一種屬靈的視野
[00:05:39.000 --> 00:05:41.000]  去看我們每一天
[00:05:41.000 --> 00:05:43.000]  去看到自己
[00:05:43.000 --> 00:05:45.000]  有人福音
[00:05:45.000 --> 00:05:47.000]  在小三宗
[00:05:47.000 --> 00:05:49.000]  是比較深一點
[00:05:49.000 --> 00:05:51.000]  太初道 道臣同在
[00:05:51.000 --> 00:05:53.000]  道臣是神 一開始
[00:05:53.000 --> 00:05:55.000]  已經
[00:05:55.000 --> 00:05:57.000]  給大家一個下馬威
[00:05:57.000 --> 00:05:59.000]  都幾深
[00:05:59.000 --> 00:06:01.000]  有人很善於用對比
[00:06:01.000 --> 00:06:03.000]  什麼是對比
[00:06:03.000 --> 00:06:05.000]  光來到世界
[00:06:05.000 --> 00:06:07.000]  世界必受光
[00:06:07.000 --> 00:06:09.000]  光和黑不會對比
[00:06:09.000 --> 00:06:11.000]  這個對比很特別
[00:06:11.000 --> 00:06:13.000]  所以我們看福音書
[00:06:13.000 --> 00:06:15.000]  每卷福音都有特色
[00:06:15.000 --> 00:06:17.000]  看約翰福音
[00:06:17.000 --> 00:06:19.000]  都可以用對比方法
[00:06:19.000 --> 00:06:21.000]  今日這段經文
[00:06:21.000 --> 00:06:23.000]  我主要不是講這段經文
[00:06:23.000 --> 00:06:25.000]  我講這段經文之前
[00:06:25.000 --> 00:06:27.000]  兩個很特別的記載
[00:06:27.000 --> 00:06:29.000]  記載是一個
[00:06:29.000 --> 00:06:31.000]  很強烈的對比
