
[00:00:00.000 --> 00:00:01.060]  靚姐妹早晨
[00:00:01.060 --> 00:00:05.980]  很開心可以在大家當中分享上帝的說話
[00:00:05.980 --> 00:00:10.300]  今天的題目叫做宣教誠懇蓋心
[00:00:10.300 --> 00:00:12.320]  多謝剛才敬拜小組
[00:00:12.320 --> 00:00:15.340]  我們選了幾首很好聽的詩歌
[00:00:15.340 --> 00:00:16.720]  是很配合這個主題
[00:00:16.720 --> 00:00:19.900]  特別是講到耶穌基督的謙卑
[00:00:19.900 --> 00:00:23.520]  以及看到敬拜榮耀的讚美
[00:00:23.520 --> 00:00:24.760]  多謝敬拜小組
[00:00:24.760 --> 00:00:25.820]  我們預備
[00:00:25.820 --> 00:00:30.680]  兩段經文剛才主席幫你們讀到了
[00:00:30.680 --> 00:00:33.760]  分享之前讓我介紹一下
[00:00:33.760 --> 00:00:35.600]  究竟我是何許人
[00:00:35.600 --> 00:00:37.500]  為什麼會在這裡當中
[00:00:37.500 --> 00:00:40.960]  我所服侍的差會叫做世界福音動員會
[00:00:40.960 --> 00:00:43.000]  英文叫做Operation Mobilization
[00:00:43.000 --> 00:00:44.040]  簡稱叫OM
[00:00:44.040 --> 00:00:46.980]  所以看到圓圈有個OM在差會
[00:00:46.980 --> 00:00:50.080]  如果靚姐妹大部分來自香港的時候
[00:00:50.080 --> 00:00:53.320]  OM的工作最廣為人所認識
[00:00:53.320 --> 00:00:54.620]  是福音船的工作
[00:00:54.620 --> 00:00:59.060]  每幾年會停泊在尖沙咀可人大廈
[00:00:59.060 --> 00:01:01.820]  讓市民上去買書
[00:01:01.820 --> 00:01:03.620]  上船參觀
[00:01:03.620 --> 00:01:06.200]  無論是早期的中瀑號Dulos
[00:01:06.200 --> 00:01:09.520]  到後期的望渡號Locust Hope
[00:01:09.520 --> 00:01:13.240]  我不知道還有多少靚姐妹上過船來參觀
[00:01:13.240 --> 00:01:14.180]  是小部分
[00:01:14.180 --> 00:01:16.780]  香港有OM的工作
[00:01:16.780 --> 00:01:18.660]  在世界各地都有
[00:01:18.660 --> 00:01:22.680]  現在我隸屬英國OM的差會
[00:01:22.680 --> 00:01:28.260]  英國OM最主要的工作是去推動英國的教會
[00:01:28.260 --> 00:01:31.500]  其實英國教會參與宣教工作已經很多年了
[00:01:31.500 --> 00:01:33.620]  大概二、三百年的時間
[00:01:33.620 --> 00:01:39.060]  是一個老牌的差宴的基地
[00:01:39.060 --> 00:01:41.980]  美國、英國、歐洲不同的地方
[00:01:41.980 --> 00:01:46.280]  今天仍然在當中去推動英國的教會
[00:01:46.280 --> 00:01:48.060]  繼續參與宣教工作
[00:01:48.060 --> 00:01:51.120]  所以我大部分同事都是英國的本地人
[00:01:51.120 --> 00:01:54.680]  我的工作集中在環的事工
[00:01:54.680 --> 00:01:57.580]  希望環教會在這些年日裡面
[00:01:57.580 --> 00:02:00.040]  我們繼續學習
[00:02:00.040 --> 00:02:01.520]  跨越文化宣教工作
[00:02:01.520 --> 00:02:05.560]  大概宣教不單單是海外、遠方、中東、非洲
[00:02:05.560 --> 00:02:07.540]  對於英國教會來說
[00:02:07.540 --> 00:02:10.460]  他們所關心的是非洲
[00:02:10.460 --> 00:02:11.980]  非洲的地方
[00:02:11.980 --> 00:02:13.920]  中東
[00:02:13.920 --> 00:02:15.140]  亞洲的地方
[00:02:15.140 --> 00:02:17.300]  亞洲的不同的
[00:02:17.300 --> 00:02:18.980]  穆斯林好像在上面
[00:02:18.980 --> 00:02:21.920]  有穆斯林、有佛教群體
[00:02:21.920 --> 00:02:23.980]  有印度教群體
[00:02:23.980 --> 00:02:25.700]  有關心
[00:02:25.700 --> 00:02:28.580]  除了在歐洲以外不同的地方
[00:02:28.580 --> 00:02:31.180]  其實在歐洲、在英國本土
[00:02:31.180 --> 00:02:34.220]  都有很多萬族萬民居住在中間
[00:02:34.220 --> 00:02:37.340]  宣教工作不需要去坐飛機
[00:02:37.340 --> 00:02:39.420]  我走到社區裡面
[00:02:39.420 --> 00:02:43.260]  或者我鄰居已經是一個宣教的工場
[00:02:43.260 --> 00:02:45.760]  讓我們在這些年間裡面
[00:02:45.760 --> 00:02:47.460]  我們一起去學習
[00:02:47.460 --> 00:02:49.320]  怎樣關心我們社區
[00:02:49.320 --> 00:02:52.760]  又同樣去理解上帝愛世界的心
[00:02:52.760 --> 00:02:56.940]  好讓我們能夠在神面前有一個好的回應
[00:02:56.940 --> 00:02:59.620]  我們的努力就是希望直到
[00:02:59.620 --> 00:03:03.120]  所有人都聽到耶穌基督的故事
[00:03:03.120 --> 00:03:05.420]  Until all have heard
[00:03:05.420 --> 00:03:07.020]  直到耶穌基督回來
[00:03:07.020 --> 00:03:09.860]  這是上帝所給教會的使命
[00:03:09.860 --> 00:03:15.340]  我們要去洗萬民作耶穌基督的門徒
[00:03:15.340 --> 00:03:17.920]  天國的福音要傳遍天下
[00:03:17.920 --> 00:03:19.860]  向萬民作見證
[00:03:19.860 --> 00:03:22.460]  然後末期才來到
[00:03:22.460 --> 00:03:24.240]  今天所讀的經文是在
[00:03:24.240 --> 00:03:27.680]  《菲律賓書》第二章第6到第11節
[00:03:27.680 --> 00:03:32.360]  是史諾保羅被囚在羅馬監獄的時候
[00:03:32.360 --> 00:03:36.620]  寫了四封書信給三安教會
[00:03:36.620 --> 00:03:39.700]  和一個人
[00:03:39.700 --> 00:03:41.580]  其中一卷書
[00:03:41.580 --> 00:03:44.900]  寫給了菲律賓教會
[00:03:44.900 --> 00:03:48.240]  菲律賓教會是鼓勵他們在各樣挑戰當中
[00:03:48.240 --> 00:03:50.680]  仍然要常常喜樂
[00:03:50.680 --> 00:03:56.280]  喜樂是菲律賓書的其中一個很重要的核心
[00:03:56.280 --> 00:03:58.640]  保羅坐牢
[00:03:58.640 --> 00:04:00.780]  困難在絕望裡面
[00:04:00.780 --> 00:04:03.980]  但卻亦鼓勵菲律賓教會
[00:04:03.980 --> 00:04:07.120]  在困難裡面不要失掉盼望
[00:04:07.120 --> 00:04:08.800]  要常常喜樂
[00:04:08.800 --> 00:04:10.160]  不住禱告
[00:04:10.160 --> 00:04:11.900]  凡事的謝恩
[00:04:11.900 --> 00:04:14.620]  不僅在菲律賓書裡面講喜樂
[00:04:14.620 --> 00:04:17.240]  也同樣讚揚菲律賓教會
[00:04:17.240 --> 00:04:20.380]  從起初的時候到今天
[00:04:20.380 --> 00:04:24.240]  和保羅的都是齊上齊下
[00:04:24.240 --> 00:04:27.160]  都是同心合二
[00:04:27.160 --> 00:04:28.420]  興旺福音
[00:04:28.420 --> 00:04:31.720]  在菲律賓書第一章第14節所講的
[00:04:31.720 --> 00:04:33.220]  同心合二
[00:04:33.220 --> 00:04:34.160]  興旺福音
[00:04:34.160 --> 00:04:37.080]  英文是說Partnership in the Gospel
[00:04:37.080 --> 00:04:39.160]  是福音的夥伴
[00:04:39.160 --> 00:04:42.140]  菲律賓教會在保羅領袖第二次
[00:04:42.140 --> 00:04:44.880]  領袖馬其頓二將
[00:04:44.880 --> 00:04:46.680]  開始第二次宣教旅程的時候
[00:04:46.680 --> 00:04:48.940]  第一站就是菲律賓這個地方
[00:04:48.940 --> 00:04:52.600]  向賣紫色布匹的女底牙傳福音
[00:04:52.600 --> 00:04:54.140]  於是他信了主
[00:04:54.140 --> 00:04:56.620]  菲律賓教會就在那裡建立
[00:04:56.620 --> 00:04:58.840]  到保羅現在坐牢的時候
[00:04:58.840 --> 00:04:59.840]  從頭一天
[00:04:59.840 --> 00:05:02.740]  由那一天向女底牙傳福音
[00:05:02.740 --> 00:05:03.520]  到今天
[00:05:03.520 --> 00:05:07.420]  菲律賓教會都是對保羅不離不棄
[00:05:07.420 --> 00:05:10.100]  這是整個菲律賓教會的開頭
[00:05:10.100 --> 00:05:11.440]  我們知道故事
[00:05:11.440 --> 00:05:12.420]  第一章
[00:05:12.420 --> 00:05:13.940]  然後到了第二章
[00:05:13.940 --> 00:05:17.840]  記載一個很重要的訊息
[00:05:17.840 --> 00:05:20.260]  這個很重要的訊息是說
[00:05:20.260 --> 00:05:24.640]  保羅要論證耶穌基督是我們的榜樣
[00:05:24.640 --> 00:05:27.500]  是教會整體的榜樣
[00:05:27.500 --> 00:05:30.920]  在二章第六到第十一節裡面
[00:05:30.920 --> 00:05:33.540]  是用一個詩歌的方式
[00:05:33.540 --> 00:05:40.740]  來表達耶穌從卑微到被高升的救贖路程
[00:05:40.740 --> 00:05:43.840]  在第二章第六到第十一節
[00:05:43.840 --> 00:05:45.300]  有不同的聖經學者說
[00:05:45.300 --> 00:05:49.420]  可能這是一個早期的基督徒的詩歌
[00:05:49.420 --> 00:05:50.540]  也有人說
[00:05:50.540 --> 00:05:54.940]  其實保羅在當中借用早期的詩歌
[00:05:54.940 --> 00:05:56.000]  不是原創的
[00:05:56.000 --> 00:05:58.000]  是借用二次創作
[00:05:58.000 --> 00:06:00.640]  然後再在當中寫下
[00:06:00.640 --> 00:06:02.340]  放在菲律賓書裡面
[00:06:02.340 --> 00:06:03.940]  但是重點也不是
[00:06:03.940 --> 00:06:05.820]  究竟是保羅原創
[00:06:05.820 --> 00:06:07.620]  二次創作還是怎麼樣
[00:06:07.620 --> 00:06:09.080]  重點我們看到的
[00:06:09.080 --> 00:06:10.380]  最重要的就是
[00:06:10.380 --> 00:06:13.740]  在第二章第六到十一節裡面的結構
[00:06:13.740 --> 00:06:16.100]  是一個對稱平衡的結構
[00:06:16.100 --> 00:06:20.180]  以及內容上不像普通的散文裡面
[00:06:20.180 --> 00:06:22.780]  是很有詩意地表達
[00:06:22.780 --> 00:06:27.720]  而第二章第六到十一節分開兩部分
[00:06:27.720 --> 00:06:30.860]  六到八是講基督的謙卑
[00:06:30.860 --> 00:06:35.500]  然後九到十一節是講基督的高舉
[00:06:35.500 --> 00:06:38.360]  所以形成一個什麼形狀呢?
[00:06:38.360 --> 00:06:39.420]  好像V形一樣
[00:06:39.420 --> 00:06:40.820]  高處
[00:06:40.820 --> 00:06:42.220]  然後降卑
[00:06:42.220 --> 00:06:43.500]  然後低處
[00:06:43.500 --> 00:06:44.800]  裡面是高舉
[00:06:44.800 --> 00:06:49.920]  所開始的時候我們先看第二章第六到第八節的部分
[00:06:49.920 --> 00:06:50.820]  聖經說
[00:06:50.820 --> 00:06:52.220]  「他本有神的形象
[00:06:52.220 --> 00:06:54.700]  卻不堅持自己與上帝同等
[00:06:54.700 --> 00:06:56.020]  反倒虛己
[00:06:56.020 --> 00:06:58.080]  取了奴僕的形象
[00:06:58.080 --> 00:06:59.860]  成為人的樣式
[00:06:59.860 --> 00:07:01.140]  既有人的樣子
[00:07:01.140 --> 00:07:02.380]  就謙卑自己
[00:07:02.380 --> 00:07:03.300]  全心馴服
[00:07:03.300 --> 00:07:04.260]  以至於死
[00:07:04.260 --> 00:07:06.660]  且死在十字架上」
[00:07:06.660 --> 00:07:10.300]  聖經是這樣講述
[00:07:10.300 --> 00:07:14.500]  耶穌基督是三一上帝聖子的位格
[00:07:14.500 --> 00:07:17.580]  祂與天上的聖父和聖靈
[00:07:17.580 --> 00:07:21.020]  是同榮、同尊、同姓
[00:07:21.020 --> 00:07:22.780]  所以聖經裡面說
[00:07:22.780 --> 00:07:25.120]  祂本有神的形象
[00:07:25.120 --> 00:07:26.500]  祂就是上帝
[00:07:26.500 --> 00:07:28.280]  祂本身就是那位
[00:07:28.280 --> 00:07:30.500]  自有、永有、永恆不變
[00:07:30.500 --> 00:07:34.400]  全能、全知、全在的那一位
[00:07:34.400 --> 00:07:39.740]  或者是無所不能、無所不知、無所不在的那一位
[00:07:39.740 --> 00:07:41.540]  祂是完美的
[00:07:41.540 --> 00:07:42.920]  祂是豐富的
[00:07:42.920 --> 00:07:46.100]  是不需要其他額外的東西加
[00:07:46.100 --> 00:07:47.380]  因為祂就是豐富
[00:07:47.380 --> 00:07:48.660]  擁有一切
[00:07:48.660 --> 00:07:53.480]  擁有一切、擁有天上所有的豐富的那一位
[00:07:53.480 --> 00:07:55.780]  聖經說祂不堅持
[00:07:55.780 --> 00:07:59.820]  卻不堅持自己與上帝同等
[00:07:59.820 --> 00:08:01.260]  祂不堅持
[00:08:01.260 --> 00:08:05.280]  這個不堅持的正正是表達祂的謙卑
[00:08:05.280 --> 00:08:09.320]  這個謙卑也是三一上帝的本質
[00:08:09.320 --> 00:08:11.900]  和祂的聖情
[00:08:11.900 --> 00:08:15.980]  宣教的起點正是始於耶穌基督的謙卑
[00:08:15.980 --> 00:08:20.980]  和對世界主動的回應、主動的行動
[00:08:20.980 --> 00:08:25.640]  這份謙卑產生一種慷慨的生命
[00:08:25.640 --> 00:08:29.040]  不單是分享一種慷慨的生命和態度
[00:08:29.040 --> 00:08:33.720]  甘願降卑取了奴隸、奴僕的形象
[00:08:33.720 --> 00:08:36.840]  成為人的陽色
[00:08:36.840 --> 00:08:38.560]  奴隸的形象
[00:08:38.560 --> 00:08:40.960]  奴隸
[00:08:40.960 --> 00:08:43.220]  英文翻譯叫做Servant
[00:08:43.220 --> 00:08:44.260]  僕人
[00:08:44.260 --> 00:08:47.320]  中文我們翻譯為奴僕
[00:08:47.320 --> 00:08:51.100]  希臘原文的原文叫做Doulos
[00:08:51.100 --> 00:08:52.740]  意思是奴隸
[00:08:52.740 --> 00:08:56.720]  所以中文的翻譯更加貼近原文的意思
[00:08:56.720 --> 00:08:58.580]  奴隸是沒有權利的
[00:08:58.580 --> 00:09:00.860]  一切都是聽從主人的吩咐
[00:09:00.860 --> 00:09:06.400]  按照主人的時間和祂的作息
[00:09:06.400 --> 00:09:10.200]  作息、生活方式去配合
[00:09:10.200 --> 00:09:13.940]  所以不是主人去配合奴隸
[00:09:13.940 --> 00:09:14.840]  是怎樣呢?
[00:09:14.840 --> 00:09:19.540]  反而是奴隸去配合主人的節奏
[00:09:19.540 --> 00:09:22.100]  以往如果大家在香港生活
[00:09:22.100 --> 00:09:25.320]  可能也有聘用一些家務助理
[00:09:25.320 --> 00:09:26.520]  或者工人姐姐
[00:09:26.520 --> 00:09:29.080]  或者在社區裡面看到一些工人姐姐
[00:09:29.080 --> 00:09:34.360]  跟她的主人阿媽一起去街市買菜
[00:09:34.360 --> 00:09:38.400]  你不會看到工人姐姐走在阿媽前面
[00:09:38.400 --> 00:09:38.900]  不會的
[00:09:38.900 --> 00:09:41.580]  她不會牽著菜籃走在主人前面
[00:09:41.580 --> 00:09:43.600]  她一定在主人的後面
[00:09:43.600 --> 00:09:45.560]  去配合主人
[00:09:45.560 --> 00:09:47.960]  如果她去菜檔買菜
[00:09:47.960 --> 00:09:48.780]  選菜
[00:09:48.780 --> 00:09:51.040]  或者肉檔買肉的時候
[00:09:51.040 --> 00:09:57.220]  買完之後她是當中幫忙遞菜和肉放在菜籃上
[00:09:57.220 --> 00:09:59.900]  是配合主人
[00:09:59.900 --> 00:10:04.700]  或者在社區裡面看到工人姐姐推著長者、老人家、輪椅
[00:10:04.700 --> 00:10:05.700]  去到不同的地方
[00:10:05.700 --> 00:10:07.260]  去公園也好、怎樣也好
[00:10:07.260 --> 00:10:08.600]  是要配合的
[00:10:08.600 --> 00:10:12.240]  不可以自己走開的
[00:10:12.240 --> 00:10:19.600]  所以奴僕是必須要配合主人的節奏
[00:10:19.600 --> 00:10:21.140]  說的是配合
[00:10:21.140 --> 00:10:22.420]  在英國生活裡面
[00:10:22.420 --> 00:10:29.600]  作為父母我們都知道要配合子女上學、放學的時間
[00:10:29.600 --> 00:10:31.000]  或者是半年級
[00:10:31.000 --> 00:10:32.100]  你也要配合
[00:10:32.100 --> 00:10:33.740]  配合半年級
[00:10:33.740 --> 00:10:34.900]  你不可以說不行
[00:10:34.900 --> 00:10:36.500]  我這個公司沒有假期
[00:10:36.500 --> 00:10:38.820]  那可不可以取消半年級呢?
[00:10:38.820 --> 00:10:40.800]  是不可以取消的
[00:10:40.800 --> 00:10:43.680]  半年級你就要照顧你的小朋友了
[00:10:43.680 --> 00:10:47.820]  放學的時候3點鐘你要配合學校
[00:10:47.820 --> 00:10:50.220]  放學的時候準備出車
[00:10:50.220 --> 00:10:54.080]  所以我住的地方是在Watford
[00:10:54.080 --> 00:10:59.000]  如果大家知道Watford是哈利波特的工作室
[00:10:59.000 --> 00:11:01.480]  我就在那個城市裡面生活
[00:11:01.480 --> 00:11:05.020]  所以大約3點鐘在路面上就開始塞車了
[00:11:05.020 --> 00:11:05.780]  為什麼呢?
[00:11:05.780 --> 00:11:10.100]  因為很多家長去配合學校接放學的時間
[00:11:10.100 --> 00:11:11.480]  大家一起出車
[00:11:11.480 --> 00:11:15.840]  所以大約3點鐘就開始塞車
[00:11:15.840 --> 00:11:20.440]  所以我們是要配合學校的時間
[00:11:20.440 --> 00:11:24.640]  不是學校去配合我們的時間
[00:11:24.640 --> 00:11:26.360]  所以聖經裡面看見
[00:11:26.360 --> 00:11:30.300]  我們的主本身是那位滿有榮耀的主
[00:11:30.300 --> 00:11:32.800]  去放下他的權利
[00:11:32.800 --> 00:11:34.180]  去不堅持
[00:11:34.180 --> 00:11:37.180]  去配合我們
[00:11:37.180 --> 00:11:42.660]  這一切都是因為對我們那種愛
[00:11:42.660 --> 00:11:44.560]  對我們的付出
[00:11:44.560 --> 00:11:48.960]  他的放棄是不是因為他失職
[00:11:48.960 --> 00:11:50.760]  會不會上帝失職
[00:11:50.760 --> 00:11:54.140]  所以他需要放下他的權利呢?
[00:11:54.140 --> 00:11:56.160]  那麼
[00:11:56.160 --> 00:11:57.960]  舉個例子
