
[00:00:00.000 --> 00:00:02.360]  丁姐妹 祖內平安
[00:00:02.360 --> 00:00:04.720]  想請問大家一個問題
[00:00:04.720 --> 00:00:10.280]  你最珍惜的是什麼呢
[00:00:10.280 --> 00:00:14.200]  剛纔
[00:00:14.200 --> 00:00:15.920]  楊敏傳道跟我們
[00:00:15.920 --> 00:00:20.120]  爲了土耳其敘利亞來禱告
[00:00:20.120 --> 00:00:24.520]  在他們毫無預備的情況下
[00:00:24.520 --> 00:00:28.480]  四萬多的寶貴的生命就被奪去
[00:00:28.480 --> 00:00:32.240]  我相信他們的家人是何等的傷痛
[00:00:32.240 --> 00:00:35.160]  在這些生離死別的時候
[00:00:35.160 --> 00:00:39.280]  我們就會特別的知道
[00:00:39.280 --> 00:00:40.880]  我們最珍貴的
[00:00:40.880 --> 00:00:42.520]  最珍惜的是什麼
[00:00:42.520 --> 00:00:45.600]  就是我們的家人 對不對
[00:00:45.600 --> 00:00:48.560]  既然家人對我們這麼重要
[00:00:48.560 --> 00:00:51.440]  那我們真的要趁着
[00:00:51.440 --> 00:00:52.720]  還有現在
[00:00:52.720 --> 00:00:55.600]  我們還可以跟家人常常見面的時候
[00:00:55.600 --> 00:00:58.720]  我們真的要去建立
[00:00:58.720 --> 00:01:00.200]  跟他們建立一個
[00:01:00.200 --> 00:01:04.440]  刻意的去培養跟家人的關係
[00:01:04.440 --> 00:01:07.360]  有一個智慧人曾經這樣說
[00:01:07.360 --> 00:01:09.600]  不知道大家同不同意
[00:01:09.600 --> 00:01:14.960]  他說成功的人不一定是幸福的
[00:01:14.960 --> 00:01:16.840]  但幸福的人呢
[00:01:16.840 --> 00:01:19.400]  一定是成功的
[00:01:19.400 --> 00:01:21.080]  同不同意
[00:01:21.080 --> 00:01:23.200]  那大家認不認識這個人呢
[00:01:23.200 --> 00:01:25.360]  當然認識的啊
[00:01:25.360 --> 00:01:28.200]  微軟的創辦人比爾開茨
[00:01:28.200 --> 00:01:31.280]  他和他的太太年輕的時候
[00:01:31.280 --> 00:01:32.960]  哪都沒有朝氣
[00:01:32.960 --> 00:01:36.000]  他們談戀愛談了七年
[00:01:36.000 --> 00:01:38.760]  然後呢生了三個孩子
[00:01:38.760 --> 00:01:43.120]  又創立了一個世界性的慈善基金會
[00:01:43.120 --> 00:01:45.040]  結了婚二十七年了
[00:01:45.040 --> 00:01:49.280]  應該很成功很幸福 是嗎
[00:01:49.280 --> 00:01:53.840]  大家知道他們現在的情況是怎麼樣
[00:01:53.840 --> 00:01:58.280]  唉啦 兩年前21年的時候
[00:01:58.280 --> 00:02:01.600]  他們兩個竟然宣佈離婚了
[00:02:01.600 --> 00:02:02.920]  他的太太說
[00:02:02.920 --> 00:02:05.080]  他們彼此關係中間
[00:02:05.080 --> 00:02:09.800]  存着無法挽回的破裂
[00:02:09.800 --> 00:02:11.640]  雖然他很有錢
[00:02:11.640 --> 00:02:16.480]  他有能力賺一千多億美金的錢
[00:02:16.480 --> 00:02:21.960]  但是他卻不懂得經營他的婚姻
[00:02:21.960 --> 00:02:24.200]  這件事給我們的提醒是什麼呢
[00:02:24.200 --> 00:02:31.840]  就是幸福不是那麼容易建立的
[00:02:31.840 --> 00:02:33.000]  這麼成功的人
[00:02:33.000 --> 00:02:36.920]  他都不一定能夠建立一個幸福的家庭
[00:02:36.920 --> 00:02:38.920]  但也不是絕望
[00:02:38.920 --> 00:02:42.280]  因爲我們只要謙卑的學習
[00:02:42.280 --> 00:02:43.840]  不斷的成長
[00:02:43.840 --> 00:02:46.120]  我們可以靠着神的能力
[00:02:46.120 --> 00:02:46.960]  每一個人
[00:02:46.960 --> 00:02:49.560]  我相信我們在座每一個人
[00:02:49.560 --> 00:02:52.960]  其實是可以成爲最成功的人
[00:02:52.960 --> 00:02:56.960]  因爲你可以建立一個幸福的家
[00:02:56.960 --> 00:03:00.560]  今天我們要讀的經文是
[00:03:00.560 --> 00:03:05.360]  說到這個挪亞
[00:03:05.360 --> 00:03:08.720]  神跟挪亞立約這件事
[00:03:08.720 --> 00:03:13.360]  這是聖經裏面可以追溯到最早的
[00:03:13.360 --> 00:03:18.840]  就是上帝跟人立約的第一次
[00:03:18.840 --> 00:03:22.640]  用立約這個字來跟人立約
[00:03:22.640 --> 00:03:25.680]  那我們就從聖經裏面去看
[00:03:25.680 --> 00:03:32.840]  到底一個穩固的家庭的根基是什麼呢
[00:03:32.840 --> 00:03:37.560]  立約這個字是六章十八節
[00:03:37.560 --> 00:03:42.440]  但是我們今天讀的經文是九章八到十七節
[00:03:42.440 --> 00:03:46.080]  六章的時候就是還沒有洪水
[00:03:46.080 --> 00:03:49.040]  上帝預告要跟挪亞立約
[00:03:49.040 --> 00:03:52.880]  九章就是洪水已經過後了
[00:03:52.880 --> 00:03:55.320]  真的立約的內容是什麼
[00:03:55.320 --> 00:03:56.240]  就在九章
[00:03:56.240 --> 00:03:57.760]  等會我們一起去讀
[00:03:57.760 --> 00:04:02.080]  我們知道創世紀是說到上帝的創造
[00:04:02.080 --> 00:04:08.640]  上帝創造的心意是讓萬物能夠得到他的祝福
[00:04:08.640 --> 00:04:10.840]  但是第六章卻記載
[00:04:10.840 --> 00:04:15.720]  就是當時的人類罪惡很大
[00:04:15.720 --> 00:04:19.760]  整天所思所想都是罪惡
[00:04:19.760 --> 00:04:23.240]  上帝看到心中憂傷
[00:04:23.240 --> 00:04:27.480]  他就要以洪水來毀滅這個世界
[00:04:27.480 --> 00:04:30.320]  來實行上帝的審判
[00:04:30.320 --> 00:04:32.880]  但神也要保存那個世代
[00:04:32.880 --> 00:04:37.720]  唯一的一位義人就是挪亞和他的家人
[00:04:37.720 --> 00:04:41.640]  因爲上帝又透過他和他的後代
[00:04:41.640 --> 00:04:45.480]  來將這個祝福繼續的傳給人類
[00:04:45.480 --> 00:04:53.120]  這是神從創世到末世的計劃是永遠不會改變的
[00:04:53.120 --> 00:04:55.040]  所以我們今天讀的經文
[00:04:55.040 --> 00:04:57.960]  就可以看到這位立約的神
[00:04:57.960 --> 00:05:01.040]  他有一些什麼特質
[00:05:01.040 --> 00:05:04.320]  是我們要仿效的
[00:05:04.320 --> 00:05:07.360]  我們看一看這段經文裏面
[00:05:07.360 --> 00:05:12.960]  有立約或者約這個字出現了多少次
[00:05:12.960 --> 00:05:16.960]  我讀給大家聽
[00:05:16.960 --> 00:05:18.960]  創世紀九章八節
[00:05:18.960 --> 00:05:22.480]  神小玉挪亞和他的兒子說
[00:05:22.480 --> 00:05:26.360]  我與你們和你們的後裔立約
[00:05:26.360 --> 00:05:28.880]  並與你們這裏一切活物
[00:05:28.880 --> 00:05:32.320]  就是飛鳥 牲畜 肘獸
[00:05:32.320 --> 00:05:37.200]  繁蟲方舟裏出來的活物立約
[00:05:37.200 --> 00:05:40.480]  我與你們立約
[00:05:40.480 --> 00:05:44.480]  凡有血肉的不再被洪水滅絕
[00:05:44.480 --> 00:05:47.160]  也不再有洪水毀滅地了
[00:05:47.160 --> 00:05:51.360]  神說我與你們並你們這裏各樣活物
[00:05:51.360 --> 00:05:56.120]  所立的永約是有記號的
[00:05:56.120 --> 00:05:59.120]  我把洪放在雲彩中
[00:05:59.120 --> 00:06:02.880]  這就可做我與地立約的記號了
[00:06:02.880 --> 00:06:05.200]  我使雲彩蓋地的時候
[00:06:05.200 --> 00:06:07.880]  必有洪陷在雲彩中
[00:06:07.880 --> 00:06:13.680]  我便紀念我與你們各樣血肉的活物所立的約
[00:06:13.680 --> 00:06:19.120]  水就不再氾濫毀滅毀壞一切的血肉的物了
[00:06:19.120 --> 00:06:21.680]  洪必出現在雲彩中
[00:06:21.680 --> 00:06:28.560]  我看見就要紀念我與地上各樣有血肉的活物所立的約
[00:06:28.560 --> 00:06:30.080]  神對挪亞說
[00:06:30.080 --> 00:06:37.480]  這就是我與地上一切有血肉之物所立的約的記號了
[00:06:37.480 --> 00:06:45.480]  大家有沒有數一數有多少個立約這個字
[00:06:45.480 --> 00:06:47.760]  沒有人自告奮勇
[00:06:47.760 --> 00:06:50.080]  有八次這麼多
[00:06:50.080 --> 00:06:53.160]  約這個字一般性的意義
[00:06:53.160 --> 00:06:58.200]  就是兩個人走在一起或者兩個以上的人走在一起
[00:06:58.200 --> 00:07:01.760]  一起定立一個契約
[00:07:01.760 --> 00:07:10.240]  內容就包括一切的共同的承諾,規條,權利,責任
[00:07:10.240 --> 00:07:13.440]  聖經裏面有很多的這種的立約
[00:07:13.440 --> 00:07:18.640]  好像政治方面國家跟國家裏面都叫條約
[00:07:18.640 --> 00:07:21.320]  也有就是人際關係上面
[00:07:21.320 --> 00:07:27.520]  好像大魏和約拿丹人和人朋友之間的結盟
[00:07:27.520 --> 00:07:29.960]  也有婚姻裏面的盟約
[00:07:29.960 --> 00:07:32.520]  這些約都是很重要的
[00:07:32.520 --> 00:07:37.480]  都是我們生活在一起很重要的一個共識
[00:07:37.480 --> 00:07:40.760]  但是剛纔我們讀的那一段經文
[00:07:40.760 --> 00:07:44.560]  上帝跟挪亞立的約
[00:07:44.560 --> 00:07:49.520]  卻是比這種約更加超越
[00:07:49.520 --> 00:07:50.760]  作爲立約的神
[00:07:50.760 --> 00:07:52.880]  它有六方面的特質
[00:07:52.880 --> 00:07:54.880]  我們可以去看一看
[00:07:54.880 --> 00:07:59.480]  第一就是神是主動與人立約的
[00:07:59.480 --> 00:08:04.280]  當然當神看到這個世界人犯罪了
[00:08:04.280 --> 00:08:09.200]  神要保存挪亞這個一人一家的生命
[00:08:09.200 --> 00:08:13.440]  所以他就跟挪亞主動的立約
[00:08:13.440 --> 00:08:17.240]  第二就是這個約是神單方面去立的
[00:08:17.240 --> 00:08:20.280]  不需要跟挪亞先商量的
[00:08:20.280 --> 00:08:21.640]  不需要的
[00:08:21.640 --> 00:08:26.320]  而立約的內容也是神去決定的
[00:08:26.320 --> 00:08:31.440]  因爲這位神是全知又真善美
[00:08:31.440 --> 00:08:32.760]  所以他的內容
[00:08:32.760 --> 00:08:37.560]  他立約的內容一定是爲我們人類是最好的
[00:08:37.560 --> 00:08:42.760]  第三就是立約的目的完全是爲了人的好處
[00:08:42.760 --> 00:08:48.920]  不是爲他自己可以增添任何的福氣或者好處
[00:08:48.920 --> 00:08:53.320]  因爲神自己已經是最完美最完全了
[00:08:53.320 --> 00:08:56.560]  他立這個約只是想祝福人類
[00:08:56.560 --> 00:09:02.800]  是爲了拯救 供應 保護 祝福全人類
[00:09:02.800 --> 00:09:06.640]  而且這個約是永遠的約
[00:09:06.640 --> 00:09:08.920]  它是不會改變的
[00:09:08.920 --> 00:09:12.360]  也就是說無論這麼漫長的日子裏面
[00:09:12.360 --> 00:09:16.120]  人怎麼失敗都好
[00:09:16.120 --> 00:09:21.520]  但是神一定會保證這個約一定有效
[00:09:21.520 --> 00:09:26.520]  第五就是神是自我約束的
[00:09:26.520 --> 00:09:28.280]  其實他單方面的立約
[00:09:28.280 --> 00:09:30.960]  他可以也單方面的毀約的
[00:09:30.960 --> 00:09:33.440]  人沒有資格去評論
[00:09:33.440 --> 00:09:35.120]  但是神是信使
[00:09:35.120 --> 00:09:39.120]  他向人保證他永遠守約
[00:09:39.120 --> 00:09:40.960]  於是他就在天空
[00:09:40.960 --> 00:09:44.360]  以天空上的彩虹作爲記號
[00:09:44.360 --> 00:09:47.360]  當人或者神看到這個彩虹的時候
[00:09:47.360 --> 00:09:48.520]  就可以知道
[00:09:48.520 --> 00:09:55.120]  就可以紀念洪水不會再淹沒這個世界了
[00:09:55.120 --> 00:09:58.440]  第六這個約是無條件
[00:09:58.440 --> 00:10:00.200]  剛纔我們讀經的時候
[00:10:00.200 --> 00:10:03.720]  好像說到挪亞是一個異人
[00:10:03.720 --> 00:10:06.240]  好像是因爲他公義
[00:10:06.240 --> 00:10:08.000]  所以神揀選他
[00:10:08.000 --> 00:10:10.760]  其實在這個九章的二十節
[00:10:10.760 --> 00:10:15.560]  你立刻可以看到挪亞他也有過失
[00:10:15.560 --> 00:10:19.280]  因爲他在葡萄園裏面喝醉了
[00:10:19.280 --> 00:10:23.000]  喝醉然後赤身裸體
[00:10:23.000 --> 00:10:25.560]  所以我們可以看到
[00:10:25.560 --> 00:10:28.480]  不是因爲挪亞沒有罪
