
[00:00:00.000 --> 00:00:03.400]  各位弟妹平安
[00:00:03.400 --> 00:00:09.240]  讓我們再一次地低頭祈禱
[00:00:09.240 --> 00:00:11.400]  請主我們感謝祢
[00:00:11.400 --> 00:00:14.440]  感謝祢讓我們可以聚首
[00:00:14.440 --> 00:00:17.500]  回到祢的聖殿裡敬拜
[00:00:17.500 --> 00:00:21.000]  我們懇求聖靈親自與我們同在
[00:00:21.000 --> 00:00:26.000]  願講的和聽的都能夠同蒙祢的月立
[00:00:26.000 --> 00:00:32.500]  祈禱奉主耶穌基督的名頭 阿們
[00:00:32.500 --> 00:00:34.000]  各位弟妹
[00:00:34.000 --> 00:00:37.000]  想問問大家有沒有試過
[00:00:37.000 --> 00:00:39.000]  你在一個場合裡
[00:00:39.000 --> 00:00:40.500]  你想去表達一些
[00:00:40.500 --> 00:00:43.000]  你相信和當時的人
[00:00:43.000 --> 00:00:47.000]  有些不太同的意見
[00:00:47.000 --> 00:00:51.000]  你會不會去表達?
[00:00:51.000 --> 00:00:55.000]  不會
[00:00:55.000 --> 00:00:57.000]  不會表達的時候
[00:00:57.000 --> 00:00:59.000]  你會不會嘗試
[00:00:59.000 --> 00:01:00.000]  不會直接表達
[00:01:00.000 --> 00:01:03.000]  會不會嘗試去暗示呢?
[00:01:03.000 --> 00:01:04.000]  讓對方知道
[00:01:04.000 --> 00:01:06.000]  也不會
[00:01:06.000 --> 00:01:07.000]  我想可能大家的性格
[00:01:07.000 --> 00:01:09.000]  會不會不太一樣
[00:01:09.000 --> 00:01:10.000]  如果是的話
[00:01:10.000 --> 00:01:12.000]  或者可能我們因應不同的場合
[00:01:12.000 --> 00:01:13.000]  或者不同的對象
[00:01:13.000 --> 00:01:17.000]  我們都可能有些不同的處理方法
[00:01:17.000 --> 00:01:19.000]  有時可能我們會不出聲
[00:01:19.000 --> 00:01:21.000]  有時可能我會暗示
[00:01:21.000 --> 00:01:23.000]  又或者我們直接表達
[00:01:23.000 --> 00:01:25.000]  會很激烈的表達
[00:01:25.000 --> 00:01:29.000]  我想起我兩個兒子
[00:01:29.000 --> 00:01:30.000]  這樣的時候
[00:01:30.000 --> 00:01:32.000]  當你想起自己的時候
[00:01:32.000 --> 00:01:35.000]  你對於別人在同一個場合
[00:01:35.000 --> 00:01:39.000]  用你不同的表達方式去表達的時候
[00:01:39.000 --> 00:01:40.000]  你有什麼感受呢?
[00:01:40.000 --> 00:01:43.000]  例如可能你慣常不出聲
[00:01:43.000 --> 00:01:46.000]  現在看到別人用很激烈的方式去表達的時候
[00:01:46.000 --> 00:01:53.000]  不知道你會有什麼感受呢?
[00:01:53.000 --> 00:01:56.000]  你會不會很欣賞他?
[00:01:56.000 --> 00:01:57.000]  又或者你會不會覺得
[00:01:57.000 --> 00:02:01.000]  嘩!為什麼你會這樣?
[00:02:01.000 --> 00:02:02.000]  也不一樣
[00:02:02.000 --> 00:02:03.000]  不知道
[00:02:03.000 --> 00:02:04.000]  我們今天在《經文》
[00:02:04.000 --> 00:02:06.000]  我們看到一個
[00:02:06.000 --> 00:02:08.000]  可以說可以在社會上
[00:02:08.000 --> 00:02:12.000]  被標籤為弱勢的一些社群
[00:02:12.000 --> 00:02:14.000]  可能他是貧窮
[00:02:14.000 --> 00:02:15.000]  或者殘疾人士
[00:02:15.000 --> 00:02:20.000]  又或者他們的聲音不是很受人重視
[00:02:20.000 --> 00:02:24.000]  統稱我們被標籤為弱勢社群
[00:02:24.000 --> 00:02:27.000]  當我們看到一個很弱勢的人士
[00:02:27.000 --> 00:02:29.000]  《經文》告訴我們
[00:02:29.000 --> 00:02:31.000]  他是怎樣去表達他的聲音
[00:02:31.000 --> 00:02:35.000]  剛才敬拜隊也說他讀出了這段經文
[00:02:35.000 --> 00:02:37.000]  我們不再讀一次
[00:02:37.000 --> 00:02:38.000]  在講的過程裡
[00:02:38.000 --> 00:02:41.000]  大家都可以打你的聖經
[00:02:41.000 --> 00:02:44.000]  或者在螢幕上看到這段經文
[00:02:44.000 --> 00:02:48.000]  可能大家都很熟悉這段經文
[00:02:48.000 --> 00:02:49.000]  其實這段經文
[00:02:49.000 --> 00:02:52.000]  在馬太和路加也有記載
[00:02:52.000 --> 00:02:55.000]  只是有些地方不太一樣
[00:02:55.000 --> 00:02:58.000]  耶穌當時經過耶利哥城
[00:02:58.000 --> 00:03:00.000]  是想上耶路撒冷的
[00:03:00.000 --> 00:03:02.000]  當他離開這個城的時候
[00:03:02.000 --> 00:03:06.000]  有一大群人跟著耶穌一起來走
[00:03:06.000 --> 00:03:08.000]  當然是包括耶穌的門徒
[00:03:08.000 --> 00:03:11.000]  以及其他的群眾
[00:03:11.000 --> 00:03:13.000]  有一個人叫巴底馬
[00:03:13.000 --> 00:03:15.000]  一個瞎眼的人
[00:03:15.000 --> 00:03:19.000]  他在路邊吃黑食
[00:03:19.000 --> 00:03:22.000]  聽到拿撒勒的耶穌經過
[00:03:22.000 --> 00:03:25.000]  他就開始大聲地叫
[00:03:25.000 --> 00:03:29.000]  他說大衛之子耶穌可憐我
[00:03:29.000 --> 00:03:34.000]  如果我們看過以前的聖經
[00:03:34.000 --> 00:03:36.000]  未新修地本之前
[00:03:36.000 --> 00:03:39.000]  他的翻譯是大衛的子孫
[00:03:39.000 --> 00:03:43.000]  兩個翻譯都是表明
[00:03:43.000 --> 00:03:48.000]  耶穌是大衛王朝的後代
[00:03:48.000 --> 00:03:49.000]  很奇怪的地方是
[00:03:49.000 --> 00:03:52.000]  巴底馬為何不呼喊
[00:03:52.000 --> 00:03:55.000]  拿撒勒人耶穌可憐我
[00:03:55.000 --> 00:03:58.000]  而是大衛之子耶穌
[00:03:58.000 --> 00:04:01.000]  可以看到這個瞎眼的黑衣
[00:04:01.000 --> 00:04:02.000]  有些見識
[00:04:02.000 --> 00:04:05.000]  竟然知道一個從寂靜無名的
[00:04:05.000 --> 00:04:07.000]  拿撒勒來的耶穌
[00:04:07.000 --> 00:04:10.000]  是大衛王朝的後代
[00:04:10.000 --> 00:04:13.000]  聖經這一刻描述
[00:04:13.000 --> 00:04:15.000]  有很多人責備他
[00:04:15.000 --> 00:04:19.000]  不准他出聲
[00:04:19.000 --> 00:04:21.000]  這些是什麼人呢
[00:04:21.000 --> 00:04:22.000]  聖經沒有說
[00:04:22.000 --> 00:04:23.000]  於是我們猜測一下
[00:04:23.000 --> 00:04:28.000]  會不會是其他群眾呢
[00:04:28.000 --> 00:04:31.000]  會不會是其他的黑衣呢
[00:04:31.000 --> 00:04:34.000]  會不會是耶穌的門徒呢
[00:04:34.000 --> 00:04:36.000]  這些人為何要責備他呢
[00:04:36.000 --> 00:04:38.000]  於是我又想想
[00:04:38.000 --> 00:04:40.000]  如果是其他群眾
[00:04:40.000 --> 00:04:43.000]  會不會覺得他在吵吵鬧鬧
[00:04:43.000 --> 00:04:45.000]  搞亂了秩序
[00:04:45.000 --> 00:04:47.000]  因為他們只是歡天喜地
[00:04:47.000 --> 00:04:50.000]  和耶穌一起去耶路撒冷
[00:04:50.000 --> 00:04:52.000]  為何要去耶路撒冷呢
[00:04:52.000 --> 00:04:54.000]  打算在那裡封他為王
[00:04:54.000 --> 00:04:57.000]  大家如果有留意那段經文
[00:04:57.000 --> 00:04:58.000]  他們和撒勒
[00:04:58.000 --> 00:04:59.000]  把自己身上的衣服
[00:04:59.000 --> 00:05:02.000]  都鋪在入城的路上
[00:05:02.000 --> 00:05:04.000]  以及斬了很多棕櫚樹
[00:05:04.000 --> 00:05:06.000]  讓耶穌經過
[00:05:06.000 --> 00:05:09.000]  就是想封他為王
[00:05:09.000 --> 00:05:10.000]  這麼吵
[00:05:10.000 --> 00:05:12.000]  和這個氣氛好像不太一樣
[00:05:12.000 --> 00:05:14.000]  吵得很厲害
[00:05:14.000 --> 00:05:15.000]  第二個可能性就是
[00:05:15.000 --> 00:05:18.000]  巴蒂瑪只是一個黑衣
[00:05:18.000 --> 00:05:21.000]  他的身份不配去呼求協助
[00:05:21.000 --> 00:05:22.000]  巴蒂瑪這個時候
[00:05:22.000 --> 00:05:25.000]  稱呼耶穌為大衛王朝的後代
[00:05:25.000 --> 00:05:27.000]  在往後的經節裡
[00:05:27.000 --> 00:05:30.000]  他稱呼耶穌為拉波尼
[00:05:30.000 --> 00:05:31.000]  拉波尼的意思是
[00:05:31.000 --> 00:05:33.000]  猶太人的教師是律法師
[00:05:33.000 --> 00:05:36.000]  是一個德高望重的身份
[00:05:36.000 --> 00:05:38.000]  相比於他自己
[00:05:38.000 --> 00:05:41.000]  只不過是一個黑衣
[00:05:41.000 --> 00:05:44.000]  他的身份和耶穌實在很懸殊
[00:05:44.000 --> 00:05:46.000]  是很不配
[00:05:46.000 --> 00:05:47.000]  第三可能是
[00:05:47.000 --> 00:05:49.000]  這一群集體的人會認為
[00:05:49.000 --> 00:05:52.000]  阻礙了耶穌重要的行程
[00:05:52.000 --> 00:05:53.000]  你黑吃而已
[00:05:53.000 --> 00:05:54.000]  有什麼大不了
[00:05:54.000 --> 00:05:55.000]  不要阻礙耶穌
[00:05:55.000 --> 00:05:59.000]  還有他重要的事情要做
[00:05:59.000 --> 00:06:00.000]  於是我就想
[00:06:00.000 --> 00:06:02.000]  如果是其他的黑衣
[00:06:02.000 --> 00:06:05.000]  他有可能幫忙叫巴蒂瑪不要吵
[00:06:05.000 --> 00:06:07.000]  不要出聲
[00:06:07.000 --> 00:06:08.000]  會不會有一個可能性
[00:06:08.000 --> 00:06:10.000]  就是請你不要吵
[00:06:10.000 --> 00:06:12.000]  人家都叫你不要吵
[00:06:12.000 --> 00:06:13.000]  你吵的時候
[00:06:13.000 --> 00:06:14.000]  會不會激怒那些人
[00:06:14.000 --> 00:06:19.000]  不會有些施捨給我們
[00:06:19.000 --> 00:06:20.000]  第三個可能性
[00:06:20.000 --> 00:06:23.000]  會不會是那些門徒
[00:06:23.000 --> 00:06:24.000]  可能那些門徒會認為
[00:06:24.000 --> 00:06:28.000]  請你不要阻礙耶穌重要的行程
[00:06:28.000 --> 00:06:29.000]  他要上耶路撒冷
[00:06:29.000 --> 00:06:32.000]  而事實上這些門徒
[00:06:32.000 --> 00:06:34.000]  之前都試過攔阻小孩子
[00:06:34.000 --> 00:06:35.000]  一些小孩子
[00:06:35.000 --> 00:06:37.000]  來到耶穌的庚前
[00:06:37.000 --> 00:06:41.000]  這個在路加福音18章15節我們看到
[00:06:41.000 --> 00:06:43.000]  如果按照路加的記載
[00:06:43.000 --> 00:06:46.000]  路加福音18章39節
[00:06:46.000 --> 00:06:47.000]  那裡說
[00:06:47.000 --> 00:06:50.000]  就是走在前面的人
[00:06:50.000 --> 00:06:52.000]  責備巴蒂瑪
[00:06:52.000 --> 00:06:54.000]  不准他出聲
[00:06:54.000 --> 00:06:57.000]  帶頭走前的人是哪些人呢
[00:06:57.000 --> 00:07:00.000]  可能是開路耶穌的門徒
[00:07:00.000 --> 00:07:04.000]  不過無論是哪一個都好
[00:07:04.000 --> 00:07:09.000]  他們叫巴蒂瑪收聲
[00:07:09.000 --> 00:07:11.000]  目的只有一個
[00:07:11.000 --> 00:07:18.000]  就是請你不要再喊
[00:07:18.000 --> 00:07:22.000]  我相信去叫巴蒂瑪收聲
[00:07:22.000 --> 00:07:24.000]  這批責備人的人
[00:07:24.000 --> 00:07:27.000]  都因為對這個求助者
[00:07:27.000 --> 00:07:29.000]  可能有一個概定的觀念
[00:07:29.000 --> 00:07:31.000]  他的身份不配來協助
[00:07:31.000 --> 00:07:33.000]  這個場合不適合你
[00:07:33.000 --> 00:07:35.000]  在吵吵鬧鬧
[00:07:35.000 --> 00:07:38.000]  我猜你也是要錢
[00:07:38.000 --> 00:07:39.000]  這麼小的事
[00:07:39.000 --> 00:07:41.000]  請你不要麻煩耶穌
[00:07:41.000 --> 00:07:43.000]  所以作出這些舉動
[00:07:43.000 --> 00:07:45.000]  當然還有可能有其他的動機
[00:07:45.000 --> 00:07:49.000]  我們可以在當中去思想
[00:07:49.000 --> 00:07:51.000]  我相信他們都是對於施助者
[00:07:51.000 --> 00:07:55.000]  耶穌有一份很思入為主的想法
[00:07:55.000 --> 00:07:58.000]  因為耶穌不想被打攪
[00:07:58.000 --> 00:08:02.000]  因為耶穌不會關心這麼小的事
[00:08:02.000 --> 00:08:06.000]  所以代替耶穌去叫求助者
[00:08:06.000 --> 00:08:09.000]  立即收聲的一個舉動
[00:08:09.000 --> 00:08:10.000]  我們在聖經裏面見到
[00:08:10.000 --> 00:08:12.000]  巴蒂瑪不再理會
[00:08:12.000 --> 00:08:13.000]  不是理會其他人
[00:08:13.000 --> 00:08:16.000]  但可能是耶穌身邊的紅人
[00:08:16.000 --> 00:08:17.000]  他的勸告
[00:08:17.000 --> 00:08:18.000]  他的責備
[00:08:18.000 --> 00:08:21.000]  甚至可能是一個命令
[00:08:21.000 --> 00:08:22.000]  不准他出聲
[00:08:22.000 --> 00:08:25.000]  要他保持緘默安靜
[00:08:25.000 --> 00:08:29.000]  他反而再次發出求助的呼聲
[00:08:29.000 --> 00:08:31.000]  並且比之前更加激烈
[00:08:31.000 --> 00:08:33.000]  更加大聲
[00:08:33.000 --> 00:08:34.000]  48節告訴你
[00:08:34.000 --> 00:08:37.000]  他越發的喊著
[00:08:37.000 --> 00:08:40.000]  而且他不理會自己這個舉動
[00:08:40.000 --> 00:08:44.000]  可能為他自己帶來什麼後果
[00:08:44.000 --> 00:08:46.000]  他只有一個目的
[00:08:46.000 --> 00:08:52.000]  就是吸引他想吸引的人去注意他
[00:08:52.000 --> 00:08:54.000]  他想需要得到援助的決心
[00:08:54.000 --> 00:08:56.000]  想被醫治
[00:08:56.000 --> 00:08:58.000]  從看不到東西的這個困境裏
[00:08:58.000 --> 00:09:00.000]  去被釋放出來的那份決心
[00:09:00.000 --> 00:09:01.000]  大於一切
[00:09:01.000 --> 00:09:04.000]  所以他有這份堅持
[00:09:04.000 --> 00:09:07.000]  和這份勇氣
[00:09:07.000 --> 00:09:11.000]  目標人物耶穌終於注意到了
[00:09:11.000 --> 00:09:13.000]  他停下來
[00:09:13.000 --> 00:09:14.000]  他吩咐人傳話
[00:09:14.000 --> 00:09:18.000]  要叫巴底邁來跟前
[00:09:18.000 --> 00:09:23.000]  49節講到他們跟巴底邁說
[00:09:23.000 --> 00:09:26.000]  這些他們又是誰呢
[00:09:26.000 --> 00:09:31.000]  是門徒 是其他乞丐 是路人群眾
[00:09:31.000 --> 00:09:35.000]  是否之前叫巴底邁不要出聲的同一批人呢
[00:09:35.000 --> 00:09:37.000]  如果是同一批人的時候
[00:09:37.000 --> 00:09:41.000]  這個時候他們心裏會怎樣想呢
[00:09:41.000 --> 00:09:44.000]  會不會想
[00:09:44.000 --> 00:09:46.000]  剛剛才罵完他
[00:09:46.000 --> 00:09:48.000]  現在耶穌叫他過來
[00:09:48.000 --> 00:09:51.000]  真的希望耶穌走過來是叫
[00:09:51.000 --> 00:09:54.000]  好像我一樣去罵他
[00:09:54.000 --> 00:09:56.000]  為什麼這麼無禮
[00:09:56.000 --> 00:09:58.000]  不過從這句話就是
[00:09:58.000 --> 00:10:00.000]  放心 起來
[00:10:00.000 --> 00:10:02.000]  他在叫你了
[00:10:02.000 --> 00:10:05.000]  我們可以從這個語氣和裡面的言辭
[00:10:05.000 --> 00:10:11.000]  看來似乎不是同一批人
[00:10:11.000 --> 00:10:16.000]  如果不是同一批被巴底邁的人的時候
[00:10:16.000 --> 00:10:21.000]  剛才他們有沒有幫巴底邁去傳話呢
[00:10:21.000 --> 00:10:25.000]  他們有沒有直接去通知耶穌
[00:10:25.000 --> 00:10:28.000]  有人想去求助呢
[00:10:28.000 --> 00:10:32.000]  他們在整個過程中究竟扮演什麼角色呢
[00:10:32.000 --> 00:10:36.000]  他們究竟是傳承真物
[00:10:36.000 --> 00:10:42.000]  還是幫助巴底邁去得到他想得到的援助呢
[00:10:42.000 --> 00:10:44.000]  聖經說巴底邁一知道
[00:10:44.000 --> 00:10:46.000]  耶穌注意到他的存在
[00:10:46.000 --> 00:10:48.000]  而且他可以去到耶穌的根前
