
[00:00:00.000 --> 00:00:04.000]  各位弟兄姊妹,平安,我們先一齊祈禱
[00:00:04.000 --> 00:00:06.000]  周圍天父,我們感謝你的恩典
[00:00:06.000 --> 00:00:09.000]  致命我們有今天這個機會
[00:00:09.000 --> 00:00:13.000]  一同來敬拜你,分享你的華語
[00:00:13.000 --> 00:00:16.000]  我們懇求聖靈在我們中間幫助我們
[00:00:16.000 --> 00:00:21.000]  讓我們好好從耶利米先知的信心裏面
[00:00:21.000 --> 00:00:25.000]  去學習認識,來怎樣跟隨你
[00:00:25.000 --> 00:00:28.000]  我們求聖靈在我們心中動共
[00:00:28.000 --> 00:00:31.000]  奉耶穌基督的名祈禱,阿門
[00:00:31.000 --> 00:00:39.000]  我們已經看了很多位舊約裏面的信心人物
[00:00:39.000 --> 00:00:44.000]  他們大部份都是被上主使用
[00:00:44.000 --> 00:00:48.000]  或者他們在信心、祈禱之後
[00:00:48.000 --> 00:00:50.000]  跟隨上主之後
[00:00:50.000 --> 00:00:54.000]  在他們的生命裏面都有一些成就
[00:00:54.000 --> 00:00:58.000]  或者得到一些東西
[00:00:58.000 --> 00:01:02.000]  比如說阿布拉罕他以信心等候了很多年之後
[00:01:02.000 --> 00:01:05.000]  他終於有一位兒子
[00:01:05.000 --> 00:01:08.000]  哈蘭他在不斷祈禱之後
[00:01:08.000 --> 00:01:11.000]  也得到了一位兒子
[00:01:11.000 --> 00:01:16.000]  後來上主祝福他有很多其他的子女
[00:01:16.000 --> 00:01:20.000]  大衛在有機會不殺死素羅之後
[00:01:20.000 --> 00:01:24.000]  過了一段時間
[00:01:24.000 --> 00:01:30.000]  大衛也成為了以色列十二支派的王
[00:01:30.000 --> 00:01:33.000]  因為最後素羅死了在戰場上
[00:01:33.000 --> 00:01:38.000]  大衛就成為了聯合王國的皇帝
[00:01:38.000 --> 00:01:43.000]  今天我要跟大家思想一位很有信心的先知
[00:01:43.000 --> 00:01:49.000]  這位先知可以說是先知中最悲慘的一位先知
[00:01:49.000 --> 00:01:52.000]  在他有生之年的時候
[00:01:52.000 --> 00:01:55.000]  他可以說是一點成就都沒有
[00:01:55.000 --> 00:01:58.000]  他所說的話沒有人喜歡聽
[00:01:58.000 --> 00:02:00.000]  有時候還要被人譏笑
[00:02:00.000 --> 00:02:02.000]  又要被人打
[00:02:02.000 --> 00:02:05.000]  先知的事我們先要了解
[00:02:05.000 --> 00:02:09.000]  他被後人接納為真正上主的先知
[00:02:09.000 --> 00:02:13.000]  並且將他的信息收集在聖經當中
[00:02:13.000 --> 00:02:19.000]  由於他所預言的事後期都實現了
[00:02:19.000 --> 00:02:24.000]  我想介紹他為一位信心人物
[00:02:24.000 --> 00:02:29.000]  讓我們知道對上主有信心的人
[00:02:29.000 --> 00:02:34.000]  都不一定會有世上的成功
[00:02:34.000 --> 00:02:40.000]  在世上也不一定會受人尊敬
[00:02:40.000 --> 00:02:45.000]  要了解耶利米斯先知的事
[00:02:45.000 --> 00:02:49.000]  我們先要了解猶太人的歷史背景
[00:02:49.000 --> 00:02:51.000]  我給一個大綱
[00:02:51.000 --> 00:02:57.000]  會幫助我們了解今天經文第一至第三節所說的情況
[00:02:57.000 --> 00:03:00.000]  我們說猶太人的歷史
[00:03:00.000 --> 00:03:07.000]  一定要從伊拉克或阿巴拉罕的故事開始說
[00:03:07.000 --> 00:03:11.000]  阿巴拉罕本來是伊拉克人
[00:03:11.000 --> 00:03:14.000]  上帝呼召他離開了伊拉克
[00:03:14.000 --> 00:03:18.000]  答應使他的後裔成為大國
[00:03:18.000 --> 00:03:21.000]  還答應將加拿大賜給他
[00:03:21.000 --> 00:03:26.000]  但是這個應許未曾立即實現
[00:03:26.000 --> 00:03:29.000]  以色列人去了埃及住了四百年
[00:03:29.000 --> 00:03:33.000]  埃及王要以色列人做奴隸
[00:03:33.000 --> 00:03:38.000]  以色列人向上主呼求得到拯救
[00:03:38.000 --> 00:03:43.000]  摩西帶領以色列人離開埃及去加拿大
[00:03:43.000 --> 00:03:48.000]  在旅途中以色列人時時抗拒上帝
[00:03:48.000 --> 00:03:50.000]  今天我們讀的詩篇
[00:03:50.000 --> 00:03:52.000]  如果你有留心聽
[00:03:52.000 --> 00:03:54.000]  就是講那段歷史
[00:03:54.000 --> 00:03:56.000]  上帝發怒
[00:03:56.000 --> 00:04:01.000]  將第一代以色列人殺死在曠野
[00:04:01.000 --> 00:04:05.000]  其他以色列人在曠野流浪了四十年後
[00:04:05.000 --> 00:04:09.000]  第二代以色列人才入了加拿大
[00:04:09.000 --> 00:04:11.000]  入了加拿大後
[00:04:11.000 --> 00:04:15.000]  大約三百年的時間他們沒有皇帝
[00:04:15.000 --> 00:04:19.000]  只有士師做人民的領袖
[00:04:19.000 --> 00:04:23.000]  薩姆爾是最後一位士師
[00:04:23.000 --> 00:04:25.000]  在他年紀老邁的時候
[00:04:25.000 --> 00:04:32.000]  人民要求要改制度要立王來領導他們
[00:04:32.000 --> 00:04:36.000]  所以以色列人就成立了王國制
[00:04:36.000 --> 00:04:39.000]  到大衛做王的時候
[00:04:39.000 --> 00:04:41.000]  他就統一了全國
[00:04:41.000 --> 00:04:46.000]  但是在大衛的孫叫羅波安做王的時候
[00:04:46.000 --> 00:04:49.000]  那個王國就分裂成兩邊
[00:04:49.000 --> 00:04:51.000]  北邊和南邊
[00:04:51.000 --> 00:04:53.000]  南邊叫猶大
[00:04:53.000 --> 00:04:55.000]  北邊是以色列
[00:04:55.000 --> 00:05:00.000]  北邊的以色列國在公元前721年
[00:05:00.000 --> 00:05:05.000]  敗亡在亞述帝國的手下
[00:05:05.000 --> 00:05:08.000]  亞述帝國消滅了北國
[00:05:08.000 --> 00:05:14.000]  南國當時還沒有被亞述消滅
[00:05:14.000 --> 00:05:19.000]  南國在公元前597年
[00:05:19.000 --> 00:05:24.000]  就被巴比倫大軍攻陷了耶路撒冷
[00:05:24.000 --> 00:05:27.000]  耶路撒冷是他們的首都
[00:05:27.000 --> 00:05:34.000]  當時巴比倫的皇帝帶領了一大批人
[00:05:34.000 --> 00:05:36.000]  那些人都是有學識的人
[00:05:36.000 --> 00:05:39.000]  社會裡面的中上流人士
[00:05:39.000 --> 00:05:41.000]  就到了巴比倫那裡
[00:05:41.000 --> 00:05:45.000]  這個歷史上稱為第一次秘魯
[00:05:45.000 --> 00:05:49.000]  秘魯之後
[00:05:49.000 --> 00:05:53.000]  巴比倫王就沒有說取消了猶大國家
[00:05:53.000 --> 00:05:58.000]  他就命令一個人
[00:05:58.000 --> 00:06:00.000]  就是西底加做猶大王
[00:06:00.000 --> 00:06:04.000]  就是今天的經文第三節裡面提到的西底加
[00:06:04.000 --> 00:06:08.000]  就是受命於巴比倫王
[00:06:08.000 --> 00:06:10.000]  巴比倫王要他發誓
[00:06:10.000 --> 00:06:12.000]  一定要好好地盡忠
[00:06:12.000 --> 00:06:14.000]  效忠於巴比倫
[00:06:14.000 --> 00:06:17.000]  在第一次的秘魯裡面
[00:06:17.000 --> 00:06:19.000]  就有一個先知秘魯了
[00:06:19.000 --> 00:06:22.000]  他就叫做以西傑
[00:06:22.000 --> 00:06:25.000]  我們講完之後會唱一首詩歌
[00:06:25.000 --> 00:06:26.000]  叫做《恩著信》
[00:06:26.000 --> 00:06:28.000]  我們以前也唱過
[00:06:28.000 --> 00:06:30.000]  其中提到一句話
[00:06:30.000 --> 00:06:33.000]  「猶有先知秘魯他方」
[00:06:33.000 --> 00:06:34.000]  就是指以西傑先至
[00:06:34.000 --> 00:06:36.000]  不是耶利米
[00:06:36.000 --> 00:06:39.000]  巴比倫王立了西底加做王
[00:06:39.000 --> 00:06:41.000]  要他發誓
[00:06:41.000 --> 00:06:43.000]  要效忠巴比倫
[00:06:43.000 --> 00:06:47.000]  不過西底加後來就反叛了
[00:06:47.000 --> 00:06:53.000]  他就想和埃及結盟來對抗巴比倫
[00:06:53.000 --> 00:06:57.000]  於是巴比倫王就很生氣
[00:06:57.000 --> 00:07:05.000]  就帶大軍在公元前586年攻入耶路撒冷
[00:07:05.000 --> 00:07:08.000]  那次攻入耶路撒冷之後就取消了
[00:07:08.000 --> 00:07:13.000]  從此就沒有猶太國了
[00:07:13.000 --> 00:07:19.000]  也將很多猶太人奴了去巴比倫
[00:07:19.000 --> 00:07:21.000]  這個叫做第二次秘魯
[00:07:21.000 --> 00:07:24.000]  所以秘魯有兩次有第一次和第二次
[00:07:24.000 --> 00:07:30.000]  耶利米先知大概在公元前627年期間
[00:07:30.000 --> 00:07:32.000]  開始做王了
[00:07:32.000 --> 00:07:35.000]  猶太國差不多玩完的時候
[00:07:35.000 --> 00:07:39.000]  他一共做了四十年的先知
[00:07:39.000 --> 00:07:42.000]  來傳講上主的信息
[00:07:42.000 --> 00:07:44.000]  我們看今天的經文
[00:07:44.000 --> 00:07:49.000]  第一節就提到耶利米本來是生長在一個祭司的家庭
[00:07:49.000 --> 00:07:52.000]  或者有些弟兄姊妹不知道
[00:07:52.000 --> 00:07:55.000]  當猶太人興建了聖殿之後
[00:07:55.000 --> 00:07:58.000]  所有祭司都是世襲的
[00:07:58.000 --> 00:08:01.000]  一定要利未人才可以做祭司
[00:08:01.000 --> 00:08:04.000]  假如一個人不是出生在祭司的家庭
[00:08:04.000 --> 00:08:07.000]  就不可能做祭司
[00:08:07.000 --> 00:08:09.000]  祭司是做什麼的呢?
[00:08:09.000 --> 00:08:14.000]  祭司的工作就是教導人民認識舊約的律法
[00:08:14.000 --> 00:08:19.000]  和為人民獻祭給上帝
[00:08:19.000 --> 00:08:27.000]  祭司的身份可以說是上主和人民之間的橋樑
[00:08:27.000 --> 00:08:31.000]  上主和人民建立關係的橋樑
[00:08:31.000 --> 00:08:38.000]  第一節也提到耶利米的家鄉是阿拿特城
[00:08:38.000 --> 00:08:40.000]  按照上帝的吩咐
[00:08:40.000 --> 00:08:45.000]  利未人本來是沒有自己的支派的土地作為產業
[00:08:45.000 --> 00:08:50.000]  其他的以色列十二支派是每人分一塊地
[00:08:50.000 --> 00:08:53.000]  整個支派是自己的支派居住
[00:08:53.000 --> 00:08:55.000]  唯獨利未人是沒有的
[00:08:55.000 --> 00:08:57.000]  利未人沒有自己的那塊地
[00:08:57.000 --> 00:09:01.000]  每個支派要找一個城來居住
[00:09:01.000 --> 00:09:06.000]  阿拿特城是一個祭司居住的城
[00:09:06.000 --> 00:09:09.000]  是有圍牆保護的城
[00:09:09.000 --> 00:09:12.000]  這個城其實很近耶路撒冷
[00:09:12.000 --> 00:09:14.000]  在耶路撒冷的東北面
[00:09:14.000 --> 00:09:16.000]  大概五公里的地方
[00:09:16.000 --> 00:09:18.000]  如果路是平的
[00:09:18.000 --> 00:09:20.000]  大概一小時就到了
[00:09:20.000 --> 00:09:23.000]  耶路撒冷是猶大國的首都
[00:09:23.000 --> 00:09:27.000]  作為首都皇宮在那裡,皇帝在那裡
[00:09:27.000 --> 00:09:29.000]  聖殿也在那裡
[00:09:29.000 --> 00:09:33.000]  祭司在古代的社會當中都是特殊階級的
[00:09:33.000 --> 00:09:37.000]  猶太人的祭司大概都是知識份子
[00:09:37.000 --> 00:09:43.000]  他們都一定要熟讀和背誦律法
[00:09:43.000 --> 00:09:46.000]  第二節經文提到
[00:09:46.000 --> 00:09:53.000]  猶大王阿門的兒子約西亞統治猶大國的第十三年
[00:09:53.000 --> 00:09:56.000]  上主向耶利米說話
[00:09:56.000 --> 00:09:59.000]  在猶太人的王國時期
[00:09:59.000 --> 00:10:03.000]  皇帝的信仰會直接影響人民
[00:10:03.000 --> 00:10:08.000]  約西亞是一位敬拜上主的皇帝
[00:10:08.000 --> 00:10:15.000]  但是他的父親阿門不是一位敬拜主的皇帝
[00:10:15.000 --> 00:10:17.000]  不敬拜主
[00:10:17.000 --> 00:10:21.000]  不過他在耶路撒冷當皇帝只做了兩年
[00:10:21.000 --> 00:10:24.000]  兩年影響不是很大
[00:10:24.000 --> 00:10:28.000]  但是阿門的父親馬拿西皇帝
[00:10:28.000 --> 00:10:31.000]  這個皇帝不但不敬拜上主
[00:10:31.000 --> 00:10:34.000]  還做了很多不好的事
[00:10:34.000 --> 00:10:36.000]  我讀一段經文給大家聽
[00:10:36.000 --> 00:10:39.000]  在《獵王記》第21章2-6節這樣描寫
[00:10:39.000 --> 00:10:43.000]  馬拿西做了上主捍衛邪惡的事
[00:10:43.000 --> 00:10:46.000]  仿效上主在他指紋推進時
[00:10:46.000 --> 00:10:50.000]  趕走的原先住民的惡行為
[00:10:50.000 --> 00:10:55.000]  他重新建造他父親希西加所拆毀的優相神廟
[00:10:55.000 --> 00:11:00.000]  又捉祭壇拜巴力做阿瑟拉女神的處長
[00:11:00.000 --> 00:11:03.000]  也拜星神
[00:11:03.000 --> 00:11:08.000]  他在上主吩咐應該敬拜上主的聖殿裡
[00:11:08.000 --> 00:11:11.000]  做了異教祭壇
[00:11:11.000 --> 00:11:14.000]  又在聖殿的兩個原子女
[00:11:14.000 --> 00:11:17.000]  做了拜星神的祭壇
[00:11:17.000 --> 00:11:20.000]  他把自己的兒子蕭獻了
[00:11:20.000 --> 00:11:23.000]  又行占卜巫術
[00:11:23.000 --> 00:11:26.000]  求問算命的通靈的
[00:11:26.000 --> 00:11:29.000]  他大大犯罪敵對上主
[00:11:29.000 --> 00:11:32.000]  激發上主的憤怒
[00:11:32.000 --> 00:11:33.000]  做了這麼多不好的事
[00:11:33.000 --> 00:11:37.000]  而這個皇帝竟然做了55年的皇帝
[00:11:37.000 --> 00:11:43.000]  加上他的兒子阿門兩年一共是57年
[00:11:43.000 --> 00:11:46.000]  約西亞開始統治猶大國
[00:11:46.000 --> 00:11:47.000]  由於他敬拜上主
[00:11:47.000 --> 00:11:50.000]  他就進行宗教大改革
[00:11:50.000 --> 00:11:52.000]  他清理聖殿
[00:11:52.000 --> 00:11:55.000]  但是由於馬拿西所做的事
[00:11:55.000 --> 00:11:59.000]  上主決定要毀滅猶大國
