
[00:00:00.000 --> 00:00:02.240]  我們一起讀今天的經文
[00:00:02.240 --> 00:00:05.000]  今天的題目就是「成大事者的鍛鍊」
[00:00:05.000 --> 00:00:09.400]  我們先讀出埃及記十一至十二節
[00:00:09.400 --> 00:00:11.000]  第二章,我們一起讀
[00:00:11.000 --> 00:00:13.440]  後來摩西長大
[00:00:13.440 --> 00:00:16.160]  他出去到他弟兄那裡
[00:00:16.160 --> 00:00:18.120]  看他們的重擔
[00:00:18.120 --> 00:00:22.440]  見一個埃及人打希伯來人的一個弟兄
[00:00:22.440 --> 00:00:24.240]  他左右觀看
[00:00:24.240 --> 00:00:25.440]  見沒有人
[00:00:25.440 --> 00:00:27.920]  就把埃及人打死了
[00:00:27.920 --> 00:00:29.720]  藏在沙土裡
[00:00:29.720 --> 00:00:31.840]  這一下子就說到摩西長大了
[00:00:31.840 --> 00:00:34.200]  因為之前還說他是嬰兒
[00:00:34.200 --> 00:00:35.880]  但是長大到多少歲呢
[00:00:35.880 --> 00:00:37.000]  這裡又沒有說
[00:00:37.000 --> 00:00:38.680]  沒有特別說他長大到多少歲
[00:00:38.680 --> 00:00:41.200]  不過當我們回顧
[00:00:41.200 --> 00:00:45.240]  《使徒行傳》第七章記載的時候
[00:00:45.240 --> 00:00:46.080]  就說到什麼呢
[00:00:46.080 --> 00:00:48.440]  我們一起讀《使徒行傳》
[00:00:48.440 --> 00:00:50.560]  七章二十三節一起讀
[00:00:50.560 --> 00:00:53.080]  他將到四十歲
[00:00:53.080 --> 00:00:58.000]  心中去看望他的弟兄以色列人
[00:00:58.000 --> 00:01:00.600]  這裡記載原來發生這件事的時候
[00:01:00.600 --> 00:01:01.640]  是四十歲
[00:01:01.640 --> 00:01:02.920]  摩西是四十歲
[00:01:02.920 --> 00:01:05.000]  這裡說他在四十歲的時候
[00:01:05.000 --> 00:01:07.720]  他出去看望他的弟兄
[00:01:07.720 --> 00:01:11.000]  《使徒行傳》說弟兄是以色列人
[00:01:11.000 --> 00:01:13.440]  但是摩西在埃及長大的
[00:01:13.440 --> 00:01:16.640]  為什麼他的弟兄不是埃及人呢
[00:01:16.640 --> 00:01:18.920]  其實那一刻大家記不記得
[00:01:18.920 --> 00:01:23.560]  其實當日他被法老的女兒收養的時候
[00:01:23.560 --> 00:01:26.560]  法老的女兒是邀請了摩西的媽媽
[00:01:26.560 --> 00:01:29.240]  進去皇宮裡面照顧摩西的
[00:01:29.240 --> 00:01:32.600]  所以其實摩西從他的媽媽的口中
[00:01:32.600 --> 00:01:35.960]  應該得知他自己不是埃及人
[00:01:35.960 --> 00:01:38.000]  他是希伯來人
[00:01:38.000 --> 00:01:39.800]  所以如果你是摩西
[00:01:39.800 --> 00:01:41.600]  大家就一直以為你是埃及人
[00:01:41.600 --> 00:01:43.080]  因為埃及長大
[00:01:43.080 --> 00:01:45.280]  但是其實你又知道自己的身份
[00:01:45.280 --> 00:01:46.280]  其實是以色列人
[00:01:46.280 --> 00:01:47.320]  是希伯來人
[00:01:47.320 --> 00:01:50.800]  我想就算是我們身份裡面也有個掙扎
[00:01:50.800 --> 00:01:53.080]  究竟我應該告訴別人我是什麼人
[00:01:53.080 --> 00:01:56.720]  也是他知道了他自己是希伯來人的時候
[00:01:56.720 --> 00:01:58.440]  當他看到他的同胞
[00:01:58.440 --> 00:02:01.800]  是這樣被埃及人欺壓的時候
[00:02:01.800 --> 00:02:05.440]  其實他心裡面就說他起了一份憐憫之心
[00:02:05.440 --> 00:02:07.280]  其實這份憐憫之心是怎樣的
[00:02:07.280 --> 00:02:09.400]  當我們看回聖經下的原文
[00:02:09.400 --> 00:02:13.480]  其實當日摩西的女兒說見到他的時候
[00:02:13.480 --> 00:02:15.480]  法老的女兒見到他的時候
[00:02:15.480 --> 00:02:17.400]  就說起了憐憫的心
[00:02:17.400 --> 00:02:21.080]  其實那份憐憫就是同一樣
[00:02:21.080 --> 00:02:22.600]  心裡面有一份感動
[00:02:22.600 --> 00:02:24.720]  所以摩西心裡面就起了一份感動
[00:02:24.720 --> 00:02:30.480]  他很想來幫助他的同胞希伯來人
[00:02:30.480 --> 00:02:32.280]  為他們出頭
[00:02:32.280 --> 00:02:33.280]  就因為這樣
[00:02:33.280 --> 00:02:36.320]  他就出去看一些弟兄
[00:02:36.320 --> 00:02:40.640]  就見到一個埃及人在欺負他的同胞
[00:02:40.640 --> 00:02:44.760]  所以他就把這個埃及人打死了
[00:02:44.760 --> 00:02:46.360]  說他打死殺了他
[00:02:46.360 --> 00:02:47.840]  不過在聖經裡面
[00:02:47.840 --> 00:02:49.720]  那一份的形容是很特別的
[00:02:49.720 --> 00:02:51.960]  他說他很鬼祟的
[00:02:51.960 --> 00:02:55.400]  很明顯他知道自己做了這件事是不對的
[00:02:55.400 --> 00:02:57.560]  所以他望左望右
[00:02:57.560 --> 00:02:59.600]  沒有人的時候才下手
[00:02:59.600 --> 00:03:01.960]  然後還殺完之後
[00:03:01.960 --> 00:03:03.280]  埋在沙子裡
[00:03:03.280 --> 00:03:04.240]  就沒有人見到
[00:03:04.240 --> 00:03:06.240]  以為沒有人知道了
[00:03:06.240 --> 00:03:07.880]  但其實他望左望右
[00:03:07.880 --> 00:03:08.760]  他不記得了
[00:03:08.760 --> 00:03:11.280]  其實當我們做什麼
[00:03:11.280 --> 00:03:12.720]  上帝也知道
[00:03:12.720 --> 00:03:14.440]  我們以為人不知道
[00:03:14.440 --> 00:03:18.520]  但是神就什麼都看到
[00:03:18.520 --> 00:03:19.760]  所以很明顯
[00:03:19.760 --> 00:03:22.600]  當這件事是這樣去形容在聖經裡面的時候
[00:03:22.600 --> 00:03:23.400]  我們知道
[00:03:23.400 --> 00:03:28.600]  神並不喜歡摩西這個做法
[00:03:28.600 --> 00:03:32.480]  可能他的動機是很正確的
[00:03:32.480 --> 00:03:35.120]  有解經加說
[00:03:35.120 --> 00:03:37.760]  其實當時摩西已經某程度上
[00:03:37.760 --> 00:03:41.600]  可能意識到自己要成為以色列人的拯救者
[00:03:41.600 --> 00:03:44.120]  所以他心裡面有那份感動
[00:03:44.120 --> 00:03:49.720]  但是明顯神不喜歡他的手法
[00:03:49.720 --> 00:03:50.800]  不喜歡他的做法
[00:03:50.800 --> 00:03:52.440]  不喜歡他的過程
[00:03:52.440 --> 00:03:54.600]  所以我們看到
[00:03:54.600 --> 00:03:56.400]  神對摩西的鍛煉
[00:03:56.400 --> 00:04:00.000]  就開始回憶他這些做事手法
[00:04:00.000 --> 00:04:01.840]  想法、思想
[00:04:01.840 --> 00:04:03.160]  用暴力
[00:04:03.160 --> 00:04:04.840]  都在過程裡面
[00:04:04.840 --> 00:04:06.200]  其實在神的眼裡
[00:04:06.200 --> 00:04:08.320]  我們經常說我們要做事去榮耀神
[00:04:08.320 --> 00:04:10.480]  其實神的眼光不是只說
[00:04:10.480 --> 00:04:12.760]  你有否幫我做了一件事出來
[00:04:12.760 --> 00:04:17.840]  其實神更加要我們留意當中的過程
[00:04:17.840 --> 00:04:18.960]  是怎樣去做
[00:04:18.960 --> 00:04:21.120]  其實有沒有用到他的時間
[00:04:21.120 --> 00:04:22.960]  根據他的時間表去做
[00:04:22.960 --> 00:04:25.200]  或者有沒有用他的方法
[00:04:25.200 --> 00:04:28.560]  法則去做呢
