
[00:00:00.000 --> 00:00:06.320]  在教會成長的小朋友是幸福的,
[00:00:06.320 --> 00:00:10.600]  如果我們見到我們的下一代是一個好的環境成長,
[00:00:10.600 --> 00:00:12.600]  這是我們每個父母的心願。
[00:00:12.600 --> 00:00:22.000]  我在美國教會侍奉的時候,
[00:00:22.000 --> 00:00:26.000]  很多新移民來到美國,
[00:00:26.000 --> 00:00:32.200]  因為他們學識不高,他們都做一些勞動的工作,
[00:00:32.200 --> 00:00:37.800]  我經常鼓勵他們把兒女送到教會來,
[00:00:37.800 --> 00:00:41.400]  教會不會強迫他們相信,
[00:00:41.400 --> 00:00:43.600]  但是我說如果在教會成長的小朋友,
[00:00:43.600 --> 00:00:47.000]  能夠學到一些正確的價值觀,
[00:00:47.000 --> 00:00:49.000]  能夠學到一些正確的價值觀,
[00:00:49.000 --> 00:00:52.000]  有禮貌孝順父母,
[00:00:52.000 --> 00:00:56.400]  起碼教會不敢說教會好,
[00:00:56.400 --> 00:00:59.000]  教會起碼不敢說教會好,
[00:00:59.000 --> 00:01:02.400]  但是牧師不會教他們要離家出走,
[00:01:02.400 --> 00:01:04.400]  牧師從來不會教他們離家出走,
[00:01:04.400 --> 00:01:09.600]  十一歲就要抽煙,十二歲就要吸毒,十二歲就要施毒,
[00:01:09.600 --> 00:01:16.400]  爸爸媽媽不用管他們,如果是牧師就把他們抓起來就可以了,
[00:01:16.400 --> 00:01:20.000]  所以我鼓勵我們的父母把我們的小朋友送到教會來,
[00:01:20.000 --> 00:01:23.200]  所以我鼓勵我們的父母把我們的小朋友送到教會來,
[00:01:23.200 --> 00:01:26.000]  特別是在一個價值混亂的世代裏面,
[00:01:26.000 --> 00:01:28.200]  特別是在一個價值混亂的世代裏面,
[00:01:28.200 --> 00:01:31.600]  我們從聖經神的話語教導他們正確的價值觀,
[00:01:31.600 --> 00:01:34.600]  我們從聖經神的話語教導他們正確的價值觀,
[00:01:34.600 --> 00:01:37.400]  今天是父親節,
[00:01:37.400 --> 00:01:41.600]  我們代表教會再次祝賀每一位在座的父母,
[00:01:41.600 --> 00:01:45.000]  身體健康主恩同在,
[00:01:45.000 --> 00:01:46.800]  身體健康主恩同在,
[00:01:46.800 --> 00:01:48.600]  身體健康主恩同在,
[00:01:48.600 --> 00:01:50.400]  中國人這樣講,
[00:01:50.400 --> 00:01:51.600]  中國人有這樣講,
[00:01:51.600 --> 00:01:55.600]  書欲靜而風不息,書欲靜而風不息,
[00:01:55.600 --> 00:01:58.400]  子欲養而親不在,
[00:01:58.400 --> 00:02:00.800]  這個是人間最痛,
[00:02:00.800 --> 00:02:04.400]  到做子女有機會報答父母的苦勞的時候,
[00:02:04.400 --> 00:02:07.600]  當父母有機會去報答父母的苦勞的時候,
[00:02:07.600 --> 00:02:09.400]  沒有辦法去履行這個責任,
[00:02:09.400 --> 00:02:11.400]  就沒有辦法去履行這個責任,
[00:02:11.400 --> 00:02:15.200]  所以每年的父親節母親節都是我的人間最痛,
[00:02:15.200 --> 00:02:18.200]  所以每年的父親節母親節都是我的人間最痛,
[00:02:18.200 --> 00:02:20.200]  我家裡排行最小,
[00:02:20.200 --> 00:02:21.600]  我在家裡排最小,
[00:02:21.600 --> 00:02:24.400]  廣東話叫拉仔拉心肝,
[00:02:24.400 --> 00:02:28.200]  廣東話裡面有說小孩子是特別受到疼愛的,
[00:02:28.200 --> 00:02:32.000]  所以我從小加上小時候有點小聰明,
[00:02:32.000 --> 00:02:34.200]  加上小孩子的時候有點小聰明,
[00:02:34.200 --> 00:02:35.800]  現在老了有點大聰明,
[00:02:35.800 --> 00:02:37.600]  老了有點大聰明,
[00:02:37.600 --> 00:02:40.400]  從小都是爸爸媽媽的心肝寶貝,
[00:02:40.400 --> 00:02:42.800]  從小到大都是父母的心肝寶貝,
[00:02:42.800 --> 00:02:45.200]  萬千寵愛在一身,
[00:02:45.200 --> 00:02:46.600]  所以我有個花名,
[00:02:46.600 --> 00:02:50.000]  所以我有個花名,
[00:02:50.000 --> 00:02:53.400]  叫柳記強,
[00:02:53.400 --> 00:02:57.000]  柳記強,
[00:02:57.000 --> 00:02:59.000]  不是柳記式,
[00:02:59.000 --> 00:03:01.400]  就是總會想辦法,
[00:03:01.400 --> 00:03:04.000]  所以到我青少年反叛的時候,
[00:03:04.000 --> 00:03:06.200]  所以到我青少年反叛的時候,
[00:03:06.200 --> 00:03:07.400]  我開始學壞了,
[00:03:07.400 --> 00:03:08.800]  我開始學壞了,
[00:03:08.800 --> 00:03:11.800]  我相信我父母的心,
[00:03:11.800 --> 00:03:15.600]  爸爸媽媽用盡千方百計希望將我帶回正途,
[00:03:15.600 --> 00:03:18.800]  我父母用千方百計希望將我帶回正途,
[00:03:18.800 --> 00:03:20.600]  都沒有辦法,
[00:03:20.600 --> 00:03:24.200]  所以我的爸爸媽媽因為年老多病,
[00:03:24.200 --> 00:03:26.200]  帶著遺憾離開這個世界,
[00:03:26.200 --> 00:03:30.000]  所以我的父母是年老多病帶著遺憾離開這個世界,
[00:03:30.000 --> 00:03:34.600]  當時我還是浪子一名,
[00:03:34.600 --> 00:03:36.800]  當時我還是浪子一名,
[00:03:36.800 --> 00:03:40.400]  今天出賣色相,
[00:03:40.400 --> 00:03:45.200]  這個是我十幾歲的時候在台灣,
[00:03:45.200 --> 00:03:47.200]  這個是我十幾歲的時候在台灣拍的照片,
[00:03:47.200 --> 00:03:49.600]  但是聖經這樣講,
[00:03:49.600 --> 00:03:52.000]  他說張禪的燈火他不吹滅,
[00:03:52.000 --> 00:03:53.600]  張禪的燈火他不撕滅,
[00:03:53.600 --> 00:03:55.200]  壓傷的蘆葦他不折斷,
[00:03:55.200 --> 00:03:56.800]  壓傷的蘆葦他不折斷,
[00:03:56.800 --> 00:03:59.800]  我自己從小在教會學校讀書,
[00:03:59.800 --> 00:04:01.600]  我從小在教會學校念書,
[00:04:01.600 --> 00:04:03.600]  但是從來都不肯相信耶穌,
[00:04:03.600 --> 00:04:05.200]  從來都不願意相信耶穌,
[00:04:05.200 --> 00:04:08.600]  直至到我二十三歲那一年,
[00:04:08.600 --> 00:04:10.400]  直到我二十三歲那一年,
[00:04:10.400 --> 00:04:11.400]  神的恩典臨到我,
[00:04:11.400 --> 00:04:12.400]  神的恩典臨到我,
[00:04:12.400 --> 00:04:15.600]  將我從一個不良分子,
[00:04:15.600 --> 00:04:17.600]  把我從一個不良分子,
[00:04:17.600 --> 00:04:20.000]  每天過著一些醉生夢死的生活,
[00:04:20.000 --> 00:04:22.200]  每天過著一些醉生夢死的生活,
[00:04:22.200 --> 00:04:24.200]  將我拯救,把我拯救,
[00:04:24.200 --> 00:04:26.800]  開始回教會,開始上教會,
[00:04:26.800 --> 00:04:30.200]  教會的頂級們都鼓勵我重新回學校讀書,
[00:04:30.200 --> 00:04:31.800]  然後教會的弟兄姊妹也鼓勵我
[00:04:31.800 --> 00:04:33.400]  重新回學校去念書,
[00:04:33.400 --> 00:04:35.800]  不要忘記我二十三歲回學校讀書,
[00:04:35.800 --> 00:04:38.200]  不要忘記我是二十三歲回去學校念書,
[00:04:38.200 --> 00:04:41.200]  我讀中學的時候基本上是逃學多過上學,
[00:04:41.200 --> 00:04:45.400]  我讀中學的時候基本上是逃學多過上學,
[00:04:45.400 --> 00:04:48.800]  所以我也不知道我的中學是怎樣運過去的,
[00:04:48.800 --> 00:04:50.800]  我也不知道我的中學是怎樣運過去的,
[00:04:50.800 --> 00:04:51.800]  但是感謝神,
[00:04:51.800 --> 00:04:53.000]  但是感謝神,
[00:04:53.000 --> 00:04:55.600]  讓我能夠可以一路慢慢地成長,
[00:04:55.600 --> 00:04:57.800]  可以讓我一路慢慢地成長,
[00:04:57.800 --> 00:05:02.400]  這個就是我二零零八年,
[00:05:02.400 --> 00:05:04.400]  這個是我二零零八年,
[00:05:04.400 --> 00:05:05.600]  拿到我的博士學位,
[00:05:05.600 --> 00:05:06.800]  拿到我的博士學位,
[00:05:06.800 --> 00:05:09.400]  今天早上我不是要炎耀我有什麼成就,
[00:05:09.400 --> 00:05:11.400]  今天早上我不是要炎耀我有什麼成就,
[00:05:11.400 --> 00:05:12.800]  我是很想和大家分享,
[00:05:12.800 --> 00:05:14.200]  我是很想和大家分享,
[00:05:14.200 --> 00:05:15.600]  如果不是神的恩典領導我,
[00:05:15.600 --> 00:05:17.400]  如果不是神的恩典領導我,
[00:05:17.400 --> 00:05:18.800]  我可能已經橫屍街頭,
[00:05:18.800 --> 00:05:20.200]  可能我已經橫屍街頭,
[00:05:20.200 --> 00:05:23.200]  或者可能在一些幫派械鬥裏面已經命喪,
[00:05:23.200 --> 00:05:26.200]  可能在一些幫派械鬥裏面我已經命喪,
[00:05:26.200 --> 00:05:28.000]  我唯一遺憾的就是
[00:05:28.000 --> 00:05:30.400]  爸爸媽媽沒辦法看到我改過自身,
[00:05:30.400 --> 00:05:32.200]  我唯一遺憾的就是
[00:05:32.200 --> 00:05:34.200]  父母沒辦法看到我改過自身,
[00:05:34.200 --> 00:05:37.000]  所以我奉勸在座當中每一位的弟姐妹,
[00:05:37.000 --> 00:05:41.000]  所以我奉勸在座當中每一位的弟姐妹,
[00:05:41.000 --> 00:05:43.200]  珍惜你們的父母,
[00:05:43.200 --> 00:05:45.200]  好好地愛他們,
[00:05:45.200 --> 00:05:47.800]  報答他們養育之恩,
[00:05:47.800 --> 00:05:50.600]  我自己也是做父親,
[00:05:50.600 --> 00:05:52.800]  我有一個兒子,
[00:05:52.800 --> 00:05:55.400]  我結婚的時候已經在機構裏面侍奉,
[00:05:55.400 --> 00:05:57.200]  我結婚的時候已經在機構裏面侍奉,
[00:05:57.200 --> 00:05:59.000]  後來我才回到神學院裏面念書,
[00:05:59.000 --> 00:06:01.000]  後來我才回到神學院裏面念書,
[00:06:01.000 --> 00:06:03.000]  我兒子剛出生沒多久,
[00:06:03.000 --> 00:06:05.000]  我兒子出生沒多久,
[00:06:05.000 --> 00:06:06.800]  我在教會裏面開始侍奉,
[00:06:06.800 --> 00:06:08.600]  我在教會裏面開始侍奉,
[00:06:08.600 --> 00:06:10.800]  那時候年輕人滿腔熱血,
[00:06:10.800 --> 00:06:13.000]  那時候年輕人滿腔熱血,
[00:06:13.000 --> 00:06:16.600]  由早到晚在教會裏面都不覺得累,
[00:06:16.600 --> 00:06:19.200]  從早到晚在教會裏面都不覺得累,
[00:06:19.200 --> 00:06:23.200]  其實我要多謝師母好好照顧我的兒子成長,
[00:06:23.200 --> 00:06:25.600]  其實我要謝謝師母好好照顧我的兒子成長,
[00:06:25.600 --> 00:06:28.400]  所以教養我的兒子不是我的功勞,
[00:06:28.400 --> 00:06:30.600]  所以把孩子教好不是我的功勞,
[00:06:30.600 --> 00:06:33.400]  我記得有一次我兒子大概四五歲的時候,
[00:06:33.400 --> 00:06:35.600]  我記得有一次我兒子大概四五歲的時候,
[00:06:35.600 --> 00:06:37.400]  同一天在教會裏面要開會,
[00:06:37.400 --> 00:06:38.600]  同一天在教會裏面要開會,
[00:06:38.600 --> 00:06:39.800]  星期天要開會,
[00:06:39.800 --> 00:06:41.000]  星期天開會,
[00:06:41.000 --> 00:06:42.200]  中春會,
[00:06:42.200 --> 00:06:43.000]  節慶會,
[00:06:43.000 --> 00:06:44.000]  要開會,
[00:06:44.000 --> 00:06:45.000]  要開會,
[00:06:45.000 --> 00:06:46.200]  有開會時間,
[00:06:46.200 --> 00:06:47.200]  有開會的時間,
[00:06:47.200 --> 00:06:48.200]  沒有散會時間,
[00:06:48.200 --> 00:06:49.200]  沒有散會時間,
[00:06:49.200 --> 00:06:51.200]  所以從下午兩點開到六點多,
[00:06:51.200 --> 00:06:54.200]  所以從下午兩點開到下午六點鐘,
[00:06:54.200 --> 00:06:56.000]  我兒子就睡在沙發裏面,
