
[00:00:00.000 --> 00:00:01.780]  你睇到啲新聞呢就
[00:00:01.780 --> 00:00:06.660]  因為俄羅斯入侵烏克蘭有個巨富呢架艇畀人
[00:00:06.660 --> 00:00:09.720]  沒收咗呀大家都可能留意到呢個短暫嘅新聞
[00:00:09.720 --> 00:00:12.540]  咁啲艇呢好大嘅好靚嘅而家
[00:00:12.540 --> 00:00:14.080]  依家嘅遊艇呢係
[00:00:14.080 --> 00:00:16.900]  靚到個地步呢好值錢呀十億
[00:00:16.900 --> 00:00:18.940]  十億美金
[00:00:18.940 --> 00:00:22.520]  見到自己有個艇嘩不如有個更加靚嘅艇
[00:00:22.520 --> 00:00:25.080]  依家艇都唔夠靚呀
[00:00:25.080 --> 00:00:26.880]  全世界第二架靚嘅呢
[00:00:26.880 --> 00:00:29.180]  就係呢個嘅俄羅斯巨富所有㗎嘛
[00:00:29.440 --> 00:00:31.740]  呢架艇再靚啲再賴啲
[00:00:31.740 --> 00:00:35.320]  佢哋好好知道點樣享受有好多房呀好多
[00:00:35.320 --> 00:00:38.400]  裏面有好多好似啲郵輪咁樣
[00:00:38.400 --> 00:00:39.420]  好多娛樂嘅
[00:00:39.420 --> 00:00:40.180]  方式
[00:00:40.180 --> 00:00:41.980]  又有潛水艇呀
[00:00:41.980 --> 00:00:43.000]  有成㗎
[00:00:43.000 --> 00:00:44.020]  好好玩㗎嘛
[00:00:44.020 --> 00:00:44.800]  但係就
[00:00:44.800 --> 00:00:49.140]  四十五萬都唔夠四十萬都唔四十億都唔夠
[00:00:49.140 --> 00:00:51.960]  有啲就去到四十五億呢個就亞洲首富呀
[00:00:51.960 --> 00:00:54.520]  咁樣架艇呢起好之後呢
[00:00:54.520 --> 00:00:56.580]  裏面有金呀有啲
[00:00:56.580 --> 00:00:57.860]  各樣好
[00:00:57.860 --> 00:00:59.140]  好靚嘅物質
[00:00:59.380 --> 00:01:00.660]  嘅材料所造成
[00:01:00.660 --> 00:01:02.960]  我哋人就係咁樣呀
[00:01:02.960 --> 00:01:08.340]  就係見到一啲好想靚嘅時候嘅嘢時候呢好多人會有個衝動
[00:01:08.340 --> 00:01:09.880]  去嘗試去擁有
[00:01:09.880 --> 00:01:14.480]  但係神頭先我哋睇到聖經嘅教導我哋睇聖經話語嘅時候
[00:01:14.480 --> 00:01:15.260]  知道
[00:01:15.260 --> 00:01:16.280]  當中
[00:01:16.280 --> 00:01:21.920]  哥倫多傳書十三章四字嘅時候我哋睇到一個愛嘅功課
[00:01:21.920 --> 00:01:23.700]  頭先大家所讀嘅
[00:01:23.700 --> 00:01:24.480]  經文
[00:01:24.480 --> 00:01:27.040]  喺撒姆爾記上十八章嗰陣時睇到
[00:01:27.540 --> 00:01:31.120]  一個愛嘅文藥喺當中若拿丹同大衛
[00:01:31.120 --> 00:01:36.000]  呢種嘅愛喺哥倫多前書都有介紹
[00:01:36.000 --> 00:01:37.020]  詳細
[00:01:37.020 --> 00:01:39.320]  話畀我聽一篇嘅愛篇當中話
[00:01:39.320 --> 00:01:40.600]  愛是
[00:01:40.600 --> 00:01:41.620]  不疾到
[00:01:41.620 --> 00:01:43.420]  英文就係話
[00:01:43.420 --> 00:01:44.960]  It does not envy
[00:01:44.960 --> 00:01:45.980]  呢個係
[00:01:45.980 --> 00:01:49.040]  佢個從佢個希臘文當中可以譯到
[00:01:49.040 --> 00:01:49.820]  Envy
[00:01:49.820 --> 00:01:51.600]  又可以譯到
[00:01:51.600 --> 00:01:52.380]  Jealous
[00:01:52.380 --> 00:01:54.160]  係爭在你係邊個譯本
[00:01:54.680 --> 00:01:58.520]  咁係呢個形容詞呢如果係英文嘅時候呢
[00:01:58.520 --> 00:02:01.080]  就啲心理學家呢如果睇
[00:02:01.080 --> 00:02:04.400]  Psychology Today啲雜誌呀或者查字典
[00:02:04.400 --> 00:02:06.720]  佢哋英文呢就嘗試分開
[00:02:06.720 --> 00:02:09.780]  但係個原文喺希臘文裏面呢就同一個字
[00:02:09.780 --> 00:02:11.060]  有時係譯到
[00:02:11.060 --> 00:02:14.140]  呢個字呢係譯到Envy有時譯到Jealousy
[00:02:14.140 --> 00:02:15.160]  咁呢
[00:02:15.160 --> 00:02:17.980]  意思呢就係如果你睇英文嘅睇法就
[00:02:17.980 --> 00:02:19.000]  Envy就話
[00:02:19.000 --> 00:02:20.020]  見到有
[00:02:20.020 --> 00:02:20.800]  自己冇
[00:02:20.800 --> 00:02:21.820]  就想有
[00:02:23.100 --> 00:02:25.920]  Jealousy個地步呢就係話見到自己有
[00:02:25.920 --> 00:02:27.700]  有第三者嚟到嗰陣時候
[00:02:27.700 --> 00:02:29.500]  會唔會自己有嗰啲都冇埋
[00:02:29.500 --> 00:02:32.320]  好似有時男女感情呀
[00:02:32.320 --> 00:02:33.340]  或者係
[00:02:33.340 --> 00:02:35.640]  自己嘅地位呀各方面
[00:02:35.640 --> 00:02:36.660]  呢種就係
[00:02:36.660 --> 00:02:39.480]  所謂嘅Jealousy英文就嘗試將佢分開
[00:02:39.480 --> 00:02:42.560]  咁我哋今日從呢個嘅經文當中呢
[00:02:42.560 --> 00:02:46.140]  就係睇到中文就好特別啦中文都係譯做
[00:02:46.140 --> 00:02:47.160]  疾度呀嘛
[00:02:47.160 --> 00:02:49.220]  都係用疾度呢個字
[00:02:49.220 --> 00:02:50.740]  咁你用同一個字
[00:02:50.740 --> 00:02:51.780]  就喺
[00:02:52.280 --> 00:02:53.300]  就算NIV呀
[00:02:53.300 --> 00:02:56.120]  英文譯本呢都有試譯到Jealousy
[00:02:56.120 --> 00:02:57.140]  Jealousy
[00:02:57.140 --> 00:02:59.440]  就睇到咩事情呀睇到弱勢
[00:02:59.440 --> 00:03:03.540]  佢嘅兄弟佢個哥哥
[00:03:03.540 --> 00:03:05.340]  係妒忌
[00:03:05.340 --> 00:03:06.620]  佢
[00:03:06.620 --> 00:03:09.940]  佢發夢嘅時候同佢分享嘅時候
[00:03:09.940 --> 00:03:11.220]  妒忌佢個
[00:03:11.220 --> 00:03:14.300]  佢個生命係咪無論佢彩衣又好
[00:03:14.300 --> 00:03:15.580]  佢個身份又好
[00:03:15.580 --> 00:03:17.620]  因為妒忌嘅緣故
[00:03:17.620 --> 00:03:19.920]  就將弱勢
[00:03:19.920 --> 00:03:21.200]  埋咗到底
[00:03:22.480 --> 00:03:23.260]  但係神
[00:03:23.260 --> 00:03:24.780]  與佢同在
[00:03:24.780 --> 00:03:27.860]  呢個故事
[00:03:27.860 --> 00:03:29.400]  唔係淨係新約裏面
[00:03:29.400 --> 00:03:33.240]  呢個故事喺舊約撒姆爾記上面
[00:03:33.240 --> 00:03:34.780]  都能夠睇到
[00:03:34.780 --> 00:03:37.600]  我哋今日就從撒姆爾記上面
[00:03:37.600 --> 00:03:39.120]  十八章嗰度開始睇
[00:03:39.120 --> 00:03:40.420]  繼續去睇
[00:03:40.420 --> 00:03:41.180]  究竟
[00:03:41.180 --> 00:03:43.740]  我哋見到呢啲嘅情況神
[00:03:43.740 --> 00:03:45.280]  喺度一直咁帶領佢
[00:03:45.280 --> 00:03:46.300]  佢嘅生命裏面
[00:03:46.300 --> 00:03:47.320]  有
[00:03:47.320 --> 00:03:48.340]  佢身邊嘅人
[00:03:48.340 --> 00:03:49.620]  點樣回應
[00:03:49.620 --> 00:03:50.900]  神
[00:03:51.160 --> 00:03:52.960]  與佢同在 神點樣祝福佢
[00:03:52.960 --> 00:03:54.480]  佢自己本人
[00:03:54.480 --> 00:03:55.760]  又喺呢個種嘅
[00:03:55.760 --> 00:03:57.040]  困難當中
[00:03:57.040 --> 00:03:58.320]  佢點樣去
[00:03:58.320 --> 00:03:59.600]  作出佢嘅
[00:03:59.600 --> 00:04:00.640]  過去嘅生活
[00:04:00.640 --> 00:04:02.940]  我哋從今日嘅經文去睇
[00:04:02.940 --> 00:04:04.980]  究竟我哋點解要選擇愛
[00:04:04.980 --> 00:04:06.780]  既然我哋選擇愛
[00:04:06.780 --> 00:04:08.560]  遠離嫉妒嘅時候
[00:04:08.560 --> 00:04:09.840]  我哋生命
[00:04:09.840 --> 00:04:10.880]  係點樣去過
[00:04:10.880 --> 00:04:12.400]  我哋一齊低頭祈禱
[00:04:12.400 --> 00:04:15.740]  我哋嘅天父上帝我哋感謝你
[00:04:15.740 --> 00:04:16.760]  我哋感謝你
[00:04:16.760 --> 00:04:17.780]  派你
[00:04:17.780 --> 00:04:19.580]  獨身愛之主耶穌基督
[00:04:19.580 --> 00:04:21.120]  佢嚟尋找我哋
