
[00:00:00.000 --> 00:00:02.000]  今天我們首先看看
[00:00:02.000 --> 00:00:03.000]  知不知道他在做什麼
[00:00:03.000 --> 00:00:06.000]  Bungee Jump
[00:00:06.000 --> 00:00:07.000]  這次不是我們來的
[00:00:07.000 --> 00:00:09.000]  Bungee Jump
[00:00:09.000 --> 00:00:12.000]  我想問有沒有人玩過Bungee Jump
[00:00:12.000 --> 00:00:15.000]  有
[00:00:15.000 --> 00:00:17.000]  有人玩過Bungee Jump
[00:00:17.000 --> 00:00:23.000]  原來Bungee Jump現在已經不是很危險的活動
[00:00:23.000 --> 00:00:27.000]  我看全球十大危險的活動
[00:00:27.000 --> 00:00:29.000]  Bungee Jump已經不是那十甲
[00:00:29.000 --> 00:00:32.000]  差不多是非常安全的活動
[00:00:32.000 --> 00:00:37.000]  全球危險的活動有什麼呢
[00:00:37.000 --> 00:00:38.000]  第一就是
[00:00:38.000 --> 00:00:40.000]  排名第一
[00:00:40.000 --> 00:00:43.000]  就是在不用安全帶
[00:00:43.000 --> 00:00:48.000]  不用安全的措施下爬山
[00:00:48.000 --> 00:00:50.000]  爬山也不要緊
[00:00:50.000 --> 00:00:52.000]  還要在山上跳來跳去
[00:00:52.000 --> 00:00:55.000]  在山上跳來跳去
[00:00:55.000 --> 00:00:56.000]  不用安全帶
[00:00:56.000 --> 00:01:00.000]  這個暫時是全球最危險的活動
[00:01:00.000 --> 00:01:02.000]  很創意吧
[00:01:02.000 --> 00:01:05.000]  再創意一點也有
[00:01:05.000 --> 00:01:08.000]  其中十名以內
[00:01:08.000 --> 00:01:10.000]  有一個活動是怎樣呢
[00:01:10.000 --> 00:01:13.000]  一班鬥牛和一班人
[00:01:13.000 --> 00:01:15.000]  兩邊相反方向
[00:01:15.000 --> 00:01:17.000]  好像扯八河那樣玩
[00:01:17.000 --> 00:01:19.000]  看看哪一邊比較大力
[00:01:19.000 --> 00:01:23.000]  你說這班人是不是很有創意
[00:01:23.000 --> 00:01:25.000]  真的很有創意
[00:01:25.000 --> 00:01:28.000]  究竟這些人玩這些危險活動
[00:01:28.000 --> 00:01:31.000]  他們是不怕死
[00:01:31.000 --> 00:01:33.000]  還是不知死呢
[00:01:33.000 --> 00:01:37.000]  如果今天我們說自己不怕死
[00:01:37.000 --> 00:01:40.000]  又因為什麼不怕死呢
[00:01:40.000 --> 00:01:43.000]  因為我們貪刺激
[00:01:43.000 --> 00:01:45.000]  我們不知天高地厚
[00:01:45.000 --> 00:01:48.000]  還是我們消極地覺得
[00:01:48.000 --> 00:01:50.000]  要死也沒辦法
[00:01:50.000 --> 00:01:52.000]  總要死
[00:01:52.000 --> 00:01:54.000]  究竟如果我們不怕死
[00:01:54.000 --> 00:01:57.000]  我們是因為什麼呢
[00:01:57.000 --> 00:01:59.000]  有人就以為
[00:01:59.000 --> 00:02:00.000]  玩了這些活動
[00:02:00.000 --> 00:02:02.000]  跳完某個山
[00:02:02.000 --> 00:02:04.000]  我們挑戰到
[00:02:04.000 --> 00:02:07.000]  這個就是挑戰到人的極限
[00:02:07.000 --> 00:02:09.000]  我們勝過死亡
[00:02:09.000 --> 00:02:11.000]  又是不是真的呢
[00:02:11.000 --> 00:02:15.000]  他們設計出來的這些所謂極限
[00:02:15.000 --> 00:02:17.000]  就算挑戰到
[00:02:17.000 --> 00:02:20.000]  又是不是真的戰勝死亡呢
[00:02:20.000 --> 00:02:23.000]  如果今天我們說我們不怕死的話
[00:02:23.000 --> 00:02:26.000]  我們要戰勝死亡的話
[00:02:26.000 --> 00:02:29.000]  我們必須要跟隨著
[00:02:29.000 --> 00:02:31.000]  那位設立生死
[00:02:31.000 --> 00:02:33.000]  掌管生死的神
[00:02:33.000 --> 00:02:34.000]  所設計的方法
[00:02:34.000 --> 00:02:35.000]  我們才敢說
[00:02:35.000 --> 00:02:37.000]  我們是不是戰勝死亡
[00:02:37.000 --> 00:02:39.000]  我們必須要跟著
[00:02:39.000 --> 00:02:41.000]  那個掌管生死的神
[00:02:41.000 --> 00:02:43.000]  祂說的方法
[00:02:43.000 --> 00:02:45.000]  祂設計的方式
[00:02:45.000 --> 00:02:46.000]  我們才可以說
[00:02:46.000 --> 00:02:48.000]  我們能夠戰勝死亡
[00:02:48.000 --> 00:02:50.000]  所以今天我們就說到
[00:02:50.000 --> 00:02:53.000]  耶穌基督我們之前上一個講道系列
[00:02:53.000 --> 00:02:54.000]  就說到
[00:02:54.000 --> 00:02:56.000]  耶穌是我們的大祭司
[00:02:56.000 --> 00:02:58.000]  這個系列我們一直說到
[00:02:58.000 --> 00:03:00.000]  耶穌大祭司所獻的祭
[00:03:00.000 --> 00:03:01.000]  是什麼祭呢
[00:03:01.000 --> 00:03:03.000]  是一個全新的祭
[00:03:03.000 --> 00:03:04.000]  今天講到
[00:03:04.000 --> 00:03:05.000]  這個祭
[00:03:05.000 --> 00:03:08.000]  是帶領我們戰勝死亡的祭
[00:03:08.000 --> 00:03:09.000]  好嗎
[00:03:09.000 --> 00:03:10.000]  我們一起來讀一下
[00:03:10.000 --> 00:03:13.000]  希伯來書九章二十三到二十八節
[00:03:13.000 --> 00:03:14.000]  幾字經名
[00:03:14.000 --> 00:03:15.000]  一起來讀好嗎
[00:03:15.000 --> 00:03:16.000]  九章二十三
