
[00:00:00.000 --> 00:00:01.280]  感謝殷殿下
[00:00:01.280 --> 00:00:02.960]  我自己就很感恩
[00:00:02.960 --> 00:00:04.280]  能夠在今天
[00:00:04.280 --> 00:00:05.800]  應該說我是第一次
[00:00:05.800 --> 00:00:08.280]  有機會參加大家的聖餐崇拜
[00:00:08.280 --> 00:00:10.080]  其實聖餐很有意義
[00:00:10.080 --> 00:00:11.560]  過去這麼久
[00:00:11.560 --> 00:00:12.960]  這一年多兩年
[00:00:12.960 --> 00:00:14.280]  我跟SOL的弟兄姊妹
[00:00:14.280 --> 00:00:16.480]  都在主裡面有些結連
[00:00:16.480 --> 00:00:19.520]  我們大概兩個月一次
[00:00:19.520 --> 00:00:21.600]  一起敬拜 一起侍奉
[00:00:21.600 --> 00:00:23.760]  一起講道 聽道
[00:00:23.760 --> 00:00:26.000]  好像欠缺一些東西
[00:00:26.000 --> 00:00:28.960]  加上今天就好像比較完美
[00:00:28.960 --> 00:00:31.080]  我們一起守主餐
[00:00:31.080 --> 00:00:32.240]  其實弟兄姊妹
[00:00:32.240 --> 00:00:33.800]  如果你還沒受洗
[00:00:33.800 --> 00:00:35.960]  我鼓勵你認真去想一想
[00:00:35.960 --> 00:00:37.760]  耶穌對你的愛
[00:00:37.760 --> 00:00:39.520]  公開的承認自己是一個
[00:00:39.520 --> 00:00:41.560]  跟隨耶穌基督的人
[00:00:41.560 --> 00:00:42.960]  沒有任何一個聚會
[00:00:42.960 --> 00:00:45.080]  比聖餐的聚會
[00:00:45.080 --> 00:00:47.320]  更加能夠讓我們經歷到
[00:00:47.320 --> 00:00:51.560]  和感受到在靈裡面的合一
[00:00:51.560 --> 00:00:52.800]  你可以想像
[00:00:52.800 --> 00:00:55.160]  你剛才守主餐的時候
[00:00:55.160 --> 00:00:56.400]  是跟你所有
[00:00:56.400 --> 00:00:57.640]  整個教會的弟兄姊妹
[00:00:57.640 --> 00:00:59.680]  一起洗禮的弟兄姊妹
[00:00:59.680 --> 00:01:01.400]  我們同領一個餅
[00:01:01.400 --> 00:01:03.480]  同領一個杯
[00:01:03.480 --> 00:01:05.520]  跟你一起領一個餅的
[00:01:05.520 --> 00:01:08.080]  跟你性格不同
[00:01:08.080 --> 00:01:09.080]  興趣不同
[00:01:09.080 --> 00:01:09.920]  步伐不同
[00:01:09.920 --> 00:01:11.240]  節奏不同
[00:01:11.240 --> 00:01:12.640]  家庭不同
[00:01:12.640 --> 00:01:13.560]  要數不同
[00:01:13.560 --> 00:01:15.760]  真的可以有很多東西不同
[00:01:15.760 --> 00:01:17.160]  但是我們竟然因為
[00:01:17.160 --> 00:01:18.320]  耶穌基督的犧牲
[00:01:18.320 --> 00:01:19.400]  我們能夠
[00:01:19.400 --> 00:01:21.040]  可以這樣結連在一起
[00:01:21.040 --> 00:01:22.720]  同領一個餅
[00:01:22.720 --> 00:01:23.760]  所以很多時候
[00:01:23.760 --> 00:01:26.080]  如果我負責私餐的時候
[00:01:26.080 --> 00:01:27.920]  我會提醒弟兄姊妹
[00:01:27.920 --> 00:01:29.360]  有時候有些事情
[00:01:29.360 --> 00:01:30.520]  是每個月一次
[00:01:30.520 --> 00:01:33.000]  你會覺得很殷純
[00:01:33.000 --> 00:01:35.120]  我想你能夠
[00:01:35.120 --> 00:01:38.280]  再認真去思想一下
[00:01:38.280 --> 00:01:41.240]  聖餐其實是非常寶貴
[00:01:41.240 --> 00:01:42.800]  不會因為我們每個月
[00:01:42.800 --> 00:01:43.520]  都做一次
[00:01:43.520 --> 00:01:46.800]  就去視為等閒
[00:01:46.800 --> 00:01:48.000]  耶穌接納聖餐的時候
[00:01:48.000 --> 00:01:49.640]  曾經說過一句話
[00:01:49.640 --> 00:01:51.880]  他說
[00:01:51.880 --> 00:01:56.440]  我們很清楚知道值等到他來
[00:01:56.440 --> 00:01:56.960]  你知道嗎
[00:01:56.960 --> 00:01:58.720]  原來在地上走主餐
[00:01:58.720 --> 00:02:00.720]  不是值到永遠的
[00:02:00.720 --> 00:02:03.000]  有一天主耶穌再回來的時候
[00:02:03.000 --> 00:02:04.240]  我們就在天家裡面
[00:02:04.240 --> 00:02:06.640]  一起學高揚的筵席
[00:02:06.640 --> 00:02:08.360]  所以地上的聖餐
[00:02:08.360 --> 00:02:10.520]  多一個月就少一次了
[00:02:10.520 --> 00:02:12.720]  我們不知道主耶穌何時回來
[00:02:12.720 --> 00:02:14.480]  每一次走主餐
[00:02:14.480 --> 00:02:18.240]  是珍惜我們重溫
[00:02:18.240 --> 00:02:20.400]  耶穌基督的大愛
[00:02:20.400 --> 00:02:23.240]  今天我們繼續思想登山寶訓
[00:02:23.240 --> 00:02:25.240]  差不多要去到尾聲了
[00:02:25.240 --> 00:02:26.360]  我很感謝神
[00:02:26.360 --> 00:02:27.440]  在過去這段日子
[00:02:27.440 --> 00:02:29.360]  能夠跟大家一起思想
[00:02:29.360 --> 00:02:30.800]  在新約聖經裡面
[00:02:30.800 --> 00:02:32.920]  這一段對我自己的人生
[00:02:32.920 --> 00:02:35.920]  非常大影響的一段經文
[00:02:35.920 --> 00:02:37.720]  將要完成了
[00:02:37.720 --> 00:02:40.920]  明年SOL好像也會繼續請我來
[00:02:40.920 --> 00:02:43.000]  我們開始一個新的系列
[00:02:43.000 --> 00:02:44.240]  的訊息
[00:02:44.240 --> 00:02:45.640]  但願上主的說話
[00:02:45.640 --> 00:02:48.000]  成為你和我的力量
[00:02:48.000 --> 00:02:49.760]  和幫助
[00:02:49.760 --> 00:02:51.000]  今天我要說一個
[00:02:51.000 --> 00:02:52.680]  很不容易說的題目
[00:02:52.680 --> 00:02:53.600]  這個題目
[00:02:53.600 --> 00:02:55.960]  我的祈禱之後
[00:02:55.960 --> 00:02:57.000]  我的領袖
[00:02:57.000 --> 00:02:59.280]  我被今天說到的題目是
[00:02:59.280 --> 00:03:02.240]  不要論斷
[00:03:02.240 --> 00:03:04.200]  論斷
[00:03:04.200 --> 00:03:06.240]  容易嗎?
[00:03:06.240 --> 00:03:07.880]  今天經文難說
[00:03:07.880 --> 00:03:10.360]  就不是因為那些經文很難解
[00:03:10.360 --> 00:03:13.480]  這段經文其實只是短短六節
[00:03:13.480 --> 00:03:16.000]  我們可能都讀過的
[00:03:16.000 --> 00:03:19.680]  不如我們再帶著一個敬畏神的心
[00:03:19.680 --> 00:03:21.200]  慢慢再讀多一次
[00:03:21.200 --> 00:03:22.840]  這幾節聖經
[00:03:22.840 --> 00:03:24.680]  好 預備起
[00:03:24.680 --> 00:03:26.920]  你們不要論斷人
[00:03:26.920 --> 00:03:29.400]  免得你們被論斷
[00:03:29.400 --> 00:03:32.280]  因為你們怎樣論斷人
[00:03:32.280 --> 00:03:34.920]  也必怎樣被論斷
[00:03:34.920 --> 00:03:38.240]  你們用什麼良器吸人
[00:03:38.240 --> 00:03:39.160]  也必
[00:03:49.680 --> 00:03:58.040]  用我去掉你眼中的刺
[00:03:58.040 --> 00:04:00.600]  你這假冒為善的人
[00:04:00.600 --> 00:04:03.880]  先去除掉你眼中的冷漠
[00:04:03.880 --> 00:04:06.560]  然後才能看得清楚
[00:04:06.560 --> 00:04:09.800]  去除掉你眼中的刺
[00:04:09.800 --> 00:04:11.960]  不要把聖物雕
[00:04:11.960 --> 00:04:16.200]  不要把你們的珍珠雕在珠前
[00:04:16.200 --> 00:04:21.640]  恐怕他踐踏了珍珠轉過來搖你門
[00:04:21.640 --> 00:04:24.160]  這段經文是很寶貴
[00:04:24.160 --> 00:04:27.640]  很寶貴的地方當然是出自主耶穌的口
[00:04:27.640 --> 00:04:29.920]  這段經文既然是出自主耶穌的口
[00:04:29.920 --> 00:04:32.120]  也是所有跟隨耶穌基督的人
[00:04:32.120 --> 00:04:34.160]  包括你和我
[00:04:34.160 --> 00:04:36.560]  我們應該要帶著一個真誠的心
[00:04:36.560 --> 00:04:41.160]  去聆聽並且求主給我們力量去實踐
[00:04:41.160 --> 00:04:42.560]  這段經文很寶貴
[00:04:42.560 --> 00:04:44.520]  這段經文寶貴的原因
[00:04:44.520 --> 00:04:46.800]  不單止是出自主耶穌的口
[00:04:46.800 --> 00:04:48.760]  也是成為人與人之間
[00:04:48.760 --> 00:04:52.640]  人際關係相處的一個金科玉律
[00:04:52.640 --> 00:04:58.760]  很多時候人都是對人嚴對己寬
[00:04:58.760 --> 00:05:00.240]  其實你應該調轉的
[00:05:00.240 --> 00:05:03.200]  你應該對人寬對己嚴
