
[00:00:00.000 --> 00:00:05.640]  今日嘅經文呢就係喺列王記下18、19章嗰度
[00:00:05.640 --> 00:00:08.200]  咁呀
[00:00:08.200 --> 00:00:10.500]  細個嘅時候呢
[00:00:10.500 --> 00:00:13.580]  我哋三兄弟妹呢成日都打交
[00:00:13.580 --> 00:00:17.160]  咁呢特別我同我哥係打得最多
[00:00:17.160 --> 00:00:19.460]  咁呀我雖然唔細隻
[00:00:19.460 --> 00:00:22.520]  但係即係喺我大佬
[00:00:22.520 --> 00:00:24.320]  哥利亞面前
[00:00:24.320 --> 00:00:27.380]  即係註定唔夠打啦
[00:00:27.900 --> 00:00:31.240]  咁但係我嘅性格呢我又唔會認輸走佬㗎
[00:00:31.240 --> 00:00:32.760]  咁所以我
[00:00:32.760 --> 00:00:35.580]  我只有一個戰略唯一嘅戰略呢
[00:00:35.580 --> 00:00:36.860]  就係死忍
[00:00:36.860 --> 00:00:38.140]  忍乜呢
[00:00:38.140 --> 00:00:40.440]  就係打到幾痛都好啦
[00:00:40.440 --> 00:00:42.240]  我係唔會認輸嘅
[00:00:42.240 --> 00:00:44.540]  咁咪咬緊牙根
[00:00:44.540 --> 00:00:46.080]  作戰到底
[00:00:46.080 --> 00:00:49.660]  咁咪打到呢大家終於筋疲力盡呢
[00:00:49.660 --> 00:00:51.460]  個戰事先會結束
[00:00:51.460 --> 00:00:56.060]  咁呀列王記下18章13
[00:00:56.320 --> 00:00:58.100]  至19章37節
[00:00:58.100 --> 00:01:01.180]  處於弱勢嘅猶大
[00:01:01.180 --> 00:01:02.200]  希西加王
[00:01:02.200 --> 00:01:03.740]  對比
[00:01:03.740 --> 00:01:05.540]  呢個強大嘅亞述
[00:01:05.540 --> 00:01:07.320]  阿拿基納王
[00:01:07.320 --> 00:01:09.380]  打起上嚟
[00:01:09.380 --> 00:01:10.900]  誰勝誰負呢
[00:01:10.900 --> 00:01:15.000]  勝利嘅一方呢又係靠啲乜嘢嘢
[00:01:15.000 --> 00:01:16.800]  能夠戰勝對方㗎啦
[00:01:16.800 --> 00:01:21.400]  今日講到嘅主題Final say
[00:01:21.400 --> 00:01:23.200]  最終話事權
[00:01:23.200 --> 00:01:25.260]  我哋先低頭祈禱
[00:01:27.300 --> 00:01:30.120]  主你的名係應當稱眾嘅
[00:01:30.120 --> 00:01:32.680]  喺列國中受尊崇
[00:01:32.680 --> 00:01:34.980]  求你祝福你嘅話語
[00:01:34.980 --> 00:01:38.820]  祝福人能夠清心嘅嚟到你面前
[00:01:38.820 --> 00:01:40.600]  你嘅同在
[00:01:40.600 --> 00:01:42.140]  你嘅話語
[00:01:42.140 --> 00:01:44.440]  充滿等候你嘅人嘅心
[00:01:44.440 --> 00:01:46.500]  咁樣嘅祈禱
[00:01:46.500 --> 00:01:48.800]  奉主耶穌基督聖名祈求
[00:01:48.800 --> 00:01:50.080]  Amen
[00:01:50.080 --> 00:01:54.180]  喺舊約裏面同古代嘅文獻記載
[00:01:54.680 --> 00:01:58.260]  希西加統治猶大國嘅年代呢
[00:01:58.260 --> 00:02:01.600]  最強大嘅勢力呢就係亞述
[00:02:01.600 --> 00:02:04.920]  大同小係咩意思呢
[00:02:04.920 --> 00:02:07.740]  公元前七八年嘅亞述呢
[00:02:07.740 --> 00:02:10.540]  版圖強大到一個地步
[00:02:10.540 --> 00:02:12.080]  係包括有
[00:02:12.080 --> 00:02:14.900]  北至今日部分嘅土耳其啦
[00:02:14.900 --> 00:02:16.940]  南至部分嘅埃及
[00:02:16.940 --> 00:02:18.740]  東至以色列
[00:02:18.740 --> 00:02:20.520]  黎巴嫩
[00:02:20.520 --> 00:02:21.800]  敘利亞
[00:02:21.800 --> 00:02:22.840]  約旦
[00:02:23.600 --> 00:02:24.880]  西至伊拉克
[00:02:24.880 --> 00:02:26.680]  同部分嘅伊朗
[00:02:26.680 --> 00:02:30.520]  而希西加嘅猶大呢
[00:02:30.520 --> 00:02:31.800]  只係
[00:02:31.800 --> 00:02:33.840]  頭先提到以色列
[00:02:33.840 --> 00:02:36.660]  裏面嘅其中一發
[00:02:36.660 --> 00:02:41.520]  公元前七八零一年亞述王西娜基納
[00:02:41.520 --> 00:02:44.340]  入侵希西加統治嘅猶大
[00:02:44.340 --> 00:02:48.440]  西娜基納呢就公開嘲笑呢個希西加啦
[00:02:48.440 --> 00:02:52.020]  並且一次又一次威脅佢使用武力
[00:02:52.780 --> 00:02:54.820]  要猶太人屈服於亞述
[00:02:54.820 --> 00:02:56.360]  西娜基納
[00:02:56.360 --> 00:02:57.640]  打仗無數
[00:02:57.640 --> 00:02:58.920]  戰無不勝
[00:02:58.920 --> 00:03:01.240]  攻陷咗好多個國家
[00:03:01.240 --> 00:03:02.760]  佢只係贏
[00:03:02.760 --> 00:03:04.560]  冇輸過
[00:03:04.560 --> 00:03:09.160]  亦因為咁呢亦都導致佢係非常之驕傲亦都好殘暴
[00:03:09.160 --> 00:03:11.220]  被佢攻陷嘅國家呢
[00:03:11.220 --> 00:03:14.540]  當中唔少人呢係被虐待致死嘅
[00:03:14.540 --> 00:03:18.120]  先想講講希西加係個咩人呀
[00:03:18.120 --> 00:03:19.660]  舊約記載呢
[00:03:20.180 --> 00:03:23.520]  北國好嘅君王係一個都冇
[00:03:23.520 --> 00:03:27.100]  而南國呢係只係得兩個好嘅君王
[00:03:27.100 --> 00:03:29.400]  咁其中一個呢就係約書亞
[00:03:29.400 --> 00:03:31.440]  另一個呢就係希西加
[00:03:31.440 --> 00:03:35.540]  希西加喺25歲嘅時候呢就登基
[00:03:35.540 --> 00:03:40.920]  喺神嘅眼中喺上帝嘅眼中佢係行耶和華漢為證嘅事
[00:03:40.920 --> 00:03:44.500]  佢亦都效法佢祖先大衛一切所行嘅
[00:03:44.500 --> 00:03:47.580]  佢係一個好依靠神係一個好嘅君王
[00:03:47.580 --> 00:03:49.880]  喺佢執政嘅時候
[00:03:51.160 --> 00:03:53.980]  佢落聖旨拆毀曬一啲廟宇
[00:03:53.980 --> 00:03:56.780]  拆毀曬一啲木造嘅偶像
[00:03:56.780 --> 00:04:01.140]  因為當時以色列人為咗生仔
[00:04:01.140 --> 00:04:02.680]  為咗求發達
[00:04:02.680 --> 00:04:03.960]  求平安
[00:04:03.960 --> 00:04:05.760]  就去拜呢啲偶像
[00:04:05.760 --> 00:04:08.320]  佢亦都打碎咗當時
[00:04:08.320 --> 00:04:11.120]  摩西嘅銅蛇
[00:04:11.120 --> 00:04:16.240]  因為整整下呢以色列人都當咗佢係其中一個偶像去參拜
[00:04:17.520 --> 00:04:20.080]  獵王記下十八章五節
[00:04:20.080 --> 00:04:22.380]  希世嘉依靠耶和華
[00:04:22.380 --> 00:04:23.920]  以色列的上帝
[00:04:23.920 --> 00:04:30.580]  在他之前和他之後的猶大獵王中沒有一個像他的一樣
[00:04:30.580 --> 00:04:35.700]  希世嘉的而且確係一個好好的君王
[00:04:35.700 --> 00:04:38.520]  但係佢有一個致命傷
[00:04:38.520 --> 00:04:41.580]  就係佢唔係一個精通戰術
[00:04:41.580 --> 00:04:43.880]  善於打仗嘅君王
[00:04:43.880 --> 00:04:47.220]  獵王記下十八章記載
[00:04:47.720 --> 00:04:49.520]  希世嘉執政第十四年
[00:04:49.520 --> 00:04:52.340]  亞卓王西娜基納就率領一支
[00:04:52.340 --> 00:04:55.160]  龐大的軍隊去攻佔猶大城
[00:04:55.160 --> 00:04:58.220]  征服咗整個地區
[00:04:58.220 --> 00:05:01.040]  希世嘉就自知唔夠打
[00:05:01.040 --> 00:05:03.100]  所以呢佢就派人
[00:05:03.100 --> 00:05:06.420]  去同西娜基納去講數
[00:05:06.420 --> 00:05:09.240]  今日希望佢唔好嚟打佢
[00:05:09.240 --> 00:05:13.580]  獵王記下十八章十四至十六節
[00:05:13.580 --> 00:05:15.120]  佢話我錯了
[00:05:15.120 --> 00:05:17.160]  求你撤退離開我
[00:05:17.920 --> 00:05:19.980]  凡你罰我的我必承當
[00:05:19.980 --> 00:05:25.320]  於是亞卓王罰猶大王希世嘉三百他連得金紙
[00:05:25.320 --> 00:05:27.600]  三百他連得金紙
[00:05:27.600 --> 00:05:31.440]  希世嘉把耶和華殿裡和皇宮庫房
[00:05:31.440 --> 00:05:34.520]  裡所有的銀紙都給了他
[00:05:34.520 --> 00:05:39.100]  那時猶大王希世嘉將耶和華殿門上的金紙
[00:05:39.100 --> 00:05:43.180]  和他自己包在柱紙上的金紙都刮下來
[00:05:43.180 --> 00:05:45.480]  給了亞卓王
[00:05:47.920 --> 00:05:49.440]  扔煲要扔煲費
[00:05:49.440 --> 00:05:52.240]  港和都唔係免費
[00:05:52.240 --> 00:05:54.280]  為免死傷慘重
[00:05:54.280 --> 00:05:58.120]  希世嘉金和銀傳言奉上
[00:05:58.120 --> 00:06:00.940]  最值錢的都給了西娜基納
[00:06:00.940 --> 00:06:02.740]  傾家蕩產
[00:06:02.740 --> 00:06:07.520]  你諗下可憐到係講緊喺嗰個殿裡面
[00:06:07.520 --> 00:06:11.360]  柱上面嘅金箔都要刮埋落嚟畀曬佢
[00:06:13.140 --> 00:06:17.740]  梗係喇真係講緊呢個祈安同阿大雄打點打
[00:06:17.740 --> 00:06:19.280]  註定輸硬
[00:06:19.280 --> 00:06:22.860]  希世嘉向亞術王進貢
[00:06:22.860 --> 00:06:25.160]  咁就諗住可以息事寧人
[00:06:25.160 --> 00:06:27.480]  諗住可以保住條命仔
[00:06:27.480 --> 00:06:31.820]  誰不知呢個西娜基納王就反口唔認帳
[00:06:31.820 --> 00:06:35.160]  結果埃及同希世嘉就伸出援手
[00:06:35.160 --> 00:06:41.820]  諗住聯盟能夠強大一啲去對抗呢個亞術
[00:06:42.840 --> 00:06:45.140]  點知亞術王西娜基納
[00:06:45.140 --> 00:06:46.160]  收到風啦
[00:06:46.160 --> 00:06:48.460]  咁咪令佢大為震怒
[00:06:48.460 --> 00:06:52.320]  佢就派將軍嚟到猶大國嘅城門口
[00:06:52.320 --> 00:06:54.100]  鬧爆希世嘉
[00:06:54.100 --> 00:06:56.660]  咁咪帶住壓倒性嘅姿態呢
[00:06:56.660 --> 00:07:00.000]  要求佢打開耶路撒冷嘅城門
[00:07:00.000 --> 00:07:02.820]  要求猶太人投降
[00:07:02.820 --> 00:07:07.680]  咁咪於是希世嘉呢就派三個官員出嚟迎接啦
[00:07:07.680 --> 00:07:08.960]  咁咪將軍
[00:07:09.460 --> 00:07:14.840]  就同佢地三個講你返去啦同你嗰個軍王希世嘉講
[00:07:14.840 --> 00:07:17.400]  你唔好以為你哋可以靠埃及
[00:07:17.400 --> 00:07:20.980]  以為同佢哋一齊聯盟呢就可以救我打
[00:07:20.980 --> 00:07:24.300]  你咁諗呀嘛
[00:07:24.300 --> 00:07:26.100]  我就先打殘埃及
[00:07:26.100 --> 00:07:27.640]  然之後先你打你
[00:07:27.640 --> 00:07:32.500]  你亦都唔好講咩信靠上帝
[00:07:32.500 --> 00:07:34.540]  乜唔係你哋
[00:07:34.540 --> 00:07:35.820]  之前已經
[00:07:35.820 --> 00:07:37.620]  毀壞曬嗰啲電雨
[00:07:38.140 --> 00:07:40.200]  打爛曬嗰啲偶像㗎喇嘛
[00:07:40.200 --> 00:07:42.240]  仲拜咩呀
[00:07:42.240 --> 00:07:44.540]  仲依靠咩鬼神呀
[00:07:44.540 --> 00:07:46.840]  再講呀
[00:07:46.840 --> 00:07:49.160]  我畀兩千匹馬你
[00:07:49.160 --> 00:07:53.240]  你哋裏面亦都冇人有本事能夠騎呀
[00:07:53.240 --> 00:07:56.560]  我嘅軍隊裏面最弱雞嗰個
[00:07:56.560 --> 00:07:57.840]  都唔驚你
[00:07:57.840 --> 00:08:00.660]  Oh by the way
[00:08:00.660 --> 00:08:04.500]  你冇諗過呢可能係你所信嗰個
[00:08:04.500 --> 00:08:07.580]  所依靠嗰個上帝派我嚟
[00:08:07.840 --> 00:08:09.120]  毀滅你㗎啦
[00:08:09.120 --> 00:08:13.720]  列皇記下十八章二十六
[00:08:13.720 --> 00:08:17.060]  二十七節希西嘉嘅兒子以利亞敬
[00:08:17.060 --> 00:08:19.880]  赦伯拿和約亞對將軍說
[00:08:19.880 --> 00:08:22.680]  求你用亞蘭話對僕人說
[00:08:22.680 --> 00:08:24.480]  因為我哋聽得懂
[00:08:24.480 --> 00:08:27.040]  不要用猶大話對我哋說
[00:08:27.040 --> 00:08:33.180]  免得傳到城牆上百姓的耳中將軍對他們說
[00:08:33.180 --> 00:08:34.980]  我主差遣我來
[00:08:35.240 --> 00:08:39.340]  豈是單對你和你的主人說這些話嗎
[00:08:39.340 --> 00:08:46.000]  不也是對這些坐在城牆上要與你們一同吃自己的糞
[00:08:46.000 --> 00:08:48.040]  喝自己的尿
[00:08:48.040 --> 00:08:50.860]  人說的嗎
[00:08:50.860 --> 00:08:55.200]  嘩使唔使去到咁盡
[00:08:55.200 --> 00:08:58.020]  吃自己的糞
