
[00:00:00.000 --> 00:00:03.800]  今天繼續和大家看耶穌基督的神蹟
[00:00:03.800 --> 00:00:06.480]  我們上一次和大家講到
[00:00:06.480 --> 00:00:10.080]  約翰福音第二章裡面耶穌行了第一個神蹟
[00:00:10.080 --> 00:00:12.680]  在迦納的婚宴那裡
[00:00:12.680 --> 00:00:14.680]  用水變酒
[00:00:14.680 --> 00:00:18.280]  這個有重大的屬靈的意義在那裡
[00:00:18.280 --> 00:00:21.680]  今天我們要看第二個神蹟
[00:00:21.680 --> 00:00:24.280]  耶穌所行的第二個神蹟
[00:00:24.280 --> 00:00:28.080]  約翰福音第四章43節
[00:00:28.080 --> 00:00:30.480]  這裡說 過了那兩天
[00:00:30.480 --> 00:00:33.680]  耶穌來了那地方 往加里尼去
[00:00:33.680 --> 00:00:39.280]  因為耶穌自己所作過的見證說
[00:00:39.280 --> 00:00:42.280]  先知在本地是沒有人尊敬的
[00:00:42.280 --> 00:00:43.280]  到了加里尼
[00:00:43.280 --> 00:00:48.480]  加里尼人既然看見他在耶路撒冷過節所行的一切事
[00:00:48.480 --> 00:00:49.880]  就接待他
[00:00:49.880 --> 00:00:53.080]  因為他們也是想去過節
[00:00:53.080 --> 00:00:56.480]  耶穌又到了加里尼的迦納
[00:00:56.480 --> 00:00:59.880]  就是他從前變水為酒的地方
[00:00:59.880 --> 00:01:01.080]  有一個大神
[00:01:01.080 --> 00:01:03.280]  他的兒子在加伯隆患病
[00:01:03.280 --> 00:01:07.280]  他聽見耶穌從猶太到了加里尼
[00:01:07.280 --> 00:01:08.680]  就來見他
[00:01:08.680 --> 00:01:10.680]  求他下去治
[00:01:10.680 --> 00:01:12.280]  醫治他的兒子
[00:01:12.280 --> 00:01:14.480]  因為他的兒子快要死了
[00:01:14.480 --> 00:01:16.080]  耶穌就對他說
[00:01:16.080 --> 00:01:17.480]  有不看見神蹟
[00:01:17.480 --> 00:01:19.080]  你們總是不信
[00:01:19.080 --> 00:01:20.680]  那大神說
[00:01:20.680 --> 00:01:22.280]  先生求你親著
[00:01:22.280 --> 00:01:24.880]  我的兒子還沒有死就下去
[00:01:24.880 --> 00:01:26.280]  耶穌對他說
[00:01:26.280 --> 00:01:27.080]  回去吧
[00:01:27.080 --> 00:01:28.480]  你的兒子活了
[00:01:28.480 --> 00:01:31.680]  那人信耶穌所說的話就回去了
[00:01:31.680 --> 00:01:33.280]  正下去的時候
[00:01:33.280 --> 00:01:34.880]  他的僕人仍見他
[00:01:34.880 --> 00:01:37.280]  說他的兒子活了
[00:01:37.280 --> 00:01:40.480]  他就問什麼時候見好的
[00:01:40.480 --> 00:01:42.280]  他們說昨日
[00:01:42.280 --> 00:01:44.880]  未時
[00:01:44.880 --> 00:01:47.080]  也就退了
[00:01:47.080 --> 00:01:51.680]  他們知道這正是耶穌對他說
[00:01:51.680 --> 00:01:53.880]  你兒子活了的時候
[00:01:53.880 --> 00:01:57.480]  他知道他自己和全家都信了
[00:01:57.480 --> 00:02:01.680]  這是耶穌在加里尼行第二件神蹟
[00:02:01.680 --> 00:02:07.880]  是他在猶太回去以後行的
[00:02:07.880 --> 00:02:11.080]  我們看這個《約翰福音》的時候在結束
[00:02:11.080 --> 00:02:12.680]  約翰講了一句話
[00:02:12.680 --> 00:02:15.280]  他說耶穌在地上所做的事情
[00:02:15.280 --> 00:02:18.480]  如果全部都寫下來的時候
[00:02:18.480 --> 00:02:21.680]  全世界的書都裝不完
[00:02:21.680 --> 00:02:25.080]  就是說《約翰福音》所選擇
[00:02:25.080 --> 00:02:27.080]  耶穌行的神蹟
[00:02:27.080 --> 00:02:29.080]  全日到
[00:02:29.080 --> 00:02:31.080]  是有特別的意思在那裡
[00:02:31.080 --> 00:02:33.680]  值得我們細細去思考
[00:02:33.680 --> 00:02:36.680]  因為每一件事都不是隨便放進去的
[00:02:36.680 --> 00:02:39.280]  耶穌行了這麼多的神蹟奇事
[00:02:39.280 --> 00:02:45.680]  為什麼要放這幾個在聖經裡面呢
[00:02:45.680 --> 00:02:48.280]  我相信有特別的意思在那裡
[00:02:48.280 --> 00:02:52.880]  我們看到這裡說耶穌回到加拿大
[00:02:52.880 --> 00:02:55.880]  他遍水圍走的地方
[00:02:55.880 --> 00:02:58.280]  他為什麼要回去那裡呢
[00:02:58.280 --> 00:03:01.680]  這裡聖經說
[00:03:01.680 --> 00:03:05.480]  「先知在本地是沒有人尊敬的」
[00:03:05.480 --> 00:03:11.680]  他在拿撒勒那裡尊敬他的人不多
[00:03:11.680 --> 00:03:12.680]  原因是什麼呢
[00:03:12.680 --> 00:03:14.480]  因為是自己人
[00:03:14.480 --> 00:03:16.480]  這個耶穌
[00:03:16.480 --> 00:03:19.480]  我從小看他長大的
[00:03:19.480 --> 00:03:22.080]  我兒子跟他玩到長大的
[00:03:22.080 --> 00:03:23.680]  現在你說他是大先知
[00:03:23.680 --> 00:03:25.080]  他能夠行神蹟
[00:03:25.080 --> 00:03:28.280]  那些人就不是很接受
[00:03:28.280 --> 00:03:30.280]  先知在自己的地方
[00:03:30.280 --> 00:03:32.480]  是不被接受的
[00:03:32.480 --> 00:03:35.480]  這個是在歷史上面
[00:03:35.480 --> 00:03:39.480]  我們時時見到的事情
[00:03:39.480 --> 00:03:43.480]  所以耶穌基督是回到加拿大的地方
[00:03:43.480 --> 00:03:46.480]  這個是一個原因
[00:03:46.480 --> 00:03:49.480]  另外一個原因他要去到加拿大
[00:03:49.480 --> 00:03:51.480]  我相信是要跟進上次
[00:03:51.480 --> 00:03:54.480]  他直接第一個神蹟所剎下的種子
[00:03:54.480 --> 00:03:57.480]  當他去到加拿大的時候
[00:03:57.480 --> 00:03:59.480]  有另外一件事情發生
[00:03:59.480 --> 00:04:03.480]  就在離加拿大大概25里的地方
[00:04:03.480 --> 00:04:09.480]  當時是走一天的路程的地方
[00:04:09.480 --> 00:04:14.480]  加伯隆他家裡有個兒子病得快要死了
[00:04:14.480 --> 00:04:18.480]  他走去加拿大找耶穌基督
[00:04:18.480 --> 00:04:20.480]  要走一天的時間
[00:04:20.480 --> 00:04:23.480]  因為他們沒有快速公路
[00:04:23.480 --> 00:04:25.480]  沒有汽車
[00:04:25.480 --> 00:04:29.480]  他這麼辛苦走一天的路程
[00:04:29.480 --> 00:04:32.480]  去到加拿大的地方
[00:04:32.480 --> 00:04:36.480]  是要找耶穌基督來醫治他的兒子
[00:04:36.480 --> 00:04:39.480]  因為他的兒子病得快要死了
[00:04:39.480 --> 00:04:43.480]  我相信他一定是用了很多的金錢
[00:04:43.480 --> 00:04:46.480]  聘請了當時最好的醫生
[00:04:46.480 --> 00:04:48.480]  但是還是沒有辦法
[00:04:48.480 --> 00:04:50.480]  所以他在這樣的情況下
[00:04:50.480 --> 00:04:51.480]  聽到有人去
[00:04:51.480 --> 00:04:53.480]  好像這裡所說的
[00:04:53.480 --> 00:04:55.480]  去耶路撒冷過節的時候
[00:04:55.480 --> 00:05:00.480]  耶穌基督行神蹟做奇事
[00:05:00.480 --> 00:05:04.480]  所以他們說不如找耶穌
[00:05:04.480 --> 00:05:07.480]  看他能不能夠醫好你的兒子
[00:05:07.480 --> 00:05:10.480]  讓他也來我們中間行一個神蹟
