
[00:00:00.000 --> 00:00:02.280]  今次和大家分享的主題是
[00:00:02.280 --> 00:00:04.960]  回顧、反省及更新
[00:00:04.960 --> 00:00:07.680]  回顧有甚麼好處呢?
[00:00:07.680 --> 00:00:11.160]  我相信大家都是有人生成長的經歷
[00:00:11.160 --> 00:00:13.800]  回顧對我們來說也是很重要的
[00:00:13.800 --> 00:00:17.480]  因為就印證了我們經歷神奇的作為
[00:00:17.480 --> 00:00:19.920]  特別是我們中國人有句說話是這樣說的
[00:00:19.920 --> 00:00:23.400]  就是「以童為鑑,可以證衣冠」
[00:00:23.400 --> 00:00:25.920]  「以史為鑑,可以知輕題」
[00:00:25.920 --> 00:00:28.640]  「以人為鑑,可以知得實」
[00:00:28.640 --> 00:00:31.880]  回顧歷史是何等重要
[00:00:31.880 --> 00:00:34.240]  特別是舊恩人的歷史
[00:00:34.240 --> 00:00:37.120]  我們知道以色列人他們蒙神拯救
[00:00:37.120 --> 00:00:40.200]  整個的舊恩歷史記載在聖經裏面
[00:00:40.200 --> 00:00:42.000]  所以今天和大家分享的
[00:00:42.000 --> 00:00:47.440]  都是從聖經裏面來看神的作為
[00:00:47.440 --> 00:00:51.360]  特別是在《新榮記》第八章一至十八節
[00:00:51.360 --> 00:00:54.160]  我們嚮往就是透過神的說話
[00:00:54.160 --> 00:00:57.000]  知道過去的日子怎樣來經過
[00:00:57.000 --> 00:01:00.000]  今天我們怎樣來面對
[00:01:00.000 --> 00:01:02.040]  將來神怎樣引導
[00:01:02.040 --> 00:01:06.040]  我們很深信九龍城鎮信會在過去的日子裏
[00:01:06.040 --> 00:01:07.760]  神怎樣來帶領我們
[00:01:07.760 --> 00:01:09.520]  神怎樣來使用我們
[00:01:09.520 --> 00:01:15.320]  今天我們正正是在歷史上的一點
[00:01:15.320 --> 00:01:19.440]  我們就看看神怎樣來引領我們
[00:01:19.440 --> 00:01:23.920]  好成就神的工作
[00:01:23.920 --> 00:01:29.160]  經文記載在《新榮記》第八章一至十八節
[00:01:29.160 --> 00:01:31.160]  在大家面前有聖經
[00:01:31.160 --> 00:01:33.680]  可以翻開聽我讀出
[00:01:33.680 --> 00:01:36.040]  《新榮記》第八章一至十八節
[00:01:36.040 --> 00:01:38.040]  聖經這樣說的
[00:01:38.040 --> 00:01:40.640]  「我今日所吩咐的一切誡明
[00:01:40.640 --> 00:01:43.080]  你們要謹守遵行
[00:01:43.080 --> 00:01:45.280]  好叫你們存活
[00:01:45.280 --> 00:01:48.000]  人數增多且進去得耶和華
[00:01:48.000 --> 00:01:50.760]  向你們列祖起誓應許的那地
[00:01:50.760 --> 00:01:53.000]  你也要紀念耶和華
[00:01:53.000 --> 00:01:56.680]  你神的再抗也引導你這四十年
[00:01:56.680 --> 00:01:58.520]  是要撫練你
[00:01:58.520 --> 00:01:59.720]  試驗你
[00:01:59.720 --> 00:02:02.200]  要知道你心內如何
[00:02:02.200 --> 00:02:04.680]  肯守他的誡命不肯
[00:02:04.680 --> 00:02:06.040]  他撫練你
[00:02:06.040 --> 00:02:07.440]  任你飢餓
[00:02:07.440 --> 00:02:11.360]  將你和你列祖所不認識的瑪拿賜給你吃
[00:02:11.360 --> 00:02:12.560]  使你知道
[00:02:12.560 --> 00:02:15.640]  人活著不是單靠食物
[00:02:15.640 --> 00:02:20.240]  乃是靠耶和華口裡所出的一切話
[00:02:20.240 --> 00:02:23.400]  這四十年你的衣服沒有穿破
[00:02:23.400 --> 00:02:25.400]  你的腳也沒有腫
[00:02:25.400 --> 00:02:27.560]  你當心裡思想
[00:02:27.560 --> 00:02:33.280]  耶和華你神管教你好像人管教兒子一樣
[00:02:33.280 --> 00:02:35.960]  你要謹守耶和華你神的誡命
[00:02:35.960 --> 00:02:37.480]  遵行他的道
[00:02:37.480 --> 00:02:38.760]  敬畏他
[00:02:38.760 --> 00:02:42.200]  因為耶和華你神領你進入美地
[00:02:42.200 --> 00:02:44.960]  那地有河有泉有源
[00:02:44.960 --> 00:02:47.160]  從山谷中流出水來
[00:02:47.160 --> 00:02:52.960]  那地有小麥、大麥、葡萄樹、無花果樹、石榴樹、橄欖樹、和蜜
[00:02:52.960 --> 00:02:55.360]  你在那地不缺食物
[00:02:55.360 --> 00:02:56.960]  一無所缺
[00:02:56.960 --> 00:02:58.840]  那地的石頭是鐵
[00:02:58.840 --> 00:03:00.520]  山內可以挖銅
[00:03:00.520 --> 00:03:02.520]  你吃得飽足
[00:03:02.520 --> 00:03:05.560]  你要稱頌耶和華你的神
[00:03:05.560 --> 00:03:09.440]  因他將那美地賜給你了
[00:03:09.440 --> 00:03:11.040]  你要謹慎
[00:03:11.040 --> 00:03:13.840]  免得忘記耶和華你的神
[00:03:13.840 --> 00:03:15.840]  不守他的誡命
[00:03:15.840 --> 00:03:17.680]  典章、律例
[00:03:17.680 --> 00:03:19.920]  就是我今天所吩咐你的
[00:03:19.920 --> 00:03:22.240]  恐怕你吃得飽
[00:03:22.240 --> 00:03:23.920]  建造美好的房屋
[00:03:23.920 --> 00:03:26.480]  居住你的牛羊家增
[00:03:26.480 --> 00:03:28.480]  你的金銀增添
[00:03:28.480 --> 00:03:31.160]  並你所有的全都加增
[00:03:31.160 --> 00:03:33.960]  你就心高氣傲
[00:03:33.960 --> 00:03:36.200]  忘記耶和華你的神
[00:03:36.200 --> 00:03:40.480]  就是將你從埃及地遺牢之家領出來的
[00:03:40.480 --> 00:03:43.640]  引你經過那大而可怕的曠野
[00:03:43.640 --> 00:03:45.800]  那裡有火蛇、蠍子
[00:03:45.800 --> 00:03:48.160]  乾旱無水之地
[00:03:48.160 --> 00:03:52.600]  他曾為你使水從堅硬的盆石沖流出來
[00:03:52.600 --> 00:03:57.160]  又在曠野將你列祖所不認識的瑪拿次給你吃
[00:03:57.160 --> 00:03:59.800]  是要苦練你
[00:03:59.800 --> 00:04:00.880]  試驗你
[00:04:00.880 --> 00:04:02.800]  叫你終究享福
[00:04:02.800 --> 00:04:04.600]  恐怕你心裡說
[00:04:04.600 --> 00:04:08.080]  這貨材是我力量、我能力得來的
[00:04:08.080 --> 00:04:11.240]  你要紀念耶和華你的神
[00:04:11.240 --> 00:04:14.440]  因為得貨材的力量是他給你的
[00:04:14.440 --> 00:04:18.880]  為要堅定他向你列祖起誓所納的藥
[00:04:18.880 --> 00:04:23.880]  像今日一樣
[00:04:23.880 --> 00:04:26.200]  一段不是很長的經文
[00:04:26.200 --> 00:04:31.160]  但是記載了以色列人一個歷史時刻
[00:04:31.160 --> 00:04:35.120]  特別是經過了四十年的曠野生活
[00:04:35.120 --> 00:04:42.880]  去到一個地方準備進入應許之地
[00:04:42.880 --> 00:04:44.800]  那個地方在哪裡呢?
[00:04:44.800 --> 00:04:47.640]  從《九聖經》的地圖我們看到
[00:04:47.640 --> 00:04:52.000]  在死海的西北邊
[00:04:52.000 --> 00:04:55.000]  大約就是希什本這個地方
[00:04:55.000 --> 00:04:56.880]  如果我們看今天的地圖的話
[00:04:56.880 --> 00:05:00.520]  大約就是在約旦的安曼省市
[00:05:00.520 --> 00:05:02.800]  其中一個位置
[00:05:02.800 --> 00:05:05.920]  我們說,是什麼地方來的?
[00:05:05.920 --> 00:05:10.080]  我們知道以色列人那四十年在哪裡生活呢?
[00:05:10.080 --> 00:05:11.800]  在曠野
[00:05:11.800 --> 00:05:14.160]  曠野是怎樣的?
[00:05:14.160 --> 00:05:17.160]  是不是好像我們新界的地方一樣呢?
[00:05:17.160 --> 00:05:20.000]  山頭野嶺,很多樹木的,是不是呢?
[00:05:20.000 --> 00:05:21.320]  不是的
[00:05:21.320 --> 00:05:25.640]  曠野就是一片沙土
[00:05:25.640 --> 00:05:29.000]  有山,但是光滑滑的山
[00:05:29.000 --> 00:05:32.320]  當你走過山,繞過山
[00:05:32.320 --> 00:05:36.120]  接著都是看到一片沙漠
[00:05:36.120 --> 00:05:38.720]  都是山
[00:05:38.720 --> 00:05:43.000]  茫茫的山和沙的地方
[00:05:43.000 --> 00:05:46.600]  我們看到,四十年的時間
[00:05:46.600 --> 00:05:50.160]  以色列人就在這些地方經過
[00:05:50.160 --> 00:05:52.280]  好不好呀?
[00:05:52.280 --> 00:05:54.080]  為什麼會發生這件事情呢?
[00:05:54.080 --> 00:05:58.640]  我們會看看那個時段
[00:05:58.640 --> 00:06:00.560]  而特別我要提的就是
[00:06:00.560 --> 00:06:03.960]  在《新命記》有幾個詞彙
[00:06:03.960 --> 00:06:08.040]  是很特別的來提醒我們要留意的
[00:06:08.040 --> 00:06:11.920]  其中一個就是「請聽」
[00:06:11.920 --> 00:06:15.120]  就是說,你們要聽
[00:06:15.120 --> 00:06:17.400]  對於當時的以色列人來說
[00:06:17.400 --> 00:06:18.440]  要聽的是什麼呢?
[00:06:18.440 --> 00:06:22.600]  就是神的誡命律例典章
[00:06:22.600 --> 00:06:25.280]  今天我們仍然在聽
[00:06:25.280 --> 00:06:28.600]  另外一個詞彙就是「緊守」
[00:06:28.600 --> 00:06:31.920]  就是你們要緊守
[00:06:31.920 --> 00:06:33.280]  什麼叫緊守?
[00:06:33.280 --> 00:06:39.040]  就是說,抓緊不要將祂流失
[00:06:39.040 --> 00:06:41.760]  也是帶著一個意思就是
[00:06:41.760 --> 00:06:43.840]  「世代相傳」
[00:06:43.840 --> 00:06:47.360]  將我們所經歷的神的吩咐
[00:06:47.360 --> 00:06:49.840]  一代傳一代
[00:06:49.840 --> 00:06:53.040]  直至見主的面
[00:06:53.040 --> 00:06:55.160]  我們說,將福音的棒
[00:06:55.160 --> 00:06:57.600]  一代傳一代的
[00:06:57.600 --> 00:06:59.760]  或者就是將神的教導
[00:06:59.760 --> 00:07:02.600]  一代傳一代的傳下去
[00:07:02.600 --> 00:07:06.880]  正正是我們每一個基督徒的責任
[00:07:06.880 --> 00:07:08.680]  在這段經文裏面有一個詞彙
[00:07:08.680 --> 00:07:10.520]  特別是要提醒我們就是
[00:07:10.520 --> 00:07:13.680]  「不要忘記」
[00:07:13.680 --> 00:07:15.240]  就是說要記住
[00:07:15.240 --> 00:07:20.280]  不要忘記神的誡命律例典章
[00:07:20.280 --> 00:07:22.280]  以及神在以色列人中間
[00:07:22.280 --> 00:07:29.080]  所行過的每一件事
[00:07:29.080 --> 00:07:30.720]  接著我跟大家分享
[00:07:30.720 --> 00:07:33.840]  從三個「鄉道」來分享
[00:07:33.840 --> 00:07:35.720]  有三個「河」
[00:07:35.720 --> 00:07:37.600]  不是姓氏
[00:07:37.600 --> 00:07:39.840]  不要想著是何敬偉執事
[00:07:39.840 --> 00:07:40.800]  何建宗執事
[00:07:40.800 --> 00:07:41.560]  何敬明執事
[00:07:41.560 --> 00:07:43.080]  不是
[00:07:43.080 --> 00:07:45.760]  這三個「河」就是何等的經歷
[00:07:45.760 --> 00:07:46.960]  何等的豐盛
[00:07:46.960 --> 00:07:48.560]  和何等的憤悔
[00:07:48.560 --> 00:07:51.400]  在經文裏面讓我們看到的
[00:07:51.400 --> 00:07:53.840]  以色列人他們親身的經歷
[00:07:53.840 --> 00:07:55.240]  什麼叫經歷?
[00:07:55.240 --> 00:07:58.360]  是實實在在體驗到的
[00:07:58.360 --> 00:08:02.240]  不是騙回來的 也不是抄襲別人的見證
[00:08:02.240 --> 00:08:05.720]  是自己親身的經歷
[00:08:05.720 --> 00:08:08.600]  我們看回以色列人他們
[00:08:08.600 --> 00:08:13.320]  在四十年抗疫生活的紹恩
[00:08:13.320 --> 00:08:16.480]  以及發生的過程
[00:08:16.480 --> 00:08:19.520]  紹恩就是在《出埃及記》第二章二十三節
[00:08:19.520 --> 00:08:22.400]  那裏這樣說的
[00:08:22.400 --> 00:08:25.120]  過了多年 埃及王死了
[00:08:25.120 --> 00:08:27.000]  以色列人因做苦工
[00:08:27.000 --> 00:08:29.080]  就嘆息哀求
[00:08:29.080 --> 00:08:33.600]  他們的哀聲達於神
[00:08:33.600 --> 00:08:35.920]  是人的需要
[00:08:35.920 --> 00:08:37.400]  一班屬神的子民
[00:08:37.400 --> 00:08:40.040]  他向神呼求
[00:08:40.040 --> 00:08:42.760]  神啊 可不可以幫助我?
[00:08:42.760 --> 00:08:46.040]  神啊 你何時來拯救我?
[00:08:46.040 --> 00:08:49.760]  神啊 你聽不聽到我講?
[00:08:49.760 --> 00:08:51.120]  這些呼聲
[00:08:51.120 --> 00:08:52.960]  昔日的以色列人
[00:08:52.960 --> 00:08:55.360]  發出今天我們基督徒的生命
[00:08:55.360 --> 00:08:58.120]  或者我們未信耶穌之前
[00:08:58.120 --> 00:09:02.400]  是否這樣向神呼求呢?
[00:09:02.400 --> 00:09:03.520]  在歷史的記載
[00:09:03.520 --> 00:09:07.400]  我們一定要參考其他的文本
[00:09:07.400 --> 00:09:10.920]  所以我們從新約聖經又看看
[00:09:10.920 --> 00:09:13.920]  究竟記載這四十年的
[00:09:13.920 --> 00:09:17.040]  以色列人的歷史是怎樣描述的呢?
[00:09:17.040 --> 00:09:19.080]  在《史達林傳》第七章
[00:09:19.080 --> 00:09:22.400]  施提反提及以色列人的祖宗的時候
[00:09:22.400 --> 00:09:23.840]  就這樣說
[00:09:23.840 --> 00:09:26.720]  神差派摩西拯救以色列人
[00:09:26.720 --> 00:09:31.040]  離開埃及為奴之家
[00:09:31.040 --> 00:09:34.400]  我們知道
[00:09:34.400 --> 00:09:36.200]  出埃及的記載
[00:09:36.200 --> 00:09:39.040]  是神拯救歷史的記載
[00:09:39.040 --> 00:09:41.640]  也是將以色列人
[00:09:41.640 --> 00:09:49.240]  從奴僕 奴隸的光景下拯救出來
[00:09:49.240 --> 00:09:50.640]  奴隸是做什麼的?
[00:09:50.640 --> 00:09:54.200]  如果我們說他們當時在埃及這個地方
[00:09:54.200 --> 00:09:57.400]  他們的生命價值是怎樣的呢?
[00:09:57.400 --> 00:09:59.560]  好像爛泥一樣
[00:09:59.560 --> 00:10:04.680]  就是可以拿起就可以扔爛的
[00:10:04.680 --> 00:10:11.120]  我們知道摩西也是因為在這個光景下
[00:10:11.120 --> 00:10:13.800]  在這個光景下來得蒙神呼召
[00:10:13.800 --> 00:10:14.680]  為什麼呢?
[00:10:14.680 --> 00:10:17.040]  因為當時的以色列人
[00:10:17.040 --> 00:10:19.360]  他們在埃及的地方
[00:10:19.360 --> 00:10:21.160]  凡是生男嬰的
[00:10:21.160 --> 00:10:23.240]  所有男嬰都是扔進河裡
[00:10:23.240 --> 00:10:25.000]  或者被殺死的
[00:10:25.000 --> 00:10:26.080]  就是說
[00:10:26.080 --> 00:10:28.120]  使他們的生命好像爛泥一樣
[00:10:28.120 --> 00:10:30.640]  隨時來毀滅
[00:10:30.640 --> 00:10:32.600]  神拯救他們
[00:10:32.600 --> 00:10:34.360]  神按著他們的應許
[00:10:34.360 --> 00:10:38.560]  按著他們愛以色列人的應許
[00:10:38.560 --> 00:10:42.760]  神拯救他們
[00:10:42.760 --> 00:10:45.200]  另外一段的記載就是說
[00:10:45.200 --> 00:10:47.920]  神透過摩西領百姓出來
[00:10:47.920 --> 00:10:51.880]  在埃及、在紅海、在曠野40年間
[00:10:51.880 --> 00:10:57.200]  行了奇事神蹟
[00:10:57.200 --> 00:10:58.520]  在整個過程裡面
[00:10:58.520 --> 00:11:00.880]  原來神有很多的安排
[00:11:00.880 --> 00:11:05.800]  神蹟奇事在他們中間發生
[00:11:05.800 --> 00:11:07.720]  他們怎樣離開埃及的?
[00:11:07.720 --> 00:11:09.240]  這班的以色列人
[00:11:09.240 --> 00:11:12.440]  是透過神施行的十災
[00:11:12.440 --> 00:11:14.120]  我們看到
[00:11:14.120 --> 00:11:15.240]  神拯救他們
[00:11:15.240 --> 00:11:18.720]  他們看到這十災正正在埃及地發生
[00:11:18.720 --> 00:11:22.360]  以至他們能夠被拯救離開埃及
[00:11:22.360 --> 00:11:23.880]  去迦南地
[00:11:23.880 --> 00:11:27.200]  就是神應許的地方
[00:11:27.200 --> 00:11:29.560]  還有他們經過紅海的時候
[00:11:29.560 --> 00:11:30.760]  前無去路
[00:11:30.760 --> 00:11:33.160]  後有追兵
[00:11:33.160 --> 00:11:36.080]  神說摩西舉起杖就行了
[00:11:36.080 --> 00:11:37.040]  怎樣呢?
[00:11:37.040 --> 00:11:39.840]  紅海分開
[00:11:39.840 --> 00:11:44.680]  以色列人他們走乾地經過
[00:11:44.680 --> 00:11:46.360]  在曠野的時候
[00:11:46.360 --> 00:11:48.920]  經過了兩個月的時間
[00:11:48.920 --> 00:11:52.400]  吃光所有的糧食
[00:11:52.400 --> 00:11:54.840]  沒有糧食了
[00:11:54.840 --> 00:11:56.160]  那怎麼辦呢?
[00:11:56.160 --> 00:12:00.040]  神就供應他們馬拿
[00:12:00.040 --> 00:12:01.720]  40年的時間
[00:12:01.720 --> 00:12:03.880]  或者是那個時刻
[00:12:03.880 --> 00:12:05.800]  神的供應、神的拯救
[00:12:05.800 --> 00:12:08.240]  臨到他們身上
[00:12:08.240 --> 00:12:12.680]  一個一個的神蹟奇事在他們中間發生
[00:12:12.680 --> 00:12:14.240]  讓他們看見
[00:12:14.240 --> 00:12:19.680]  神是真真實實的
[00:12:19.680 --> 00:12:24.680]  但為甚麼他們會不信神呢?
[00:12:24.680 --> 00:12:27.920]  其實神對他們有很大的期望
