
[00:00:00.000 --> 00:00:10.800]  (主席)
[00:00:10.800 --> 00:00:13.700]  中國人有一句很出名的說話就是
[00:00:13.700 --> 00:00:16.560]  「滿朝損,謙仇益」
[00:00:16.560 --> 00:00:17.540]  是什麼意思呢?
[00:00:17.540 --> 00:00:20.240]  當一個自滿自傲的人
[00:00:20.240 --> 00:00:23.060]  他會引來自己的傷害
[00:00:23.060 --> 00:00:23.880]  為什麼呢?
[00:00:23.880 --> 00:00:25.760]  你朝夕惡的時候
[00:00:25.760 --> 00:00:26.920]  你自以為是
[00:00:26.920 --> 00:00:29.920]  別人看到你有問題都不會勸你、不會提醒你
[00:00:29.920 --> 00:00:31.920]  因為你不會聽他說的話
[00:00:31.920 --> 00:00:35.100]  所以帶來的是你自己的傷害
[00:00:35.100 --> 00:00:36.940]  所以滿是朝損的
[00:00:36.940 --> 00:00:38.760]  但是一個謙卑的人
[00:00:38.760 --> 00:00:39.960]  你是會有益處的
[00:00:39.960 --> 00:00:42.540]  因為人是願意跟你有親近
[00:00:42.540 --> 00:00:44.320]  看到你有不足的地方
[00:00:44.320 --> 00:00:45.840]  都會提醒你
[00:00:45.840 --> 00:00:47.940]  所以同樣這一句話
[00:00:47.940 --> 00:00:50.320]  在屬靈的事上也是一樣的
[00:00:50.320 --> 00:00:55.200]  神是不會用一個驕傲自以為是而不依靠他的人
[00:00:55.200 --> 00:00:56.880]  一個肯放下自己
[00:00:56.880 --> 00:00:58.440]  覺得自己是不足的時候
[00:00:58.440 --> 00:00:59.600]  神就會用他
[00:00:59.600 --> 00:01:02.680]  但是今天我的題目是剛剛相反
[00:01:02.680 --> 00:01:04.480]  就是謙朝損
[00:01:04.480 --> 00:01:06.600]  但是滿是受益的
[00:01:06.600 --> 00:01:11.400]  當然滿和謙是有不同的解讀
[00:01:11.400 --> 00:01:14.800]  我們會透過《時詩記》一場的戰爭
[00:01:14.800 --> 00:01:16.400]  去看這個真理
[00:01:16.400 --> 00:01:18.560]  我們先讀一段經文
[00:01:18.560 --> 00:01:19.840]  我們讀快一點
[00:01:19.840 --> 00:01:22.200]  《時詩記》第四章第一到第九節
[00:01:22.200 --> 00:01:23.760]  我們一起很快地讀出來
[00:01:24.200 --> 00:01:29.760]  「已忽死後,以色列人又恨耶和華眼中看為惡的事
[00:01:29.760 --> 00:01:35.800]  耶和華就把他們賦予在下所作王的加南王耶賓手中
[00:01:35.800 --> 00:01:40.560]  他的將軍是西西拉,住在愛邦人的夏羅節
[00:01:40.560 --> 00:01:43.280]  耶賓王有鐵車九百兩
[00:01:43.280 --> 00:01:46.400]  他大大欺壓以色列人二十年
[00:01:46.400 --> 00:01:49.240]  以色列人就呼求耶和華
[00:01:49.240 --> 00:01:54.240]  有一位女仙姿名叫底波拉,是拉比多的妻
[00:01:54.240 --> 00:01:56.840]  當時作以色列的時詩
[00:01:56.840 --> 00:02:01.720]  她住在以弗連山地拉瑪和伯特利中間
[00:02:01.720 --> 00:02:04.080]  在底波拉的中樹下
[00:02:04.080 --> 00:02:08.080]  以色列人都上她那裡去聽判斷
[00:02:08.080 --> 00:02:12.000]  她打發人從拿弗塔利的基底斯
[00:02:12.000 --> 00:02:16.160]  將阿比拿的兒子巴拉召了來
[00:02:16.160 --> 00:02:19.480]  對他說:耶和華,以色列人
[00:02:19.480 --> 00:02:26.280]  吩咐你說:你率領一萬拿弗塔利和西部雷人上他朴山去
[00:02:26.280 --> 00:02:33.280]  我必使耶賓的將軍西西拉率領他的車輛和全軍往基遜河
[00:02:33.280 --> 00:02:37.760]  到你那裡去,我必將他交在你手中
[00:02:37.760 --> 00:02:41.520]  巴拉說:你若我同去,我就去
[00:02:41.520 --> 00:02:44.360]  你若不同我去,我就不去
[00:02:44.360 --> 00:02:47.440]  底波拉說:我必與你同去
[00:02:47.440 --> 00:02:51.360]  只是你在所行的路上得不著榮耀
[00:02:51.360 --> 00:02:56.160]  因為耶和華要將西西拉交在一個婦人手裡
[00:02:56.160 --> 00:02:58.160]  於是底波拉起來
[00:02:58.160 --> 00:03:01.360]  與巴拉一同往基地思去
[00:03:14.360 --> 00:03:20.480]  基斯德倫的平原就在當時古以色列的中部和北部的中間
[00:03:20.480 --> 00:03:24.440]  如果他們要來做生意和聯繫的時候
[00:03:24.440 --> 00:03:26.800]  他如果要經過這個平原
[00:03:26.800 --> 00:03:33.680]  就會被當時佔據著這個平原的非利士人和加南人搶劫他們
[00:03:33.680 --> 00:03:37.840]  還有女性可能就會被擄掠而被姦淫
[00:03:37.840 --> 00:03:42.640]  所以如果他們要來跟北面自己的人交往的時候
[00:03:42.640 --> 00:03:44.640]  他們就要兜圈子了
[00:03:44.640 --> 00:03:47.040]  所以這是一個很大的問題
[00:03:47.040 --> 00:03:50.440]  而這一次的戰爭其實很特別
[00:03:50.440 --> 00:03:53.160]  大家知道以色列有十二個支派
[00:03:53.160 --> 00:03:56.640]  但是以往的戰爭是自己各自為戰
[00:03:56.640 --> 00:04:00.360]  但是這一次為了大家的共同利益
[00:04:00.360 --> 00:04:03.000]  這場戰爭如果我們看聖經的時候
[00:04:03.000 --> 00:04:04.360]  是組合了他們
[00:04:04.360 --> 00:04:07.560]  包括了有以法連、卞雅敏、馬吉
[00:04:07.560 --> 00:04:10.200]  馬吉是馬拿西支派的一部分
[00:04:10.200 --> 00:04:13.440]  還有就是西布倫、以撒加和拿伐他利
[00:04:13.440 --> 00:04:16.200]  是有這麼多支派合在一起
[00:04:16.200 --> 00:04:17.640]  然後打這場仗
[00:04:17.640 --> 00:04:22.360]  這裡讓我看到一個由古至今的現實
[00:04:22.360 --> 00:04:24.600]  就是如果為了利益
[00:04:24.600 --> 00:04:28.360]  就算敵人都可以變成朋友
[00:04:28.360 --> 00:04:32.280]  一些疏離的朋友可以變成親密的盟邦
[00:04:32.280 --> 00:04:36.800]  甚至一些所謂的和約
[00:04:36.800 --> 00:04:38.600]  都可以棄如敝履的
[00:04:38.600 --> 00:04:40.080]  如果對他有利的話
[00:04:40.080 --> 00:04:41.760]  最簡單舉個例子
[00:04:41.760 --> 00:04:43.600]  中華民國
[00:04:43.600 --> 00:04:44.800]  大家知道在哪裡嗎?
[00:04:44.800 --> 00:04:46.200]  台灣
[00:04:46.200 --> 00:04:49.360]  它在政治的舞台上是越來越少的了
[00:04:49.360 --> 00:04:52.600]  因為是越來越多國家和它團結
[00:04:52.600 --> 00:04:54.440]  過去中華民國是怎樣呢?
[00:04:54.440 --> 00:04:58.720]  他們有錢就來幫助一些非洲的小國
[00:04:58.720 --> 00:05:01.120]  但是現在中華人民共和國
[00:05:01.120 --> 00:05:02.880]  就是我們的祖國
[00:05:02.880 --> 00:05:04.160]  就更加強大
[00:05:04.160 --> 00:05:05.760]  它的錢更加多
[00:05:05.760 --> 00:05:08.960]  於是它就給更多錢來援助這些國家
[00:05:08.960 --> 00:05:11.480]  於是這些國家縱然和你簽了約也好
[00:05:11.480 --> 00:05:13.280]  都會退出的
[00:05:13.280 --> 00:05:14.520]  我去到非洲
[00:05:14.520 --> 00:05:15.320]  去到阿魯雅圖
[00:05:15.320 --> 00:05:18.160]  我很深體會到中國真的放了很多錢進去
[00:05:18.160 --> 00:05:19.520]  幫他們蓋中學
[00:05:19.520 --> 00:05:23.880]  幫他們蓋一個運動場和運動場館
[00:05:23.880 --> 00:05:28.160]  因為今年12月會有南太平洋的一個世運會
[00:05:28.160 --> 00:05:29.440]  中國幫他們蓋
[00:05:29.440 --> 00:05:31.080]  蓋碼頭、蓋公路
[00:05:31.080 --> 00:05:32.920]  用很多很多錢
[00:05:32.920 --> 00:05:35.680]  所以它一定要和我們建立好的邦交
[00:05:35.680 --> 00:05:37.760]  最新的就是巴拿馬
[00:05:37.760 --> 00:05:40.120]  就已經和台灣斷交了
[00:05:40.120 --> 00:05:43.520]  所以現在十隻手指可以數得出
[00:05:43.520 --> 00:05:45.920]  台灣可以和我們有邦交的人
[00:05:45.920 --> 00:05:47.720]  縱使簽了約也好
[00:05:47.720 --> 00:05:49.160]  可以毀約的
[00:05:49.160 --> 00:05:51.040]  遠的是國際
[00:05:51.040 --> 00:05:51.960]  近的是什麼呢?
[00:05:51.960 --> 00:05:53.080]  就是香港
[00:05:53.080 --> 00:05:55.840]  大家現在一直都會知道叫一地兩檢
[00:05:55.840 --> 00:05:57.000]  告訴我們
[00:05:57.000 --> 00:05:59.080]  如果不檢就損失經濟利益
[00:05:59.080 --> 00:06:01.560]  於是很多人就忘記了
[00:06:01.560 --> 00:06:03.080]  基本法裡面說明
[00:06:03.080 --> 00:06:06.480]  不可以在香港實行國內的律法
[00:06:06.480 --> 00:06:08.280]  但是現在你這樣開了一個缺口
[00:06:08.280 --> 00:06:09.880]  其實是很危險的
[00:06:09.880 --> 00:06:11.320]  但是我們只要說
[00:06:11.320 --> 00:06:13.200]  這個是經濟利益
[00:06:13.200 --> 00:06:15.280]  你知不知道48分鐘去了哪裡?
[00:06:15.280 --> 00:06:16.600]  廣州
[00:06:16.600 --> 00:06:18.280]  但原來其實那是番禺
[00:06:18.280 --> 00:06:21.160]  如果下車還要坐一個小時車才能進入市區
[00:06:21.160 --> 00:06:22.880]  它不告訴你這件事
[00:06:22.880 --> 00:06:24.680]  所以你留意到原來
[00:06:24.680 --> 00:06:26.880]  當有些利益所在的時候
[00:06:26.880 --> 00:06:28.200]  它就會合在一起
[00:06:28.200 --> 00:06:30.280]  所以這次這場仗是很特別的
[00:06:30.280 --> 00:06:32.840]  是有幾個支派聯合來打
[00:06:32.840 --> 00:06:34.280]  他們的對手是誰呢?
[00:06:34.280 --> 00:06:36.880]  就是夏所旺"耶賓"
[00:06:36.880 --> 00:06:40.480]  年紀有一定的人就知道什麼叫"耶賓"
[00:06:40.480 --> 00:06:41.680]  我吃完以為這麼好
[00:06:41.680 --> 00:06:43.480]  因為"耶賓"是一種麵包
[00:06:43.480 --> 00:06:44.880]  是很好吃的
[00:06:44.880 --> 00:06:46.280]  中間有很多椰絲
[00:06:46.280 --> 00:06:47.680]  我以為是"耶賓"
[00:06:47.680 --> 00:06:49.480]  當然不是指這個
[00:06:49.480 --> 00:06:54.480]  這個"耶賓"是嘉南王的盟邦裡面的領袖
[00:06:54.480 --> 00:06:55.680]  但是最厲害的是什麼?
[00:06:55.680 --> 00:06:58.680]  聖經說他有九百輛戰車
[00:06:58.680 --> 00:07:00.080]  在那個年代裡面
[00:07:00.080 --> 00:07:02.080]  有戰車、有鐵車
[00:07:02.080 --> 00:07:03.880]  就是最厲害的武器
[00:07:03.880 --> 00:07:05.880]  你所向披靡的了
[00:07:05.880 --> 00:07:09.080]  而他那種厲害的程度是怎麼樣呢?
