
[00:00:00.000 --> 00:00:04.000]  副主席問候弟兄姊妹平安
[00:00:04.000 --> 00:00:09.000]  我今天開始一個新的單元
[00:00:09.000 --> 00:00:13.000]  就是以尼沙彰顯上帝的權能
[00:00:13.000 --> 00:00:16.000]  今天我開始一個新的章節
[00:00:16.000 --> 00:00:19.000]  就是以尼沙彰顯上帝的權能
[00:00:19.000 --> 00:00:24.000]  斧頭浮上來了
[00:00:24.000 --> 00:00:26.000]  斧頭不浮的
[00:00:26.000 --> 00:00:32.000]  應該是不浮的
[00:00:32.000 --> 00:00:35.000]  如果你說你把哪一分錢的硬幣掉到水裡
[00:00:35.000 --> 00:00:37.000]  它都不會浮起來
[00:00:37.000 --> 00:00:39.000]  這就是神蹟
[00:00:39.000 --> 00:00:46.000]  上帝藉著以尼沙顯露他的權能
[00:00:46.000 --> 00:00:48.000]  經文剛才Karen幫你讀了
[00:00:48.000 --> 00:00:50.000]  就是列王記下六章一到七節
[00:00:50.000 --> 00:00:52.000]  Karen已經幫我們讀了
[00:00:52.000 --> 00:00:56.000]  是列王記下六章一到七節
[00:00:56.000 --> 00:01:02.000]  中文的廣告你們多很多東西看
[00:01:02.000 --> 00:01:06.000]  中文講到你們可以看到我會講更多的內容
[00:01:06.000 --> 00:01:09.000]  來到列王記下的第六章
[00:01:09.000 --> 00:01:11.000]  來到列王記下第六章
[00:01:11.000 --> 00:01:13.000]  我們看一看大圖畫
[00:01:13.000 --> 00:01:16.000]  我們先看一下大圖畫
[00:01:16.000 --> 00:01:19.000]  因為在第八章七節之後
[00:01:19.000 --> 00:01:21.000]  八章七節之後
[00:01:21.000 --> 00:01:23.000]  我們現在有六章七章
[00:01:23.000 --> 00:01:25.000]  我們現在還有六章七章
[00:01:25.000 --> 00:01:27.000]  八章裡面一到六節
[00:01:27.000 --> 00:01:30.000]  我們會在這個單元繼續
[00:01:30.000 --> 00:01:34.000]  八章的一到六節還在這個單元之內
[00:01:34.000 --> 00:01:37.000]  但是八章第八節開始之後
[00:01:37.000 --> 00:01:42.000]  在八章七節之後
[00:01:42.000 --> 00:01:45.000]  以尼沙要做三件事
[00:01:45.000 --> 00:01:48.000]  以尼沙要做三件事
[00:01:48.000 --> 00:01:50.000]  第一件
[00:01:50.000 --> 00:01:56.000]  以尼沙要代以利亞去搞哈蟹做亞蘭王
[00:01:56.000 --> 00:02:01.000]  以尼沙要代替以利亞搞哈蟹做亞蘭王
[00:02:01.000 --> 00:02:05.000]  這個命令是上帝任命以利亞去做的
[00:02:05.000 --> 00:02:09.000]  這個命令是上帝叫以利亞去做的
[00:02:09.000 --> 00:02:12.000]  這個任命在列王記上十九章十五節
[00:02:12.000 --> 00:02:17.000]  這個任命在列王記上十九章十五節
[00:02:17.000 --> 00:02:21.000]  這個任命代替要做的就是列王記八章七到十五節
[00:02:21.000 --> 00:02:25.000]  這個任命是在八章七到十五節
[00:02:25.000 --> 00:02:28.000]  作者要講這件事
[00:02:28.000 --> 00:02:30.000]  作者要講述這件事
[00:02:30.000 --> 00:02:33.000]  我現在只是將會提供結論將來我會講的
[00:02:33.000 --> 00:02:36.000]  我現在提供結論告訴大家將會我會講的
[00:02:36.000 --> 00:02:40.000]  第二要交代的就是南國約沙伐死後
[00:02:40.000 --> 00:02:42.000]  南國的王室是什麼狀態
[00:02:42.000 --> 00:02:50.000]  南國約沙伐死後王室是什麼狀態
[00:02:50.000 --> 00:02:55.000]  南國的王室受到阿哈家族的影響
[00:02:55.000 --> 00:02:59.000]  南國的王室受到阿哈家族的影響
[00:02:59.000 --> 00:03:03.000]  八章十六到二十八節
[00:03:03.000 --> 00:03:13.000]  其實這句話有懸案就是說約沙伐和阿哈做了親家之後
[00:03:13.000 --> 00:03:16.000]  有後遺症
[00:03:16.000 --> 00:03:17.000]  有後遺症
[00:03:17.000 --> 00:03:19.000]  第三個故事
[00:03:19.000 --> 00:03:24.000]  以利亞代替以利沙高納耶護作以色列王
[00:03:24.000 --> 00:03:28.000]  以利亞代替以利亞高耶護作以色列王
[00:03:28.000 --> 00:03:32.000]  任命出自列王記上十九章十六節
[00:03:32.000 --> 00:03:36.000]  任命出自列王記上十九章十六節
[00:03:36.000 --> 00:03:41.000]  以利沙做這件事是列王記下九章一到三節
[00:03:41.000 --> 00:03:42.000]  以利沙做這件事是列王記下九章一到三節
[00:03:42.000 --> 00:03:47.000]  具體內容在九章一到三節
[00:03:47.000 --> 00:03:50.000]  在這三件事發生之後
[00:03:50.000 --> 00:03:52.000]  在這三件事發生之後
[00:03:52.000 --> 00:03:55.000]  上帝對阿哈家開刀
[00:03:55.000 --> 00:03:58.000]  上帝對阿哈家進行審判
[00:03:58.000 --> 00:04:02.000]  上帝對阿哈家進行審判
[00:04:02.000 --> 00:04:06.000]  審判是廣東話
[00:04:06.000 --> 00:04:07.000]  審判是廣東話
[00:04:07.000 --> 00:04:08.000]  審判是廣東話
[00:04:08.000 --> 00:04:09.000]  審判是廣東話
[00:04:09.000 --> 00:04:10.000]  審判是廣東話
[00:04:10.000 --> 00:04:11.000]  審判是廣東話
[00:04:11.000 --> 00:04:12.000]  審判是廣東話
[00:04:12.000 --> 00:04:13.000]  審判是廣東話
[00:04:13.000 --> 00:04:14.000]  審判是廣東話
[00:04:14.000 --> 00:04:15.000]  審判是廣東話
[00:04:15.000 --> 00:04:16.000]  審判是廣東話
[00:04:16.000 --> 00:04:17.000]  審判是廣東話
[00:04:17.000 --> 00:04:18.000]  審判是廣東話
[00:04:18.000 --> 00:04:19.000]  審判是廣東話
[00:04:19.000 --> 00:04:20.000]  審判是廣東話
[00:04:20.000 --> 00:04:21.000]  審判是廣東話
[00:04:21.000 --> 00:04:22.000]  審判是廣東話
[00:04:22.000 --> 00:04:23.000]  審判是廣東話
[00:04:23.000 --> 00:04:29.000]  審判是廣東話
[00:04:29.000 --> 00:04:30.000]  審判是廣東話
[00:04:30.000 --> 00:04:31.000]  審判是廣東話
[00:04:31.000 --> 00:04:32.000]  審判是廣東話
[00:04:32.000 --> 00:04:33.000]  審判是廣東話
[00:04:33.000 --> 00:04:34.000]  審判是廣東話
[00:04:34.000 --> 00:04:35.000]  審判是廣東話
[00:04:35.000 --> 00:04:36.000]  審判是廣東話
[00:04:36.000 --> 00:04:37.000]  審判是廣東話
[00:04:37.000 --> 00:04:38.000]  審判是廣東話
[00:04:38.000 --> 00:04:39.000]  審判是廣東話
[00:04:39.000 --> 00:04:40.000]  審判是廣東話
[00:04:40.000 --> 00:04:41.000]  審判是廣東話
[00:04:41.000 --> 00:04:42.000]  審判是廣東話
[00:04:42.000 --> 00:04:43.000]  審判是廣東話
[00:04:43.000 --> 00:04:44.000]  審判是廣東話
[00:04:44.000 --> 00:04:45.000]  審判是廣東話
[00:04:45.000 --> 00:04:46.000]  審判是廣東話
[00:04:46.000 --> 00:04:47.000]  審判是廣東話
[00:04:47.000 --> 00:04:48.000]  審判是廣東話
[00:04:53.000 --> 00:04:54.000]  審判是廣東話
[00:04:54.000 --> 00:04:55.000]  審判是廣東話
[00:04:55.000 --> 00:04:56.000]  審判是廣東話
[00:04:56.000 --> 00:04:57.000]  審判是廣東話
[00:04:57.000 --> 00:04:58.000]  審判是廣東話
[00:04:58.000 --> 00:04:59.000]  審判是廣東話
[00:04:59.000 --> 00:05:00.000]  審判是廣東話
[00:05:00.000 --> 00:05:01.000]  審判是廣東話
[00:05:01.000 --> 00:05:02.000]  審判是廣東話
[00:05:02.000 --> 00:05:03.000]  審判是廣東話
[00:05:03.000 --> 00:05:04.000]  審判是廣東話
[00:05:04.000 --> 00:05:05.000]  審判是廣東話
[00:05:05.000 --> 00:05:06.000]  審判是廣東話
[00:05:06.000 --> 00:05:07.000]  審判是廣東話
[00:05:07.000 --> 00:05:08.000]  審判是廣東話
[00:05:08.000 --> 00:05:09.000]  審判是廣東話
[00:05:09.000 --> 00:05:10.000]  審判是廣東話
[00:05:10.000 --> 00:05:11.000]  審判是廣東話
[00:05:11.000 --> 00:05:12.000]  審判是廣東話
[00:05:12.000 --> 00:05:13.000]  審判是廣東話
[00:05:23.000 --> 00:05:24.000]  審判是廣東話
[00:05:24.000 --> 00:05:25.000]  審判是廣東話
[00:05:25.000 --> 00:05:26.000]  審判是廣東話
[00:05:26.000 --> 00:05:27.000]  審判是廣東話
[00:05:27.000 --> 00:05:28.000]  審判是廣東話
[00:05:28.000 --> 00:05:29.000]  審判是廣東話
[00:05:29.000 --> 00:05:30.000]  審判是廣東話
[00:05:30.000 --> 00:05:31.000]  審判是廣東話
[00:05:31.000 --> 00:05:32.000]  審判是廣東話
[00:05:32.000 --> 00:05:33.000]  審判是廣東話
[00:05:33.000 --> 00:05:34.000]  審判是廣東話
[00:05:34.000 --> 00:05:35.000]  審判是廣東話
[00:05:35.000 --> 00:05:36.000]  審判是廣東話
[00:05:36.000 --> 00:05:37.000]  審判是廣東話
[00:05:37.000 --> 00:05:38.000]  審判是廣東話
[00:05:38.000 --> 00:05:39.000]  審判是廣東話
[00:05:39.000 --> 00:05:40.000]  審判是廣東話
[00:05:40.000 --> 00:05:41.000]  審判是廣東話
[00:05:41.000 --> 00:05:42.000]  審判是廣東話
[00:05:42.000 --> 00:05:43.000]  審判是廣東話
[00:05:53.000 --> 00:05:54.000]  聖經的話呢?
[00:05:54.000 --> 00:05:55.000]  如果你熟讀聖經的話
[00:05:55.000 --> 00:05:57.000]  這個主題是今天仍然出現的
[00:05:57.000 --> 00:05:59.000]  這個主題在今天仍然出現
[00:05:59.000 --> 00:06:02.000]  今天主耶穌基督仍然是給我們恩典
[00:06:02.000 --> 00:06:04.000]  接受祂 相信祂
[00:06:04.000 --> 00:06:05.000]  就是說主耶穌基督
[00:06:05.000 --> 00:06:06.000]  你願不給我們恩典
[00:06:06.000 --> 00:06:08.000]  讓我們去接受祂
[00:06:08.000 --> 00:06:11.000]  如果我們一而再
[00:06:11.000 --> 00:06:13.000]  再而三去拒絕主耶穌
[00:06:13.000 --> 00:06:17.000]  如果我們一而再再三拒絕主耶穌
[00:06:17.000 --> 00:06:19.000]  結果會怎樣呢?
[00:06:19.000 --> 00:06:20.000]  結果會怎樣呢?
[00:06:20.000 --> 00:06:22.000]  劫數難逃
[00:06:22.000 --> 00:06:24.000]  劫數難逃
[00:06:24.000 --> 00:06:26.000]  不信耶穌的後果是甚麼呢?
[00:06:26.000 --> 00:06:28.000]  不信耶穌的後果是甚麼呢?
[00:06:28.000 --> 00:06:29.000]  落地獄
[00:06:29.000 --> 00:06:30.000]  下地獄
[00:06:30.000 --> 00:06:31.000]  這是聖經的教導
[00:06:31.000 --> 00:06:33.000]  這是聖經的教導
[00:06:33.000 --> 00:06:35.000]  其實聖經這個主題
[00:06:35.000 --> 00:06:37.000]  是一路一路
[00:06:37.000 --> 00:06:39.000]  好像那些波浪
[00:06:39.000 --> 00:06:40.000]  那些浪花
[00:06:40.000 --> 00:06:41.000]  一路一路
[00:06:41.000 --> 00:06:43.000]  沖延一個個告訴我們
[00:06:43.000 --> 00:06:44.000]  就像聖經
[00:06:44.000 --> 00:06:46.000]  就像水中的波浪一樣
[00:06:46.000 --> 00:06:48.000]  一個一個波浪告訴我們
[00:06:48.000 --> 00:06:50.000]  好 那麼這四個故事
[00:06:50.000 --> 00:06:52.000]  第一 斧頭佛上來了
[00:06:52.000 --> 00:06:53.000]  就是這個經文
[00:06:53.000 --> 00:06:55.000]  第一個故事就是斧頭佛上來了
[00:06:55.000 --> 00:06:56.000]  第二個故事
[00:06:56.000 --> 00:06:58.000]  就是下一講的
[00:06:58.000 --> 00:07:01.000]  就是阿蘭的突擊被粉碎
[00:07:01.000 --> 00:07:05.000]  第二個故事是亞蘭夫妻被粉碎
[00:07:05.000 --> 00:07:08.000]  第三個故事就是
[00:07:08.000 --> 00:07:09.000]  上帝說成就了
[00:07:09.000 --> 00:07:11.000]  以色列之為解了
[00:07:11.000 --> 00:07:12.000]  第三個故事
[00:07:12.000 --> 00:07:14.000]  上帝的話成就了
[00:07:14.000 --> 00:07:16.000]  以色列之為解了
[00:07:16.000 --> 00:07:18.000]  第四個故事就是
[00:07:18.000 --> 00:07:20.000]  庶廉婦人得回失物
[00:07:20.000 --> 00:07:21.000]  第四個故事就是
[00:07:21.000 --> 00:07:23.000]  庶廉婦人得回失物
[00:07:23.000 --> 00:07:24.000]  這個呢
[00:07:24.000 --> 00:07:25.000]  剛才我說的這四個故事
[00:07:25.000 --> 00:07:27.000]  就去到八章第六節了
[00:07:27.000 --> 00:07:28.000]  我講這四個故事
[00:07:28.000 --> 00:07:30.000]  就會到八章第六節
[00:07:30.000 --> 00:07:34.000]  我今天利用這麼短的經文
[00:07:34.000 --> 00:07:36.000]  我講那些占前顧後的
[00:07:36.000 --> 00:07:39.000]  經文事情
[00:07:39.000 --> 00:07:40.000]  告訴你
[00:07:40.000 --> 00:07:41.000]  就是說因為今天經文展
[00:07:41.000 --> 00:07:43.000]  我就會講前後的
[00:07:43.000 --> 00:07:44.000]  講給你們聽
[00:07:44.000 --> 00:07:45.000]  好
[00:07:45.000 --> 00:07:47.000]  這個故事的前奏
[00:07:47.000 --> 00:07:49.000]  這個故事的前奏是什麼呢
[00:07:49.000 --> 00:07:51.000]  我們不是剛剛講完
[00:07:51.000 --> 00:07:54.000]  神人一號乃曼之後嗎
[00:07:54.000 --> 00:07:55.000]  我們剛剛都講了
[00:07:55.000 --> 00:07:57.000]  神人一號乃曼
[00:07:57.000 --> 00:08:00.000]  以利沙仍然
[00:08:00.000 --> 00:08:03.000]  繼續和巴黎宗教
[00:08:03.000 --> 00:08:07.000]  對抗巴黎宗教
[00:08:07.000 --> 00:08:08.000]  上帝給的使命
[00:08:08.000 --> 00:08:10.000]  繼續來抗爭抗戰
[00:08:10.000 --> 00:08:11.000]  就是說以利沙
[00:08:11.000 --> 00:08:14.000]  繼續抗爭巴黎的宗教
[00:08:15.000 --> 00:08:17.000]  但是以利沙的形式
[00:08:17.000 --> 00:08:19.000]  沒有他師父以利亞這麼尖銳
[00:08:19.000 --> 00:08:20.000]  在形式上
[00:08:20.000 --> 00:08:22.000]  沒有他師父以利亞那麼尖銳
[00:08:22.000 --> 00:08:23.000]  我們見到以利沙
[00:08:23.000 --> 00:08:25.000]  有獨自的性格
[00:08:25.000 --> 00:08:26.000]  王懷春以利沙
[00:08:26.000 --> 00:08:27.000]  有獨自的性格
[00:08:27.000 --> 00:08:29.000]  在第三章的時候
[00:08:29.000 --> 00:08:30.000]  在第三章的時候
[00:08:30.000 --> 00:08:32.000]  他參與當時的政局
[00:08:32.000 --> 00:08:34.000]  他參與當時的政局
[00:08:34.000 --> 00:08:35.000]  為約蘭王解難
[00:08:35.000 --> 00:08:37.000]  為約蘭王解難
[00:08:37.000 --> 00:08:38.000]  以利沙去了
[00:08:38.000 --> 00:08:39.000]  以利沙去了
[00:08:39.000 --> 00:08:41.000]  他甚至到
[00:08:41.000 --> 00:08:45.000]  烈王記上十九章
[00:08:45.000 --> 00:08:48.000]  甚至要高納阿舌
[00:08:48.000 --> 00:08:50.000]  做亞蘭王
[00:08:50.000 --> 00:08:52.000]  這個使命落在他身上
