
[00:00:00.000 --> 00:00:02.000]  「救恩變異」
[00:00:02.000 --> 00:00:05.220]  我們信主的人
[00:00:05.220 --> 00:00:06.980]  聽到「救恩」兩個字
[00:00:06.980 --> 00:00:08.600]  都不陌生了
[00:00:08.600 --> 00:00:13.900]  因為我們都是得著了神給我們的救恩
[00:00:13.900 --> 00:00:16.420]  這個救贖的恩典
[00:00:16.420 --> 00:00:21.000]  我們才能夠將我們的罪交給耶穌
[00:00:21.000 --> 00:00:22.340]  得到赦免
[00:00:22.340 --> 00:00:23.900]  成為神的兒女
[00:00:23.900 --> 00:00:25.520]  所以這個救恩
[00:00:25.520 --> 00:00:29.240]  對我們信主的基督徒來說是非常重要的
[00:00:29.660 --> 00:00:33.900]  我們因著神所安排的救恩
[00:00:33.900 --> 00:00:37.300]  我們得到了今天的地位
[00:00:37.300 --> 00:00:39.300]  得到了福分
[00:00:39.300 --> 00:00:42.220]  因此我們去傳揚福音的時候
[00:00:42.220 --> 00:00:45.680]  也是將這個救恩傳講出去
[00:00:45.680 --> 00:00:47.940]  告訴更多其他的人
[00:00:47.940 --> 00:00:51.620]  讓他們能夠得著這個救恩
[00:00:51.620 --> 00:00:54.940]  因此這個救恩究竟是什麼來的呢?
[00:00:54.940 --> 00:00:57.240]  是什麼內容呢?
[00:00:57.240 --> 00:00:59.500]  怎樣才能夠得著呢?
[00:00:59.500 --> 00:01:02.080]  你得著的是什麼救恩呢?
[00:01:02.080 --> 00:01:03.520]  是很重要的
[00:01:03.520 --> 00:01:05.520]  因此很重要的時候
[00:01:05.520 --> 00:01:12.940]  在聖經也是經常環繞著這個救贖的恩典去講解
[00:01:12.940 --> 00:01:14.600]  有很多不同的經文
[00:01:14.600 --> 00:01:16.360]  都是講解給我們聽
[00:01:16.360 --> 00:01:18.660]  什麼叫做神的福音
[00:01:18.660 --> 00:01:20.320]  什麼叫做得救
[00:01:20.320 --> 00:01:22.120]  這個恩典是什麼來的
[00:01:22.120 --> 00:01:24.120]  也曾經有年輕人問過我
[00:01:24.120 --> 00:01:25.720]  老師問他
[00:01:25.720 --> 00:01:27.720]  你信什麼?
[00:01:27.720 --> 00:01:30.760]  其實這個問題也是歸納到這裡
[00:01:30.760 --> 00:01:32.760]  我所信的是什麼呢?
[00:01:32.760 --> 00:01:36.420]  我所信的應該就是神給我的救恩
[00:01:36.420 --> 00:01:39.440]  我用信心去領受得著了
[00:01:39.440 --> 00:01:42.720]  所以我就得到了救贖的恩典
[00:01:42.720 --> 00:01:44.880]  因此這個救恩是什麼來的呢?
[00:01:44.880 --> 00:01:46.180]  是很重要的
[00:01:46.180 --> 00:01:50.380]  你不要相信奇奇怪怪的說是
[00:01:50.380 --> 00:01:51.820]  是很危險的
[00:01:51.820 --> 00:01:54.080]  在舊約裡面有很多記載
[00:01:54.080 --> 00:01:57.840]  在舊約的人
[00:01:57.840 --> 00:02:00.680]  我講過他們每個人都相信耶和華神
[00:02:00.680 --> 00:02:01.760]  一出生就相信了
[00:02:01.760 --> 00:02:03.600]  家族來說也是這麼相信的
[00:02:03.600 --> 00:02:05.720]  不過他到了迦南地的時候
[00:02:05.720 --> 00:02:07.640]  看到那些人拜一棵樹
[00:02:07.640 --> 00:02:11.280]  又說農作物快高長大
[00:02:11.280 --> 00:02:13.020]  不如就拜了
[00:02:13.020 --> 00:02:16.080]  看到一條河又說要拜了它
[00:02:16.080 --> 00:02:20.640]  這樣就會有足夠的水給我們種植了
[00:02:20.640 --> 00:02:22.080]  就拜了它
[00:02:22.080 --> 00:02:24.880]  看到石頭又說也拜了它
[00:02:24.880 --> 00:02:27.920]  他們沒有不相信耶和華神的
[00:02:27.920 --> 00:02:32.000]  不過他們也拜了其他的古靈精怪的東西
[00:02:32.000 --> 00:02:33.120]  那麼神呢?
[00:02:33.120 --> 00:02:34.560]  可以嗎?
[00:02:34.560 --> 00:02:35.320]  批准嗎?
[00:02:35.320 --> 00:02:36.320]  不批准
[00:02:36.320 --> 00:02:37.800]  神說不可以
[00:02:37.800 --> 00:02:39.920]  只可以敬拜我
[00:02:39.920 --> 00:02:42.040]  我是唯一獨一的真神
[00:02:42.040 --> 00:02:44.440]  所有其他的都不是
[00:02:44.440 --> 00:02:47.520]  就算你們用石頭雕刻
[00:02:47.520 --> 00:02:49.840]  用金銀來鑄造
[00:02:49.840 --> 00:02:51.600]  弄得好像一個神像那樣
[00:02:51.600 --> 00:02:52.800]  那些都不是神
[00:02:52.800 --> 00:02:55.080]  那些聖經稱呼為偶像
[00:02:55.080 --> 00:02:56.360]  所以
[00:02:56.360 --> 00:02:59.080]  信什麼是很重要的
[00:02:59.080 --> 00:03:01.720]  一直到新約耶穌基督來了
[00:03:01.720 --> 00:03:03.200]  上完十字架之後
[00:03:03.200 --> 00:03:06.240]  我們信耶穌就可以贖罪了
[00:03:06.240 --> 00:03:07.600]  這就是救恩
[00:03:07.600 --> 00:03:11.840]  就是保羅和使徒們一直所傳說的救恩
[00:03:11.840 --> 00:03:13.080]  但是
[00:03:13.080 --> 00:03:14.520]  傳著傳著
[00:03:14.520 --> 00:03:18.800]  因為當時不是有現在我們所看到的聖經
[00:03:18.800 --> 00:03:22.160]  現在我們所看到的新約的書信、福音書
[00:03:22.160 --> 00:03:24.680]  有很多都是未曾寫成的
[00:03:24.680 --> 00:03:28.520]  只是寫成了有一兩本福音書
[00:03:28.520 --> 00:03:31.480]  在教會之間傳閱
[00:03:31.480 --> 00:03:33.760]  傳到城的教會
[00:03:33.760 --> 00:03:34.720]  他們看到
[00:03:34.720 --> 00:03:36.400]  很得幫助
[00:03:36.400 --> 00:03:38.840]  原來耶穌的福音是這樣的
[00:03:38.840 --> 00:03:40.840]  就叫那些人抄
[00:03:40.840 --> 00:03:42.720]  抄下多幾本
[00:03:42.720 --> 00:03:46.440]  我們又送給隔壁城的那些人
[00:03:46.440 --> 00:03:47.440]  來看
[00:03:47.440 --> 00:03:49.160]  希望他們有得幫助
[00:03:49.160 --> 00:03:53.840]  就將這些福音書抄出去
[00:03:53.840 --> 00:03:55.560]  給更多的人來看
[00:03:55.560 --> 00:03:56.560]  但是
[00:03:56.560 --> 00:04:00.560]  那個福音實際的內容
[00:04:00.560 --> 00:04:01.600]  人們傳著傳著
[00:04:01.600 --> 00:04:03.880]  講著講著就變質了
[00:04:03.880 --> 00:04:07.280]  特別是你看保羅的書信
[00:04:07.280 --> 00:04:09.200]  看到差不多就發現
[00:04:09.200 --> 00:04:11.000]  特別是在加拉太書
[00:04:11.000 --> 00:04:15.240]  就是耶穌的福音傳到加拉太之後
[00:04:15.240 --> 00:04:16.360]  是保羅傳的
[00:04:16.360 --> 00:04:17.800]  傳了之後
[00:04:17.800 --> 00:04:18.760]  不久後
[00:04:18.760 --> 00:04:21.280]  保羅聽到那裡的人說
[00:04:21.280 --> 00:04:24.160]  另外有些人來跟加拉太人說
[00:04:24.160 --> 00:04:28.840]  你們所聽過的福音不夠的
[00:04:28.840 --> 00:04:30.960]  還要加多一些東西
[00:04:30.960 --> 00:04:35.320]  保羅知道之後就寫了加拉太書
[00:04:35.320 --> 00:04:38.840]  一開頭第一章就已經有一段經文
[00:04:38.840 --> 00:04:40.520]  我們看看那段經文
[00:04:40.520 --> 00:04:43.120]  有聖經的可以揭一揭聖經
[00:04:43.120 --> 00:04:45.440]  是加拉太書的主線
[00:04:45.440 --> 00:04:47.160]  就是要告訴加拉太人
[00:04:47.160 --> 00:04:50.160]  知道什麼才是真正的福音
[00:04:50.160 --> 00:04:50.960]  不要弄錯
[00:04:50.960 --> 00:04:53.240]  保羅在一開始的時候
[00:04:53.240 --> 00:04:55.560]  他就寫第一章第六節
[00:04:55.560 --> 00:04:58.480]  是開頭那五節打完招呼之後
[00:04:58.480 --> 00:05:00.080]  就直入主題
[00:05:00.080 --> 00:05:01.240]  保羅說
[00:05:01.240 --> 00:05:04.840]  我很稀奇你們為什麼這麼快就離開了
[00:05:04.840 --> 00:05:08.320]  那個藉著基督的恩召你們
[00:05:08.320 --> 00:05:10.920]  去從別的福音
[00:05:10.920 --> 00:05:12.920]  那並不是福音
[00:05:12.920 --> 00:05:14.920]  不過有些人搞擾你們
[00:05:14.920 --> 00:05:17.480]  要把基督的福音更改了
[00:05:17.480 --> 00:05:21.440]  但無論是我們是天上來的使者
[00:05:21.440 --> 00:05:23.680]  若傳福音給你們
[00:05:23.680 --> 00:05:26.680]  與我們所傳給你們的不同
[00:05:26.680 --> 00:05:29.200]  他就應當被奏助
[00:05:29.200 --> 00:05:31.920]  我已經說了現在又說
[00:05:31.920 --> 00:05:34.680]  若有人傳福音給你們
[00:05:34.680 --> 00:05:37.400]  與你們所領受的不同
[00:05:37.400 --> 00:05:40.000]  他就應當被奏助
[00:05:40.000 --> 00:05:43.320]  我現在是要得人的心
[00:05:43.320 --> 00:05:45.560]  還是要得神的心呢?
[00:05:45.560 --> 00:05:48.240]  我豈是討人的喜歡呢?
[00:05:48.240 --> 00:05:50.400]  若仍夠討人的喜歡
[00:05:50.400 --> 00:05:52.840]  我就不是基督的僕人了
[00:05:52.840 --> 00:05:55.800]  保羅是基督的僕人去傳揚福音
[00:05:55.800 --> 00:05:57.400]  他傳了之後發現
[00:05:57.400 --> 00:06:00.520]  迦太人所聽到的福音
[00:06:00.520 --> 00:06:02.480]  有些人來告訴他們
[00:06:02.480 --> 00:06:05.000]  你們要怎樣怎樣
[00:06:05.000 --> 00:06:08.280]  與保羅所傳講給他的不同
[00:06:08.280 --> 00:06:09.720]  保羅說
[00:06:09.720 --> 00:06:11.320]  誰來也好
[00:06:11.320 --> 00:06:13.680]  即使他是天上來的使者
[00:06:13.680 --> 00:06:15.880]  如果傳給你的福音
[00:06:15.880 --> 00:06:18.920]  與我們那時候傳給你的有不同
[00:06:18.920 --> 00:06:22.080]  就是說保羅那時候傳給他們的
[00:06:22.080 --> 00:06:23.760]  已經是全部了
[00:06:23.760 --> 00:06:25.680]  沒有少也沒有多
[00:06:25.680 --> 00:06:27.120]  也不可以再多了
[00:06:27.120 --> 00:06:29.160]  如果有任何人
[00:06:29.160 --> 00:06:31.160]  甚至是天使傳給你不同的
[00:06:31.160 --> 00:06:32.400]  他要受奏助
[00:06:32.400 --> 00:06:34.600]  再從另一個角度
[00:06:34.600 --> 00:06:36.200]  保羅說我講了再講
[00:06:36.200 --> 00:06:38.520]  如果有人傳給你的福音
[00:06:38.520 --> 00:06:41.600]  與你們以前從我領受的那些不同
[00:06:41.600 --> 00:06:43.440]  也要受奏助
[00:06:43.440 --> 00:06:44.600]  就是同一句話
[00:06:44.600 --> 00:06:47.840]  下面其實還有的
[00:06:47.840 --> 00:06:49.280]  還有保羅提到
[00:06:49.280 --> 00:06:50.960]  甚至乎我保羅
[00:06:50.960 --> 00:06:52.680]  將來來到你們那裡
[00:06:52.680 --> 00:06:54.400]  傳給你聽的那些
[00:06:54.400 --> 00:06:56.240]  與起初我講的不同
[00:06:56.240 --> 00:06:57.800]  我也要受奏助
[00:06:57.800 --> 00:06:59.840]  就是怕他自己會變質
[00:06:59.840 --> 00:07:02.560]  人可能真的會老老實實變質的
[00:07:02.560 --> 00:07:04.280]  所以你們小心聽我說話
[00:07:04.280 --> 00:07:07.360]  如果變質了的那些就要受奏助
[00:07:08.600 --> 00:07:12.040]  保羅說就算他自己遲些再回來講福音
[00:07:12.040 --> 00:07:13.800]  如果與之前講的那些不同
[00:07:13.800 --> 00:07:14.720]  也要受奏助
[00:07:14.720 --> 00:07:15.560]  那些叫什麼?
[00:07:15.560 --> 00:07:17.800]  叫別的福音
[00:07:17.800 --> 00:07:19.640]  不是神的福音
[00:07:19.640 --> 00:07:21.320]  所以我們要很小心
[00:07:21.320 --> 00:07:23.760]  原來在保羅的時期
[00:07:23.760 --> 00:07:27.600]  剛剛耶穌上天之後幾十年而已
[00:07:27.600 --> 00:07:31.640]  傳了的福音已經會有這樣的改變
[00:07:31.640 --> 00:07:34.080]  因此我之前講過有兩篇道
