
[00:00:00.000 --> 00:00:05.880]  今天講題是耶穌親自教你祈禱
[00:00:05.880 --> 00:00:10.940]  根據全球很多的研究
[00:00:10.940 --> 00:00:14.460]  發現我們很多人原來都祈禱
[00:00:14.460 --> 00:00:19.920]  在2020年有一個關於祈禱率的研究
[00:00:19.920 --> 00:00:23.660]  講到歐洲和全世界的價值觀調查
[00:00:23.660 --> 00:00:26.940]  發現有百分之五十的人
[00:00:26.940 --> 00:00:29.980]  每週最少祈禱幾次
[00:00:29.980 --> 00:00:31.640]  所以你都可以問你隔壁
[00:00:31.640 --> 00:00:34.260]  這個禮拜你祈禱了多少次
[00:00:34.260 --> 00:00:37.920]  至少每餐吃飯前都祈禱
[00:00:37.920 --> 00:00:39.420]  不單止這樣
[00:00:39.420 --> 00:00:45.280]  2025年在美國也做了一個研究
[00:00:45.280 --> 00:00:46.840]  Pew Research出了
[00:00:46.840 --> 00:00:49.960]  他說美國人有百分之四十四
[00:00:49.960 --> 00:00:53.600]  每天最少祈禱一次
[00:00:53.600 --> 00:00:56.760]  真的不同人都會有祈禱的
[00:00:56.760 --> 00:01:00.080]  特別有時我們留意一些兒童
[00:01:00.080 --> 00:01:04.240]  他都會吃飯之前會祈禱
[00:01:04.240 --> 00:01:10.760]  有首兒童吃飯前的感謝祈禱歌
[00:01:10.760 --> 00:01:13.520]  內容都很有趣是這樣講的
[00:01:13.520 --> 00:01:21.400]  有肉肉、有菜菜、有白飯、有意粉
[00:01:21.400 --> 00:01:26.000]  然後還講好吃好吃感謝你
[00:01:26.000 --> 00:01:31.000]  當我聽的時候當然我唱得是走音
[00:01:31.000 --> 00:01:32.520]  好聽很多
[00:01:32.520 --> 00:01:34.320]  我聽完之後我就想
[00:01:34.320 --> 00:01:37.700]  有肉肉、有菜菜但沒有水果
[00:01:37.700 --> 00:01:39.000]  為什麼呢?
[00:01:39.000 --> 00:01:42.000]  接著壽司哥ACM在網上找到
[00:01:42.000 --> 00:01:42.780]  就繼續講
[00:01:42.780 --> 00:01:44.280]  還有的
[00:01:44.280 --> 00:01:50.240]  有豆腐、有香蕉、又有披薩、有漢堡包
[00:01:50.240 --> 00:01:53.000]  然後好吃好吃感謝你
[00:01:53.000 --> 00:01:54.280]  這樣很適合我吃
[00:01:54.280 --> 00:01:55.920]  因為我喜歡吃漢堡包
[00:01:55.920 --> 00:01:57.320]  像荃包一樣
[00:01:57.320 --> 00:01:58.800]  真的很有趣
[00:01:58.800 --> 00:01:59.800]  好了
[00:01:59.800 --> 00:02:02.000]  當然不同的年歲、不同的國籍
[00:02:02.000 --> 00:02:02.880]  可以禱告
[00:02:02.880 --> 00:02:04.240]  從小朋友開始
[00:02:04.240 --> 00:02:07.280]  而今天我們想一個很重要的問題就是
[00:02:07.280 --> 00:02:09.160]  怎樣祈禱呢?
[00:02:09.160 --> 00:02:11.640]  祈禱的內容又是什麼呢?
[00:02:11.640 --> 00:02:15.800]  這段聖經在路加福音十一章開始
[00:02:15.800 --> 00:02:17.360]  當時有個背景
[00:02:17.360 --> 00:02:19.960]  為什麼耶穌會提到教我們祈禱呢?
[00:02:19.960 --> 00:02:21.480]  原來是這樣的
[00:02:21.480 --> 00:02:23.520]  路加福音第十一章第一節
[00:02:23.520 --> 00:02:24.360]  我們一起讀好不好?
[00:02:24.360 --> 00:02:25.320]  一二三
[00:02:25.320 --> 00:02:28.080]  「耶穌在一個地方禱告」
[00:02:28.080 --> 00:02:31.440]  「禱告遠遙,讓我門徒對祂說:
[00:02:31.440 --> 00:02:33.760]  求主教導我門徒們,
[00:02:33.760 --> 00:02:36.520]  讓我教導他們門徒們。」
[00:02:36.520 --> 00:02:38.520]  原來當時耶穌祈禱
[00:02:38.520 --> 00:02:40.160]  他門徒就問耶穌
[00:02:40.160 --> 00:02:41.720]  求你教導我祈禱
[00:02:41.720 --> 00:02:44.800]  因為他見到施洗約翰的群體
[00:02:44.800 --> 00:02:48.200]  都教他們祈禱
[00:02:48.200 --> 00:02:49.000]  所以
[00:02:49.000 --> 00:02:52.200]  究竟我們怎樣祈禱呢?
[00:02:52.200 --> 00:02:53.280]  這就很重要了
[00:02:53.280 --> 00:02:56.000]  我們多謝耶穌的門徒問這個問題
[00:02:56.000 --> 00:02:59.000]  我們今天也可以學習
[00:02:59.000 --> 00:03:00.480]  所以我們給點掌聲
[00:03:00.480 --> 00:03:01.920]  耶穌的門徒也有
[00:03:01.920 --> 00:03:02.920]  不知道大家聽不聽到
[00:03:02.920 --> 00:03:04.240]  以後可以問他
[00:03:04.240 --> 00:03:07.280]  接著這個回應很有趣
[00:03:07.280 --> 00:03:09.720]  我將它分開三個主題
[00:03:09.720 --> 00:03:11.920]  不僅是祈禱的內容
[00:03:11.920 --> 00:03:14.240]  並且是祈禱的心態
[00:03:14.240 --> 00:03:15.560]  祈禱的果孝
[00:03:15.560 --> 00:03:18.360]  其實這段聖經路加這樣擺
[00:03:18.360 --> 00:03:19.600]  是很有趣的
[00:03:19.600 --> 00:03:22.040]  這三部分是互相緊扣
[00:03:22.040 --> 00:03:23.920]  所以你慢慢聽就知道
[00:03:23.920 --> 00:03:26.040]  到了最後
[00:03:26.040 --> 00:03:29.120]  高峰就越來越推到
[00:03:29.120 --> 00:03:32.120]  是非常之重要的
[00:03:32.120 --> 00:03:34.640]  這三個我們慢慢進入
[00:03:34.640 --> 00:03:37.280]  所以今天有幾點學習呢?
[00:03:37.280 --> 00:03:38.200]  三點
[00:03:38.200 --> 00:03:39.680]  我們學到幾點呢?
[00:03:39.680 --> 00:03:41.600]  十二點
[00:03:41.600 --> 00:03:43.520]  學到十二點已經
[00:03:43.520 --> 00:03:44.480]  還有十二個小時
[00:03:44.480 --> 00:03:45.480]  很欣賞
[00:03:45.480 --> 00:03:48.120]  誰剛才想學到凌晨十二點呢?
[00:03:48.120 --> 00:03:49.840]  多謝
[00:03:49.840 --> 00:03:53.320]  三點還有十二點和一點
[00:03:53.320 --> 00:03:55.960]  我們先學習一
[00:03:55.960 --> 00:04:00.000]  立刻進入一個叫做主禱文的內容
[00:04:00.000 --> 00:04:02.640]  不過它是我今天想講的第一點
[00:04:02.640 --> 00:04:03.960]  我們看看它講什麼
[00:04:03.960 --> 00:04:04.880]  我們一起讀
[00:04:04.880 --> 00:04:05.880]  一二三
[00:04:05.880 --> 00:04:06.840]  耶穌說
[00:04:06.840 --> 00:04:08.720]  你們禱告的時候
[00:04:08.720 --> 00:04:09.600]  要說
[00:04:09.600 --> 00:04:11.720]  我們在天上的父
[00:04:11.720 --> 00:04:14.640]  願人都宣祢的名為聖
[00:04:14.640 --> 00:04:16.560]  願祢的國光臨
[00:04:16.560 --> 00:04:19.080]  願祢的旨意行在地上
[00:04:19.080 --> 00:04:20.880]  願祢行在天上
[00:04:20.880 --> 00:04:22.960]  我們日用的飲食
[00:04:22.960 --> 00:04:24.760]  天天賜給我們
[00:04:24.760 --> 00:04:26.520]  赦免我們的罪
[00:04:26.520 --> 00:04:30.320]  因為我們也赦免犯規騙我們的人
[00:04:30.320 --> 00:04:32.600]  不要我們與天同伴
[00:04:32.600 --> 00:04:34.600]  救我們脫離恐懼
[00:04:34.600 --> 00:04:37.160]  憑這個經文一開始你就知道
[00:04:37.160 --> 00:04:39.680]  其實禱告不是一個清單
[00:04:39.680 --> 00:04:42.440]  有時候我們想一下禱告要下什麼清單呢?
[00:04:42.440 --> 00:04:43.480]  禱告
[00:04:43.480 --> 00:04:44.760]  怎麼祈禱
[00:04:44.760 --> 00:04:45.920]  那個才聽呢?
[00:04:45.920 --> 00:04:46.520]  它不是
[00:04:46.520 --> 00:04:47.560]  它一開始不講這件事
[00:04:47.560 --> 00:04:50.160]  一開始是講關係
[00:04:50.160 --> 00:04:54.280]  我們在天上的父
[00:04:54.280 --> 00:04:59.160]  我自己以往小時候也是讀教會學校
[00:04:59.160 --> 00:05:00.880]  我經常覺得
