
[00:00:00.000 --> 00:00:03.560]  今日和大家一起去學習的一個題目是
[00:00:03.560 --> 00:00:04.600]  「因順稱義」
[00:00:04.600 --> 00:00:09.660]  一個大家聽起來是一個很悶的題目
[00:00:09.660 --> 00:00:13.020]  一個好像是一個理論、一個概念的題目
[00:00:13.020 --> 00:00:15.680]  但是我們希望能夠藉著這四個字
[00:00:15.680 --> 00:00:20.400]  我們都能夠認識到它對我們生命裏面的那個意義
[00:00:20.400 --> 00:00:23.480]  我記得在我小時候讀書的時候
[00:00:23.480 --> 00:00:27.720]  凡是看一些電視劇集或者電影的時候
[00:00:27.720 --> 00:00:31.640]  都發覺都是離不開一個橋段
[00:00:31.640 --> 00:00:36.800]  這個橋段是永遠都是邪不能勝正的
[00:00:36.800 --> 00:00:39.680]  好像看黃飛鴻系列
[00:00:39.680 --> 00:00:44.120]  壞人可能在過程當中是會得逞
[00:00:44.120 --> 00:00:47.000]  但是去到最後的階段的時候
[00:00:47.000 --> 00:00:50.240]  他一定是會跪地叩耀的
[00:00:50.240 --> 00:00:54.560]  當然近這幾年我們看到電影或者電視的時候
[00:00:54.560 --> 00:01:01.880]  發覺似乎對正和邪的描述開始模糊了
[00:01:01.880 --> 00:01:06.760]  我們很少知道這個人到底是正還是邪
[00:01:06.760 --> 00:01:11.000]  好像正中帶邪或者邪中帶正
[00:01:11.000 --> 00:01:12.760]  可能大家都看過很多年前
[00:01:12.760 --> 00:01:16.720]  一套很受歡迎的港產片《無間道》
[00:01:16.720 --> 00:01:22.120]  描述有警察派臥底去到黑社會那裏
[00:01:22.120 --> 00:01:23.480]  是梁朝偉
[00:01:23.480 --> 00:01:27.240]  也有黑社會派臥底去到警隊那裏
[00:01:27.240 --> 00:01:28.520]  是劉德華
[00:01:28.520 --> 00:01:30.720]  兩個身份都混亂的男人
[00:01:30.720 --> 00:01:32.800]  他們的故事
[00:01:32.800 --> 00:01:36.720]  最後我們看到劉德華做了臥底這麼多年的時候
[00:01:36.720 --> 00:01:42.000]  最後他竟然千方百計想變回一個警察
[00:01:42.000 --> 00:01:44.280]  所以用盡一切的辦法
[00:01:44.280 --> 00:01:46.760]  將所有知道原來他是黑社會的人
[00:01:46.760 --> 00:01:48.960]  都要將他們殺光
[00:01:48.960 --> 00:01:52.480]  而一直很想擺脫臥底生活的梁朝偉
[00:01:52.480 --> 00:01:55.560]  最後是無法如願
[00:01:55.560 --> 00:01:58.000]  甚至乎是被殺害
[00:01:58.000 --> 00:02:04.880]  這套電影顛覆了邪不能夠勝正的規律
[00:02:04.880 --> 00:02:08.320]  當時在中國大陸上映的時候
[00:02:08.320 --> 00:02:11.400]  據悉這個結局是不能夠通過的
[00:02:11.400 --> 00:02:15.400]  所以有另一個版本在中國大陸看到的結局是
[00:02:15.400 --> 00:02:17.520]  梁朝偉是得到平反
[00:02:17.520 --> 00:02:20.000]  劉德華是惡有惡報
[00:02:20.000 --> 00:02:24.640]  不知道大家作為一個觀眾的時候你喜歡看哪一個版本的結局
[00:02:24.640 --> 00:02:30.560]  沒錯人世間是存在著善和惡兩股的力量
[00:02:30.560 --> 00:02:36.800]  一方面我們相信亦盼望正義最終能夠得勝
[00:02:36.800 --> 00:02:39.360]  但另一方面在整個過程裏面
[00:02:39.360 --> 00:02:41.120]  我們有時刻的感受到
[00:02:41.120 --> 00:02:45.520]  似乎這個世界又不是很多事情都黑白分明
[00:02:45.520 --> 00:02:50.720]  真的好像蘭惠正邪訂婚戒那樣
[00:02:50.720 --> 00:02:53.560]  基督教信仰對人性
[00:02:53.560 --> 00:02:56.480]  其實我們都有這兩重的理解
[00:02:56.480 --> 00:03:00.960]  一方面我們相信每一個人都有上帝的形象
[00:03:00.960 --> 00:03:04.360]  上帝將管家的責任交託給我們
[00:03:04.360 --> 00:03:07.400]  讓我們去治理大地
[00:03:07.400 --> 00:03:11.880]  而另一方面人卻有選擇的離棄了上帝
[00:03:11.880 --> 00:03:17.240]  我們不能夠稱職的好好地去作好管家的職份
[00:03:17.240 --> 00:03:23.120]  人的自我中心成為了歷史上各種罪惡的根源
[00:03:23.120 --> 00:03:27.760]  為自己、為其他人、為整個社會、為大自然
[00:03:27.760 --> 00:03:31.880]  都帶來了很多很多的禍害
[00:03:31.880 --> 00:03:34.040]  人就是這麼複雜的了
[00:03:34.040 --> 00:03:37.320]  中國的偉大思想家孟子
[00:03:37.320 --> 00:03:43.280]  有一句名言:「人之所以異於禽獸者,幾稀也。」
[00:03:43.280 --> 00:03:50.960]  意思是說人和禽獸之間的分別其實是很細微的
[00:03:50.960 --> 00:03:55.160]  就是這麼細微、這麼一點點的分別
[00:03:55.160 --> 00:03:59.480]  確立了人之所以為人的本性
[00:03:59.480 --> 00:04:03.320]  孟子的意思是如果我們每一個人不努力
[00:04:03.320 --> 00:04:06.920]  我們真的很容易會變成禽獸
[00:04:06.920 --> 00:04:12.720]  難怪佛教所說「一念天堂,一念地獄」
[00:04:12.720 --> 00:04:17.040]  善和惡就在那一念之間
[00:04:17.040 --> 00:04:19.840]  就在這一念裏面我們做一個決定
[00:04:19.840 --> 00:04:22.560]  可以有天淵之別
[00:04:22.560 --> 00:04:28.840]  基督教信仰我們將這種情況理解成為罪
[00:04:28.840 --> 00:04:31.720]  罪是一種關係性的罪
[00:04:31.720 --> 00:04:38.240]  因為我們每一個人和創造我們的主之間的關係是破裂了
[00:04:38.240 --> 00:04:41.720]  罪同時也是實存性的
[00:04:41.720 --> 00:04:43.920]  是指向我們每一個人內心
[00:04:43.920 --> 00:04:51.280]  我們很真真實實感受到那種控制著我們的罪惡、罪性
[00:04:51.280 --> 00:04:57.520]  以致我們覺得我們身處在一個充滿罪惡的環境裏面
[00:04:57.520 --> 00:05:03.760]  無論你擁有權力或者只是一個平平無凡的小人物
[00:05:03.760 --> 00:05:05.920]  罪對我們都是約束著的
[00:05:05.920 --> 00:05:11.280]  罪都會對我們對身邊的人帶來不同程度的傷害
[00:05:11.280 --> 00:05:15.120]  基督教信仰對罪惡這個問題的回應
[00:05:15.120 --> 00:05:17.280]  首先是要求我們每一個人
[00:05:17.280 --> 00:05:20.200]  是要和上主重新的復和
[00:05:20.200 --> 00:05:24.440]  重建那個已經斷絕了的關係
[00:05:24.440 --> 00:05:29.600]  而這種復和的關係是藉著耶穌基督的死去完成的
[00:05:29.600 --> 00:05:33.960]  當我們每一個人說我們接受了耶穌基督作為我們的救主
[00:05:33.960 --> 00:05:40.080]  代表我們就可以重新和上主建立一個和好的關係
[00:05:40.080 --> 00:05:42.760]  但我們說一個和好的關係
[00:05:42.760 --> 00:05:48.000]  只不過是解決了關係性的那種罪
[00:05:48.000 --> 00:05:49.720]  即使我們和上帝和好
[00:05:49.720 --> 00:05:56.920]  但我們仍然面對著我們內心那種實存的罪性的合制
[00:05:56.920 --> 00:06:00.040]  因為我們仍然活在一個罪惡的世界裏面
[00:06:00.040 --> 00:06:05.840]  我們的內心仍然會受到罪的誘惑和試探
[00:06:05.840 --> 00:06:07.440]  如果在一個這樣的情況裏面
[00:06:07.440 --> 00:06:11.400]  到底福音對我們有甚麼意義呢?
[00:06:11.400 --> 00:06:14.760]  剛才我們所讀的羅馬書的經課
[00:06:14.760 --> 00:06:18.040]  可以幫助我們去思考這個問題
[00:06:18.040 --> 00:06:24.600]  羅馬書的其中一個中心思想就是「直信得救」
[00:06:24.600 --> 00:06:28.480]  保羅在第一章裏面的時候已經很清楚地告訴我們
[00:06:28.480 --> 00:06:30.840]  罪是很真實的
[00:06:30.840 --> 00:06:37.640]  然後他在第六章亦提醒我們罪的功架乃是死
[00:06:37.640 --> 00:06:41.080]  他接著帶出了一個我們很熟悉的概念
[00:06:41.080 --> 00:06:42.640]  就是今天所說的題目
[00:06:42.640 --> 00:06:46.640]  「因信稱義」
[00:06:46.640 --> 00:06:49.120]  所以我們既「因信稱義」
[00:06:49.120 --> 00:06:54.280]  就藉著我們的主耶穌基督得以與上帝和好
[00:06:54.280 --> 00:06:56.720]  保羅在第五章一開始的時候
[00:06:56.720 --> 00:06:59.360]  就帶出了一個這麼重要的訊息
[00:06:59.360 --> 00:07:02.440]  就是我們每個人的出路
[00:07:02.440 --> 00:07:07.240]  就是在乎我們能不能夠與上帝和好
[00:07:07.240 --> 00:07:08.840]  這個和好正如剛才所說
[00:07:08.840 --> 00:07:11.840]  就是幫助我們去重新地
[00:07:11.840 --> 00:07:15.880]  與上帝之間那份因為罪而決裂的關係
[00:07:15.880 --> 00:07:19.880]  能夠重新地建立起來
[00:07:19.880 --> 00:07:23.880]  唯一的方法就是藉著我們的主耶穌基督
[00:07:23.880 --> 00:07:25.040]  唯有藉著主耶穌基督
[00:07:25.040 --> 00:07:26.880]  我們才作為罪人
[00:07:26.880 --> 00:07:31.320]  我們可以與上帝之間的關係能夠和好
[00:07:31.320 --> 00:07:32.840]  在第四章結尾的時候
[00:07:32.840 --> 00:07:33.800]  保羅這樣說
[00:07:33.800 --> 00:07:35.760]  耶穌是被出賣的
[00:07:35.760 --> 00:07:37.640]  是為我們的過犯
[00:07:37.640 --> 00:07:41.600]  祂的復活是為使我們稱義
[00:07:41.600 --> 00:07:46.920]  正正地將恩訊稱義這個思想帶出來
[00:07:46.920 --> 00:07:49.120]  耶穌基督被釘在十字架上
[00:07:49.120 --> 00:07:51.760]  是為我們的過犯
[00:07:51.760 --> 00:07:54.080]  為你和我的過犯
[00:07:54.080 --> 00:07:55.800]  當在第三天復活之後
[00:07:55.800 --> 00:07:59.040]  是勝過了罪的功架死亡
[00:07:59.040 --> 00:08:01.600]  勝過了死亡的權柄
[00:08:01.600 --> 00:08:04.040]  是為每一個信祂的人
[00:08:04.040 --> 00:08:07.480]  帶來了新的生命的可能性
[00:08:07.480 --> 00:08:11.640]  令到我們每一個人都能夠稱義
[00:08:11.640 --> 00:08:14.760]  今年是馬丁路德宗教改革
[00:08:14.760 --> 00:08:17.040]  五百年的大日子
[00:08:17.040 --> 00:08:19.840]  在1517年
[00:08:19.840 --> 00:08:21.360]  五百年前
[00:08:21.360 --> 00:08:25.360]  馬丁路德在威登堡的城堡的教堂門口
[00:08:25.360 --> 00:08:28.200]  釘上了九十五條的二文
[00:08:28.200 --> 00:08:32.560]  表達了他對當時的羅馬教會的不滿
[00:08:32.560 --> 00:08:37.440]  也同時候表達了他對改革的訴求
[00:08:37.440 --> 00:08:41.760]  正式揭開了宗教改革運動的序幕
[00:08:41.760 --> 00:08:43.640]  當我們再提到宗教改革
[00:08:43.640 --> 00:08:45.480]  提到馬丁路德的時候
[00:08:45.480 --> 00:08:47.240]  同時候我們也想起一個
[00:08:47.240 --> 00:08:49.080]  馬丁路德在改革之後
[00:08:49.080 --> 00:08:52.400]  帶來了一個很重要的教導
[00:08:52.400 --> 00:08:54.680]  也是今天的講題
[00:08:54.680 --> 00:08:56.800]  「恩訊稱義」
[00:08:56.800 --> 00:09:00.760]  馬丁路德曾經在天主教的修道院裡面學習
[00:09:00.760 --> 00:09:02.360]  他曾經這樣去形容
[00:09:02.360 --> 00:09:05.960]  他自己在修道院學習的時候的表現
[00:09:05.960 --> 00:09:08.960]  他說「我是一個很優秀的修道士
[00:09:08.960 --> 00:09:13.080]  我嚴格的遵守修道會一切的規矩
[00:09:13.080 --> 00:09:15.240]  我嚴格去到一個地步
[00:09:15.240 --> 00:09:18.400]  如果有任何一個的修道士
[00:09:18.400 --> 00:09:22.440]  因為修行的緣故可以進入天堂
[00:09:22.440 --> 00:09:25.480]  我敢說那個就是我
[00:09:25.480 --> 00:09:28.640]  所有認識我的人都可以為此造證」
[00:09:28.640 --> 00:09:29.600]  我們聽到這裡的時候
[00:09:29.600 --> 00:09:31.840]  覺得馬丁路德太過自信
[00:09:31.840 --> 00:09:34.720]  或者甚至是非常自大
[00:09:34.720 --> 00:09:36.920]  如果身邊有頂姐妹跟你說
[00:09:36.920 --> 00:09:39.120]  「我是敢相信
[00:09:39.120 --> 00:09:40.560]  如果要進入天堂的話
[00:09:40.560 --> 00:09:42.120]  那個一定是我」
[00:09:42.120 --> 00:09:45.720]  可能你聽到你旁邊的頂姐妹這樣說的時候
[00:09:45.720 --> 00:09:48.560]  你可能口袋說「感謝主」
[00:09:48.560 --> 00:09:53.080]  但是你內心就說「你怎麼這麼自大?」
[00:09:53.080 --> 00:09:56.920]  但是一個好像很有自信的馬丁路德
[00:09:56.920 --> 00:09:59.320]  其實他同時候
[00:09:59.320 --> 00:10:03.280]  他內心是經歷到罪的那種真實
[00:10:03.280 --> 00:10:07.520]  那種人性的軟弱的掙扎
[00:10:07.520 --> 00:10:10.360]  他提及他自己每一天的早上
[00:10:10.360 --> 00:10:14.440]  就會認罪的祈禱
[00:10:14.440 --> 00:10:16.080]  可能有時太早起床
[00:10:16.080 --> 00:10:17.440]  祈禱睡著了
[00:10:17.440 --> 00:10:22.200]  然後一醒來就繼續認罪祈禱
[00:10:22.200 --> 00:10:25.040]  但即使他過了一個這麼虔誠
[00:10:25.040 --> 00:10:28.440]  這麼嚴謹的生活
[00:10:28.440 --> 00:10:30.840]  他自己說「我仍然發覺
[00:10:30.840 --> 00:10:35.520]  我不能確實地覺得自己擁有救恩
[00:10:35.520 --> 00:10:37.280]  一方面說我一定會上天堂
[00:10:37.280 --> 00:10:42.760]  但另一方面又說自己不能確實地擁有救恩
