
[00:00:00.000 --> 00:00:05.920]  請各位先做一次同心祈禱
[00:00:05.920 --> 00:00:08.520]  天父上帝,我們獻上感恩
[00:00:08.520 --> 00:00:12.400]  在寒冷的冬天,我們有溫暖
[00:00:12.400 --> 00:00:15.480]  在忙碌的日子,我們有安靜
[00:00:15.480 --> 00:00:18.800]  在新一年裏面,我們有你
[00:00:18.800 --> 00:00:21.000]  在我們當中向我們說話
[00:00:21.000 --> 00:00:23.600]  求你開我們的耳朵,讓我們留心聆聽
[00:00:23.600 --> 00:00:26.960]  開我們的眼睛,讓我們能夠見到你的榮光
[00:00:26.960 --> 00:00:30.600]  更以我們的手腳行動去回應你的提醒
[00:00:30.600 --> 00:00:31.520]  猶如部人口中的言語
[00:00:31.520 --> 00:00:33.080]  頂姐妹正在心思意念
[00:00:33.080 --> 00:00:34.880]  蒙聖女的啟迪蒙主的月立
[00:00:34.880 --> 00:00:36.960]  禱告奉耶穌基督的名
[00:00:36.960 --> 00:00:38.720]  阿們
[00:00:38.720 --> 00:00:41.520]  頂姐妹,今天是一個很特別的主日
[00:00:41.520 --> 00:00:44.560]  因為每一年過了聖誕之後
[00:00:44.560 --> 00:00:50.080]  就是今天這個紀念基督洗禮的主顯的日子
[00:00:50.080 --> 00:00:54.440]  今天很想和大家集中去聽和去思考
[00:00:54.440 --> 00:00:56.400]  耶穌基督的一個回應
[00:00:56.400 --> 00:00:59.360]  就是經文當中三章第十五節
[00:00:59.360 --> 00:01:01.360]  剛才大家都聽到的
[00:01:01.360 --> 00:01:04.000]  當耶穌來到約翰面前說要洗禮
[00:01:04.000 --> 00:01:06.400]  約翰說不行,應該你幫我洗
[00:01:06.400 --> 00:01:08.240]  耶穌就回應一句
[00:01:08.240 --> 00:01:09.640]  你暫且許我
[00:01:09.640 --> 00:01:14.960]  因為我們你當這樣盡諸般的義
[00:01:14.960 --> 00:01:17.520]  盡諸般的義是什麼意思呢?
[00:01:17.520 --> 00:01:19.520]  各位頂姐妹,在你生命裏面
[00:01:19.520 --> 00:01:22.440]  什麼叫盡諸般的義呢?
[00:01:22.440 --> 00:01:24.480]  第一時間,我想起有一次在學校裏面
[00:01:24.480 --> 00:01:26.360]  很有趣,我見到兩個同學聊天
[00:01:26.360 --> 00:01:28.880]  我估計他們應該都是信徒
[00:01:28.880 --> 00:01:31.720]  兩個同學在聊天,就在說某個老師
[00:01:31.720 --> 00:01:33.880]  某一課,怎樣容易過一點
[00:01:33.880 --> 00:01:37.000]  怎樣成績,那些內容,沒什麼細究
[00:01:37.000 --> 00:01:39.800]  接著他們就說,時間到了,要上課了
[00:01:39.800 --> 00:01:41.160]  其中一個就說
[00:01:41.160 --> 00:01:43.680]  不要緊,老師都是拿著筆記本讀的
[00:01:43.680 --> 00:01:47.440]  有些powerpoint下載了自己可以看的,不用去
[00:01:47.440 --> 00:01:51.200]  接著,另一個同學就說,是嗎?
[00:01:51.200 --> 00:01:55.200]  接著他就問,還有,這些課不計出席率的
[00:01:55.200 --> 00:01:58.040]  那個attendance是沒有分比的,出席率沒有分比的
[00:01:58.040 --> 00:02:00.400]  那怎樣?那不去都可以
[00:02:00.400 --> 00:02:02.040]  接著那個同學就回答了一句好妙的話
[00:02:02.040 --> 00:02:04.720]  我們都要盡諸般的義的
[00:02:04.720 --> 00:02:06.440]  所以我估計他是信徒,就是這個意思
[00:02:06.440 --> 00:02:08.600]  接著兩個就起來走了
[00:02:08.600 --> 00:02:10.160]  應該不是崇基學生,因為他不認得我
[00:02:10.160 --> 00:02:12.160]  他不知道我是校務,不然他應該
[00:02:12.160 --> 00:02:15.520]  在我面前說聖經,有些奇怪的學生突然間
[00:02:15.520 --> 00:02:17.640]  這個描述告訴我們,可能很多信徒覺得
[00:02:17.640 --> 00:02:19.280]  盡諸般的義不就是
[00:02:19.280 --> 00:02:21.920]  那些東西都沒什麼特別大的價值
[00:02:21.920 --> 00:02:24.360]  不過要做,都做一下吧,免得被人說
[00:02:24.360 --> 00:02:27.720]  又或者覺得都要做的
[00:02:27.720 --> 00:02:29.680]  我不知道你怎麼理解
[00:02:29.680 --> 00:02:31.640]  今天很想你想一下這個盡諸般的義
[00:02:31.640 --> 00:02:36.440]  對你,對我,對今天這個生活有什麼關係
[00:02:36.440 --> 00:02:40.040]  首先聖經裡面,這裡說耶穌說我們理當
[00:02:40.040 --> 00:02:42.040]  當然原文有很多不同的描述的內容
[00:02:42.040 --> 00:02:43.440]  但是這裡說的很簡單的
[00:02:43.440 --> 00:02:45.000]  就是理當是應該的
[00:02:45.000 --> 00:02:47.040]  不用選擇的,不應該選擇的
[00:02:47.040 --> 00:02:49.440]  必須的,無論在生活裡面,宗教上面
[00:02:49.440 --> 00:02:52.960]  是應該做,這是合乎上帝心意的義
[00:02:52.960 --> 00:02:54.960]  這句也是耶穌他一生
[00:02:54.960 --> 00:02:56.600]  從馬槽開始到十字架
[00:02:56.600 --> 00:02:58.800]  他每一步都是這樣信服
[00:02:58.800 --> 00:03:00.840]  而這個信服就是這個理當
[00:03:00.840 --> 00:03:03.160]  所以當耶穌說要理當盡諸般的義
[00:03:03.160 --> 00:03:04.720]  就很明顯這個盡諸般的義
[00:03:04.720 --> 00:03:07.240]  是很有意思和價值的
[00:03:07.240 --> 00:03:09.000]  到底我們怎樣去實踐呢?
[00:03:09.000 --> 00:03:10.040]  是不是就像一般人一樣
[00:03:10.040 --> 00:03:12.320]  期望完成某些應該要做的事情
[00:03:12.320 --> 00:03:14.880]  就是盡諸般的義呢?
[00:03:14.880 --> 00:03:16.120]  剛剛過去的聖誕節
[00:03:16.120 --> 00:03:18.520]  不知道聖誕節有什麼活動
[00:03:18.520 --> 00:03:22.040]  聖誕節每年全球很多地方都有很多的慶祝
[00:03:22.040 --> 00:03:24.240]  有很多的收禮物,送禮物
[00:03:24.240 --> 00:03:27.200]  我不知道你有沒有參與聖誕的派對等等
[00:03:27.200 --> 00:03:28.560]  當然了,今年香港的氣氛
[00:03:28.560 --> 00:03:33.040]  可能聖誕沒有往年那麼厲害的慶祝
[00:03:33.040 --> 00:03:36.040]  我們都再深層想想聖誕是什麼意思
[00:03:36.040 --> 00:03:37.320]  但是很有趣的地方就是
[00:03:37.320 --> 00:03:39.400]  當我們一路看看社交媒體
[00:03:39.400 --> 00:03:41.000]  香港慶祝就沒什麼特別
[00:03:41.000 --> 00:03:43.400]  但是不知道大家有沒有留意
[00:03:43.400 --> 00:03:44.800]  有一些媒體報導
[00:03:44.800 --> 00:03:47.680]  在國內的聖誕慶祝的狀況
[00:03:47.680 --> 00:03:49.120]  不知道大家有沒有留意
[00:03:49.120 --> 00:03:51.400]  很有趣的,因為有不同的理解
[00:03:51.400 --> 00:03:54.600]  國內有些地方可能就說不適合過聖誕慶祝
[00:03:54.600 --> 00:03:56.680]  但是很多商場很想宣傳
[00:03:56.680 --> 00:03:58.400]  很想借機會
[00:03:58.400 --> 00:03:59.880]  把它成為一個很聖誕的節目
[00:03:59.880 --> 00:04:01.320]  結果很多人去消費
[00:04:01.320 --> 00:04:04.680]  結果那輛綠車後面那一位
[00:04:04.680 --> 00:04:06.720]  竟然是我們熟悉的
[00:04:06.720 --> 00:04:09.320]  周星馳電影的奧拜的角色
[00:04:09.320 --> 00:04:10.240]  如果你不知道我說什麼
[00:04:10.240 --> 00:04:12.240]  你去上網搜尋一下你就知道了
[00:04:12.240 --> 00:04:14.880]  他將聖誕老人換成了一個
[00:04:14.880 --> 00:04:16.360]  這樣的形象
[00:04:16.360 --> 00:04:19.360]  都是紅帽,都是白鬍子,差不多了
[00:04:19.360 --> 00:04:22.920]  這樣去過這個節日
[00:04:22.920 --> 00:04:25.920]  甚至很多人將聖誕節改成其他的表達
[00:04:25.920 --> 00:04:27.120]  不要Merry Christmas
[00:04:27.120 --> 00:04:27.840]  Season's Greetings
[00:04:27.840 --> 00:04:28.760]  總之開開心心
[00:04:28.760 --> 00:04:32.400]  總之借個機會去消費就可以了
[00:04:32.400 --> 00:04:36.000]  聖誕節我們如果只是停留在慶祝的層面
