
[00:00:00.000 --> 00:00:04.000]  姐妹們平安,我們一同低頭祈禱
[00:00:04.000 --> 00:00:07.000]  七天我們感謝祢自己的恩典
[00:00:07.000 --> 00:00:10.000]  在主一的清晨,以後我們可以聚集
[00:00:10.000 --> 00:00:13.000]  來敬拜祢,讚美祢
[00:00:13.000 --> 00:00:15.000]  又可以聆聽祢的話語
[00:00:15.000 --> 00:00:19.000]  我們求聖靈在中間幫助我們
[00:00:19.000 --> 00:00:21.000]  明白祢的說話
[00:00:21.000 --> 00:00:23.000]  並且在這片我們有盼望
[00:00:23.000 --> 00:00:26.000]  因為主一定會再來
[00:00:26.000 --> 00:00:28.000]  奉耶穌基督的名祈禱
[00:00:28.000 --> 00:00:31.000]  Amen
[00:00:31.000 --> 00:00:34.000]  在十二月第一個星期
[00:00:34.000 --> 00:00:36.000]  我講到的時候
[00:00:36.000 --> 00:00:39.000]  就和大家追蹤聖經
[00:00:39.000 --> 00:00:42.000]  對主耶穌降生的預言
[00:00:42.000 --> 00:00:44.000]  不過我們就停在
[00:00:44.000 --> 00:00:47.000]  《撒姆爾記》第七章
[00:00:47.000 --> 00:00:48.000]  《大衛之約》
[00:00:48.000 --> 00:00:51.000]  就是上帝承諾大衛
[00:00:51.000 --> 00:00:55.000]  祂的後裔會繼承皇位
[00:00:55.000 --> 00:01:00.000]  並且祂的國會傳到永遠
[00:01:00.000 --> 00:01:05.000]  但是其實有關主耶穌的降世
[00:01:05.000 --> 00:01:09.000]  《先知書》裏面都有很多預言
[00:01:09.000 --> 00:01:11.000]  上個星期在《章傳》裏
[00:01:11.000 --> 00:01:14.000]  和我們思想《爾賽亞書》第九章
[00:01:14.000 --> 00:01:19.000]  《爾賽亞先知》對主耶穌的降世
[00:01:19.000 --> 00:01:21.000]  真的有很多預言
[00:01:21.000 --> 00:01:26.000]  其實不單止有關耶穌的降世
[00:01:26.000 --> 00:01:30.000]  還有主耶穌要做的救贖工作
[00:01:30.000 --> 00:01:32.000]  賣贓和復活
[00:01:32.000 --> 00:01:35.000]  都在《爾賽亞書》第五十三章
[00:01:35.000 --> 00:01:37.000]  有詳細的預言
[00:01:37.000 --> 00:01:41.000]  這些準確的預言
[00:01:41.000 --> 00:01:45.000]  真的幫助我們
[00:01:45.000 --> 00:01:48.000]  信徒更加能夠相信
[00:01:48.000 --> 00:01:50.000]  上帝是掌管一切
[00:01:50.000 --> 00:01:54.000]  預知歷史是會怎樣演變
[00:01:54.000 --> 00:01:57.000]  但也有人懷疑
[00:01:57.000 --> 00:02:01.000]  哪有預言準確成這樣
[00:02:01.000 --> 00:02:03.000]  於是有人推測
[00:02:03.000 --> 00:02:09.000]  《爾賽亞書》是公元二世紀的時候寫成的
[00:02:09.000 --> 00:02:11.000]  公元二世紀
[00:02:11.000 --> 00:02:14.000]  也就是耶穌降世兩百年
[00:02:14.000 --> 00:02:16.000]  這就不是預言
[00:02:16.000 --> 00:02:21.000]  而變成了歷史的重塑
[00:02:21.000 --> 00:02:25.000]  但當有些古舊聖經
[00:02:25.000 --> 00:02:30.000]  在死海附近的困難被發現之後
[00:02:30.000 --> 00:02:34.000]  這種說法就從此沒有人會相信
[00:02:34.000 --> 00:02:36.000]  因為死海古卷
[00:02:36.000 --> 00:02:41.000]  是主持二百年的殘卷
[00:02:41.000 --> 00:02:48.000]  當時有些人屬於猶太教的一個分支
[00:02:48.000 --> 00:02:50.000]  叫做愛色尼派
[00:02:50.000 --> 00:02:53.000]  他們盼望微挫降世
[00:02:53.000 --> 00:02:57.000]  而聚居在沙漠地帶
[00:02:57.000 --> 00:02:59.000]  他們有舊約聖經
[00:02:59.000 --> 00:03:01.000]  寫在羊皮卷上
[00:03:01.000 --> 00:03:03.000]  但用得多之後
[00:03:03.000 --> 00:03:06.000]  聖經也會爛
[00:03:06.000 --> 00:03:13.000]  不過他們不想把殘破的聖經當垃圾扔掉
[00:03:13.000 --> 00:03:16.000]  因為上帝的話語
[00:03:16.000 --> 00:03:18.000]  怎可以當垃圾呢
[00:03:18.000 --> 00:03:21.000]  於是他們就把那些經卷
[00:03:21.000 --> 00:03:24.000]  放在陶器的瓶子裡
[00:03:24.000 --> 00:03:29.000]  然後把瓶子放在沙漠的洞穴裡
[00:03:29.000 --> 00:03:32.000]  有點像他們埋葬死人
[00:03:32.000 --> 00:03:35.000]  由於沙漠天氣乾燥
[00:03:35.000 --> 00:03:39.000]  兩千多年後才被人發現
[00:03:39.000 --> 00:03:42.000]  而在那些殘卷裡
[00:03:42.000 --> 00:03:45.000]  最完整的一本舊約聖經
[00:03:45.000 --> 00:03:49.000]  就是《爾賽亞書》
[00:03:49.000 --> 00:03:53.000]  《爾賽亞書》很可信
[00:03:53.000 --> 00:03:56.000]  不過我年輕的時候
[00:03:56.000 --> 00:03:59.000]  很多時候也有錯覺
[00:03:59.000 --> 00:04:02.000]  以為先知是專門講預言
[00:04:02.000 --> 00:04:06.000]  因為很多傳道人講先知書
[00:04:06.000 --> 00:04:08.000]  特別是《爾賽亞先知書》
[00:04:08.000 --> 00:04:11.000]  都是抽一些對《微賽亞》的預言來講
[00:04:11.000 --> 00:04:17.000]  當時我自己很少全面小心去讀先知書
[00:04:17.000 --> 00:04:22.000]  今天的經文既然是來自《爾賽亞先知書》
[00:04:22.000 --> 00:04:25.000]  也是對未來的預言
[00:04:25.000 --> 00:04:29.000]  但我也想先介紹一下這本書
[00:04:29.000 --> 00:04:32.000]  以及其中主要的訊息
[00:04:32.000 --> 00:04:36.000]  首先我很想強調的是
[00:04:36.000 --> 00:04:40.000]  舊約的先知是上帝的代言人
[00:04:40.000 --> 00:04:43.000]  就像現在有很多國家
[00:04:43.000 --> 00:04:46.000]  都有國務院或外交部代言人
[00:04:46.000 --> 00:04:53.000]  因此先知是活在歷史時空中的人物
[00:04:53.000 --> 00:04:57.000]  他們並不是只是天馬行空
[00:04:57.000 --> 00:05:00.000]  他們坐在家裡講一些將來的預言
[00:05:00.000 --> 00:05:04.000]  留給2000年後的人讀
[00:05:04.000 --> 00:05:09.000]  《爾賽亞書》一章一節一開始是這樣說
[00:05:09.000 --> 00:05:14.000]  當烏西亞約坦阿哈斯希西加
[00:05:14.000 --> 00:05:17.000]  作猶大王的時候
[00:05:17.000 --> 00:05:22.000]  阿摩斯的兒子爾賽亞見異象
[00:05:22.000 --> 00:05:26.000]  論到猶大和耶路撒冷
[00:05:26.000 --> 00:05:30.000]  讓我們知道其實爾賽亞先知頗長命
[00:05:30.000 --> 00:05:33.000]  他在四個猶大皇帝的時期
[00:05:33.000 --> 00:05:38.000]  都見到異象成為上帝的先知
[00:05:38.000 --> 00:05:39.000]  我們來計算一下
[00:05:39.000 --> 00:05:44.000]  看看這四位猶大王做王做了多長時間
[00:05:44.000 --> 00:05:47.000]  烏西亞是一個很有能力
[00:05:47.000 --> 00:05:49.000]  並敬畏上帝的王
[00:05:49.000 --> 00:05:52.000]  他做王做了52年
[00:05:52.000 --> 00:05:57.000]  但爾賽亞不是從烏西亞開始做王做先知
[00:05:57.000 --> 00:06:00.000]  而是在烏西亞死過一年
[00:06:00.000 --> 00:06:04.000]  爾賽亞才正式見到異象
[00:06:04.000 --> 00:06:08.000]  開始蒙照做先知
[00:06:08.000 --> 00:06:14.000]  約坦做王做了16年
[00:06:14.000 --> 00:06:20.000]  其中有13年跟他父親烏西亞一起做王
[00:06:20.000 --> 00:06:24.000]  故此他單獨做王的期間只有3年
[00:06:24.000 --> 00:06:28.000]  他也是一位好皇帝
[00:06:28.000 --> 00:06:33.000]  而他的兒子阿哈斯做王做了16年
[00:06:33.000 --> 00:06:35.000]  他就是一位壞皇帝
[00:06:35.000 --> 00:06:37.000]  他不信教上帝
[00:06:37.000 --> 00:06:39.000]  他只信教實力
[00:06:39.000 --> 00:06:41.000]  他帶領人民拜偶像
[00:06:41.000 --> 00:06:46.000]  見到當時的亞述王有實力
[00:06:46.000 --> 00:06:48.000]  他就投靠亞述王
[00:06:48.000 --> 00:06:51.000]  而不肯信上帝
[00:06:51.000 --> 00:06:55.000]  烏西亞做王做了29年
[00:06:55.000 --> 00:07:00.000]  他是一位信教上帝的好皇帝
[00:07:00.000 --> 00:07:06.000]  因此爾賽亞先知大概做了50年的先知
[00:07:06.000 --> 00:07:08.000]  有人做過研究
[00:07:08.000 --> 00:07:11.000]  認為爾賽亞很有可能是
[00:07:11.000 --> 00:07:14.000]  烏西亞的堂兄弟
[00:07:14.000 --> 00:07:18.000]  由於阿哈斯是一位壞皇帝
[00:07:18.000 --> 00:07:20.000]  拜偶像不信上帝
[00:07:20.000 --> 00:07:23.000]  所以爾賽亞先知書裏面
[00:07:23.000 --> 00:07:25.000]  其實有很多信息
[00:07:25.000 --> 00:07:30.000]  都是在那個時代發出去責備人民
[00:07:30.000 --> 00:07:32.000]  在爾賽亞書第一章
[00:07:32.000 --> 00:07:38.000]  我們見到猶大國當時政治上的情況
[00:07:38.000 --> 00:07:42.000]  猶大國已經變成很弱小
[00:07:42.000 --> 00:07:46.000]  很多城市都被敵人佔領了
[00:07:46.000 --> 00:07:50.000]  剩下來的就是耶路撒冷
[00:07:50.000 --> 00:07:54.000]  周圍都很慘
[00:07:54.000 --> 00:07:58.000]  不是剩下耶路撒冷就很輝煌
[00:07:58.000 --> 00:08:00.000]  一章八節怎樣形容呢
[00:08:00.000 --> 00:08:04.000]  耶路撒冷好像葡萄園的草棚
[00:08:04.000 --> 00:08:07.000]  如瓜田中的茅屋
[00:08:07.000 --> 00:08:11.000]  又如被圍困的城
[00:08:11.000 --> 00:08:13.000]  因此在爾賽亞書中
[00:08:13.000 --> 00:08:16.000]  其實有很多責備人民的信息
[00:08:16.000 --> 00:08:20.000]  包括他們做事不公平不公義
[00:08:20.000 --> 00:08:24.000]  對待人很差
[00:08:24.000 --> 00:08:26.000]  也流行物質主義
[00:08:26.000 --> 00:08:28.000]  拜偶像道德淪喪
[00:08:28.000 --> 00:08:30.000]  還搞到交鬼
[00:08:30.000 --> 00:08:34.000]  這些是上帝禁止的行為
[00:08:34.000 --> 00:08:37.000]  責備信息之外
[00:08:37.000 --> 00:08:41.000]  還有很多上帝審判他們的信息
[00:08:41.000 --> 00:08:44.000]  不過審判信息之後
[00:08:44.000 --> 00:08:46.000]  就有很多預言
[00:08:46.000 --> 00:08:52.000]  預言其實是為當代人帶來盼望和安慰
[00:08:52.000 --> 00:08:56.000]  這也是爾賽亞書的特色
[00:08:56.000 --> 00:09:00.000]  一般來講審判信息之後
[00:09:00.000 --> 00:09:04.000]  總會有一個盼望的信息
[00:09:04.000 --> 00:09:07.000]  35章我們今天看的經文
[00:09:07.000 --> 00:09:12.000]  就是一章在審判列角的信息之後
[00:09:12.000 --> 00:09:15.000]  一個充滿盼望的信息
[00:09:15.000 --> 00:09:20.000]  我們仔細看看今天的經文
[00:09:20.000 --> 00:09:23.000]  今天的經文是一篇預言
[00:09:23.000 --> 00:09:26.000]  並且是用詩的題材寫的
[00:09:26.000 --> 00:09:31.000]  希伯來書的特色當然是缺少細節
[00:09:31.000 --> 00:09:38.000]  比如說第五節和第六節開始的時候
[00:09:38.000 --> 00:09:40.000]  都講「那時」
[00:09:40.000 --> 00:09:42.000]  「那時」是指將來
[00:09:42.000 --> 00:09:45.000]  但何時呢?不知道
[00:09:45.000 --> 00:09:48.000]  跟最市民有些不同
[00:09:48.000 --> 00:09:51.000]  最市民很多時候會清楚講出
[00:09:51.000 --> 00:09:55.000]  是某某王做王的第幾年
[00:09:55.000 --> 00:09:58.000]  詩歌題材的另一個特色
[00:09:58.000 --> 00:10:01.000]  會用很多圖畫
[00:10:01.000 --> 00:10:03.000]  例如第一節提到
[00:10:03.000 --> 00:10:08.000]  「玫瑰綻放,其樂融融,而且歡呼」
[00:10:08.000 --> 00:10:11.000]  給我們看到一幅美麗的圖畫
[00:10:11.000 --> 00:10:13.000]  很多玫瑰花開了
[00:10:13.000 --> 00:10:19.000]  但其實玫瑰花開不開心
[00:10:19.000 --> 00:10:21.000]  是不會告訴你的
[00:10:21.000 --> 00:10:25.000]  是完全在乎看花姐的心情
[00:10:25.000 --> 00:10:28.000]  其實我後院也有一幅玫瑰花
[00:10:28.000 --> 00:10:30.000]  我都看到它開花
