
[00:00:00.000 --> 00:00:04.000]  讓我們在聆聽主導議師和心低頭禱告
[00:00:04.000 --> 00:00:05.000]  仰望主耶穌
[00:00:05.000 --> 00:00:09.000]  慈悲天父,多謝你
[00:00:09.000 --> 00:00:13.000]  讓我們能夠再次回到你寶貴說話的面前學習
[00:00:13.000 --> 00:00:15.000]  求聖靈帶領我們
[00:00:15.000 --> 00:00:20.000]  因為我們知道只有透過聖靈的啟迪和引導
[00:00:20.000 --> 00:00:23.000]  我們才能得到一個正義的分解
[00:00:24.000 --> 00:00:30.000]  讓人的意思,讓人的意見先放在一旁
[00:00:30.000 --> 00:00:33.000]  讓我們坦然在主你的說話面前
[00:00:33.000 --> 00:00:35.000]  清楚掌握主的教導
[00:00:35.000 --> 00:00:37.000]  我們同心的禱告
[00:00:37.000 --> 00:00:40.000]  奉教主耶穌基督德性的名字而教
[00:00:40.000 --> 00:00:41.000]  阿們
[00:00:41.000 --> 00:00:44.000]  每一個星期日
[00:00:44.000 --> 00:00:48.000]  我們都雖然是在這個疫情
[00:00:48.000 --> 00:00:53.000]  其實都有不少的教會仍然有這個敬拜侍奉的時間
[00:00:54.000 --> 00:00:57.000]  那麼我就很想問大家一個問題
[00:00:57.000 --> 00:01:01.000]  就是在每一個星期日的時間
[00:01:01.000 --> 00:01:03.000]  我們去參加主日崇拜
[00:01:03.000 --> 00:01:07.000]  你猜一下在整個世界裡面
[00:01:07.000 --> 00:01:11.000]  這麼多的信徒一起參加著不同類型的教會
[00:01:11.000 --> 00:01:12.000]  他們的敬拜
[00:01:12.000 --> 00:01:17.000]  裡面真真正正是神的兒女
[00:01:17.000 --> 00:01:18.000]  神的子民
[00:01:18.000 --> 00:01:21.000]  是會有多少個百分比呢
[00:01:22.000 --> 00:01:24.000]  有些人就會這樣猜測
[00:01:24.000 --> 00:01:27.000]  他說應該每個主日這麼多人去
[00:01:27.000 --> 00:01:30.000]  至少應該有九成吧
[00:01:30.000 --> 00:01:35.000]  有些基督徒就說比較保守一點
[00:01:35.000 --> 00:01:40.000]  他說九成可能太過多
[00:01:40.000 --> 00:01:43.000]  因為可能要包括一些在教會裡面
[00:01:43.000 --> 00:01:44.000]  無道的朋友
[00:01:44.000 --> 00:01:46.000]  或者只不過是路經
[00:01:46.000 --> 00:01:48.000]  去到有朋友帶他來的
[00:01:48.000 --> 00:01:50.000]  一些新來的來賓
[00:01:50.000 --> 00:01:52.000]  八成吧
[00:01:52.000 --> 00:01:55.000]  七成八成左右都差不多了
[00:01:55.000 --> 00:01:59.000]  但是如果當我們在教會裡面
[00:01:59.000 --> 00:02:01.000]  活得久一點的信徒
[00:02:01.000 --> 00:02:03.000]  我們會開始有一個疑問
[00:02:03.000 --> 00:02:06.000]  有時候我們回到教會的信徒
[00:02:06.000 --> 00:02:09.000]  其實他們是不是真的神的子民
[00:02:09.000 --> 00:02:10.000]  因為他們的表現
[00:02:10.000 --> 00:02:12.000]  以及他們的思想行為
[00:02:12.000 --> 00:02:15.000]  以及他們所說出來的東西
[00:02:15.000 --> 00:02:17.000]  主張也好
[00:02:17.000 --> 00:02:18.000]  我們真的有個疑問
[00:02:18.000 --> 00:02:21.000]  特別因為我以前也是參加
[00:02:21.000 --> 00:02:23.000]  在一些很大的教會
[00:02:23.000 --> 00:02:26.000]  在香港可以說是數一數二的大教會
[00:02:26.000 --> 00:02:29.000]  在裡面真的很多人參加
[00:02:29.000 --> 00:02:31.000]  每一次去崇拜的時候
[00:02:31.000 --> 00:02:34.000]  好像去看戲那麼多的人
[00:02:34.000 --> 00:02:36.000]  湧出湧入的
[00:02:36.000 --> 00:02:41.000]  但是在一些教會的研究裡面
[00:02:41.000 --> 00:02:43.000]  曾經有一個很著名的
[00:02:43.000 --> 00:02:46.000]  教會的統計學家
[00:02:46.000 --> 00:02:48.000]  或者是分析員
[00:02:48.000 --> 00:02:50.000]  他叫做George Warner
[00:02:50.000 --> 00:02:53.000]  他在美國曾經做過一個研究
[00:02:53.000 --> 00:02:55.000]  他說在教會裡面
[00:02:55.000 --> 00:02:57.000]  其實真真正正積極參與
[00:02:57.000 --> 00:02:59.000]  在教會裡面的人
[00:02:59.000 --> 00:03:02.000]  其實不多過兩成
[00:03:02.000 --> 00:03:06.000]  至於其他八成的人是什麼人呢
[00:03:06.000 --> 00:03:08.000]  他在研究裡面就說
[00:03:08.000 --> 00:03:10.000]  這個摻雜了很多不同類型
[00:03:10.000 --> 00:03:13.000]  信仰層次的一些信徒
[00:03:13.000 --> 00:03:17.000]  或者是一些只是來嘗試
[00:03:17.000 --> 00:03:19.000]  有一些心靈慰藉的人
[00:03:19.000 --> 00:03:21.000]  他們是不是真的信主呢
[00:03:21.000 --> 00:03:22.000]  反正一定是信主的
[00:03:22.000 --> 00:03:25.000]  但是在這個研究裡面
[00:03:25.000 --> 00:03:27.000]  卻是誘發了一個
[00:03:27.000 --> 00:03:29.000]  很值得我們思想的題目
[00:03:29.000 --> 00:03:30.000]  就是說
[00:03:30.000 --> 00:03:33.000]  究竟教會裡面今天
[00:03:33.000 --> 00:03:34.000]  我們回教會了
[00:03:34.000 --> 00:03:35.000]  在我們裡面
[00:03:35.000 --> 00:03:38.000]  有多少是真的屬神的子民
[00:03:38.000 --> 00:03:41.000]  或者是說神的兒女呢
[00:03:41.000 --> 00:03:45.000]  這是值得我們一起思想的題目
[00:03:45.000 --> 00:03:46.000]  而這個問題
[00:03:46.000 --> 00:03:49.000]  也不只是今天我在港島開頭
[00:03:49.000 --> 00:03:51.000]  提出的問題
[00:03:51.000 --> 00:03:53.000]  早在四千多年前
[00:03:53.000 --> 00:03:55.000]  曾經有一個人物
[00:03:55.000 --> 00:03:59.000]  這個人他很大膽
[00:03:59.000 --> 00:04:02.000]  他走到跟上帝討論這個問題
[00:04:02.000 --> 00:04:04.000]  這個人的名字
[00:04:04.000 --> 00:04:05.000]  大家都應該很熟悉的
[00:04:05.000 --> 00:04:08.000]  他的名字叫做阿伯蘭
[00:04:08.000 --> 00:04:10.000]  後來他的名字叫做阿伯拉罕
[00:04:10.000 --> 00:04:14.000]  他曾經在他一個侄兒
[00:04:14.000 --> 00:04:16.000]  當時那個侄兒
[00:04:16.000 --> 00:04:19.000]  跟他分開了
[00:04:19.000 --> 00:04:20.000]  因為那個侄兒
[00:04:20.000 --> 00:04:24.000]  覺得跟那個叔叔或者伯伯
[00:04:24.000 --> 00:04:27.000]  跟他的關係不太好
[00:04:27.000 --> 00:04:29.000]  因為特別他同族的人當中
[00:04:29.000 --> 00:04:31.000]  分開兩大批人
[00:04:31.000 --> 00:04:32.000]  於是乎他們就分開了
[00:04:32.000 --> 00:04:35.000]  這個侄兒就叫做羅德
[00:04:35.000 --> 00:04:39.000]  他搬到一個城市叫做索多瑪
[00:04:39.000 --> 00:04:42.000]  索多瑪可以說是當時
[00:04:42.000 --> 00:04:44.000]  在巴勒斯坦地上
[00:04:44.000 --> 00:04:47.000]  一個很著名的地方
[00:04:47.000 --> 00:04:49.000]  著名在什麼呢
[00:04:49.000 --> 00:04:50.000]  用一個比喻來算
[00:04:50.000 --> 00:04:52.000]  差不多就等同於
[00:04:52.000 --> 00:04:56.000]  我們安大略省的多倫多市
[00:04:56.000 --> 00:04:59.000]  就是說那個是一個繁華地區
[00:04:59.000 --> 00:05:03.000]  再加上索多瑪是活在一個平原地區
[00:05:03.000 --> 00:05:06.000]  靠近約旦河的河區
[00:05:06.000 --> 00:05:11.000]  於是乎就漸漸有很多的商業活動
[00:05:11.000 --> 00:05:15.000]  而當有商業活動開始發展的時候
[00:05:15.000 --> 00:05:17.000]  就很容易大家都知道
[00:05:17.000 --> 00:05:20.000]  大都會就引申了很多罪案
[00:05:20.000 --> 00:05:23.000]  或者色情的事情
[00:05:23.000 --> 00:05:25.000]  索多瑪可以說是在當時來的
[00:05:25.000 --> 00:05:28.000]  一個很出名的城市
[00:05:28.000 --> 00:05:34.000]  所以當時上帝就跟這個阿巴蘭說
[00:05:34.000 --> 00:05:37.000]  我發覺這個城的罪惡太深
[00:05:37.000 --> 00:05:38.000]  於是乎怎麼樣
[00:05:38.000 --> 00:05:40.000]  我要下去巡一巡聽一下怎麼樣
[00:05:40.000 --> 00:05:43.000]  因為他們的罪來到我耳邊
[00:05:43.000 --> 00:05:46.000]  於是乎耶和華就在這個過程當中
[00:05:46.000 --> 00:05:50.000]  就判定他要去滅索多瑪
[00:05:50.000 --> 00:05:52.000]  索多瑪還有一個特點就是
[00:05:52.000 --> 00:05:54.000]  它是一個雙子城
[00:05:54.000 --> 00:05:57.000]  索多瑪永遠就撞著俄摩拉
[00:05:57.000 --> 00:05:59.000]  兩個是雙子並排的城市
[00:05:59.000 --> 00:06:04.000]  可以說是當時很著名的一個大都會
[00:06:04.000 --> 00:06:06.000]  上帝去到這個城市看完
[00:06:06.000 --> 00:06:08.000]  嘩!真的有這個問題
[00:06:08.000 --> 00:06:10.000]  所有這些記載其實都在
[00:06:10.000 --> 00:06:14.000]  《創世記》第十八章裡面清楚陳明
[00:06:14.000 --> 00:06:16.000]  但是阿巴蘭就很大膽
[00:06:16.000 --> 00:06:18.000]  因為他的侄子住在這個城市裡面
[00:06:18.000 --> 00:06:20.000]  聽見上帝耶和華
[00:06:20.000 --> 00:06:25.000]  說要將索多瑪和俄摩拉毀滅的時候
[00:06:25.000 --> 00:06:27.000]  於是乎怎麼樣
[00:06:27.000 --> 00:06:28.000]  他就很緊張
[00:06:28.000 --> 00:06:31.000]  就跟上帝談判
[00:06:31.000 --> 00:06:33.000]  大家記不記得這段經文
[00:06:33.000 --> 00:06:35.000]  怎樣談判
[00:06:35.000 --> 00:06:37.000]  他很大膽
[00:06:37.000 --> 00:06:40.000]  他說上帝如果這個城市裡面
[00:06:40.000 --> 00:06:43.000]  有多少個異人
[00:06:43.000 --> 00:06:44.000]  那你才會不滅呢
[00:06:44.000 --> 00:06:47.000]  上帝說那你開個數來給我看看
[00:06:47.000 --> 00:06:49.000]  於是他就說
[00:06:49.000 --> 00:06:50.000]  五十個上帝
[00:06:50.000 --> 00:06:52.000]  如果這個城裡面有五十個異人
[00:06:52.000 --> 00:06:53.000]  你都不要滅這個城
[00:06:53.000 --> 00:06:56.000]  上帝說好啊!沒問題
[00:06:56.000 --> 00:06:59.000]  阿巴蘭心知不妙
[00:06:59.000 --> 00:07:01.000]  當時耶和華神說得那麼順口
[00:07:01.000 --> 00:07:02.000]  那麼順嘆
[00:07:02.000 --> 00:07:03.000]  用廣東話來計算
[00:07:03.000 --> 00:07:04.000]  於是乎他說
[00:07:04.000 --> 00:07:06.000]  不如減少一點
[00:07:06.000 --> 00:07:08.000]  少一點就能夠機會高一點
[00:07:08.000 --> 00:07:10.000]  少一點異人
[00:07:10.000 --> 00:07:11.000]  成數高一點
[00:07:11.000 --> 00:07:12.000]  他說不如四十五行不行
[00:07:12.000 --> 00:07:14.000]  耶和華神說都沒問題
[00:07:14.000 --> 00:07:15.000]  四十五個異人
[00:07:15.000 --> 00:07:16.000]  我都接收價
[00:07:16.000 --> 00:07:17.000]  不滅這個城
[00:07:17.000 --> 00:07:19.000]  他的心開始寒
[00:07:19.000 --> 00:07:21.000]  一直數下去
[00:07:21.000 --> 00:07:22.000]  四十個怎麼樣
[00:07:22.000 --> 00:07:24.000]  三十個怎麼樣
[00:07:24.000 --> 00:07:26.000]  耶和華神說
[00:07:26.000 --> 00:07:28.000]  二十個又怎麼樣
[00:07:28.000 --> 00:07:31.000]  最後他出了一個數目
[00:07:31.000 --> 00:07:34.000]  十個又如何呢
[00:07:34.000 --> 00:07:36.000]  耶和華神說
[00:07:36.000 --> 00:07:40.000]  十個我都不滅所多馬成
[00:07:40.000 --> 00:07:41.000]  十個
[00:07:41.000 --> 00:07:45.000]  你知道這個數怎麼算出來嗎
[00:07:45.000 --> 00:07:46.000]  就是因為
[00:07:46.000 --> 00:07:47.000]  他的侄兒
[00:07:47.000 --> 00:07:52.000]  最近親的子女和他的妻子
[00:07:52.000 --> 00:07:55.000]  他嫁人不會多過十個人
[00:07:55.000 --> 00:07:57.000]  亞伯蘭提出十個人
[00:07:57.000 --> 00:07:58.000]  可以說是
[00:07:58.000 --> 00:08:02.000]  只是為了自己的質疑去考慮
[00:08:02.000 --> 00:08:03.000]  耶和華神怎麼樣
[00:08:03.000 --> 00:08:05.000]  十個我都不滅
[00:08:05.000 --> 00:08:07.000]  有趣的地方是
[00:08:07.000 --> 00:08:08.000]  這段聖經
[00:08:08.000 --> 00:08:11.000]  去到最後尾的時候
[00:08:11.000 --> 00:08:14.000]  耶和華神和亞伯蘭
[00:08:14.000 --> 00:08:16.000]  都沒有再討價還價
[00:08:16.000 --> 00:08:17.000]  直接
[00:08:17.000 --> 00:08:18.000]  那就已經
[00:08:18.000 --> 00:08:21.000]  大家各歸自己的地方
[00:08:21.000 --> 00:08:22.000]  最後尾
[00:08:22.000 --> 00:08:23.000]  告訴我們
[00:08:23.000 --> 00:08:24.000]  原來耶和華神
[00:08:24.000 --> 00:08:26.000]  真的滅所多馬的時候
[00:08:26.000 --> 00:08:27.000]  因為所多馬裏面
[00:08:27.000 --> 00:08:31.000]  連一個二人也沒有
[00:08:31.000 --> 00:08:33.000]  我為什麼要回到這件事
[00:08:33.000 --> 00:08:34.000]  跟大家說
[00:08:34.000 --> 00:08:37.000]  弟兄姊妹
[00:08:37.000 --> 00:08:40.000]  今天在這個世界的裏面
[00:08:40.000 --> 00:08:41.000]  我相信
[00:08:41.000 --> 00:08:44.000]  我們所犯的罪
[00:08:44.000 --> 00:08:46.000]  和所多馬俄摩拉
[00:08:46.000 --> 00:08:48.000]  不無兩樣
[00:08:48.000 --> 00:08:49.000]  程度我相信
[00:08:49.000 --> 00:08:52.000]  只有過之而無不及
[00:08:52.000 --> 00:08:56.000]  上帝在這樣的情況之下
[00:08:56.000 --> 00:08:59.000]  會不會滅這個世界呢
[00:08:59.000 --> 00:09:00.000]  其實
[00:09:00.000 --> 00:09:02.000]  耶穌當祂來到說
[00:09:02.000 --> 00:09:03.000]  馬太福音
[00:09:03.000 --> 00:09:06.000]  我們所看的這段聖經
[00:09:06.000 --> 00:09:08.000]  登山補訓的時候
[00:09:08.000 --> 00:09:11.000]  其實心中已經有條數
[00:09:11.000 --> 00:09:13.000]  明白到在今天
[00:09:13.000 --> 00:09:15.000]  甚至耶穌當時
[00:09:15.000 --> 00:09:18.000]  在巴勒斯坦地
[00:09:18.000 --> 00:09:21.000]  究竟有多少個是二人
[00:09:21.000 --> 00:09:22.000]  大家知不知道
[00:09:22.000 --> 00:09:24.000]  有多少個二人
[00:09:24.000 --> 00:09:28.000]  除了耶穌之外
[00:09:28.000 --> 00:09:31.000]  一個也沒有
[00:09:31.000 --> 00:09:33.000]  你說牧師這麼肯定
[00:09:33.000 --> 00:09:35.000]  因為在聖經裏面
[00:09:35.000 --> 00:09:38.000]  耶穌很明言說到
[00:09:38.000 --> 00:09:39.000]  祂來到這個世界
[00:09:39.000 --> 00:09:42.000]  是要尋找什麼
[00:09:42.000 --> 00:09:43.000]  是尋找那些
[00:09:43.000 --> 00:09:47.000]  肯認罪悔改的二人
[00:09:47.000 --> 00:09:49.000]  所以耶穌明白到
[00:09:49.000 --> 00:09:52.000]  織畫在說登山補訓的時候
[00:09:52.000 --> 00:09:54.000]  這段經文所處的狀態
[00:09:54.000 --> 00:09:56.000]  和時間
[00:09:56.000 --> 00:09:57.000]  在祂面前坐著
[00:09:57.000 --> 00:09:59.000]  聽著祂講道的
[00:09:59.000 --> 00:10:01.000]  稱之為門徒的人
[00:10:01.000 --> 00:10:04.000]  其實他們的靈性
[00:10:04.000 --> 00:10:06.000]  不會是比索多瑪
[00:10:06.000 --> 00:10:09.000]  俄摩拉的人是好
[00:10:09.000 --> 00:10:11.000]  在這個題目上面
[00:10:11.000 --> 00:10:13.000]  給我們一個很好的提醒
[00:10:13.000 --> 00:10:14.000]  弟兄姊妹
[00:10:14.000 --> 00:10:17.000]  雖然我們叫做基督徒
[00:10:17.000 --> 00:10:20.000]  我們認信耶穌基督
[00:10:20.000 --> 00:10:21.000]  我們已經信了主
[00:10:21.000 --> 00:10:24.000]  甚至我們可能已經洗了禮
[00:10:24.000 --> 00:10:28.000]  不代表你和我就是一個二人
[00:10:28.000 --> 00:10:29.000]  如果我們說
[00:10:29.000 --> 00:10:30.000]  我們已經是一個二人的話
[00:10:30.000 --> 00:10:31.000]  耶穌那一句
[00:10:31.000 --> 00:10:32.000]  祂來到這個世界
[00:10:32.000 --> 00:10:33.000]  去尋找二人
[00:10:33.000 --> 00:10:36.000]  就沒有我們份了
[00:10:36.000 --> 00:10:37.000]  既然是這樣
[00:10:37.000 --> 00:10:39.000]  耶穌對著一班
[00:10:39.000 --> 00:10:40.000]  其實他心裏已經知道
[00:10:40.000 --> 00:10:42.000]  他們本身的靈性上
[00:10:42.000 --> 00:10:44.000]  都有破損
[00:10:44.000 --> 00:10:46.000]  甚至可以說是破產的
[00:10:46.000 --> 00:10:49.000]  雖然稱為門徒的人
[00:10:49.000 --> 00:10:50.000]  但是這班人
[00:10:50.000 --> 00:10:53.000]  和其他的人有什麼分別呢
[00:10:53.000 --> 00:10:55.000]  為什麼耶穌要花那麼多神
[00:10:55.000 --> 00:10:59.000]  順舌來介紹給他們知道
[00:10:59.000 --> 00:11:01.000]  有關於怎樣去預備
[00:11:01.000 --> 00:11:03.000]  成為神的指紋呢
[00:11:03.000 --> 00:11:05.000]  這個正正是今天
[00:11:05.000 --> 00:11:07.000]  我們去看的主題
[00:11:07.000 --> 00:11:10.000]  就是門徒
[00:11:10.000 --> 00:11:13.000]  你們是真的神的指紋嗎
[00:11:13.000 --> 00:11:15.000]  這個主題的目的
[00:11:15.000 --> 00:11:16.000]  而這段經文
[00:11:16.000 --> 00:11:20.000]  也是正正要去提醒我們這一點
[00:11:20.000 --> 00:11:23.000]  究竟我們叫自己做門徒
[00:11:23.000 --> 00:11:25.000]  叫自己做基督徒
[00:11:25.000 --> 00:11:28.000]  甚至你參加了很多的門訓
[00:11:28.000 --> 00:11:30.000]  牧師給多少主人學你
[00:11:30.000 --> 00:11:31.000]  你已經上足了
[00:11:31.000 --> 00:11:33.000]  做完功課了
[00:11:33.000 --> 00:11:36.000]  你是不是真的一個門徒呢
[00:11:36.000 --> 00:11:38.000]  這個反思的題目
[00:11:38.000 --> 00:11:40.000]  是很值得我們每一天
[00:11:40.000 --> 00:11:42.000]  作為信徒去反思的
[00:11:42.000 --> 00:11:43.000]  但是我們再看看這段經文
[00:11:43.000 --> 00:11:45.000]  這段經文不是很長的
[00:11:45.000 --> 00:11:48.000]  第六章 第十九至第二十一節
[00:11:48.000 --> 00:11:51.000]  不如我們再一起去讀一次
[00:11:51.000 --> 00:11:52.000]  因為這段經文
[00:11:52.000 --> 00:11:54.000]  是大家非常熟悉的經文
[00:11:54.000 --> 00:11:56.000]  但是也都越熟悉的經文
[00:11:56.000 --> 00:11:59.000]  就越容易我們解錯的
[00:11:59.000 --> 00:12:01.000]  希望我們一起再去讀一下
[00:12:01.000 --> 00:12:04.000]  了解清楚這段經文的陳述
[00:12:04.000 --> 00:12:06.000]  然後我們再去仔細看一下內容
[00:12:06.000 --> 00:12:08.000]  好了 我們不如打開
[00:12:08.000 --> 00:12:10.000]  《馬太福音》第六章
[00:12:10.000 --> 00:12:14.000]  第十九至到去第二十一節
[00:12:14.000 --> 00:12:16.000]  我們一起讀一次 好不好
[00:12:16.000 --> 00:12:18.000]  我很嚮往這個時間
[00:12:18.000 --> 00:12:19.000]  大家知道嗎
[00:12:19.000 --> 00:12:22.000]  我說了這麼多兩年多
[00:12:22.000 --> 00:12:23.000]  每次都是我讀的
[00:12:23.000 --> 00:12:25.000]  我很想和大家一起去讀一下
[00:12:25.000 --> 00:12:26.000]  這段經文
[00:12:26.000 --> 00:12:28.000]  所以那種回應
[00:12:28.000 --> 00:12:31.000]  我覺得是很值得我們去深思
[00:12:31.000 --> 00:12:34.000]  和震撼我們的心靈
[00:12:34.000 --> 00:12:36.000]  好 我們一起讀
[00:12:36.000 --> 00:12:41.000]  不要為自己積讚財寶在地上
[00:12:41.000 --> 00:12:44.000]  地上有蟲子咬
[00:12:44.000 --> 00:12:45.000]  能受壞
[00:12:45.000 --> 00:12:49.000]  也有賊或窟窿來偷
[00:12:49.000 --> 00:12:53.000]  只要積讚財寶在天上
[00:12:53.000 --> 00:12:55.000]  天上沒有蟲子咬
[00:12:55.000 --> 00:12:57.000]  不能受壞
[00:12:57.000 --> 00:13:00.000]  也沒有賊或窟窿來偷
[00:13:00.000 --> 00:13:04.000]  因為你的財寶在那裏
[00:13:04.000 --> 00:13:07.000]  你的心也在那裏
[00:13:07.000 --> 00:13:09.000]  這段經文我會分為三個部分
[00:13:09.000 --> 00:13:11.000]  和大家一起思想
[00:13:11.000 --> 00:13:12.000]  第一個部分就是
[00:13:12.000 --> 00:13:16.000]  第十九節的最開頭的
[00:13:16.000 --> 00:13:20.000]  至到二十一節這個簡短的部分
[00:13:20.000 --> 00:13:24.000]  我們先看看這段經文說什麼
[00:13:24.000 --> 00:13:26.000]  這裏我給了一個副題
[00:13:26.000 --> 00:13:30.000]  監察你心思所嚮往何方
[00:13:30.000 --> 00:13:34.000]  第六章第十九節和第二十節
[00:13:34.000 --> 00:13:37.000]  可以基本說得是完全
[00:13:37.000 --> 00:13:39.000]  可以說得是
[00:13:39.000 --> 00:13:40.000]  此無此樣
[00:13:40.000 --> 00:13:43.000]  反轉來說的一次說話
[00:13:43.000 --> 00:13:45.000]  如果我們有機會
[00:13:45.000 --> 00:13:47.000]  可以將這兩節的聖經
[00:13:47.000 --> 00:13:49.000]  將它並排起來
[00:13:49.000 --> 00:13:51.000]  其實我們會發覺
[00:13:51.000 --> 00:13:53.000]  這段聖經只不過有
[00:13:53.000 --> 00:13:56.000]  少部分的字詞是不同的
[00:13:56.000 --> 00:13:57.000]  是什麼不同
[00:13:57.000 --> 00:13:59.000]  就加了一個「不」字
[00:13:59.000 --> 00:14:00.000]  什麼「不」字
[00:14:00.000 --> 00:14:02.000]  我們仔細去看看
[00:14:02.000 --> 00:14:04.000]  第一個十九節那裏說
[00:14:04.000 --> 00:14:09.000]  不要為自己積攢財寶在地上
[00:14:09.000 --> 00:14:12.000]  而接著去到第二十節的時候
[00:14:12.000 --> 00:14:14.000]  就將一句說話反轉來說
[00:14:14.000 --> 00:14:18.000]  只要積攢財寶在天上
[00:14:18.000 --> 00:14:20.000]  那個動詞只有一個不同的
[00:14:20.000 --> 00:14:22.000]  就是多一個「不」字
[00:14:22.000 --> 00:14:23.000]  另外一個不同的地方
[00:14:23.000 --> 00:14:26.000]  就是那個地點上面的問題
