
[00:00:00.000 --> 00:00:06.860]  好,今天呢,我們要來思想一個課題,就是智慧人生到底是怎麼。
[00:00:06.860 --> 00:00:10.820]  所以我把今天的題目呢,就變成這個智慧人生的方程式。
[00:00:10.820 --> 00:00:15.620]  那麼,大家不要擔心啊,我的數學已經很多年前還給老師了。
[00:00:15.620 --> 00:00:20.740]  所以今天呢,不是要上數學課,所以大家不要太擔心。
[00:00:20.740 --> 00:00:25.740]  經文是出自於詩篇九十篇,詩篇九十篇是很特別的。
[00:00:25.740 --> 00:00:29.500]  是,你知道它有什麼特別之處嗎?詩篇九十篇。
[00:00:29.500 --> 00:00:32.500]  有沒有人知道詩篇九十篇有什麼特別之處?
[00:00:32.500 --> 00:00:36.500]  對啦,我聽到有人說啦,它是摩西寫的。
[00:00:36.500 --> 00:00:42.660]  又是在整個一百五十篇詩篇裡面,摩西寫的唯一一篇詩篇。
[00:00:42.660 --> 00:00:46.660]  所以是特別的。那麼,摩西是以色列的偉大的領袖。
[00:00:46.660 --> 00:00:50.820]  他竟然寫了一篇詩篇,被納入了《聖經》的詩篇中。
[00:00:50.820 --> 00:00:59.060]  有什麼特別呢?我們從這個看過事態轉變的這個以色列人的領袖,
[00:00:59.060 --> 00:01:04.060]  用神的譜人的眼裡看人生的智慧是怎麼樣的。
[00:01:04.060 --> 00:01:07.060]  好,我請弟兄姊妹一起念好不好?
[00:01:07.060 --> 00:01:09.060]  好,看得見嗎?看得見啊?
[00:01:09.060 --> 00:01:11.060]  好,一二起。
[00:01:11.060 --> 00:01:16.060]  是的,願你堅立我們所做的功,我們所所做的功,願你堅立。
[00:01:16.060 --> 00:01:20.060]  這是這篇詩篇的總結。
[00:01:20.060 --> 00:01:22.060]  我不知道你讀的感覺是怎麼樣?
[00:01:22.060 --> 00:01:26.060]  讀的感覺,一位這麼偉大的領袖,
[00:01:26.060 --> 00:01:32.060]  他在他的人生寫了一篇詩,寫放在詩篇裡面。
[00:01:32.060 --> 00:01:34.060]  當然摩西也有寫其他的詩。
[00:01:34.060 --> 00:01:39.060]  我們看到他在摩西五經裡面也有他的詩歌。
[00:01:39.060 --> 00:01:42.060]  但是唯一一篇被記錄在詩篇的就是這篇。
[00:01:42.060 --> 00:01:46.060]  裡面你有沒有看到一些人生的大道理在裡面呢?
[00:01:46.060 --> 00:01:51.060]  我們如果慢慢地看,我們會發現這裡有很多的智慧是讓我們學習的。
[00:01:51.060 --> 00:01:58.060]  我首先先讓大家簡單地能夠掌握整篇詩篇十七節的主要內容。
[00:01:58.060 --> 00:02:02.060]  然後我們再看看裡面有什麼重要的提醒給我們。
[00:02:02.060 --> 00:02:05.060]  第一呢,他是講到上帝的永恆性。
[00:02:05.060 --> 00:02:08.060]  他講到他是我們永遠的居所,記得嗎?
[00:02:08.060 --> 00:02:10.060]  那個是第一到第二節。
[00:02:10.060 --> 00:02:15.060]  然後呢,第二部分呢,他就提到人生的短暫性。
[00:02:15.060 --> 00:02:17.060]  一個是上帝的永恆性。
[00:02:17.060 --> 00:02:22.060]  接下來到第三到第六節呢,他就去到人生的短暫性。
[00:02:22.060 --> 00:02:24.060]  轉眼而飛啊等等。
[00:02:24.060 --> 00:02:29.060]  那麼第三部分呢,他是要講到人要面對上帝的憤怒。
[00:02:29.060 --> 00:02:32.060]  人要面對上帝的什麼?憤怒。
[00:02:32.060 --> 00:02:35.060]  那是第七到第十一節。
[00:02:35.060 --> 00:02:39.060]  然後最後一部分呢,他提到的是上帝的救贖。
[00:02:39.060 --> 00:02:41.060]  在十二到十七節。
[00:02:41.060 --> 00:02:44.060]  所以很簡單,我們能夠掌握了這篇詩篇。
[00:02:44.060 --> 00:02:49.060]  如果你在留心看的時候呢,你會發現第一跟第四部分呢,
[00:02:49.060 --> 00:02:52.060]  是講到上帝,主要是從那個角度。
[00:02:52.060 --> 00:02:57.060]  第二到第三部分,在中間的一段呢,是講到從人的角度來看。
[00:02:57.060 --> 00:03:01.060]  所以在你的腦海裡面,你對詩篇九十篇呢,有一個輪廓。
[00:03:01.060 --> 00:03:05.060]  已經很清楚知道主要內容是什麼了。
[00:03:05.060 --> 00:03:12.060]  那麼,大家覺得你會活到幾歲啊?
[00:03:12.060 --> 00:03:16.060]  九十三啊,有一個很明確的數字啊。
[00:03:16.060 --> 00:03:21.060]  九十三,為什麼你就偏愛九十三呢?
[00:03:21.060 --> 00:03:25.060]  有沒有人不想活這麼久啊?
[00:03:25.060 --> 00:03:30.060]  馬上舉手啊,就是馬上舉手啊。
[00:03:30.060 --> 00:03:34.060]  通常呢,我發現呢,馬上舉手不想活那麼久的呢,
[00:03:34.060 --> 00:03:39.060]  有一個特徵,通常都是女性。
[00:03:39.060 --> 00:03:48.060]  女性不想活那麼久,這個可能要保持那個美容比較困難是嗎?
[00:03:48.060 --> 00:03:54.060]  很累啊,很累啊,要這個面膚不懂多少年是嗎?
[00:03:54.060 --> 00:04:01.060]  那麼,開玩笑啦,但是人生活得久不久也不在我們決定。
[00:04:01.060 --> 00:04:09.060]  也要看你自己的生活,你的滿意程度跟你跟上帝的關係是怎樣。
[00:04:09.060 --> 00:04:13.060]  保羅,使徒保羅他也有他的兩難啊。
[00:04:13.060 --> 00:04:17.060]  你說使徒保羅他愛不愛主啊?愛主。
[00:04:17.060 --> 00:04:21.060]  他愛不愛教會啊?愛教會。
[00:04:21.060 --> 00:04:28.060]  他又愛主,愛主到一個地步,他是情願什麼時候都回到天家。
[00:04:28.060 --> 00:04:31.060]  情願什麼時候都去到主身邊,回到天家。
[00:04:31.060 --> 00:04:37.060]  但他愛教會,愛到一個地步,他是寧願他還有更多的年日可以侍奉,
[00:04:37.060 --> 00:04:44.060]  可以陪弟兄姊妹,可以帶領他們成長,可以拯救更多人的生命靈魂。
[00:04:44.060 --> 00:04:49.060]  所以,保羅他在新約裡面就講了他的這個兩難,對嗎?
[00:04:49.060 --> 00:04:57.060]  他說他情願,情願就是去到神那邊,但是他也真的是愛這個上帝,愛這個教會。
[00:04:57.060 --> 00:05:05.060]  所以今天我們要談的這個課題是人生的方程式,我們必須想我們人生裡面的方程式是什麼。
[00:05:05.060 --> 00:05:08.060]  摩西他就提到了年歲,對嗎?
[00:05:08.060 --> 00:05:12.060]  所以我讓大家想想你到底覺得你想要活多久,
[00:05:12.060 --> 00:05:15.060]  還有這個當然只能想啦,我們根本控制不了,對嗎?
[00:05:15.060 --> 00:05:18.060]  沒有人能夠控制得了我們能夠活多久。
[00:05:18.060 --> 00:05:22.060]  那從那裡你慢慢計算,你就得著智慧的心,
[00:05:22.060 --> 00:05:26.060]  知道怎麼樣過每一天,什麼重要,什麼不重要,對嗎?
[00:05:26.060 --> 00:05:32.060]  我們看一下,今天我想先從中間這部分開始講,
[00:05:32.060 --> 00:05:37.060]  就是從人的短暫性,跟人要面對上帝的憤怒。
[00:05:37.060 --> 00:05:40.060]  我想都很清楚的,我只是大概提一提。
[00:05:40.060 --> 00:05:45.060]  我們先看人的短暫性,這裡是第三節到第六節。
[00:05:45.060 --> 00:05:50.060]  他說你使人歸於塵土,這裡是指上帝,上帝使人歸於塵土嘛。
[00:05:50.060 --> 00:05:57.060]  歸於塵土的意思就是我們本來就是從塵土被造的,歸於塵土。
[00:05:57.060 --> 00:06:03.060]  那麼那裡呢,他說你們使人要歸回塵土,
[00:06:03.060 --> 00:06:07.060]  那也同時讓我們感覺到人真的是怎麼樣呢?渺小。
[00:06:07.060 --> 00:06:12.060]  我記得我當兵的時候呢,第一個星期呢,新加坡人要當兵啊,
[00:06:12.060 --> 00:06:17.060]  我們到了十八歲,就大家都是帶著一個不情願的心,
[00:06:17.060 --> 00:06:21.060]  然後就排隊,就準備當兵了。
[00:06:21.060 --> 00:06:27.060]  當兵了就帶著一個不情願的心在兵營裡面呢,就排隊去剃光頭了。
[00:06:27.060 --> 00:06:32.060]  所以你以前在外面呢,不管你多有個性都好呢,
[00:06:32.060 --> 00:06:38.060]  你進去裡面大家都是只有一個個性,就是光頭的個性。
[00:06:38.060 --> 00:06:44.060]  那裡就要讓你開始有一種共同性,一種紀律的訓練就來了。
[00:06:44.060 --> 00:06:51.060]  那麼我記得呢,第一個東西呢,軍官要我們認識自己的一個方法是什麼呢?
[00:06:51.060 --> 00:06:54.060]  就是告訴我們塵土是什麼。
[00:06:54.060 --> 00:06:58.060]  我還記得很清楚,他說塵土是什麼。
[00:06:58.060 --> 00:07:02.060]  他不是用Earth,他也不是用Dust,他是用什麼呢?
[00:07:02.060 --> 00:07:14.060]  SCUM,S-C-U-M,好像淤泥啊,淤泥,他就拿了淤泥給我們看,這就是SCUM,淤泥。
[00:07:14.060 --> 00:07:18.060]  因為有馬來人,有印度人,要講英語啊,SCUM。
[00:07:18.060 --> 00:07:21.060]  那麼之後呢,他就告訴我們什麼呢?
[00:07:21.060 --> 00:07:27.060]  告訴我們,你們要記得,你們來了這裡,你們連淤泥都不如。
[00:07:27.060 --> 00:07:35.060]  所以呢,這就是美麗的軍訓生活開始了。
[00:07:35.060 --> 00:07:42.060]  然後呢,我們就開始學習把一切的自己的個性先放下。
[00:07:42.060 --> 00:07:46.060]  學習什麼是群體生活跟紀律,學習什麼是合作等等。
