
[00:00:00.000 --> 00:00:04.000]  歡迎大家嚟到我哋嘅周六崇拜
[00:00:04.000 --> 00:00:09.000]  好似有幾個禮拜冇好認真地同大家研讀主禱文
[00:00:09.000 --> 00:00:12.000]  咁今日係父親節嘅周末
[00:00:12.000 --> 00:00:16.000]  我哋可以同大家繼續上路
[00:00:16.000 --> 00:00:20.000]  四個月前我哋開始咗一個新嘅講道系列
[00:00:20.000 --> 00:00:23.000]  係主耶穌基督嘅主禱文
[00:00:23.000 --> 00:00:26.000]  我哋可以喺邊度搵到主禱文呢
[00:00:26.000 --> 00:00:30.000]  喺馬太福音第六章裏面
[00:00:30.000 --> 00:00:33.000]  喺耶穌嘅登山寶殯嘅中間
[00:00:33.000 --> 00:00:35.000]  喺馬太福音第六章
[00:00:35.000 --> 00:00:39.000]  耶穌同我哋講論禱告與生命
[00:00:39.000 --> 00:00:42.000]  我哋可以用三個三大點
[00:00:42.000 --> 00:00:46.000]  嚟總結馬太福音第六章嘅訊息
[00:00:46.000 --> 00:00:50.000]  第一點不要像假冒為善嘅人
[00:00:50.000 --> 00:00:52.000]  那般去禱告同生活
[00:00:52.000 --> 00:00:58.000]  第二點不要像愛邦人那樣去禱告同生活
[00:00:58.000 --> 00:01:02.000]  最後一點正面嘅要像天父嘅兒女
[00:01:02.000 --> 00:01:06.000]  那樣去禱告與生活
[00:01:06.000 --> 00:01:09.000]  我哋將佢更加圖像化嘅俾你睇
[00:01:09.000 --> 00:01:14.000]  三種禱告兩種生命
[00:01:14.000 --> 00:01:17.000]  我哋想通過主禱文呢個系列去建立
[00:01:17.000 --> 00:01:20.000]  或者重建我哋嘅禱告生活
[00:01:20.000 --> 00:01:24.000]  我哋想合乎聖經地去禱告
[00:01:24.000 --> 00:01:29.000]  而唔係按著我哋自己想要嘅東西去禱告
[00:01:29.000 --> 00:01:33.000]  我哋想聽主耶穌基督佢嘅教導
[00:01:33.000 --> 00:01:36.000]  講到系列嘅頭兩篇如果你仲記得
[00:01:36.000 --> 00:01:40.000]  係開我哋禱告嘅眼睛一同二
[00:01:40.000 --> 00:01:43.000]  從呢兩篇到我哋知道基督徒
[00:01:43.000 --> 00:01:45.000]  禱告有兩個根基
[00:01:45.000 --> 00:01:49.000]  第一個根基係開恩憐憫我這個罪人
[00:01:49.000 --> 00:01:52.000]  我哋追求嘅係上帝嘅義
[00:01:52.000 --> 00:01:54.000]  唔係自己嘅義
[00:01:54.000 --> 00:02:00.000]  第二個根基係到我祈求天上嘅事情
[00:02:00.000 --> 00:02:02.000]  我哋追求嘅係上帝嘅國
[00:02:02.000 --> 00:02:05.000]  而唔係地上嘅財寶
[00:02:05.000 --> 00:02:07.000]  聽完引言之後
[00:02:07.000 --> 00:02:10.000]  我哋正式進入主禱文嘅當中
[00:02:10.000 --> 00:02:12.000]  我門在天上的父
[00:02:12.000 --> 00:02:15.000]  願人都尊你的名為聖
[00:02:15.000 --> 00:02:19.000]  願你的國降臨
[00:02:19.000 --> 00:02:24.000]  願你的國降臨係整個主禱文嘅核心
[00:02:24.000 --> 00:02:31.000]  願你的國降臨係整本聖經嘅重心
[00:02:31.000 --> 00:02:32.000]  Center of Gravity
[00:02:32.000 --> 00:02:37.000]  整本聖經嘅中間嘅中心嘅核心
[00:02:37.000 --> 00:02:40.000]  就係願你的國降臨
[00:02:40.000 --> 00:02:44.000]  喺我哋仲未再次進入願你的國降臨之前
[00:02:44.000 --> 00:02:50.000]  我想同你一齊去回顧一下主禱文嘅大圖畫
[00:02:50.000 --> 00:02:52.000]  主禱文咁樣開始
[00:02:52.000 --> 00:02:53.000]  我門在天上的父
[00:02:53.000 --> 00:02:56.000]  願人都尊你的名為聖
[00:02:56.000 --> 00:02:58.000]  願你的國降臨
[00:02:58.000 --> 00:03:00.000]  願你的旨意行在地上
[00:03:00.000 --> 00:03:03.000]  如同行在天上
[00:03:03.000 --> 00:03:05.000]  一開始耶穌叫我哋追求嘅係
[00:03:05.000 --> 00:03:06.000]  你的名
[00:03:06.000 --> 00:03:07.000]  你的國
[00:03:07.000 --> 00:03:09.000]  你的旨意
[00:03:09.000 --> 00:03:11.000]  全都係你的
[00:03:11.000 --> 00:03:15.000]  係一個三合一嘅祈求
[00:03:15.000 --> 00:03:17.000]  不過主禱文仲未完
[00:03:17.000 --> 00:03:19.000]  當你繼續讀落去嘅時候
[00:03:19.000 --> 00:03:22.000]  你發現下面幾個祈求
[00:03:22.000 --> 00:03:26.000]  所求嘅嘢都係同我哋有關係嘅
[00:03:26.000 --> 00:03:31.000]  主禱文唔係一個All About You咁簡單嘅禱告
[00:03:31.000 --> 00:03:35.000]  主禱文嘅整個架構係All Of Us
[00:03:35.000 --> 00:03:37.000]  For All Of You
[00:03:37.000 --> 00:03:43.000]  所有嘅我傾倒俾所有嘅你
[00:03:43.000 --> 00:03:45.000]  於是你繼續讀落去主禱文係咁講
[00:03:45.000 --> 00:03:47.000]  我門日用的飲食
[00:03:47.000 --> 00:03:50.000]  今日賜給我門免我門的債
[00:03:50.000 --> 00:03:52.000]  如同我門免了人的債
[00:03:52.000 --> 00:03:55.000]  不叫我門予陷入試探
[00:03:55.000 --> 00:03:59.000]  救我門脫離那惡者
[00:03:59.000 --> 00:04:01.000]  係咪好得意一開始嘅時候
[00:04:01.000 --> 00:04:02.000]  全部都係你的
[00:04:02.000 --> 00:04:03.000]  你的國
[00:04:03.000 --> 00:04:04.000]  你的名
[00:04:04.000 --> 00:04:05.000]  你的義
[00:04:05.000 --> 00:04:07.000]  一開始所有都係我門
[00:04:07.000 --> 00:04:08.000]  突然間轉軚
[00:04:08.000 --> 00:04:09.000]  耶穌
[00:04:09.000 --> 00:04:14.000]  從上帝嘅你去到我哋嘅需要
[00:04:14.000 --> 00:04:16.000]  正如我之前一直去強調
[00:04:16.000 --> 00:04:20.000]  耶穌唔係教緊我哋一啲禱告嘅竅門
[00:04:20.000 --> 00:04:23.000]  唔係話你要哄下上帝開心
[00:04:23.000 --> 00:04:25.000]  於是先求佢三樣嘢
[00:04:25.000 --> 00:04:27.000]  求完之後
[00:04:27.000 --> 00:04:29.000]  等上帝好開心嘅時候
[00:04:29.000 --> 00:04:31.000]  你可以大條到你開始求自己嘅嘢
[00:04:31.000 --> 00:04:33.000]  咁就靈㗎啦
[00:04:33.000 --> 00:04:36.000]  耶穌絕對唔係教緊我哋做呢啲嘢
[00:04:36.000 --> 00:04:39.000]  耶穌教緊我哋係一個bottom up
[00:04:39.000 --> 00:04:43.000]  從下面建立返去上面嘅禱告嘅框架
[00:04:43.000 --> 00:04:45.000]  下面求嘅係我哋嘅東西
[00:04:45.000 --> 00:04:47.000]  上面求嘅係上帝嘅東西
[00:04:47.000 --> 00:04:51.000]  但係所有嘢從下面開始一直去建立上去
[00:04:51.000 --> 00:04:53.000]  All of us
[00:04:53.000 --> 00:04:55.000]  我哋所有嘅
[00:04:55.000 --> 00:04:57.000]  全部傾到俾All of you
[00:04:57.000 --> 00:05:01.000]  為上帝而傾到
[00:05:01.000 --> 00:05:03.000]  耶穌教緊我哋一樣好得意嘅
[00:05:03.000 --> 00:05:06.000]  耶穌話當我哋去追求上帝嘅名
[00:05:06.000 --> 00:05:07.000]  上帝嘅國
[00:05:07.000 --> 00:05:09.000]  上帝嘅旨意嘅時候
[00:05:09.000 --> 00:05:11.000]  我哋必須要有三樣嘢
[00:05:11.000 --> 00:05:13.000]  冇咗個三樣嘢就冇話追求
[00:05:13.000 --> 00:05:15.000]  於是耶穌叫我哋
[00:05:15.000 --> 00:05:17.000]  你一定要求求呢三樣嘢
[00:05:17.000 --> 00:05:18.000]  三樣嘢係乜嘢
[00:05:18.000 --> 00:05:20.000]  罪債得赦免
[00:05:20.000 --> 00:05:23.000]  第二免得入試探
[00:05:23.000 --> 00:05:27.000]  第三脫離難惡者
[00:05:27.000 --> 00:05:30.000]  而喺整個主禱文嘅中心裏面
[00:05:30.000 --> 00:05:32.000]  有一個字眼叫做飲食
[00:05:32.000 --> 00:05:36.000]  呢個好明顯係中文翻譯翻得唔好
[00:05:36.000 --> 00:05:39.000]  如果你睇返個英文或者個原文就係
[00:05:39.000 --> 00:05:42.000]  我哋日用嘅麵包
[00:05:42.000 --> 00:05:46.000]  呢度我哋日用嘅飲食唔係講緊我哋生活上一切嘅需要
[00:05:46.000 --> 00:05:49.000]  佢講緊嘅唔係普通嘅麵包
[00:05:49.000 --> 00:05:52.000]  唔係身體上面嘅需要
[00:05:52.000 --> 00:05:57.000]  講到呢度我哋可能要同我哋嘅屬靈前輩講聲對唔住
[00:05:57.000 --> 00:06:00.000]  即係你發現喺改革
