
[00:00:00.000 --> 00:00:02.000]  好,各位弟子們,早晨
[00:00:02.000 --> 00:00:03.000]  好,感恩
[00:00:03.000 --> 00:00:05.000]  今天的講道跟平時有些不同
[00:00:05.000 --> 00:00:07.000]  平時我是用《色經》講道
[00:00:07.000 --> 00:00:09.000]  就一路去講解經文
[00:00:09.000 --> 00:00:10.000]  一路鑽研經文
[00:00:10.000 --> 00:00:12.000]  看看上帝直覺話語
[00:00:12.000 --> 00:00:14.000]  怎樣給我們提醒和挑戰
[00:00:14.000 --> 00:00:16.000]  但是今天我會
[00:00:16.000 --> 00:00:18.000]  回應我們今季的季題
[00:00:18.000 --> 00:00:20.000]  大家記得今季的季題
[00:00:20.000 --> 00:00:23.000]  我們崇拜的周刊就除了有連題
[00:00:23.000 --> 00:00:24.000]  就好像這句那樣
[00:00:24.000 --> 00:00:26.000]  裝備門徒迎向挑戰
[00:00:26.000 --> 00:00:27.000]  在四月六日份
[00:00:27.000 --> 00:00:28.000]  我們的季題是什麼
[00:00:28.000 --> 00:00:30.000]  不如互動吧,大家幫我講
[00:00:30.000 --> 00:00:31.000]  一,二,三
[00:00:31.000 --> 00:00:34.000]  寧命根生,根主行
[00:00:34.000 --> 00:00:38.000]  寧命根生很明顯就是我們今季的主善
[00:00:38.000 --> 00:00:41.000]  我很想接著我們的季題
[00:00:41.000 --> 00:00:43.000]  加上我剛剛在六月份
[00:00:43.000 --> 00:00:44.000]  大家也知道
[00:00:44.000 --> 00:00:46.000]  我第一個星期就去了台北
[00:00:46.000 --> 00:00:49.000]  是一個華人的宣教大會
[00:00:49.000 --> 00:00:51.000]  我將當中的領袖來得著
[00:00:51.000 --> 00:00:54.000]  也透過經文給我們提醒
[00:00:54.000 --> 00:00:55.000]  讓我們知道
[00:00:55.000 --> 00:00:58.000]  寧命根生,怎樣和我們的宣教
[00:00:58.000 --> 00:01:01.000]  可以炎點起我們的宣教心
[00:01:01.000 --> 00:01:03.000]  所以今天講到的方式是這樣的
[00:01:03.000 --> 00:01:05.000]  我們最後講到之前
[00:01:05.000 --> 00:01:07.000]  我們再有個祈禱
[00:01:07.000 --> 00:01:09.000]  只為天父我們仰望你
[00:01:09.000 --> 00:01:11.000]  求聖靈你打開我們的心
[00:01:11.000 --> 00:01:14.000]  我們要準備炎點我們的宣教心
[00:01:14.000 --> 00:01:17.000]  我們第一步不是炎點
[00:01:17.000 --> 00:01:19.000]  而是我們要去寧命根生
[00:01:19.000 --> 00:01:21.000]  所以我希望我求主
[00:01:21.000 --> 00:01:23.000]  聖靈帶領我們一刻
[00:01:23.000 --> 00:01:26.000]  我們打開我們熟練的耳朵去聆聽
[00:01:26.000 --> 00:01:29.000]  也打開我們的心去領受
[00:01:29.000 --> 00:01:32.000]  將你的話語能夠活出來
[00:01:32.000 --> 00:01:33.000]  走出來
[00:01:33.000 --> 00:01:35.000]  成為一個行道活道的人
[00:01:35.000 --> 00:01:38.000]  有求主你使用我成為流通的管使
[00:01:38.000 --> 00:01:40.000]  以致我能夠將你的話語
[00:01:40.000 --> 00:01:41.000]  藉著去宣講
[00:01:41.000 --> 00:01:43.000]  讓祂知道我們有領受
[00:01:43.000 --> 00:01:46.000]  並且成為教會的祝福
[00:01:46.000 --> 00:01:47.000]  求主帶領我們一刻
[00:01:47.000 --> 00:01:51.000]  禱告奉耶穌名求阿們
[00:01:51.000 --> 00:01:53.000]  很好剛才我們讀了一段經文
[00:01:53.000 --> 00:01:55.000]  不需要再讀了
[00:01:55.000 --> 00:01:57.000]  反而也不再解經
[00:01:57.000 --> 00:01:58.000]  應該是很熟悉的經文
[00:01:58.000 --> 00:02:00.000]  雖然可能有些新朋友在當中
[00:02:00.000 --> 00:02:01.000]  但也想告訴你
[00:02:01.000 --> 00:02:07.000]  聖經就是上帝的話語
[00:02:07.000 --> 00:02:10.000]  祂是我們生命之道
[00:02:10.000 --> 00:02:13.000]  不只是頭腦上的知識
[00:02:13.000 --> 00:02:15.000]  更加是讓我們生命
[00:02:15.000 --> 00:02:21.000]  更新的方向和行動的力量
[00:02:21.000 --> 00:02:24.000]  我們不只是要明白聖經的真理
[00:02:24.000 --> 00:02:27.000]  更加要讓聖經改變我們的生命
[00:02:27.000 --> 00:02:32.000]  所以聖經就是改變生命的靈丹妙藥
[00:02:32.000 --> 00:02:33.000]  弟兄姊妹
[00:02:33.000 --> 00:02:36.000]  其實我們「浸信會」的特色是什麼呢
[00:02:36.000 --> 00:02:38.000]  很多人說「浸」
[00:02:38.000 --> 00:02:43.000]  「浸」裡面是「因信而浸」
[00:02:43.000 --> 00:02:45.000]  是我們「信而行先」
[00:02:45.000 --> 00:02:46.000]  然後去「浸」
[00:02:46.000 --> 00:02:47.000]  信什麼呢
[00:02:47.000 --> 00:02:49.000]  我們信神的話語
[00:02:49.000 --> 00:02:51.000]  信耶穌基督是我們的救主
[00:02:51.000 --> 00:02:52.000]  我們以聖經為本
[00:02:52.000 --> 00:02:55.000]  所以其實我們「浸信會」就是一群
[00:02:55.000 --> 00:02:59.000]  以聖經為我們生命權威的一個群體
[00:02:59.000 --> 00:03:02.000]  所以我們每個星期的崇拜
[00:03:02.000 --> 00:03:03.000]  我們的講道
[00:03:03.000 --> 00:03:05.000]  都是以聖經為主
[00:03:05.000 --> 00:03:06.000]  我更加鼓勵大家
[00:03:06.000 --> 00:03:09.000]  我們每天都要去讀經
[00:03:09.000 --> 00:03:10.000]  祈禱、靈修
[00:03:10.000 --> 00:03:13.000]  這個經常都說的
[00:03:13.000 --> 00:03:17.000]  所以所謂傳統不只是重視聖經
[00:03:17.000 --> 00:03:20.000]  重視個人靈修的操練
[00:03:20.000 --> 00:03:22.000]  不只是一個習慣
[00:03:22.000 --> 00:03:26.000]  更加是一個敬虔生命的培育的方法
[00:03:26.000 --> 00:03:27.000]  這句話不是我說的
[00:03:27.000 --> 00:03:30.000]  其實在這次宣教大會裡面
[00:03:30.000 --> 00:03:34.000]  我和報道差全部的副部長Eric
[00:03:34.000 --> 00:03:38.000]  一起兩個人代表討奏去參加
[00:03:38.000 --> 00:03:40.000]  在當中聽過很多編導的
[00:03:40.000 --> 00:03:42.000]  很多陪令的訊息
[00:03:42.000 --> 00:03:45.000]  其中一個比較令我感召的是
[00:03:45.000 --> 00:03:47.000]  看到一個港員
[00:03:47.000 --> 00:03:48.000]  大家認不認識
[00:03:48.000 --> 00:03:50.000]  是香港人
[00:03:50.000 --> 00:03:51.000]  在香港也有
[00:03:51.000 --> 00:03:52.000]  我們很感恩
[00:03:52.000 --> 00:03:54.000]  我們香港浸信會神話院院長
[00:03:54.000 --> 00:03:55.000]  徐惠桐院長
[00:03:55.000 --> 00:03:57.000]  偶爾都來我們教會講道
[00:03:57.000 --> 00:03:58.000]  那天在台灣
[00:03:58.000 --> 00:04:00.000]  我聽到他講了兩場道
[00:04:00.000 --> 00:04:01.000]  一場是宣教大會
[00:04:01.000 --> 00:04:04.000]  一場是去到台灣的浸神神話院參觀
[00:04:04.000 --> 00:04:05.000]  聽到他講道
[00:04:05.000 --> 00:04:07.000]  這次他講的題目是什麼
[00:04:07.000 --> 00:04:09.000]  浸信會的靈性復興
[00:04:09.000 --> 00:04:13.000]  從敬虔咸陽到宣教淺行
[00:04:13.000 --> 00:04:15.000]  當然宣教大會當然是講宣教
[00:04:15.000 --> 00:04:17.000]  但徐惠桐院長很特別
[00:04:17.000 --> 00:04:19.000]  他將浸信會的傳統
[00:04:19.000 --> 00:04:23.000]  一個靈性復興的敬虔咸陽講了出來
[00:04:23.000 --> 00:04:26.000]  讓我今天都再次提醒自己
[00:04:26.000 --> 00:04:28.000]  我們怎樣去靈命更生
[00:04:28.000 --> 00:04:30.000]  徐惠桐院長在當中提及到一位
[00:04:30.000 --> 00:04:34.000]  清教徒十七世紀的本人約翰
[00:04:34.000 --> 00:04:36.000]  約翰本人John Byron
[00:04:36.000 --> 00:04:37.000]  不知道大家認不認識
[00:04:37.000 --> 00:04:39.000]  可以說是浸信會的先鋒
[00:04:39.000 --> 00:04:41.000]  可能你不認識
[00:04:41.000 --> 00:04:42.000]  不過我講一本書
[00:04:42.000 --> 00:04:43.000]  你一講便知道
[00:04:43.000 --> 00:04:44.000]  《天路歷程》
[00:04:44.000 --> 00:04:47.000]  小娟應該看過很多次
[00:04:47.000 --> 00:04:49.000]  一本很經典的基督教著作
[00:04:49.000 --> 00:04:52.000]  由一位約翰本人寫出來
[00:04:52.000 --> 00:04:55.000]  他是浸信會的先賢
[00:04:55.000 --> 00:05:02.000]  他每天早上中午夜晚去讀聖經
[00:05:02.000 --> 00:05:05.000]  每次讀聖經要讀一章
[00:05:05.000 --> 00:05:07.000]  每天這樣做
[00:05:07.000 --> 00:05:10.000]  一年讀了多少章聖經
[00:05:10.000 --> 00:05:11.000]  即是每天讀三章
[00:05:11.000 --> 00:05:13.000]  三乘三百六十五
[00:05:13.000 --> 00:05:15.000]  即刻計算到一千零九十五
[00:05:15.000 --> 00:05:18.000]  我們全本聖經有多少章
[00:05:18.000 --> 00:05:20.000]  一千一百八十九章
[00:05:20.000 --> 00:05:21.000]  差不多了
[00:05:21.000 --> 00:05:23.000]  一年就讀完整卷聖經
[00:05:23.000 --> 00:05:24.000]  不過這樣做
[00:05:24.000 --> 00:05:28.000]  不是單單為了每年都讀一次聖經
[00:05:28.000 --> 00:05:29.000]  那麼簡單
[00:05:29.000 --> 00:05:31.000]  而是要在當中有默想
[00:05:31.000 --> 00:05:33.000]  有祈禱
[00:05:33.000 --> 00:05:36.000]  讓上帝的話語種植在他心田裡
[00:05:36.000 --> 00:05:38.000]  本人約翰說
[00:05:38.000 --> 00:05:42.000]  他選擇在這個世界裡太多的罪惡
[00:05:42.000 --> 00:05:46.000]  所以他時常都要檢視自己的生命
[00:05:46.000 --> 00:05:47.000]  去自省
[00:05:47.000 --> 00:05:49.000]  以及去祈禱
[00:05:49.000 --> 00:05:51.000]  本人約翰說
[00:05:51.000 --> 00:05:53.000]  要藉著上帝的恩典
[00:05:53.000 --> 00:05:55.000]  人才能夠悔改
[00:05:55.000 --> 00:05:56.000]  信靠神
[00:05:56.000 --> 00:05:59.000]  踏上救恩之路
[00:05:59.000 --> 00:06:01.000]  所以聖經成為了
[00:06:01.000 --> 00:06:04.000]  我們生命的很寶貴的資源
[00:06:04.000 --> 00:06:05.000]  反省生命
[00:06:05.000 --> 00:06:07.000]  悔改生命的寶貴資源
[00:06:07.000 --> 00:06:08.000]  本人約翰說
[00:06:08.000 --> 00:06:11.000]  他從來都不會離開聖經
[00:06:11.000 --> 00:06:14.000]  他要向上帝呼求
[00:06:14.000 --> 00:06:16.000]  讓上帝就要話語指教他
[00:06:16.000 --> 00:06:18.000]  走上天堂來榮耀的路
[00:06:18.000 --> 00:06:20.000]  所以祈禱
[00:06:20.000 --> 00:06:22.000]  不是單單只是一個形式
[00:06:22.000 --> 00:06:24.000]  而是發自內心
[00:06:24.000 --> 00:06:26.000]  向聖靈傾心徒兒
[00:06:26.000 --> 00:06:28.000]  這個就是他在聖經裡
[00:06:28.000 --> 00:06:29.000]  讀經裡
[00:06:29.000 --> 00:06:32.000]  祈禱裡的領袖
[00:06:32.000 --> 00:06:34.000]  這段時間我經常說
[00:06:34.000 --> 00:06:36.000]  我在土葬已經笑了十九年
[00:06:36.000 --> 00:06:37.000]  有些什麼事
[00:06:37.000 --> 00:06:39.000]  我想大家都很記得
[00:06:39.000 --> 00:06:41.000]  或者最重要的得著是什麼呢
[00:06:41.000 --> 00:06:43.000]  我想大家得著的就是
[00:06:43.000 --> 00:06:45.000]  每天的靈修
[00:06:45.000 --> 00:06:46.000]  是很重要
[00:06:46.000 --> 00:06:47.000]  對於我來說
[00:06:47.000 --> 00:06:48.000]  就是建立我
[00:06:48.000 --> 00:06:50.000]  由剛回來教會
[00:06:50.000 --> 00:06:52.000]  屬於生命成長
[00:06:52.000 --> 00:06:53.000]  成為門徒
[00:06:53.000 --> 00:06:54.000]  更加成為一個傳道人
[00:06:54.000 --> 00:06:55.000]  成為一個牧者
[00:06:55.000 --> 00:06:56.000]  每天的靈修
[00:06:56.000 --> 00:06:58.000]  都是推動我
[00:06:58.000 --> 00:06:59.000]  去親近主
[00:06:59.000 --> 00:07:00.000]  以及建立生命的
[00:07:00.000 --> 00:07:03.000]  一個重要的途徑
[00:07:03.000 --> 00:07:04.000]  我經常用兩個比喻
[00:07:04.000 --> 00:07:06.000]  去比喻靈修的
[00:07:06.000 --> 00:07:09.000]  第一個就是刷牙
[00:07:09.000 --> 00:07:11.000]  我想問大家
[00:07:11.000 --> 00:07:13.000]  你會不會早上起床
[00:07:13.000 --> 00:07:14.000]  不刷牙就上班
[00:07:14.000 --> 00:07:15.000]  上學那樣
[00:07:15.000 --> 00:07:16.000]  有沒有人
[00:07:16.000 --> 00:07:17.000]  說你就會這麼舒服
[00:07:17.000 --> 00:07:19.000]  我覺得每天不刷牙
[00:07:19.000 --> 00:07:21.000]  看到人都不敢開口
[00:07:21.000 --> 00:07:23.000]  口裡好像有一層東西
[00:07:23.000 --> 00:07:24.000]  在裡面
[00:07:24.000 --> 00:07:25.000]  我也會覺得
[00:07:25.000 --> 00:07:26.000]  如果我每天沒有靈修
[00:07:26.000 --> 00:07:28.000]  好像整個人都不舒服
[00:07:28.000 --> 00:07:31.000]  好像整個人都差一點點
[00:07:31.000 --> 00:07:32.000]  但我想帶出
[00:07:32.000 --> 00:07:35.000]  靈修不單止是一個習慣
[00:07:35.000 --> 00:07:36.000]  更加是
[00:07:36.000 --> 00:07:38.000]  我們生命的一個成長
[00:07:38.000 --> 00:07:40.000]  有很重要的糧食
[00:07:40.000 --> 00:07:42.000]  大家每天
[00:07:42.000 --> 00:07:45.000]  你的手機會充電
[00:07:45.000 --> 00:07:47.000]  有些人不單止要充一次電
[00:07:47.000 --> 00:07:48.000]  到了晚上就要找個尿袋
[00:07:48.000 --> 00:07:50.000]  幫忙充電
[00:07:50.000 --> 00:07:52.000]  我們手機每天都要充電
[00:07:52.000 --> 00:07:53.000]  我都覺得靈修就是
[00:07:53.000 --> 00:07:54.000]  我們每一天
[00:07:54.000 --> 00:07:55.000]  都要用時間
[00:07:55.000 --> 00:07:57.000]  親近主
[00:07:57.000 --> 00:07:59.000]  在上帝面前充電
[00:07:59.000 --> 00:08:01.000]  讓上帝的話語
[00:08:01.000 --> 00:08:02.000]  能夠更新我們的生命
[00:08:02.000 --> 00:08:04.000]  才能夠重新得力
[00:08:04.000 --> 00:08:06.000]  才能夠有力量成為一個
[00:08:06.000 --> 00:08:08.000]  在世俗裡面作門徒
[00:08:08.000 --> 00:08:11.000]  並且讓上帝的話語提醒自己
[00:08:11.000 --> 00:08:13.000]  有什麼要修剪的地方
[00:08:13.000 --> 00:08:15.000]  讓上帝的話語
[00:08:15.000 --> 00:08:16.000]  成為我們生命的安慰
[00:08:16.000 --> 00:08:18.000]  成為愛的力量
[00:08:18.000 --> 00:08:20.000]  這個就是提醒我們
[00:08:20.000 --> 00:08:23.000]  每天靈修的重要
[00:08:23.000 --> 00:08:25.000]  我都想提到一個
[00:08:25.000 --> 00:08:27.000]  很重要的宣教士
[00:08:27.000 --> 00:08:28.000]  不是在宣教大會聽的
[00:08:28.000 --> 00:08:30.000]  不過我在港大都講過
[00:08:30.000 --> 00:08:32.000]  這是William Carey
[00:08:32.000 --> 00:08:34.000]  威廉克利
[00:08:34.000 --> 00:08:36.000]  大家知不知道他是什麼宗派的
[00:08:36.000 --> 00:08:38.000]  我當然講是在浸信會
[00:08:38.000 --> 00:08:40.000]  大家認不認識他
[00:08:40.000 --> 00:08:43.000]  他被稱為近代的宣教之父
[00:08:43.000 --> 00:08:44.000]  他是英國浸信會的
[00:08:44.000 --> 00:08:45.000]  穆斯林宣教士
[00:08:45.000 --> 00:08:48.000]  是英國浸信會差會創辦人之一
[00:08:48.000 --> 00:08:50.000]  他在1793年
[00:08:50.000 --> 00:08:52.000]  他去了印度宣教
[00:08:52.000 --> 00:08:55.000]  當時英國最大的公司
[00:08:55.000 --> 00:08:57.000]  就是東印度公司
[00:08:57.000 --> 00:08:58.000]  大家可能都聽過
[00:08:58.000 --> 00:09:00.000]  是不歡迎宣教士的
[00:09:00.000 --> 00:09:01.000]  但是他因為
[00:09:01.000 --> 00:09:04.000]  對上帝的話語的執著和堅持
[00:09:04.000 --> 00:09:06.000]  他排除重重困難
[00:09:06.000 --> 00:09:09.000]  去到印度的塞南坡那裡
[00:09:09.000 --> 00:09:11.000]  推動聖經翻譯的工作
[00:09:11.000 --> 00:09:13.000]  將聖經翻譯為
[00:09:13.000 --> 00:09:14.000]  孟加拉文
[00:09:14.000 --> 00:09:15.000]  印度文
[00:09:15.000 --> 00:09:17.000]  梵文
[00:09:17.000 --> 00:09:19.000]  在1801年
[00:09:19.000 --> 00:09:23.000]  第一本孟加拉文的新約聖經出版
[00:09:23.000 --> 00:09:25.000]  他用了七年半的心血
[00:09:25.000 --> 00:09:27.000]  終於達到一個成績
