
[00:00:00.000 --> 00:00:03.600]  主持人:早上好!願你們平安!
[00:00:03.600 --> 00:00:12.600]  今天看下面坐得這麼滿,真是充滿了神的恩典。
[00:00:12.600 --> 00:00:23.900]  今天我們講的這段聖經,大家已經看到了。不知道你們是否還記得一個童話故事,
[00:00:23.900 --> 00:00:37.200]  第一隻小豬用稻草做了一個房子,然後被大灰狼一吹就倒了,
[00:00:37.200 --> 00:00:55.500]  然後他跑到他第二個哥哥的房子去,那個是用柴火搭的,大灰狼一吹就倒了,然後他跑到大哥那裡去,
[00:00:55.500 --> 00:01:07.900]  最後一個房子是用磚做的,大灰狼一吹就倒了,三隻小豬就很安全。
[00:01:07.900 --> 00:01:18.400]  所以你們看今天的聖經中是哥倫多前書三章一到十五,
[00:01:18.400 --> 00:01:27.800]  他最關鍵的是在第九節,最關鍵的是第九節,就是神的房屋,就是神做的房屋。
[00:01:27.800 --> 00:01:31.000]  如果可以的話可以回到第九節給大家看看。
[00:01:31.000 --> 00:01:35.100]  這神的房屋到底說什麼?神的房屋究竟是說什麼呢?
[00:01:35.100 --> 00:01:43.500]  它其實指的是我們這些信徒的生命品質,其實說的是我們信徒的生命品質。
[00:01:43.500 --> 00:01:47.500]  所以今天我們不是從一節一直說到十五節那樣。
[00:01:47.500 --> 00:01:50.400]  今天我們不是從第一節一直解釋到第十五節。
[00:01:50.400 --> 00:01:55.100]  我們從中間這個房屋這裡,我們由中間這間房屋這裡說起,
[00:01:55.100 --> 00:02:02.800]  你看它說有不同的材料可以做房子,這裡說到有不同的材料可以建屋。
[00:02:02.800 --> 00:02:10.800]  很明顯它是區分了金銀寶石的,很明顯是區分了金銀寶石,或者草木合結的,或者是草木和街。
[00:02:10.800 --> 00:02:16.100]  那金銀寶石大家如果對聖經熟悉一點的話。
[00:02:16.100 --> 00:02:26.400]  金銀寶石如果大家對聖經有熟悉的話,如果放在建築這個角度,如果放在建築這個角度,你能聯想到什麼房子嗎?
[00:02:26.400 --> 00:02:28.800]  你可以聯想到什麼房子呢?
[00:02:28.800 --> 00:02:30.800]  就是聖殿,就是聖殿了。
[00:02:30.800 --> 00:02:33.200]  無論是第一聖殿還是第二聖殿。
[00:02:33.200 --> 00:02:35.200]  無論是第一還是第二的聖殿。
[00:02:35.200 --> 00:02:43.500]  那裡面的建築還有裡面的很多用具,裡面的很多用具和建築都是金銀寶石的,都是金銀寶石。
[00:02:43.500 --> 00:02:47.800]  所以很明顯就是說這樣的材料是好像神的殿一樣。
[00:02:47.800 --> 00:02:51.000]  很明顯這樣的材料是用來建造神的殿。
[00:02:51.000 --> 00:02:53.600]  那草木合結大家能聯想起來是什麼嗎?
[00:02:53.600 --> 00:02:56.200]  那草木和街大家又可以聯想起什麼呢?
[00:02:56.200 --> 00:03:01.900]  其實用我們的話說就是窩棚,用我們的話來直白一點說就是窩棚。
[00:03:01.900 --> 00:03:04.800]  那個木頭搭個框。
[00:03:04.800 --> 00:03:06.800]  也是用木頭搭個框架。
[00:03:06.800 --> 00:03:09.500]  然後那個合結鋪在頂上。
[00:03:09.500 --> 00:03:11.100]  用和結鋪在頂上。
[00:03:11.100 --> 00:03:13.000]  因為那些東西不滲水嘛。
[00:03:13.000 --> 00:03:14.500]  因為那些東西不滲水嘛。
[00:03:14.500 --> 00:03:15.800]  可以勉強防點雨。
[00:03:15.800 --> 00:03:17.200]  可以勉強擋下風雨。
[00:03:17.200 --> 00:03:18.600]  然後乾草鋪在地上。
[00:03:18.600 --> 00:03:19.800]  那乾草就鋪在地上。
[00:03:19.800 --> 00:03:21.300]  那也是個屋子。
[00:03:21.300 --> 00:03:23.300]  那都算是一間屋。
[00:03:23.300 --> 00:03:29.200]  所以你看這兩類材料它們能夠出現在什麼樣不同的建築裡面。
[00:03:29.200 --> 00:03:32.700]  大家看到這兩種不同的材料可以出現在什麼樣不同的建築裡面。
[00:03:32.700 --> 00:03:37.900]  那好,那保羅他用這兩種材料,這兩類建築來比喻我們。
[00:03:37.900 --> 00:03:43.100]  那保羅用這兩種材料,這兩類建築來比喻我們的生命。
[00:03:43.100 --> 00:03:45.500]  體現了信徒的生命品質。
[00:03:45.500 --> 00:03:47.700]  體現了信徒的生命品質。
[00:03:47.700 --> 00:03:50.600]  那到底是在比喻什麼樣的生命品質啊?
[00:03:50.600 --> 00:03:53.100]  到底是在表現什麼樣的生命品質啊?
[00:03:53.100 --> 00:03:56.400]  那我們還是先說說不是什麼。
[00:03:56.400 --> 00:03:59.000]  我們先看看不是什麼。
[00:03:59.000 --> 00:04:03.100]  金銀寶石不是說你這個人啊。
[00:04:03.100 --> 00:04:05.300]  金銀寶石不代表你這個人啊。
[00:04:05.300 --> 00:04:07.200]  你很有錢,你大把錢。
[00:04:07.200 --> 00:04:11.200]  你那個保險櫃裡頭有金有銀有寶石。
[00:04:11.200 --> 00:04:13.400]  這個保險櫃有金有銀有寶石。
[00:04:13.400 --> 00:04:16.200]  也不是說你這個人很有社會地位。
[00:04:16.200 --> 00:04:18.800]  也不是說你這個人很有社會地位。
[00:04:18.800 --> 00:04:20.400]  或者是有什麼頭銜。
[00:04:20.400 --> 00:04:22.500]  或者有什麼頭銜啊。
[00:04:22.500 --> 00:04:24.100]  不是說這樣的。
[00:04:24.100 --> 00:04:25.100]  不是這樣說的。
[00:04:25.100 --> 00:04:27.500]  那草木和解也不是說這個人很窮。
[00:04:27.500 --> 00:04:30.400]  寵物和佳也不代表這個人很窮。
[00:04:30.400 --> 00:04:33.900]  不僅沒有金銀寶石,甚至很貧困。
[00:04:33.900 --> 00:04:37.700]  不僅沒有金銀寶石,甚至很貧困。
[00:04:37.700 --> 00:04:39.700]  不僅沒有地位。
[00:04:39.700 --> 00:04:41.200]  不僅沒有地位。
[00:04:41.200 --> 00:04:44.400]  甚至可能會讓人嫌棄。
[00:04:44.400 --> 00:04:51.300]  或者是更加使人嫌棄他。
[00:04:51.300 --> 00:04:53.900]  完全沒有什麼頭銜。
[00:04:53.900 --> 00:04:55.200]  完全沒有頭銜。
[00:04:55.200 --> 00:04:57.500]  甚至可能會被人說成沒文化。
[00:04:57.500 --> 00:04:59.400]  甚至被人說沒有文化。
[00:04:59.400 --> 00:05:01.800]  那是不是草木和解是這樣的人啊?
[00:05:01.800 --> 00:05:03.900]  那是不是草木和解是這樣的人啊?
[00:05:03.900 --> 00:05:06.000]  這個不是,其實也不是。
[00:05:06.000 --> 00:05:07.400]  那還不是什麼啊?
[00:05:07.400 --> 00:05:09.200]  那還有些不是什麼呢?
[00:05:09.200 --> 00:05:13.000]  剛才我們說的你可以說這是世界的嘛,教會外嘛。
[00:05:13.000 --> 00:05:15.600]  我們剛才說的是教會以外。
[00:05:15.600 --> 00:05:16.800]  那教會裡呢?
[00:05:16.800 --> 00:05:18.100]  那教會裡面呢?
[00:05:18.100 --> 00:05:22.400]  那是否覺得金銀寶石是那些站講台啊,
[00:05:22.400 --> 00:05:25.100]  做教導啊,領唱啊這樣的人呢?
[00:05:25.100 --> 00:05:27.800]  那是不是覺得金銀寶石就是屬於那些
[00:05:27.800 --> 00:05:32.000]  站在講台上講道啊,領唱啊,或者是侍奉的人呢?
[00:05:32.000 --> 00:05:34.100]  萬眾矚目一樣的一種。
[00:05:34.100 --> 00:05:35.600]  或者是萬眾矚目的人呢?
[00:05:35.600 --> 00:05:38.700]  到處都能看到做這樣工作的呦。
[00:05:38.700 --> 00:05:40.600]  那你到處都能看到做這些工作的人。
[00:05:40.600 --> 00:05:42.300]  但是你看不到的。
[00:05:42.300 --> 00:05:43.500]  但是你看不到的呢?
[00:05:43.500 --> 00:05:45.000]  那個什麼做茶點啊。
[00:05:45.000 --> 00:05:46.100]  或者做茶點啊。
[00:05:46.100 --> 00:05:47.000]  做清潔啊。
[00:05:47.000 --> 00:05:48.000]  做清潔啊。
[00:05:48.000 --> 00:05:49.500]  那是不是草木和解一樣啊?
[00:05:49.500 --> 00:05:51.000]  那些就是草木和解呢?
[00:05:51.000 --> 00:05:53.900]  因為不太受重視,不太矚目嘛。
[00:05:53.900 --> 00:05:56.000]  或者不是那麼矚目,不是那麼受重視。
[00:05:56.000 --> 00:05:57.100]  那更不是這樣。
[00:05:57.100 --> 00:05:58.800]  更加不是這樣啊。
[00:05:58.800 --> 00:06:04.000]  那真真正正說金銀寶石草木和解是代表什麼人?
[00:06:04.000 --> 00:06:07.000]  你真真正正講草木和解或者是金銀寶石,
[00:06:07.000 --> 00:06:08.900]  究竟是講哪些人呢?
[00:06:08.900 --> 00:06:12.300]  金銀寶石是說這個人他有屬靈的生命見證。
[00:06:12.300 --> 00:06:15.800]  金銀寶石是說這個人有屬靈的生命見證。
[00:06:15.800 --> 00:06:19.800]  而草木和解就說這個人的生命見證是很熟識的。
[00:06:19.800 --> 00:06:24.100]  草木和解就是講明這個人的生命見證是非常熟悉的。
[00:06:24.100 --> 00:06:25.800]  那屬靈的生命見證,
[00:06:25.800 --> 00:06:29.100]  那其實有很多美好的詞稿我們可以用啊。
[00:06:29.100 --> 00:06:33.400]  屬靈的生命見證其實有很多美好的詞綴是可以運用的。
[00:06:33.400 --> 00:06:36.300]  但是熟識的這種生命見證,
[00:06:36.300 --> 00:06:37.900]  或者是熟悉的生命見證呢,
[00:06:37.900 --> 00:06:41.000]  也正是保羅提醒哥林多教會的。
[00:06:41.000 --> 00:06:44.100]  也是正是保羅要提醒哥林多教會的。
[00:06:44.100 --> 00:06:47.500]  也是聖經藉著他,
[00:06:47.500 --> 00:06:50.700]  藉著這番話來提醒兩千年來的教會。
[00:06:50.700 --> 00:06:56.300]  也都是聖經用來提醒兩千年以來的教會的。
[00:06:56.300 --> 00:06:57.100]  所以你們來看啊,
[00:06:57.100 --> 00:06:59.500]  首先就是屬式的生命見證,
[00:06:59.500 --> 00:07:03.000]  保羅他說解黨這個問題。
[00:07:03.000 --> 00:07:05.400]  所以我們去看一下,
[00:07:05.400 --> 00:07:07.600]  首先是保羅講到解黨這個問題。
[00:07:07.600 --> 00:07:09.900]  就是哥林多前書一上來講這個話題。
[00:07:09.900 --> 00:07:12.900]  就是哥林多前書一開篇就是講的這個問題。
[00:07:12.900 --> 00:07:16.100]  這段中提到嫉妒紛爭,
[00:07:16.100 --> 00:07:18.400]  這一段裡面講到嫉妒紛爭。
[00:07:18.400 --> 00:07:24.700]  這嫉妒紛爭當然是我們中文在那個時候的翻譯。
[00:07:24.700 --> 00:07:28.100]  嫉妒紛爭當然可以用中文的形式來翻譯。
[00:07:28.100 --> 00:07:31.500]  它最根本的意思,
[00:07:31.500 --> 00:07:33.300]  這個嫉妒就是熱衷,
[00:07:33.300 --> 00:07:35.700]  這個嫉妒其實就是熱衷。
[00:07:35.700 --> 00:07:38.400]  就是一個人他熱衷於什麼,
[00:07:38.400 --> 00:07:40.500]  這個人熱衷於什麼。
[00:07:40.500 --> 00:07:44.100]  聽起來是個中性的詞,
[00:07:44.100 --> 00:07:46.500]  不像是批判,
[00:07:46.500 --> 00:07:50.900]  但是很明顯保羅在說你們熱衷什麼。
[00:07:50.900 --> 00:07:55.300]  那很明顯保羅是講明他們是熱衷一些什麼。
[00:07:55.300 --> 00:07:57.100]  你們就是熱衷,
[00:07:57.100 --> 00:07:58.700]  你們覺得自己是跟誰的,
[00:07:58.700 --> 00:07:59.800]  自己是屬誰的。
[00:07:59.800 --> 00:08:02.100]  他們是熱衷於自己是跟誰的,
[00:08:02.100 --> 00:08:03.200]  或者是屬誰的。
[00:08:03.200 --> 00:08:06.500]  你們很得意於自己的這個派別。
[00:08:06.500 --> 00:08:09.800]  他們很得意於自己這個派別。
[00:08:09.800 --> 00:08:12.700]  然後你們覺得你們比高人一等,
[00:08:12.700 --> 00:08:14.400]  自己覺得自己高人一等。
[00:08:14.400 --> 00:08:16.700]  然後同時那個紛爭,
[00:08:16.700 --> 00:08:20.000]  他原本最根本的意思是爭競。
[00:08:20.000 --> 00:08:22.500]  紛爭最根本的意思就是爭競。
[00:08:22.500 --> 00:08:24.900]  我們北京人有的時候會說,
[00:08:24.900 --> 00:08:26.700]  你這個人怎麼這麼爭競啊。
[00:08:26.700 --> 00:08:30.200]  北京人經常都用爭競形容一個人。
[00:08:30.200 --> 00:08:34.200]  就是說你老看不起別人,
[00:08:34.200 --> 00:08:36.400]  就是這個人總是看不起別人,
[00:08:36.400 --> 00:08:37.900]  總是顯著自己好,
[00:08:37.900 --> 00:08:39.100]  總是覺得自己好過人。
[00:08:39.100 --> 00:08:43.900]  然後什麼樣的有一些什麼好名聲,
[00:08:43.900 --> 00:08:48.400]  或者說是讚美都要拉到自己身上。
[00:08:48.400 --> 00:08:49.700]  有些什麼好的讚美,
[00:08:49.700 --> 00:08:53.300]  好的名聲都要拉到自己的身上。
[00:08:53.300 --> 00:08:55.900]  而且藉此可以貶低別人。
[00:08:55.900 --> 00:08:57.900]  藉此去貶低別人。
[00:08:57.900 --> 00:09:01.200]  但是哥林多教會的人在爭競這方面,
[00:09:01.200 --> 00:09:04.000]  哥林多教會的人在爭競這一方面,
[00:09:04.000 --> 00:09:06.400]  他們貶低看不起的,
[00:09:06.400 --> 00:09:07.800]  他們貶低看不起的,
[00:09:07.800 --> 00:09:09.100]  甚至是自己的弟兄,
[00:09:09.100 --> 00:09:12.700]  甚至是自己的弟兄姐妹。
[00:09:12.700 --> 00:09:17.000]  保羅就在這段裡說了,
[00:09:17.000 --> 00:09:22.300]  我保羅還有亞伯羅都不算什麼,
[00:09:22.300 --> 00:09:27.600]  我們自己都不覺得自己算什麼,
[00:09:27.600 --> 00:09:32.900]  我們都覺得自己不是什麼了不起的人物,
[00:09:32.900 --> 00:09:36.600]  沒做什麼了不起的大事,
[00:09:36.600 --> 00:09:41.600]  那你們更不應該用我們來彰顯自己的驕傲,
[00:09:41.600 --> 00:09:45.000]  那你們更不應該用我們來彰顯自己的驕傲,
[00:09:45.000 --> 00:09:47.100]  更不應該彼此看不暢,
[00:09:47.100 --> 00:09:54.200]  更不應該彼此看不起大家。
[00:09:54.200 --> 00:09:56.200]  那保羅他用了個比喻,
[00:09:56.200 --> 00:09:59.500]  就說這個栽種澆灌。
[00:09:59.500 --> 00:10:02.100]  保羅用的比喻就是栽種和消灌。
[00:10:02.100 --> 00:10:06.800]  我家剛剛過去這個月就發生了這樣的故事。
[00:10:06.800 --> 00:10:11.800]  我家剛剛過去這個月就發生了這樣的故事。
[00:10:11.800 --> 00:10:15.300]  我兒子想種點東西,
[00:10:15.300 --> 00:10:16.700]  我兒子想種點東西,
[00:10:16.700 --> 00:10:22.500]  可能是學校裡的農業科技小組活動吧,
[00:10:22.500 --> 00:10:26.600]  可能是學校裡的農業科技小組活動吧,
[00:10:26.600 --> 00:10:29.500]  因為我家裡本來只有一個小盆子,
[00:10:29.500 --> 00:10:31.300]  裡面有一個多肉植物,
[00:10:31.300 --> 00:10:35.200]  只有一個盆是種一些仙人掌之類的東西。
[00:10:35.200 --> 00:10:39.300]  然後他說咱們能不能試著種一下東西,
[00:10:39.300 --> 00:10:41.200]  看它長出來。
[00:10:41.200 --> 00:10:44.100]  然後他說咱們能不能試著種一下東西,
[00:10:44.100 --> 00:10:45.200]  看它長出來。
[00:10:45.200 --> 00:10:51.100]  後來我就到店裡去買兩個花盆,
[00:10:51.100 --> 00:10:54.300]  後來我就到店裡去買兩個花盆,
[00:10:54.300 --> 00:10:57.900]  這邊種了一些種子,
[00:10:57.900 --> 00:10:59.200]  這邊種了一些種子,
[00:10:59.200 --> 00:11:00.900]  一邊種一種種子,
[00:11:00.900 --> 00:11:03.100]  另一邊同樣種另一種種子。
[00:11:03.100 --> 00:11:04.400]  然後上個星期呢?
[00:11:04.400 --> 00:11:05.400]  然後上個星期呢?
